escenario,observaciones,ratio_mediano,error_mediano_pct,error_p90_pct,dentro_1pct,diferencia_interna_mediana_pp
antes,532,1.0033944217298512,0.6944314408448393,21.569432296791877,56.766917293233085,1.7692514120426495e-12
despues_auditoria,532,1.0027092699163682,0.6314725249871089,19.372143222328706,57.330827067669176,1.7692514120426495e-12
