anio,mes,mes_nombre,url,archivo
2018,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2018/Setiembre/CA-0001-se2018.XLS,CA-0001-se2018.XLS
2018,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2018/Octubre/CA-0001-oc2018.XLS,CA-0001-oc2018.XLS
2018,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2018/Noviembre/CA-0001-no2018.XLS,CA-0001-no2018.XLS
2018,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2018/Diciembre/CA-0001-di2018.XLS,CA-0001-di2018.XLS
2019,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Enero/CA-0001-en2019.XLS,CA-0001-en2019.XLS
2019,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Febrero/CA-0001-fe2019.XLS,CA-0001-fe2019.XLS
2019,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Marzo/CA-0001-ma2019.XLS,CA-0001-ma2019.XLS
2019,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Abril/CA-0001-ab2019.XLS,CA-0001-ab2019.XLS
2019,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Mayo/CA-0001-my2019.XLS,CA-0001-my2019.XLS
2019,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Junio/CA-0001-jn2019.XLS,CA-0001-jn2019.XLS
2019,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Julio/CA-0001-jl2019.XLS,CA-0001-jl2019.XLS
2019,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Agosto/CA-0001-ag2019.XLS,CA-0001-ag2019.XLS
2019,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Setiembre/CA-0001-se2019.XLS,CA-0001-se2019.XLS
2019,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Octubre/CA-0001-oc2019.XLS,CA-0001-oc2019.XLS
2019,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Noviembre/CA-0001-no2019.XLS,CA-0001-no2019.XLS
2019,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2019/Diciembre/CA-0001-di2019.XLS,CA-0001-di2019.XLS
2020,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Enero/CA-0001-en2020.XLS,CA-0001-en2020.XLS
2020,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Febrero/CA-0001-fe2020.XLS,CA-0001-fe2020.XLS
2020,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Marzo/CA-0001-ma2020.XLS,CA-0001-ma2020.XLS
2020,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Abril/CA-0001-ab2020.XLS,CA-0001-ab2020.XLS
2020,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Mayo/CA-0001-my2020.XLS,CA-0001-my2020.XLS
2020,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Junio/CA-0001-jn2020.XLS,CA-0001-jn2020.XLS
2020,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Julio/CA-0001-jl2020.XLS,CA-0001-jl2020.XLS
2020,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Agosto/CA-0001-ag2020.XLS,CA-0001-ag2020.XLS
2020,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Setiembre/CA-0001-se2020.XLS,CA-0001-se2020.XLS
2020,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Octubre/CA-0001-oc2020.XLS,CA-0001-oc2020.XLS
2020,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Noviembre/CA-0001-no2020.XLS,CA-0001-no2020.XLS
2020,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2020/Diciembre/CA-0001-di2020.XLS,CA-0001-di2020.XLS
2021,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Enero/CA-0001-en2021.XLS,CA-0001-en2021.XLS
2021,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Febrero/CA-0001-fe2021.XLS,CA-0001-fe2021.XLS
2021,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Marzo/CA-0001-ma2021.XLS,CA-0001-ma2021.XLS
2021,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Abril/CA-0001-ab2021.XLS,CA-0001-ab2021.XLS
2021,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Mayo/CA-0001-my2021.XLS,CA-0001-my2021.XLS
2021,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Junio/CA-0001-jn2021.XLS,CA-0001-jn2021.XLS
2021,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Julio/CA-0001-jl2021.XLS,CA-0001-jl2021.XLS
2021,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Agosto/CA-0001-ag2021.XLS,CA-0001-ag2021.XLS
2021,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Setiembre/CA-0001-se2021.XLS,CA-0001-se2021.XLS
2021,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Octubre/CA-0001-oc2021.XLS,CA-0001-oc2021.XLS
2021,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Noviembre/CA-0001-no2021.XLS,CA-0001-no2021.XLS
2021,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2021/Diciembre/CA-0001-di2021.XLS,CA-0001-di2021.XLS
2022,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Enero/CA-0001-en2022.XLS,CA-0001-en2022.XLS
2022,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Febrero/CA-0001-fe2022.XLS,CA-0001-fe2022.XLS
2022,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Marzo/CA-0001-ma2022.XLS,CA-0001-ma2022.XLS
2022,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Abril/CA-0001-ab2022.XLS,CA-0001-ab2022.XLS
2022,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Mayo/CA-0001-my2022.XLS,CA-0001-my2022.XLS
2022,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Junio/CA-0001-jn2022.XLS,CA-0001-jn2022.XLS
2022,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Julio/CA-0001-jl2022.XLS,CA-0001-jl2022.XLS
2022,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Agosto/CA-0001-ag2022.XLS,CA-0001-ag2022.XLS
2022,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Setiembre/CA-0001-se2022.XLS,CA-0001-se2022.XLS
2022,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Octubre/CA-0001-oc2022.XLS,CA-0001-oc2022.XLS
2022,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Noviembre/CA-0001-no2022.XLS,CA-0001-no2022.XLS
2022,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2022/Diciembre/CA-0001-di2022.XLS,CA-0001-di2022.XLS
2023,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Enero/CA-0001-en2023.XLS,CA-0001-en2023.XLS
2023,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Febrero/CA-0001-fe2023.XLS,CA-0001-fe2023.XLS
2023,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Marzo/CA-0001-ma2023.XLS,CA-0001-ma2023.XLS
2023,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Abril/CA-0001-ab2023.XLS,CA-0001-ab2023.XLS
2023,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Mayo/CA-0001-my2023.XLS,CA-0001-my2023.XLS
2023,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Junio/CA-0001-jn2023.XLS,CA-0001-jn2023.XLS
2023,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Julio/CA-0001-jl2023.XLS,CA-0001-jl2023.XLS
2023,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Agosto/CA-0001-ag2023.XLS,CA-0001-ag2023.XLS
2023,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Setiembre/CA-0001-se2023.XLS,CA-0001-se2023.XLS
2023,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Octubre/CA-0001-oc2023.XLS,CA-0001-oc2023.XLS
2023,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Noviembre/CA-0001-no2023.XLS,CA-0001-no2023.XLS
2023,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Diciembre/CA-0001-di2023.XLS,CA-0001-di2023.XLS
2024,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Enero/CA-0001-en2024.XLS,CA-0001-en2024.XLS
2024,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Febrero/CA-0001-fe2024.XLS,CA-0001-fe2024.XLS
2024,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Marzo/CA-0001-ma2024.XLS,CA-0001-ma2024.XLS
2024,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Abril/CA-0001-ab2024.XLS,CA-0001-ab2024.XLS
2024,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Mayo/CA-0001-my2024.XLS,CA-0001-my2024.XLS
2024,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Junio/CA-0001-jn2024.XLS,CA-0001-jn2024.XLS
2024,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Julio/CA-0001-jl2024.XLS,CA-0001-jl2024.XLS
2024,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Agosto/CA-0001-ag2024.XLS,CA-0001-ag2024.XLS
2024,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Setiembre/CA-0001-se2024.XLS,CA-0001-se2024.XLS
2024,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Octubre/CA-0001-oc2024.XLS,CA-0001-oc2024.XLS
2024,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Noviembre/CA-0001-no2024.XLS,CA-0001-no2024.XLS
2024,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Diciembre/CA-0001-di2024.XLS,CA-0001-di2024.XLS
2025,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Enero/CA-0001-en2025.XLS,CA-0001-en2025.XLS
2025,2,Febrero,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Febrero/CA-0001-fe2025.XLS,CA-0001-fe2025.XLS
2025,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Marzo/CA-0001-ma2025.XLS,CA-0001-ma2025.XLS
2025,4,Abril,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Abril/CA-0001-ab2025.XLS,CA-0001-ab2025.XLS
2025,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Mayo/CA-0001-my2025.XLS,CA-0001-my2025.XLS
2025,6,Junio,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Junio/CA-0001-jn2025.XLS,CA-0001-jn2025.XLS
2025,7,Julio,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Julio/CA-0001-jl2025.XLS,CA-0001-jl2025.XLS
2025,8,Agosto,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Agosto/CA-0001-ag2025.XLS,CA-0001-ag2025.XLS
2025,9,Setiembre,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Setiembre/CA-0001-se2025.XLS,CA-0001-se2025.XLS
2025,10,Octubre,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Octubre/CA-0001-oc2025.XLS,CA-0001-oc2025.XLS
2025,11,Noviembre,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Noviembre/CA-0001-no2025.XLS,CA-0001-no2025.XLS
2025,12,Diciembre,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Diciembre/CA-0001-di2025.XLS,CA-0001-di2025.XLS
2026,1,Enero,https://intranet2.sbs.gob.pe/estadistica/spp/2026/Enero/CA-0001-en2026.XLS,CA-0001-en2026.XLS
