fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,participacion_reportada_pct,periodo,conservar_auditoria
2015-01-30,CA-0001-en2015.XLS,3,49,Habitat,3,1035.8941189345,miles_soles,0.010333460818268,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.8468631775946598,1.0333460818268076,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,72,Habitat,3,1402.8392068825,miles_soles,0.013993885778173,INTERBANK,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.1468477778567296,1.399388577817303,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,74,Habitat,3,1390.9208943825,miles_soles,0.0138749958134676,BON.SUB.FIN.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.1371043303259167,1.387499581346766,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,75,Habitat,3,11.9183125,miles_soles,0.0001188899647053,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.009743447530813,0.0118889964705371,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,78,Habitat,3,812.7840993893,miles_soles,0.0081078485640883,INTERGROUP,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,79.0,122321.30836964052,0.664466486029697,0.8107848564088338,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,80,Habitat,3,1815.8301569384,miles_soles,0.0181136367475979,INTERSEGURO,BON.SUB.FIN.,sin_categoria_adyacente,,pareja_exacta_heuristica,81.0,122321.30836964052,1.4844757476360342,1.8113636747597923,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,88,Habitat,3,163.7703215976,miles_soles,0.0016336748809469,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.1338853579808887,0.1633674880946947,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,91,Habitat,3,1445.2345569515,miles_soles,0.0144167964606522,SCOTIABANK,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.1815067842343316,1.441679646065222,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,92,Habitat,3,994.2053141824,miles_soles,0.0099175982097329,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.8127817854743912,0.9917598209732994,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,94,Habitat,3,380.42126868,miles_soles,0.0037948552873183,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.3110016347523131,0.379485528731839,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,96,Habitat,3,70.6079740891,miles_soles,0.0007043429636008,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.0577233640076274,0.0704342963600836,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,112,Habitat,3,2531.0008191392003,miles_soles,0.0252477519830702,ALICORP S.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,2.069141389079011,2.524775198307025,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,113,Habitat,3,2069.3697849792,miles_soles,0.0206427965954525,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.6917492238766854,2.064279659545253,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,114,Habitat,3,61.0276,miles_soles,0.0006087748756422,ACC.TRABAJO,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.0498912256690239,0.0608774875642296,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,115,Habitat,3,400.60343416,miles_soles,0.0039961805119754,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.3275009395333018,0.3996180511975419,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,116,Habitat,3,357.319655,miles_soles,0.0035644073916911,Andino Investme,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,117.0,122321.30836964052,0.2921156254478756,0.3564407391691193,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,129,Habitat,3,874.8572742694,miles_soles,0.0087270534700383,Cía Minera Ares,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,130.0,122321.30836964052,0.7152124890830017,0.8727053470038357,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,141,Habitat,3,1370.97695728,miles_soles,0.013676047012771,EDEGEL S.A.,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,142.0,122321.30836964052,1.120799781782149,1.367604701277105,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,144,Habitat,3,509.2978054902,miles_soles,0.0050804506191,EDELNOR S.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.416360658889588,0.5080450619100066,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,145,Habitat,3,356.5263452082,miles_soles,0.0035564938071843,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.2914670795793155,0.3556493807184365,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,146,Habitat,3,152.771460282,miles_soles,0.0015239568119157,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.1248935793102725,0.1523956811915701,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,149,Habitat,3,3161.3680478415,miles_soles,0.0315359188331876,ENERSUR,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,2.584478608001984,3.1535918833187613,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,150,Habitat,3,2972.1844,miles_soles,0.0296487357932472,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,2.4298173716540137,2.964873579324724,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,151,Habitat,3,189.1836478415,miles_soles,0.0018871830399403,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.1546612363479708,0.1887183039940375,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,156,Habitat,3,486.0328856555,miles_soles,0.0048483736788435,Ferreycorp,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,157.0,122321.30836964052,0.3973411436924514,0.4848373678843569,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,159,Habitat,3,3136.879951222,miles_soles,0.0312916402121333,G & M S.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,2.5644591224798874,3.129164021213332,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,160,Habitat,3,702.4616013244,miles_soles,0.0070073372374098,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.5742757420494917,0.7007337237409802,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,161,Habitat,3,2434.4183498976,miles_soles,0.0242843029747235,ADR,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.990183380430396,2.428430297472352,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,172,Habitat,3,2.4554672222,miles_soles,2.449427394881236e-05,InRetail,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,173.0,122321.30836964052,0.0020073912345507,0.0024494273948812,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,180,Habitat,3,471.1365319752,miles_soles,0.0046997765546039,LUZ DEL SUR,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,181.0,122321.30836964052,0.3851630907605085,0.4699776554603908,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,185,Habitat,3,932.678413513,miles_soles,0.0093038426089282,MILPO,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,186.0,122321.30836964052,0.7624823719956921,0.930384260892828,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,188,Habitat,3,1710.2012997978,miles_soles,0.0170599463784861,MINSUR,ACC.TRABAJO,sin_categoria_adyacente,,pareja_exacta_heuristica,189.0,122321.30836964052,1.3981221445324752,1.705994637848613,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,193,Habitat,3,1019.4070075592,miles_soles,0.0101689952456878,PACASMAYO S.A.A,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.8333846499406896,1.0168995245687822,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,194,Habitat,3,424.2439028142,miles_soles,0.0042320037028773,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.3468274730451584,0.4232003702877342,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,196,Habitat,3,595.163104745,miles_soles,0.0059369915428104,ADR,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.4865571768955312,0.5936991542810478,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,204,Habitat,3,0.0010799988,miles_soles,1.0773422765500036e-08,RELAPASA,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,205.0,122321.30836964052,8.829195946272678e-07,1.0773422765500036e-06,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,206,Habitat,3,230.3990422441,miles_soles,0.0022983231896757,REP,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,207.0,122321.30836964052,0.1883556064883326,0.2298323189675758,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,212,Habitat,3,170.9202907781,miles_soles,0.0017049987016232,SAGA,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,213.0,122321.30836964052,0.1397305940037848,0.170499870162325,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,223,Habitat,3,2942.1545424093,miles_soles,0.0293491758757617,UNACEM S.A.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,2.4052673909589464,2.9349175875761797,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,224,Habitat,3,1866.5314884736,miles_soles,0.0186194029386367,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.5259250521038925,1.861940293863673,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,225,Habitat,3,1075.6230539356998,miles_soles,0.010729772937125,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.8793423388550541,1.0729772937125062,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,226,Habitat,3,1564.4720117198,miles_soles,0.0156062380690142,VOLCAN,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,1.278985675163113,1.560623806901427,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,227,Habitat,3,1014.2921116713,miles_soles,0.01011797210029,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.8292031251057498,1.0117972100290007,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,228,Habitat,3,550.1799000485,miles_soles,0.0054882659687242,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,122321.30836964052,0.4497825500573633,0.5488265968724265,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,229,Habitat,3,662.0622919856,miles_soles,0.0066043378646872,Cineplex,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,230.0,122321.30836964052,0.5412485369964538,0.6604337864687252,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,231,Habitat,3,537.0313499499999,miles_soles,0.0053571038887622,Rutas de Lima,BON.EMP.PRIV.,sin_categoria_adyacente,,pareja_exacta_heuristica,232.0,122321.30836964052,0.4390333598518705,0.5357103888762234,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,297,Habitat,3,896.2311109284,miles_soles,0.0089402660943932,SCOTIA ST,TIT.C/D CREDITI,sin_categoria_adyacente,,pareja_exacta_heuristica,298.0,122321.30836964052,0.7326860077559796,0.8940266094393263,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,341,Habitat,3,679.6730518136,miles_soles,0.0067800122828891,BROWN BROTHERS,CTA CTE EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,342.0,122321.30836964052,0.5556456686677259,0.6780012282889132,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,439,Habitat,3,654.1675902062,miles_soles,0.0065255850365572,AXA FUNDS,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,440.0,122321.30836964052,0.534794467885663,0.6525585036557238,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,441,Habitat,3,711.147074,miles_soles,0.007093978323541,BANK NEW YORK,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,442.0,122321.30836964052,0.5813762814333197,0.7093978323541043,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,443,Habitat,3,21206.50516226,miles_soles,0.2115434253184224,BlackRock USA,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,444.0,122321.30836964052,17.336721986472263,21.154342531842246,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,451,Habitat,3,5726.609535995001,miles_soles,0.0571252352726856,DIMENSIONAL,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,452.0,122321.30836964052,4.681612396337248,5.71252352726856,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,461,Habitat,3,1885.1005342176,miles_soles,0.0188046366445927,GARTMORE,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,462.0,122321.30836964052,1.5411056007683055,1.8804636644592727,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,484,Habitat,3,491.5704592471,miles_soles,0.0049036132044776,MORGAN STAN INV,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,485.0,122321.30836964052,0.4018682156028222,0.4903613204477647,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,486,Habitat,3,934.9445216311,miles_soles,0.0093264479495903,Muzinich,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,487.0,122321.30836964052,0.7643349585550608,0.9326447949590344,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,500,Habitat,3,1826.1013185175,miles_soles,0.0182160957188341,PIONEER,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,501.0,122321.30836964052,1.49287261790827,1.821609571883419,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,506,Habitat,3,3753.0216284,miles_soles,0.0374379014595373,STATE ST BANK,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,507.0,122321.30836964052,3.0681666820132536,3.743790145953734,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,516,Habitat,3,20227.25680646,miles_soles,0.201775028789228,VANGUARD GROUP,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,517.0,122321.30836964052,16.536167799428394,20.177502878922805,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,524,Habitat,3,5228.74723184,miles_soles,0.0521588583825744,WisdomTreeAsset,FONDO MUTUO EXT,sin_categoria_adyacente,,pareja_exacta_heuristica,525.0,122321.30836964052,4.274600477652957,5.215885838257445,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,10,Integra,3,417276.3431077615,miles_soles,0.049672389711836,GOB.CENTRAL,BONOS GOB.CEN.,sin_categoria_adyacente,,pareja_exacta_heuristica,11.0,9959368.348888809,4.189787228366929,4.967238971183606,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,20,Integra,3,26781.9013034,miles_soles,0.0031881055821629,BID,ORG INT LOC,sin_categoria_adyacente,,pareja_exacta_heuristica,21.0,9959368.348888809,0.2689116454497651,0.3188105582162994,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,27,Integra,3,9048.2108670371,miles_soles,0.0010770949846688,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.0908512523090546,0.1077094984668871,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,28,Integra,3,260.912992077,miles_soles,3.105896616809398e-05,Confianza,CD SERIADOS,sin_categoria_adyacente,,pareja_exacta_heuristica,29.0,9959368.348888809,0.0026197744971056,0.0031058966168093,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,30,Integra,3,238093.58635241512,miles_soles,0.0283425542917289,CONTINENTAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,2.3906494670315093,2.8342554291728974,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,31,Integra,3,94695.4747414656,miles_soles,0.0112725070639594,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.9508180782572522,1.127250706395945,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,33,Integra,3,860.7644869572999,miles_soles,0.0001024650204893,BON.SUB.FIN.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.0086427618379366,0.0102465020489335,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,34,Integra,3,126938.55804856,miles_soles,0.0151107093152852,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,1.2745643458676057,1.511070931528521,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,35,Integra,3,15598.7890754322,miles_soles,0.0018568728919949,DEP.A PLAZO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1566242810687145,0.1856872891994981,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,37,Integra,3,66670.20139295999,miles_soles,0.007936391028289,CREDICORP,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,38.0,9959368.348888809,0.6694219859876812,0.7936391028289058,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,43,Integra,3,104918.9434415622,miles_soles,0.0124895042167235,CREDITO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,1.053469856381688,1.2489504216723537,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,45,Integra,3,35154.235075835306,miles_soles,0.0041847444590393,BON.SUB.FIN.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.3529765527726219,0.4184744459039303,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,47,Integra,3,12942.07009316,miles_soles,0.0015406182496651,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1299487039718134,0.1540618249665121,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,48,Integra,3,41700.0,miles_soles,0.0049639493951581,DEP.A PLAZO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.4187012523204102,0.4963949395158119,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,49,Integra,3,15122.6382725669,miles_soles,0.0018001921128609,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1518433473168423,0.1800192112860995,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,66,Integra,3,12232.421319008,miles_soles,0.0014561419762064,INTERAMERICANO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1228232643927945,0.1456141976206451,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,71,Integra,3,12232.421319008,miles_soles,0.0014561419762064,DEP.A PLAZO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1228232643927945,0.1456141976206451,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,72,Integra,3,50316.8050752632,miles_soles,0.0059896900268499,INTERBANK,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.5052208464694167,0.5989690026849921,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,74,Integra,3,36473.7105442032,miles_soles,0.0043418142300975,BON.SUB.FIN.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.3662251386482021,0.4341814230097596,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,75,Integra,3,3626.12540606,miles_soles,0.0004316523505078,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.0364091906136253,0.043165235050789,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,77,Integra,3,10216.969125,miles_soles,0.0012162234462444,OTRO BONOS SIST,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.1025865172075891,0.1216223446244434,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,78,Integra,3,66665.5324240956,miles_soles,0.0079358352363185,INTERGROUP,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,79.0,9959368.348888809,0.6693751058171639,0.7935835236318544,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,82,Integra,3,1447.1083218,miles_soles,0.0001722631289862,JPMC&COPE,FIN EXT LOC,sin_categoria_adyacente,,pareja_exacta_heuristica,83.0,9959368.348888809,0.0145301215007421,0.0172263128986268,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,91,Integra,3,161766.49508018018,miles_soles,0.019256611400722,SCOTIABANK,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,1.6242646060804535,1.9256611400722048,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,92,Integra,3,6205.4691786944,miles_soles,0.0007386962824041,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.0623078589053969,0.0738696282404134,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,94,Integra,3,63778.4271664058,miles_soles,0.0075921555145519,CTAS.CTES.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.6403862668009634,0.7592155514551946,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,95,Integra,3,91782.59873508,miles_soles,0.0109257596037659,DEP.A PLAZO,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.9215704803740932,1.0925759603765963,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,103,Integra,3,3.0245664416,miles_soles,3.6004303976968497e-07,CITIBANK,CTAS.CTES.,sin_categoria_adyacente,,pareja_exacta_heuristica,104.0,9959368.348888809,3.036905891664764e-05,3.60043039769685e-05,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,112,Integra,3,216259.645725041,miles_soles,0.0257434517408615,ALICORP S.A.,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,113.0,9959368.348888809,2.171419292360741,2.574345174086154,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,118,Integra,3,4157.8404,miles_soles,0.0004949474661569,ATACOCHA,ACC.CAP.SOCIAL,sin_categoria_adyacente,,pareja_exacta_heuristica,119.0,9959368.348888809,0.04174803315176,0.049494746615693,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,120,Integra,3,20492.40592564,miles_soles,0.0024394068585111,BUENAVENTURA,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.2057600965017665,0.2439406858511158,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,139,Integra,3,49063.27976,miles_soles,0.0058404709325929,ED. EL COMERCIO,ACC.TRABAJO,sin_categoria_adyacente,,pareja_exacta_heuristica,140.0,9959368.348888809,0.4926344527208305,0.5840470932592939,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,141,Integra,3,120066.84631970312,miles_soles,0.01429270381696,EDEGEL S.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,1.2055668804849382,1.4292703816960022,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,142,Integra,3,116756.85045939,miles_soles,0.0138986833865337,ACC.CAP.SOCIAL,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,1.1723318825979243,1.3898683386533712,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,143,Integra,3,3309.9958603131,miles_soles,0.0003940204304263,BON.EMP.PRIV.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.0332349978870136,0.0394020430426309,2015-01,True
2015-01-30,CA-0001-en2015.XLS,3,144,Integra,3,45723.64174405309,miles_soles,0.0054429219131851,EDELNOR S.A.,,sin_categoria_adyacente,,pendiente_sin_categoria,,9959368.348888809,0.4591018239540723,0.5442921913185105,2015-01,True
