fecha_cartera,anio,mes,archivo,hoja,fila_excel_aprox,descriptor,tipo_identificacion,es_control_o_subtotal,meta_1,meta_2,meta_3,meta_4,meta_5,meta_6,meta_7,vector_fondo3,duplicado_vector_adyacente,meta_8,meta_9,meta_10,meta_11,afp,fondo,valor,participacion_reportada
2026-01-30,2026,1,CA-0001-en2026.XLS,1,21,ACCIONES DEL TRABAJO | 0 | 16255.63834 | 0.009734538803990247 | 341879.68455 | 0.02606380895527711,entidad_fondo_o_instrumento,False,ACCIONES DEL TRABAJO,0,,16255.63834,0.009734538803990247,341879.68455,0.02606380895527711,319422.58357|206036.203342|214812.10111|179050.14472,False,,,,,Profuturo,3,179050.14472,0.05031487293217389
2026-01-30,2026,1,CA-0001-en2026.XLS,1,22,VALOR REP.DERECHO SOBRE ACC. EMP.NAC. | 0 | 5934.6951560064 | 0.0035539373525455328 | 548852.6059484924 | 0.041842759638896755,entidad_fondo_o_instrumento,False,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,0,,5934.6951560064,0.0035539373525455328,548852.6059484924,0.041842759638896755,292233.35083515|203142.91998225|220305.99206087|60217.97515449,False,,,,,Habitat,3,292233.3508351452,0.058608029290800556
2026-01-30,2026,1,CA-0001-en2026.XLS,1,22,VALOR REP.DERECHO SOBRE ACC. EMP.NAC. | 0 | 5934.6951560064 | 0.0035539373525455328 | 548852.6059484924 | 0.041842759638896755,entidad_fondo_o_instrumento,False,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,0,,5934.6951560064,0.0035539373525455328,548852.6059484924,0.041842759638896755,292233.35083515|203142.91998225|220305.99206087|60217.97515449,False,,,,,Integra,3,203142.91998224877,0.05978935808072999
2026-01-30,2026,1,CA-0001-en2026.XLS,1,22,VALOR REP.DERECHO SOBRE ACC. EMP.NAC. | 0 | 5934.6951560064 | 0.0035539373525455328 | 548852.6059484924 | 0.041842759638896755,entidad_fondo_o_instrumento,False,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,0,,5934.6951560064,0.0035539373525455328,548852.6059484924,0.041842759638896755,292233.35083515|203142.91998225|220305.99206087|60217.97515449,False,,,,,Prima,3,220305.99206087037,0.07313178324792904
2026-01-30,2026,1,CA-0001-en2026.XLS,1,22,VALOR REP.DERECHO SOBRE ACC. EMP.NAC. | 0 | 5934.6951560064 | 0.0035539373525455328 | 548852.6059484924 | 0.041842759638896755,entidad_fondo_o_instrumento,False,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,0,,5934.6951560064,0.0035539373525455328,548852.6059484924,0.041842759638896755,292233.35083515|203142.91998225|220305.99206087|60217.97515449,False,,,,,Profuturo,3,60217.975154492306,0.016921850428376937
2026-01-30,2026,1,CA-0001-en2026.XLS,1,23,BONOS DE EMPRESAS PRIVADAS | 129290.48662746981 | 0.0774244131628415 | 249297.4450403356 | 0.019005636410138083,categoria_generica,True,BONOS DE EMPRESAS PRIVADAS,,,129290.48662746981,0.0774244131628415,249297.4450403356,0.019005636410138083,788.4136522|0.0|11663.161212|0.0,False,,,,,Habitat,3,788.4136522,0.00015811805972642444
2026-01-30,2026,1,CA-0001-en2026.XLS,1,23,BONOS DE EMPRESAS PRIVADAS | 129290.48662746981 | 0.0774244131628415 | 249297.4450403356 | 0.019005636410138083,categoria_generica,True,BONOS DE EMPRESAS PRIVADAS,,,129290.48662746981,0.0774244131628415,249297.4450403356,0.019005636410138083,788.4136522|0.0|11663.161212|0.0,False,,,,,Prima,3,11663.161212,0.0038716503793776464
2026-01-30,2026,1,CA-0001-en2026.XLS,1,24,BONO PARA NUEVOS PROYECTOS | 0 | 0 | 0,entidad_fondo_o_instrumento,False,BONO PARA NUEVOS PROYECTOS,0,,0,,0,,0.0|0.0|40979.33390688|7658.40620614,False,,,,,Prima,3,40979.333906880296,0.013603314811766175
2026-01-30,2026,1,CA-0001-en2026.XLS,1,24,BONO PARA NUEVOS PROYECTOS | 0 | 0 | 0,entidad_fondo_o_instrumento,False,BONO PARA NUEVOS PROYECTOS,0,,0,,0,,0.0|0.0|40979.33390688|7658.40620614,False,,,,,Profuturo,3,7658.4062061438,0.0021520883757322955
2026-01-30,2026,1,CA-0001-en2026.XLS,1,26,4. Administradoras de Fondos | 13482.601799932 | 0.05007241157455546 | 66380.8513467186 | 0.03975155941347921 | 207608.5382664596 | 0.01582740807188843,subtotal_clase,True,4. Administradoras de Fondos,13482.601799932,0.05007241157455546,66380.8513467186,0.03975155941347921,207608.5382664596,0.01582740807188843,75342.96858696|179691.69895513|106286.78094319|350840.03455902,False,,,,,Habitat,3,75342.9685869638,0.015110194976656272
2026-01-30,2026,1,CA-0001-en2026.XLS,1,26,4. Administradoras de Fondos | 13482.601799932 | 0.05007241157455546 | 66380.8513467186 | 0.03975155941347921 | 207608.5382664596 | 0.01582740807188843,subtotal_clase,True,4. Administradoras de Fondos,13482.601799932,0.05007241157455546,66380.8513467186,0.03975155941347921,207608.5382664596,0.01582740807188843,75342.96858696|179691.69895513|106286.78094319|350840.03455902,False,,,,,Integra,3,179691.6989551299,0.052887156165234844
2026-01-30,2026,1,CA-0001-en2026.XLS,1,26,4. Administradoras de Fondos | 13482.601799932 | 0.05007241157455546 | 66380.8513467186 | 0.03975155941347921 | 207608.5382664596 | 0.01582740807188843,subtotal_clase,True,4. Administradoras de Fondos,13482.601799932,0.05007241157455546,66380.8513467186,0.03975155941347921,207608.5382664596,0.01582740807188843,75342.96858696|179691.69895513|106286.78094319|350840.03455902,False,,,,,Prima,3,106286.78094319279,0.035282480305438235
2026-01-30,2026,1,CA-0001-en2026.XLS,1,26,4. Administradoras de Fondos | 13482.601799932 | 0.05007241157455546 | 66380.8513467186 | 0.03975155941347921 | 207608.5382664596 | 0.01582740807188843,subtotal_clase,True,4. Administradoras de Fondos,13482.601799932,0.05007241157455546,66380.8513467186,0.03975155941347921,207608.5382664596,0.01582740807188843,75342.96858696|179691.69895513|106286.78094319|350840.03455902,False,,,,,Profuturo,3,350840.03455901984,0.09858954197418637
2026-01-30,2026,1,CA-0001-en2026.XLS,1,27,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL | 0 | 0 | 0,etf_o_fondo_identificado,False,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,0,,0,,0,,0.0|33334.827152|0.0|277315.778352,False,,,,,Integra,3,33334.827152,0.0098111611141768
2026-01-30,2026,1,CA-0001-en2026.XLS,1,27,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL | 0 | 0 | 0,etf_o_fondo_identificado,False,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,0,,0,,0,,0.0|33334.827152|0.0|277315.778352,False,,,,,Profuturo,3,277315.778352,0.07792849411927456
2026-01-30,2026,1,CA-0001-en2026.XLS,1,28,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL | 0 | 0 | 0,categoria_generica,True,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,0,,0,,0,,0.0|27631.72201618|33099.43422451|14894.74425134,False,,,,,Integra,3,27631.7220161843,0.00813261383737714
2026-01-30,2026,1,CA-0001-en2026.XLS,1,28,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL | 0 | 0 | 0,categoria_generica,True,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,0,,0,,0,,0.0|27631.72201618|33099.43422451|14894.74425134,False,,,,,Prima,3,33099.4342245096,0.010987538862161793
2026-01-30,2026,1,CA-0001-en2026.XLS,1,28,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL | 0 | 0 | 0,categoria_generica,True,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,0,,0,,0,,0.0|27631.72201618|33099.43422451|14894.74425134,False,,,,,Profuturo,3,14894.7442513407,0.004185571396970357
2026-01-30,2026,1,CA-0001-en2026.XLS,1,29,FONDO DE INVERSION TRADICIONAL | 13482.601799932 | 0.05007241157455546 | 66380.8513467186 | 0.03975155941347921 | 170463.9519075796 | 0.01299562412469384,entidad_fondo_o_instrumento,False,FONDO DE INVERSION TRADICIONAL,13482.601799932,0.05007241157455546,66380.8513467186,0.03975155941347921,170463.9519075796,0.01299562412469384,75342.96858696|19509.933|166.8340484|0.0,False,,,,,Habitat,3,75342.9685869638,0.015110194976656272
