fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,grupo,entidad_administradora,isin,moneda,seccion,estado_identificacion,total_canonico,participacion_calculada_pct
2026-01-30,CA-0001-en2026.XLS,10,202,Integra,3,16471.35771552,miles_soles,0.00484787707400817,87,Vontobel Asset Management S.A.,LU2416422678,USD,,isin,2462373.921423915,0.6689218713782967
2026-01-30,CA-0001-en2026.XLS,10,204,Habitat,3,60042.9607232,miles_soles,0.01204174537476673,88,WisdomTree Asset Management Inc.,US97717Y5437,USD,,isin,2736482.735417546,2.194165522993455
2026-01-30,CA-0001-en2026.XLS,10,205,Integra,3,66665.545344,miles_soles,0.019621112872493202,88,WisdomTree Asset Management Inc.,US97717W8516,USD,,isin,2462373.921423915,2.707368883497977
2026-01-30,CA-0001-en2026.XLS,10,207,Habitat,3,3745.0517786102,miles_soles,0.0007510782178320577,89,UBS GLOBAL ASSET MANAGEMENT (US) INC.,LU1951186714,USD,,isin,2736482.735417546,0.13685640074169012
2026-01-30,CA-0001-en2026.XLS,10,207,Integra,3,0.33956176,miles_soles,9.994037528325852e-08,89,UBS GLOBAL ASSET MANAGEMENT (US) INC.,LU1951186714,USD,,isin,2462373.921423915,1.379001609161138e-05
2026-01-30,CA-0001-en2026.XLS,10,212,Integra,3,2.9351327846,miles_soles,8.638731051432869e-07,91,BNP PARIBAS ASSET MANAGEMENT S.A.S,LU0823426647,USD,,isin,2462373.921423915,0.00011919931246277588
2026-01-30,CA-0001-en2026.XLS,10,215,Habitat,3,1.1700432546,miles_soles,2.3465470022887415e-07,92,Nomura Asset Management UK Ltd.,IE00B3SHFF36,USD,,isin,2736482.735417546,4.275719482737643e-05
2026-01-30,CA-0001-en2026.XLS,10,216,Prima,3,15318.1434457584,miles_soles,0.005084941792805917,92,Nomura Asset Management UK Ltd.,IE00B3VTL690,JPY,,isin,1760997.744240957,0.8698559379677673
2026-01-30,CA-0001-en2026.XLS,10,218,Integra,3,0.08787880440000001,miles_soles,2.586463414249022e-08,93,FIL Investment Management (Luxembourg) S.A.,LU1353442731,EUR,,isin,2462373.921423915,3.5688651360140463e-06
2026-01-30,CA-0001-en2026.XLS,10,220,Habitat,3,29338.6310150412,miles_soles,0.005883925777012075,94,Pictet Asset Management (Europe) S.A.,LU0101689882,USD,,isin,2736482.735417546,1.072129220306028
2026-01-30,CA-0001-en2026.XLS,10,221,Habitat,3,91.0234505511,miles_soles,1.8254949480622494e-05,94,Pictet Asset Management (Europe) S.A.,LU0338482002,USD,,isin,2736482.735417546,0.00332629361672955
2026-01-30,CA-0001-en2026.XLS,10,224,Habitat,3,0.1651300233,miles_soles,3.311718260321528e-08,95,GAM International Management Limited,IE00B3CTFW2X,EUR,,isin,2736482.735417546,6.034389370075951e-06
2026-01-30,CA-0001-en2026.XLS,10,227,Habitat,3,1141.2743100496,miles_soles,0.0002288850263020046,96,Robeco Luxembourg S.A.,LU0440072402,USD,,isin,2736482.735417546,0.04170588380764839
2026-01-30,CA-0001-en2026.XLS,10,227,Integra,3,0.7041477599999999,miles_soles,2.0724592601141496e-07,96,Robeco Luxembourg S.A.,LU0440072402,USD,,isin,2462373.921423915,2.8596297007272274e-05
2026-01-30,CA-0001-en2026.XLS,10,229,Habitat,3,218.2513717742,miles_soles,4.37707837012605e-05,96,Robeco Luxembourg S.A.,LU0936248318,USD,,isin,2736482.735417546,0.007975616617252225
2026-01-30,CA-0001-en2026.XLS,10,230,Habitat,3,2456.6555636224,miles_soles,0.0004926875759345198,96,Robeco Luxembourg S.A.,LU1529950328,USD,,isin,2736482.735417546,0.08977420291480669
2026-01-30,CA-0001-en2026.XLS,10,231,Prima,3,19689.826464,miles_soles,0.006536145965365879,96,Robeco Luxembourg S.A.,LU0858455784,USD,,isin,1760997.744240957,1.1181062853937334
2026-01-30,CA-0001-en2026.XLS,10,234,Integra,3,16861.01632,miles_soles,0.004962562034894466,97,"SSGA Funds Management, Inc.",US78464A3591,USD,,isin,2462373.921423915,0.6847463812583668
2026-01-30,CA-0001-en2026.XLS,10,237,Integra,3,3.4411176734,miles_soles,1.0127954092164248e-06,98,PineBridge investments Ireland Limited,IE0003895277,USD,,isin,2462373.921423915,0.00013974797423983875
2026-01-30,CA-0001-en2026.XLS,10,237,Prima,3,34.03677224,miles_soles,1.1298693361127703e-05,98,PineBridge investments Ireland Limited,IE0003895277,USD,,isin,1760997.744240957,0.0019328118023609886
2026-01-30,CA-0001-en2026.XLS,10,243,Integra,3,0.1743701168,miles_soles,5.132089935915522e-08,100,GOLDMAN SACHS ASSET MANAGEMENT,LU0333811072,USD,,isin,2462373.921423915,7.081382534264623e-06
2026-01-30,CA-0001-en2026.XLS,10,245,Profuturo,3,18735.8037528,miles_soles,0.005264947350802,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0248056110,USD,,isin,2445016.2933374285,0.7662854355553504
2026-01-30,CA-0001-en2026.XLS,10,246,Habitat,3,2303.1650164236,miles_soles,0.0004619047153870151,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0248044025,USD,,isin,2736482.735417546,0.08416515794579539
