escenario,periodo,fecha_cartera,afp,sector_tema_preliminar,peso_exterior,peso_total_fondo,identificadores,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,2015-01,2015-01-30,Habitat,Consumo discrecional,0.0114248929198851,0.0072169999584996,1,1.14248929198851,0.72169999584996
ampliado_15pct,2015-01,2015-01-30,Habitat,Energía,0.0006564540726312,0.0004146760103712,1,0.06564540726312,0.04146760103712
ampliado_15pct,2015-01,2015-01-30,Habitat,Finanzas,0.0521953667823357,0.0329713339585307,7,5.21953667823357,3.29713339585307
ampliado_15pct,2015-01,2015-01-30,Habitat,Mercado amplio,0.4017137574309055,0.2537588921872111,6,40.17137574309055,25.37588921872111
ampliado_15pct,2015-01,2015-01-30,Habitat,Mercado amplio o no determinado,0.5218615571732668,0.3296551541333715,24,52.18615571732668,32.96551541333715
ampliado_15pct,2015-01,2015-01-30,Habitat,Salud,0.0051635080431827,0.0032617406215249,1,0.5163508043182701,0.32617406215249
ampliado_15pct,2015-01,2015-01-30,Habitat,Tecnología,0.0069844635777909,0.0044120215134205,1,0.69844635777909,0.44120215134205
ampliado_15pct,2015-01,2015-01-30,Integra,Energía,0.0123504349188617,0.007377083905097691,2,1.2350434918861701,0.7377083905097691
ampliado_15pct,2015-01,2015-01-30,Integra,Factor valor,0.0167311027616595,0.0099937167968939,1,1.67311027616595,0.99937167968939
ampliado_15pct,2015-01,2015-01-30,Integra,Finanzas,0.2865377332624084,0.1711529119533302,8,28.653773326240838,17.115291195333022
ampliado_15pct,2015-01,2015-01-30,Integra,Mercado amplio,0.1606444210500445,0.095955112573577,5,16.06444210500445,9.5955112573577
ampliado_15pct,2015-01,2015-01-30,Integra,Mercado amplio o no determinado,0.4981224393472429,0.29753535435942324,61,49.812243934724286,29.753535435942325
ampliado_15pct,2015-01,2015-01-30,Integra,Salud,0.0001751911487306,0.0001046440722215,1,0.017519114873059998,0.01046440722215
ampliado_15pct,2015-01,2015-01-30,Integra,Servicios petroleros,0.007705666621741,0.0046027001953169,1,0.7705666621741,0.46027001953169
ampliado_15pct,2015-01,2015-01-30,Integra,Tecnología,0.0177330108893082,0.0105921702417662,1,1.77330108893082,1.0592170241766201
ampliado_15pct,2015-01,2015-01-30,Prima,Consumo discrecional,0.0833056815768022,0.0471308539270558,1,8.33056815768022,4.7130853927055805
ampliado_15pct,2015-01,2015-01-30,Prima,Energía,0.023603951297455947,0.01335412374816364,2,2.3603951297455947,1.335412374816364
ampliado_15pct,2015-01,2015-01-30,Prima,Finanzas,0.0492392331654498,0.027857488971644,3,4.92392331654498,2.7857488971644
ampliado_15pct,2015-01,2015-01-30,Prima,Mercado amplio,0.15589236998119038,0.0881973519555479,2,15.589236998119038,8.81973519555479
ampliado_15pct,2015-01,2015-01-30,Prima,Mercado amplio o no determinado,0.6879541312053336,0.38921553791574787,46,68.79541312053335,38.92155379157479
ampliado_15pct,2015-01,2015-01-30,Prima,Servicios petroleros,4.632773765830041e-06,2.621028716188238e-06,1,0.0004632773765830041,0.00026210287161882383
ampliado_15pct,2015-01,2015-01-30,Profuturo,Cobre,0.0005497936847659,0.0003469323488509,1,0.054979368476590004,0.03469323488509
ampliado_15pct,2015-01,2015-01-30,Profuturo,Consumo discrecional,0.0663050466692315,0.04183999601855,1,6.63050466692315,4.183999601855
ampliado_15pct,2015-01,2015-01-30,Profuturo,Energía,0.0073476767246049,0.0046365515197763,1,0.73476767246049,0.46365515197763
ampliado_15pct,2015-01,2015-01-30,Profuturo,Finanzas,0.2042879614541318,0.1289103608737066,6,20.42879614541318,12.891036087370662
ampliado_15pct,2015-01,2015-01-30,Profuturo,Mercado amplio,0.0158466191438162,0.0099995779384983,1,1.58466191438162,0.9999577938498301
ampliado_15pct,2015-01,2015-01-30,Profuturo,Mercado amplio o no determinado,0.6757952134938853,0.4264421859619969,46,67.57952134938853,42.64421859619969
ampliado_15pct,2015-01,2015-01-30,Profuturo,Tecnología,0.029867688829561402,0.0188471925515142,2,2.9867688829561403,1.88471925515142
ampliado_15pct,2015-02,2015-02-27,Habitat,Consumo discrecional,0.0133490528460177,0.0084392636770098,1,1.3349052846017702,0.84392636770098
ampliado_15pct,2015-02,2015-02-27,Habitat,Energía,0.0006429570676031,0.0004064770953483,1,0.06429570676031,0.04064770953483
ampliado_15pct,2015-02,2015-02-27,Habitat,Finanzas,0.056846267585282495,0.035938178291741,7,5.68462675852825,3.5938178291741
ampliado_15pct,2015-02,2015-02-27,Habitat,Mercado amplio,0.41426811578642186,0.2619000690481665,6,41.42681157864219,26.19000690481665
ampliado_15pct,2015-02,2015-02-27,Habitat,Mercado amplio o no determinado,0.5027873442840802,0.31786187535714944,24,50.27873442840802,31.786187535714944
ampliado_15pct,2015-02,2015-02-27,Habitat,Salud,0.0050428961746968,0.0031881161161742,1,0.50428961746968,0.31881161161742
ampliado_15pct,2015-02,2015-02-27,Habitat,Tecnología,0.0070633662558957,0.0044654561614519,1,0.70633662558957,0.44654561614519
ampliado_15pct,2015-02,2015-02-27,Integra,Energía,0.0260413298564281,0.01612543790919725,2,2.60413298564281,1.612543790919725
ampliado_15pct,2015-02,2015-02-27,Integra,Factor valor,0.0164781676485517,0.010203690469689,1,1.64781676485517,1.0203690469689
ampliado_15pct,2015-02,2015-02-27,Integra,Finanzas,0.2501864951745304,0.1549216885581095,9,25.01864951745304,15.49216885581095
ampliado_15pct,2015-02,2015-02-27,Integra,Mercado amplio,0.146919498161799,0.0909762004598125,5,14.6919498161799,9.09762004598125
ampliado_15pct,2015-02,2015-02-27,Integra,Mercado amplio o no determinado,0.5385106556188632,0.33345916619843957,61,53.85106556188632,33.345916619843955
ampliado_15pct,2015-02,2015-02-27,Integra,Salud,0.0001714342351147,0.0001061563341463,1,0.01714342351147,0.01061563341463
ampliado_15pct,2015-02,2015-02-27,Integra,Servicios petroleros,0.0037816383393069,0.0023416843368497,1,0.37816383393069003,0.23416843368497
ampliado_15pct,2015-02,2015-02-27,Integra,Tecnología,0.0179107809654027,0.0110908001993431,1,1.79107809654027,1.10908001993431
ampliado_15pct,2015-02,2015-02-27,Prima,Consumo discrecional,0.0850574065191299,0.0506577384036666,1,8.505740651912989,5.06577384036666
ampliado_15pct,2015-02,2015-02-27,Prima,Energía,0.0181608337821835,0.0108160688713618,1,1.8160833782183499,1.08160688713618
ampliado_15pct,2015-02,2015-02-27,Prima,Finanzas,0.0424756180594785,0.0252972531875538,4,4.24756180594785,2.5297253187553803
ampliado_15pct,2015-02,2015-02-27,Prima,Mercado amplio,0.1420762909194277,0.0846165416193463,2,14.207629091942769,8.46165416193463
ampliado_15pct,2015-02,2015-02-27,Prima,Mercado amplio o no determinado,0.6910173896208706,0.4115500294254293,44,69.10173896208705,41.15500294254293
ampliado_15pct,2015-02,2015-02-27,Prima,Pequeña capitalización,0.0212124610989073,0.012633530097167,1,2.12124610989073,1.2633530097167
ampliado_15pct,2015-02,2015-02-27,Profuturo,Cobre,0.000536516529891,0.0003424809026727,1,0.053651652989100004,0.03424809026727
