afp,fecha_fin_ventana,fecha_inicio_ventana,observaciones,alpha_ridge,r2_in_sample,rmse_in_sample,intercepto_original,factor,coef_estandarizado,coef_original,coef_abs_estandarizado,ranking_ventana,top5_ventana,columna_modelo,ticker,nombre,grupo,moneda
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_LQD,-0.0002484058129637585,-0.022673230998382757,0.0002484058129637585,5,True,ret_LQD,LQD,Bonos corporativos grado inversión,bonos,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_QQQ,0.00024711205326084426,0.0157018111828711,0.00024711205326084426,6,False,ret_QQQ,QQQ,Estados Unidos - Nasdaq 100,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_DX_Y_NYB,0.0002430854955441368,0.04409639583123392,0.0002430854955441368,7,False,ret_DX_Y_NYB,DX-Y.NYB,Índice dólar DXY,moneda,INDICE
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLK,0.00023042484175906,0.014713989078893925,0.00023042484175906,8,False,ret_XLK,XLK,Tecnología,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_EWJ,0.0002201081850942756,0.013773981027591874,0.0002201081850942756,9,False,ret_EWJ,EWJ,Japón,region,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLF,0.00021590837313001184,0.01391660782571137,0.00021590837313001184,10,False,ret_XLF,XLF,Finanzas,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLY,0.00019971027197688182,0.013190490079091849,0.00019971027197688182,11,False,ret_XLY,XLY,Consumo discrecional,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_SPY,0.0001991226713591388,0.013548593133030268,0.0001991226713591388,12,False,ret_SPY,SPY,Estados Unidos - S&P 500,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLV,0.0001963302462836594,0.012363221680198782,0.0001963302462836594,13,False,ret_XLV,XLV,Salud,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_ACWI,0.00018883368375516787,0.01280281547967154,0.00018883368375516787,14,False,ret_ACWI,ACWI,Acciones globales,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_EEM,0.00018411630062078357,0.01057606098046721,0.00018411630062078357,15,False,ret_EEM,EEM,Mercados emergentes,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLI,0.00018300131404505975,0.012218005277521017,0.00018300131404505975,16,False,ret_XLI,XLI,Industria,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_PEN_X,-0.00017802514898910608,-0.01576382331494028,0.00017802514898910608,17,False,ret_PEN_X,PEN=X,Tipo de cambio USD/PEN,moneda,PEN_POR_USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLE,0.00016285489508305754,0.008740299400911937,0.00016285489508305754,18,False,ret_XLE,XLE,Energía,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLB,0.00015748047001086252,0.009915646104427783,0.00015748047001086252,19,False,ret_XLB,XLB,Materiales,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_VGK,0.00013950237707372658,0.009005415734166522,0.00013950237707372658,20,False,ret_VGK,VGK,Europa,region,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_COPX,0.0001343866559440728,0.005143442122574559,0.0001343866559440728,21,False,ret_COPX,COPX,Mineras de cobre,materia_prima,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_EPU,0.0001139845104084713,0.0068469719574777215,0.0001139845104084713,22,False,ret_EPU,EPU,Perú - ETF,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_XLP,0.0001103427208262476,0.007922005538088814,0.0001103427208262476,23,False,ret_XLP,XLP,Consumo básico,sector,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_HYG,-0.00010421048771873074,-0.009353878444317504,0.00010421048771873074,24,False,ret_HYG,HYG,Bonos corporativos alto rendimiento,bonos,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_ILF,0.0001029437458658626,0.005165757310542518,0.0001029437458658626,25,False,ret_ILF,ILF,América Latina,mercado,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_CPER,-4.6836309992307685e-05,-0.001096297777825763,4.6836309992307685e-05,26,False,ret_CPER,CPER,Cobre,materia_prima,USD
Habitat,2015-11-30,2015-01-05,235,1000.0,0.5173655265003232,0.004177212534191136,0.0001719542481453446,ret_USO,-9.033777399344776e-06,-0.0003275143240672384,9.033777399344776e-06,27,False,ret_USO,USO,Petróleo,materia_prima,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_IDX_VIX,-0.0005510867321645275,-0.006253589276055643,0.0005510867321645275,1,True,ret_IDX_VIX,^VIX,Volatilidad VIX,riesgo,INDICE
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_TLT,-0.00030550236691723583,-0.0212009491747623,0.00030550236691723583,2,True,ret_TLT,TLT,Bonos Tesoro EE. UU. largo plazo,bonos,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_GLD,-0.0002796181987655931,-0.01909781505722932,0.0002796181987655931,3,True,ret_GLD,GLD,Oro,materia_prima,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_DX_Y_NYB,0.0002773826769498673,0.04849890051588548,0.0002773826769498673,4,True,ret_DX_Y_NYB,DX-Y.NYB,Índice dólar DXY,moneda,INDICE
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_LQD,-0.00025329627356772096,-0.0215881641906492,0.00025329627356772096,5,True,ret_LQD,LQD,Bonos corporativos grado inversión,bonos,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_MCHI,0.0002469552522899855,0.011798830828371134,0.0002469552522899855,6,False,ret_MCHI,MCHI,China,region,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_QQQ,0.0002455311838947258,0.015444668386221503,0.0002455311838947258,7,False,ret_QQQ,QQQ,Estados Unidos - Nasdaq 100,mercado,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_XLK,0.0002293503030077933,0.014512220695804245,0.0002293503030077933,8,False,ret_XLK,XLK,Tecnología,sector,USD
Habitat,2015-12-31,2015-01-12,252,1000.0,0.518985671906679,0.004119277044192985,0.00014785246768131858,ret_XLF,0.00022235226674234996,0.01411602674285067,0.00022235226674234996,9,False,ret_XLF,XLF,Finanzas,sector,USD
