tipo_evaluacion,afp,desfase_calendario_dias,observaciones,fecha_inicio,fecha_fin,cobertura_media_pct,mape_cuota_pct,p90_error_abs_pct,sesgo_medio_pct,correlacion_retorno_acumulado,direccion_correcta_pct
cobertura_100_pct,Habitat,4,165,2024-02-27,2026-06-26,100.0,0.7902173064843562,2.1080511898390717,0.04365100975683881,0.6781717625739958,73.93939393939394
cobertura_100_pct,Habitat,5,81,2024-02-28,2026-02-06,100.0,0.7249277595203784,2.1785833893852358,-0.05106540369182791,0.4283833491486043,66.66666666666666
cobertura_100_pct,Integra,4,165,2024-02-27,2026-06-26,100.0,0.841799073300443,2.097941233843596,0.14450200263621227,0.5721314698332477,66.66666666666666
cobertura_100_pct,Integra,5,81,2024-02-28,2026-02-06,100.0,0.7406913343889755,1.9006517401444878,0.010793496246435465,0.22533791359661964,58.0246913580247
cobertura_100_pct,Prima,4,165,2024-02-27,2026-06-26,100.0,0.7500019682370674,1.9252241298715456,0.07734338329911221,0.6915613658436005,75.75757575757575
cobertura_100_pct,Prima,5,81,2024-02-28,2026-02-06,100.0,0.63687804519107,2.1185737186822484,-0.06865915342078417,0.5077558646305358,76.5432098765432
cobertura_100_pct,Profuturo,4,165,2024-02-27,2026-06-26,100.0,0.8732129893743917,2.2853446109192257,0.14216749692696246,0.6145425198852448,69.0909090909091
cobertura_100_pct,Profuturo,5,81,2024-02-28,2026-02-06,100.0,0.7653789187304164,2.2005683521779673,-0.10289111829026606,0.32306762729241456,70.37037037037037
cobertura_minima_75_pct,Habitat,4,258,2024-02-27,2026-06-26,90.98837209302326,0.830667928218216,2.1497189864800523,-0.029029205047195084,0.6521542504093994,75.1937984496124
cobertura_minima_75_pct,Habitat,5,247,2024-02-28,2026-06-26,84.83805668016194,0.881755327362883,2.2312462483594024,-0.08373752692062064,0.6025281382259651,73.27935222672065
cobertura_minima_75_pct,Integra,4,258,2024-02-27,2026-06-26,90.98837209302326,0.8847100670110889,2.2205946643224665,0.09263027243014497,0.5851316879044087,68.9922480620155
cobertura_minima_75_pct,Integra,5,247,2024-02-28,2026-06-26,84.83805668016194,0.9264416246596774,2.3728522966507537,0.04716725477632128,0.5392818712695865,66.80161943319838
cobertura_minima_75_pct,Prima,4,258,2024-02-27,2026-06-26,90.98837209302326,0.8432944514982634,2.174646393608276,0.04011162278771949,0.6280544796187512,74.03100775193798
cobertura_minima_75_pct,Prima,5,247,2024-02-28,2026-06-26,84.83805668016194,0.9164777898850925,2.324914473286408,0.015155505386585513,0.5363318200332357,73.68421052631578
cobertura_minima_75_pct,Profuturo,4,258,2024-02-27,2026-06-26,90.98837209302326,0.9213660688847874,2.2635139915902625,0.09954185990675322,0.6217443164711073,68.21705426356588
cobertura_minima_75_pct,Profuturo,5,247,2024-02-28,2026-06-26,84.83805668016194,0.9807502316119953,2.37174332176682,0.06339477831775318,0.5779404398447112,68.42105263157895
