escenario,variante_confianza,afp,observaciones,mse_base,mse_hibrido,rmse_base,rmse_hibrido,mae_base,mae_hibrido,mejora_mse_pct,mejora_mae_pct,direccion_base_pct,direccion_hibrido_pct,cambio_direccion_pp,observaciones_recortadas,mejora_mse_recortada_pct,hac_n,hac_media_diferencial,hac_error_estandar,hac_estadistico,hac_p_unilateral,hac_metodo,bootstrap_mejora_vs_base_pct,bootstrap_ic95_inferior_vs_base_pct,bootstrap_ic95_superior_vs_base_pct,bootstrap_prob_mejora_vs_base,r2_base_reportado,direccion_base_reportada_pct,r2_hibrido_reportado,direccion_hibrida_reportada_pct,anios_evaluados,anios_mejora_positiva,mejora_anual_mediana_pct,peor_anio_mejora_pct,mejor_anio_mejora_pct,proporcion_anios_positivos,ventanas_rolling,proporcion_rolling_positiva,mejora_rolling_mediana_pct,mejora_rolling_p10_pct,mejora_rolling_p90_pct,mejora_mse_pct_vs_afp_ajena,ic95_inferior_pct_vs_afp_ajena,ic95_superior_pct_vs_afp_ajena,prob_mejora_vs_afp_ajena,mejora_mse_pct_vs_pesos_permutados,ic95_inferior_pct_vs_pesos_permutados,ic95_superior_pct_vs_pesos_permutados,prob_mejora_vs_pesos_permutados,evidencia_utilidad_composicion,evidencia_especificidad_afp,estabilidad_temporal,decision_preliminar
ampliado_15pct,todos_mapeados,Prima,1955,1.9468498847874396e-05,1.8948919672134494e-05,0.004412312188396736,0.004353035684684252,0.0029662996776643118,0.0029375786898879663,2.668819921863831,0.9682429591524124,71.66240409207161,71.56010230179028,-0.1023017902813308,1935,3.07362601867477,1955,5.195791757399037e-07,2.5343123274712375e-07,2.0501781493457245,0.020173524726605274,newey_west_bartlett,2.668819921863804,0.1998846353726036,4.685944781583106,0.9825,0.4142596831580445,71.66240409207161,0.4298920374243108,71.56010230179028,10,7,0.38142447825232606,-1.8027634927638445,12.70861988983507,0.7,1830,0.4907103825136612,-0.029724423085922276,-1.2865324064741774,5.115296781682336,0.2914620116063714,-1.279526860148944,1.45928346284792,0.51,1.2168640089046774,0.2843046740162107,1.7070065211174474,0.9975,fuerte,no_demostrada,media,incorporar_como_feature
ampliado_15pct,todos_mapeados,Profuturo,1764,1.734075080791166e-05,1.6842729084609525e-05,0.0041642227135339025,0.004103989410879312,0.0027732334982710884,0.00274607894361656,2.871973242790134,0.9791658247117345,75.17006802721087,75.56689342403628,0.3968253968254061,1746,3.138344915804811,1764,4.980217233021359e-07,2.659692222243656e-07,1.87247877456293,0.030570197853385883,newey_west_bartlett,2.87197324279014,0.3003824476390579,5.629419863077932,0.9875,0.4497109655533537,75.17006802721087,0.4655151193806697,75.56689342403628,10,8,2.372251960567816,-2.1522816319464617,7.508283184562986,0.8,1639,0.701647345942648,1.0782195874622869,-1.6053875776450626,4.247058071896819,-0.335639516958483,-1.025356514613714,0.8908353936325059,0.5625,-0.0680647924880211,-1.4084154548041488,2.616667954989349,0.785,débil,no_demostrada,alta,solo_sensibilidad
principal_5pct,alta,Habitat,1883,1.8283105111567654e-05,1.7799655560169904e-05,0.004275874777348801,0.004218963801713627,0.0029249864283769486,0.0028879478924091033,2.6442420390170702,1.2662806093222683,73.49973446627722,74.45565586829528,0.9559214020180633,1864,2.671915416070539,1883,4.834495513977553e-07,2.8562701033050967e-07,1.6925904550775426,0.04526672458002334,newey_west_bartlett,2.644242039017186,-0.2443729734679689,5.70186685635076,0.9525,0.4550317586932102,73.49973446627722,0.469442038029137,74.45565586829528,10,7,2.4660480241113043,-3.049195251827338,16.588515087291594,0.7,1758,0.6524459613196815,1.1567797369745594,-3.274800572120352,6.301354848852255,2.17132297923715,-0.0055660904413304,4.494085487697891,0.97,2.42187084655537,1.0392566013100846,4.114473712442304,1.0,moderada,moderada,alta,incorporar_con_peso_reducido
principal_5pct,alta,Integra,468,6.958346026209289e-06,6.856461901726985e-06,0.0026378677044554925,0.0026184846575313336,0.0019909553678275262,0.0019765540364514037,1.4642003156863386,0.7233377306612789,76.49572649572649,75.85470085470085,-0.6410256410256352,463,1.0439275118365903,468,1.0188412448230447e-07,7.963566524082793e-08,1.279378079836396,0.10038197455122111,newey_west_bartlett,1.4642003156862358,0.0057359469214958,3.677448437650213,0.975,0.5465264238637433,76.49572649572649,0.5531661853970841,75.85470085470085,4,2,0.9846775273545952,-8.156352637854958,3.4114473084000405,0.5,343,0.924198250728863,2.08266628050734,0.6459723996674873,3.5398778258383543,0.7554319283897274,-0.9648509243595036,2.724080153158775,0.9225,1.4972249479197328,0.2664805149661857,3.001341370362689,0.9925,fuerte,moderada,media,incorporar_como_feature
principal_5pct,alta,Prima,1350,2.128923358101697e-05,1.99413760214046e-05,0.004614025745595377,0.0044655767848514934,0.0030359760883020993,0.0029693803763530895,6.331169952563341,2.1935519257088116,72.0,70.44444444444444,-1.5555555555555571,1336,6.77068532471994,1350,1.347857559612375e-06,6.794178996624856e-07,1.9838416978445081,0.023636745031835327,newey_west_bartlett,6.331169952563252,1.022981009007394,11.1581461824049,0.995,0.4482169483047562,72.0,0.483151271077022,70.44444444444444,9,7,0.8834387316359428,-3.08621135166429,25.912021472189256,0.7777777777777778,1225,0.6555102040816326,0.41119960189387045,-2.1081512891645686,6.429527261770992,3.493886618783572,0.1496910996667253,5.453783300464531,0.985,2.8040338132631204,0.4316952234884855,4.358273811203275,0.995,fuerte,fuerte,alta,incorporar_como_feature
principal_5pct,alta,Profuturo,472,5.023202862663563e-06,5.1713454940133315e-06,0.002241250290053202,0.0022740592547278384,0.0017017370605681558,0.001726101197611951,-2.949166804527887,-1.4317215983802318,78.60169491525424,76.90677966101694,-1.6949152542373014,467,-1.7849353067998452,472,-1.4814263134976816e-07,1.3532654000008283e-07,-1.094704936294665,0.8631770373393144,newey_west_bartlett,-2.949166804528054,-8.550659175475166,2.694670749896177,0.185,0.6469417314000518,78.60169491525424,0.6365294541418607,76.90677966101694,4,1,-5.25088543625382,-9.067402023543305,6.255104305506764,0.25,347,0.10951008645533142,-5.547713473670761,-7.588455356627671,0.3171016509287976,-0.8206381635308235,-2.393068449209523,0.8812749852471787,0.165,1.1537911027218644,-0.2615604524285463,3.391049120677744,0.9525,no_favorable,no_demostrada,baja,no_incorporar
principal_5pct,alta_media,Habitat,1883,1.8283105111567654e-05,1.8046698596617993e-05,0.004275874777348801,0.004248140604619625,0.0029249864283769486,0.002906030032679449,1.2930326304369828,0.648084911218489,73.49973446627722,74.29633563462559,0.7966011683483742,1864,1.1873266680246093,1883,2.3640651494966107e-07,2.4369027931995874e-07,0.9701105666150341,0.16599569128332403,newey_west_bartlett,1.293032630437004,-1.3738642115796642,3.643955013200566,0.815,0.4550317586932102,73.49973446627722,0.4620783758788256,74.29633563462559,10,5,0.1650256898895672,-3.3439486147951185,8.81997526917709,0.5,1758,0.5614334470989761,0.33614400306601644,-1.8783660700519607,3.1007280499767744,2.0450849606158767,0.4837918099641908,3.842920128294302,0.99,1.89660139309101,0.4543460297658829,3.209304176644729,0.9975,débil,fuerte,baja,solo_sensibilidad
principal_5pct,alta_media,Integra,468,6.958346026209289e-06,6.935994035589473e-06,0.0026378677044554925,0.0026336275430647884,0.0019909553678275262,0.001980114322638473,0.3212256265443698,0.5445147271624983,76.49572649572649,76.06837606837607,-0.4273504273504187,463,0.06336357458583676,468,2.2351990619817356e-08,1.288008557195012e-07,0.17353914688653058,0.43111382994309666,newey_west_bartlett,0.3212256265443267,-1.5484423955504745,3.952973233545462,0.855,0.5465264238637433,76.49572649572649,0.5479830971999,76.06837606837607,4,3,0.8849149072189696,-23.81697475200577,3.0472270322965187,0.75,343,0.9795918367346939,2.474637421459108,0.867982369906141,3.4529249976191383,0.1620339711392646,-1.4154270316571147,2.154165847479483,0.8225,0.6474966294739883,-0.0764030108366371,2.5698118734534448,0.955,débil,moderada,alta,solo_sensibilidad
principal_5pct,alta_media,Prima,1350,2.128923358101697e-05,2.0408673241730595e-05,0.004614025745595377,0.004517595958220544,0.0030359760883020993,0.0029908474327077937,4.136176795352311,1.4864628139921963,72.0,70.88888888888889,-1.1111111111111143,1336,4.918672007417291,1350,8.805603392863777e-07,4.5344711987191206e-07,1.9419250904826895,0.02607308473066683,newey_west_bartlett,4.136176795352274,0.1710093899341272,7.441339220413506,0.985,0.4482169483047562,72.0,0.4710396708496616,70.88888888888889,9,6,1.1735296431189204,-5.043014258687466,16.82666030033247,0.6666666666666666,1225,0.47591836734693876,-0.14111934968214218,-2.6904713823978117,4.2673030548967965,1.8277613878427232,-1.190087213992459,3.578027144376611,0.835,1.6999502898186736,0.1773161982360014,2.6619358447856745,0.9925,fuerte,moderada,media,incorporar_como_feature
principal_5pct,alta_media,Profuturo,472,5.023202862663563e-06,5.074019462139115e-06,0.002241250290053202,0.0022525584259102172,0.0017017370605681558,0.0017043338037263235,-1.0116374127204963,-0.15259367726884543,78.60169491525424,77.33050847457628,-1.2711864406779654,467,0.3112786704810332,472,-5.081659947555178e-08,9.771941427146025e-08,-0.5200256249427112,0.6984771424942111,newey_west_bartlett,-1.0116374127203889,-4.144990144247048,3.1402729000686205,0.4725,0.6469417314000518,78.60169491525424,0.643370061866192,77.33050847457628,4,1,-1.9226724974151048,-9.66000712244993,6.697836691446541,0.25,347,0.15273775216138327,-1.290495205672294,-2.9902428658828604,0.8887546884286819,0.1420199510184202,-0.8358047279845339,1.4184656798584796,0.6625,1.6658149317136086,0.2225424103591594,4.112694075919481,0.995,no_favorable,no_demostrada,baja,no_incorporar
principal_5pct,todos_mapeados,Habitat,1883,1.8283105111567654e-05,1.8032574993254415e-05,0.004275874777348801,0.004246477951579923,0.0029249864283769486,0.002902038911482933,1.3702821089987052,0.7845341322403668,73.49973446627722,74.29633563462559,0.7966011683483742,1864,1.2589817295566879,1883,2.5053011831324174e-07,2.3932569601055675e-07,1.0468166289264265,0.14759207969312116,newey_west_bartlett,1.3702821089987625,-1.3686022743694786,3.6990510470372193,0.8225,0.4550317586932102,73.49973446627722,0.4624993610035622,74.29633563462559,10,7,0.9152437301680445,-2.2766425711674745,8.311973559990983,0.7,1758,0.6609783845278726,0.6656153253998016,-1.758555563388668,3.25567049131312,1.8946608120450268,0.3134600380720171,3.732443903709521,0.9875,1.9507809951978248,0.4424832398700247,3.242405719184117,0.9975,débil,fuerte,alta,solo_sensibilidad
principal_5pct,todos_mapeados,Integra,468,6.958346026209289e-06,6.962960006088668e-06,0.0026378677044554925,0.0026387421257274587,0.0019909553678275262,0.0019853419539897156,-0.06630857192212561,0.28194573964437003,76.49572649572649,76.49572649572649,0.0,463,-0.5232570214308963,468,-4.613979879379016e-09,1.2303967861886487e-07,-0.037499934420924114,0.5149568037820326,newey_west_bartlett,-0.0663085719222947,-2.026644576122376,2.74092830178125,0.8025,0.5465264238637433,76.49572649572649,0.5462257320113624,76.49572649572649,4,2,0.8643247913451636,-24.39419373629492,2.388860704110754,0.5,343,0.924198250728863,1.7690629538141065,0.5085098780727787,2.88105929579159,0.1880783370686028,-1.363279020849486,2.1986347410130813,0.83,0.6826911856041598,-0.0265961520859835,2.5625848765159995,0.9575,no_favorable,moderada,baja,no_incorporar
principal_5pct,todos_mapeados,Prima,1350,2.128923358101697e-05,2.037290656388122e-05,0.004614025745595377,0.004513635625954007,0.0030359760883020993,0.002980318885970128,4.304180390753077,1.8332556223490584,72.0,71.25925925925925,-0.7407407407407476,1336,5.213980794693911,1350,9.16327017135751e-07,4.606038336394451e-07,1.9894038004317625,0.023328325253906268,newey_west_bartlett,4.304180390752991,0.5675384523544901,7.903305470909609,0.99,0.4482169483047562,72.0,0.4719666862153213,71.25925925925925,9,6,0.42582155881509237,-4.608236878245983,17.28388558256169,0.6666666666666666,1225,0.47020408163265304,-0.0766692581125096,-1.172356702819011,4.267373669977114,2.062680811515623,-1.0780449145857238,4.04360720362493,0.8475,1.850953974357847,0.2369171034587402,2.866308756267484,0.9925,fuerte,moderada,media,incorporar_como_feature
principal_5pct,todos_mapeados,Profuturo,472,5.023202862663563e-06,5.057664044781943e-06,0.002241250290053202,0.0022489250865206567,0.0017017370605681558,0.0017003465111962023,-0.6860400238764555,0.08171352697045056,78.60169491525424,77.33050847457628,-1.2711864406779654,467,0.803169708017162,472,-3.446118211837956e-08,9.809641882472735e-08,-0.3512990844237921,0.6373180091241404,newey_west_bartlett,-0.6860400238764056,-3.968935221977888,3.407020740458815,0.535,0.6469417314000518,78.60169491525424,0.6445196103698512,77.33050847457628,4,1,-1.5374891551527172,-9.819697941268126,7.404196055078282,0.25,347,0.17002881844380405,-1.2755294462546278,-2.6313721042607243,1.122393928206251,0.1708708649628706,-0.7057867292004489,1.4231582916122592,0.7225,1.729395031321895,0.282388279455703,4.224750523740003,0.995,no_favorable,no_demostrada,baja,no_incorporar
