escenario,variante_confianza,afp,observaciones,mse_base,mse_hibrido,rmse_base,rmse_hibrido,mae_base,mae_hibrido,mejora_mse_pct,mejora_mae_pct,direccion_base_pct,direccion_hibrido_pct,cambio_direccion_pp,observaciones_recortadas,mejora_mse_recortada_pct,hac_n,hac_media_diferencial,hac_error_estandar,hac_estadistico,hac_p_unilateral,hac_metodo,bootstrap_mejora_vs_base_pct,bootstrap_ic95_inferior_vs_base_pct,bootstrap_ic95_superior_vs_base_pct,bootstrap_prob_mejora_vs_base,r2_base_reportado,direccion_base_reportada_pct,r2_hibrido_reportado,direccion_hibrida_reportada_pct,anios_evaluados,anios_mejora_positiva,mejora_anual_mediana_pct,peor_anio_mejora_pct,mejor_anio_mejora_pct,proporcion_anios_positivos,ventanas_rolling,proporcion_rolling_positiva,mejora_rolling_mediana_pct,mejora_rolling_p10_pct,mejora_rolling_p90_pct,mejora_mse_pct_vs_afp_ajena,ic95_inferior_pct_vs_afp_ajena,ic95_superior_pct_vs_afp_ajena,prob_mejora_vs_afp_ajena,mejora_mse_pct_vs_pesos_permutados,ic95_inferior_pct_vs_pesos_permutados,ic95_superior_pct_vs_pesos_permutados,prob_mejora_vs_pesos_permutados,evidencia_utilidad_composicion,evidencia_especificidad_afp,estabilidad_temporal,decision_preliminar
ampliado_15pct,alta,Habitat,2050,1.823838655986305e-05,1.775904379265932e-05,0.0042706424059926916,0.004214148050633641,0.002947060717954418,0.0029054473980162495,2.6282081785601163,1.4120279125790403,73.80487804878048,74.29268292682927,0.4878048780487916,2029,2.595087238377336,2050,4.793427672037292e-07,2.7449649294594793e-07,1.7462618995941719,0.0403827265822021,newey_west_bartlett,2.6282081785601044,-0.5007444775921005,5.278685850701027,0.9625,0.4541449222907691,73.80487804878048,0.4684911300862087,74.29268292682927,10,7,2.329292960135229,-2.9491327884252456,17.15986091201345,0.7,1925,0.6519480519480519,1.3584598660547509,-2.8377921996778315,6.105092411006489,1.6386603043571344,-0.4619118680390687,3.985792745645216,0.9425,2.752027568243685,1.1900708317265123,4.28452654109859,1.0,moderada,moderada,alta,incorporar_con_peso_reducido
ampliado_15pct,alta,Integra,1601,1.7897712578762853e-05,1.6741407057505664e-05,0.004230568824491909,0.004091626456252533,0.0028379384162478165,0.0027567385638047675,6.460632978480407,2.8612267263504423,73.57901311680199,73.39163023110555,-0.18738288569643657,1585,6.450236343168266,1601,1.156305521257189e-06,4.502556160411822e-07,2.5681090475314106,0.005112749156436003,newey_west_bartlett,6.460632978480284,2.4176545410440937,10.068763124915256,1.0,0.443241977658573,73.57901311680199,0.4792120700602978,73.39163023110555,9,6,2.772984290445341,-1.9768054708634715,22.453679875002003,0.6666666666666666,1476,0.8062330623306233,2.617544679126548,-0.5974870655409568,5.013722033120494,-0.7791744203760568,-1.9490703535223264,0.4300438932696359,0.155,3.707675218041474,1.095510353264659,6.961062857785914,1.0,fuerte,no_demostrada,alta,incorporar_como_feature
ampliado_15pct,alta,Prima,1955,1.9468498847874396e-05,1.8655408214057667e-05,0.004412312188396736,0.004319190689707699,0.0029662996776643118,0.002933965250352303,4.176442365537106,1.0900593610106604,71.66240409207161,70.84398976982096,-0.8184143222506464,1935,3.928491712965755,1955,8.130906338167279e-07,4.1315058535147454e-07,1.9680248864346086,0.024532587176231635,newey_west_bartlett,4.176442365537028,0.3302332589799432,7.475073774935979,0.995,0.4142596831580445,71.66240409207161,0.4387227899026628,70.84398976982096,10,7,0.6260030434821829,-2.7504572196487778,21.122769298108608,0.7,1830,0.4994535519125683,-0.012352024337988928,-2.0522624366719517,8.807743024333131,-0.2661532185387674,-2.2849878064850664,1.1664439434285572,0.2325,2.046127954176021,0.5050629862451764,3.0598734401572827,0.995,fuerte,no_demostrada,media,incorporar_como_feature
ampliado_15pct,alta,Profuturo,1764,1.734075080791166e-05,1.670600328549631e-05,0.0041642227135339025,0.004087297797505867,0.0027732334982710884,0.0027383233261458317,3.6604385210688166,1.2588255603799936,75.17006802721087,74.94331065759637,-0.22675736961450355,1746,3.877223139790732,1764,6.347475224153498e-07,3.2587557176960633e-07,1.9478217375069635,0.02571814841986897,newey_west_bartlett,3.660438521068833,0.3595886751080454,6.321554743800748,0.9875,0.4497109655533537,75.17006802721087,0.4698539573474565,74.94331065759637,10,8,2.9381799378017517,-6.970319405224785,12.275556555326808,0.8,1639,0.6833435021354485,1.1508545430138857,-4.843896069844026,3.9748478061889134,-0.8590412701141255,-1.8396540721765144,0.8840488286579223,0.3725,0.6616209903542603,-0.4539286385358397,2.9370731999612434,0.945,moderada,no_demostrada,alta,incorporar_con_peso_reducido
ampliado_15pct,alta_media,Habitat,2050,1.823838655986305e-05,1.806103289770477e-05,0.0042706424059926916,0.0042498273962250244,0.002947060717954418,0.002926478135270749,0.9724196906133112,0.6984105403147433,73.80487804878048,74.34146341463415,0.5365853658536679,2029,0.982230546519637,2050,1.7735366215828087e-07,2.342332855055921e-07,0.7571667783059239,0.22447497539643857,newey_west_bartlett,0.9724196906133185,-1.3097204825420472,3.427220802835841,0.7425,0.4541449222907691,73.80487804878048,0.4594529245486263,74.34146341463415,10,6,0.490228636710814,-2.778190818804845,8.82075273272799,0.6,1925,0.5745454545454546,0.480739832917473,-2.3483496224770213,3.362563745507465,1.727598207217931,0.3137779926569356,3.2446973471757894,0.9975,2.0185042467044325,0.613630659009237,3.20207307567798,0.9975,débil,fuerte,media,solo_sensibilidad
ampliado_15pct,alta_media,Integra,1601,1.7897712578762853e-05,1.724287262888028e-05,0.004230568824491909,0.004152453808157326,0.0028379384162478165,0.002797949526933012,3.6587912952608064,1.4090823495626024,73.57901311680199,73.01686445971268,-0.5621486570893097,1585,3.764312243186626,1601,6.548399498825699e-07,3.008311309599432e-07,2.1767692319375165,0.01474889489974962,newey_west_bartlett,3.6587912952606736,0.3677388022159237,6.1838725916625945,0.99,0.443241977658573,73.57901311680199,0.4636125917156666,73.01686445971268,9,6,2.57604519401737,-11.805259803691575,12.590647565391125,0.6666666666666666,1476,0.7737127371273713,2.5104940746114437,-2.9296235664919257,4.10203951728298,-0.1401887111387899,-0.8100146174834203,0.5107562041008882,0.475,2.456500245176668,0.3045051492499607,4.9548589661461975,0.9925,fuerte,no_demostrada,alta,incorporar_como_feature
ampliado_15pct,alta_media,Prima,1955,1.9468498847874396e-05,1.893799890419124e-05,0.004412312188396736,0.004351781118598595,0.0029662996776643118,0.002942551086271667,2.7249144776310086,0.8006133558071384,71.66240409207161,71.0997442455243,-0.5626598465473052,1935,3.0646796046789224,1955,5.30499943683154e-07,2.5912331458841156e-07,2.047287580146132,0.020314928313614145,newey_west_bartlett,2.724914477630998,0.1800019222119887,4.661117579013927,0.9775,0.4142596831580445,71.66240409207161,0.4302206058529926,71.0997442455243,10,7,0.9964740281178697,-5.043014258687466,12.832862381425741,0.7,1830,0.5114754098360655,0.03685027748976474,-2.3478629415186645,5.242748139439993,0.2643472858559637,-1.3295925154601969,1.3803298980560206,0.4975,1.184208353306451,0.2898815679951591,1.6908177882033302,0.9925,fuerte,no_demostrada,media,incorporar_como_feature
ampliado_15pct,alta_media,Profuturo,1764,1.734075080791166e-05,1.6840324179457778e-05,0.0041642227135339025,0.004103696404396623,0.0027732334982710884,0.0027481040595306477,2.885841760816754,0.906142189473303,75.17006802721087,75.79365079365078,0.6235827664399096,1746,3.123736812604812,1764,5.004266284538808e-07,2.683040537951813e-07,1.8651474749460843,0.03108036779101009,newey_west_bartlett,2.88584176081676,0.2168571653600842,5.633631809185011,0.99,0.4497109655533537,75.17006802721087,0.4655914363146104,75.79365079365078,10,8,2.4164756013908404,-2.5196103260876184,7.691969770763557,0.8,1639,0.685784014643075,1.0176739360244254,-1.7545722935233492,4.100171162052268,-0.4181081182803323,-1.1667996712895286,0.8389088871213071,0.5025,-0.102657295641515,-1.4290078582763526,2.610742365291208,0.775,débil,no_demostrada,alta,solo_sensibilidad
ampliado_15pct,todos_mapeados,Habitat,2050,1.823838655986305e-05,1.805664726203485e-05,0.0042706424059926916,0.004249311386805496,0.002947060717954418,0.0029259233961337404,0.9964658728538441,0.7172340119055782,73.80487804878048,74.2439024390244,0.43902439024391526,2029,0.9596380873001618,2050,1.8173929782820057e-07,2.3122544104325733e-07,0.7859831383960947,0.21593868279760975,newey_west_bartlett,0.996465872853888,-1.2636335511255965,3.4509110752650085,0.7475,0.4541449222907691,73.80487804878048,0.4595841818553816,74.2439024390244,10,6,1.2085574996448087,-2.5111640772725154,8.253424204794825,0.6,1925,0.6135064935064936,0.6102937133767592,-2.225027555309612,3.290337623085206,1.580304843604719,0.1761572788868657,3.099002032176608,0.985,2.037651389168505,0.6172812161842247,3.2028395917217702,1.0,débil,fuerte,alta,solo_sensibilidad
ampliado_15pct,todos_mapeados,Integra,1601,1.7897712578762853e-05,1.7267818336514918e-05,0.004230568824491909,0.004155456453449479,0.0028379384162478165,0.002797568653177713,3.519411988967564,1.4225031395670062,73.57901311680199,72.89194253591505,-0.6870705808869388,1585,3.619607121745589,1601,6.29894242247929e-07,2.8914975930229255e-07,2.17843599029043,0.01468679643620785,newey_west_bartlett,3.519411988967452,0.5148283303448524,6.071797256409726,0.99,0.443241977658573,73.57901311680199,0.4628365862463952,72.89194253591505,9,6,2.4208908872141546,-3.9578602542739967,12.096221765253674,0.6666666666666666,1476,0.7459349593495935,1.616209160456136,-1.426732842304461,3.8402403664954727,-0.0411400306090042,-0.7250674435477974,0.6604502031807252,0.5725,2.380939588005808,0.3117207270231714,4.809503430210575,0.9925,fuerte,no_demostrada,alta,incorporar_como_feature
