fecha,dia_semana,afp_sin_prediccion,lista_afp,causas,factores_faltantes,faltante_en_las_4_afp
2025-02-10,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-02-17,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-02-18,martes,4,Habitat | Integra | Prima | Profuturo,faltan_factores_seleccionados | ningun_factor_seleccionado_disponible,ret_COPX || ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_XLB,True
2025-02-24,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-03-03,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-03-10,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-03-17,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-03-24,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-03-31,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-04-07,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
2025-04-14,lunes,4,Habitat | Integra | Prima | Profuturo,ningun_factor_seleccionado_disponible,ret_COPX | ret_EPU || ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB || ret_IDX_VIX | ret_COPX,True
