fecha,ACWI,SPY,QQQ,EEM,ILF,EPU,VGK,EWJ,MCHI,XLK,XLF,XLE,XLB,XLI,XLV,XLY,XLP,GLD,CPER,COPX,USO,TLT,LQD,HYG,^VIX,DX-Y.NYB,PEN=X
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,0.002721539129946413,0.00424579948795325,0.00439042950841607,0.006975502709923022,0.016482498731856962,-0.0040761220076699755,-0.0037352480702090352,0.00522641677948157,0.0040973521776451385,0.0011074471226633475,0.0006485951458960482,0.03145667734378128,0.012241759574978561,0.005599622839738073,0.0024174485032648894,0.0027277202433644895,-0.0010283072798208499,-0.0033055430745708814,0.01499118300575197,0.013587194104902698,0.05715838318503568,0.013356646295167068,-0.0005026510029893788,0.009576798533403012,-0.019219792958821844,0.00402595732469225,-0.004753808369172448
2014-12-22,0.005927906096500126,0.004589855838514846,0.0024894795663514026,0.013807765069437374,-0.0015732694902139595,-0.0059869352834234744,0.006582205301364143,-0.0026097422476999235,0.018836249640098505,0.011956331104808792,0.006864443627148619,-0.010229886631076308,0.0006145521298525007,0.009497194765634544,-0.00956158147466048,0.009688839097752543,0.009620797173560715,-0.019532501975925175,0.0,-0.013587194104902717,-0.048516932106988285,0.001350048437084075,0.0031779285864948544,-0.0024414275012310015,-0.0781746196380482,0.0018955034227835562,0.006446181258703013
2014-12-23,-0.0003379098532633093,0.0013485576323137053,-0.0035442951813642928,-0.009183793155096954,0.0012586724469274683,0.000947813478449428,-0.003745058098226997,0.0017407223679015954,-0.012721048329749032,0.0026111423027944843,0.005617868708271661,0.012089794492222129,0.0077481733097802645,0.0036691538129204533,-0.023209275170467468,0.005574197129219975,0.006901957331252036,0.0016866692377105724,-0.012910068434501997,0.0013666957608366858,0.030134078426374385,-0.02003475570564902,-0.007627837174066675,0.003549306039824636,-0.029952309395860525,0.003225281390991791,0.004049983154352695
2014-12-24,0.0018564899435913015,9.602736573912819e-05,0.000863244001040673,0.0023038361463185593,0.0015711914335186452,-0.0028458820717918156,0.007104416606611249,-0.0017407223679016964,-0.006728541546959893,-0.0009492158880409111,-0.0016017875605613171,-0.007336728851956533,-0.0034590028231102922,0.0010457103662176446,0.0073107333696331,-0.0016692821339681335,-0.0010119646943263223,0.00026605277109273347,0.0,0.0013652678450638985,-0.02393919738579937,0.005428402306726752,0.0032180808502191333,0.003396040997118639,-0.02948450153050391,-0.00099979276784352,0.0023549108545737286
2014-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-12-29,-0.002185419407910354,0.001342197736219494,-0.0001904164995007512,-0.006106780665067105,0.0034596432377463193,-0.0031289618872965084,-0.008600025278322479,-0.010434828088523893,-0.0005994786103327881,-0.004974346271635373,0.0036004206915358486,0.003613453098336014,0.0,0.0015667214253951376,0.0034657440836613285,0.007585701106917247,-0.0030371258614029623,-0.010153292143778678,0.009473771129533763,0.0027624050572370314,-0.023370170250140022,0.0074478582269035375,0.0019311086358627149,0.0005556917764432794,0.03789360080821302,0.001775648685668707,-0.0006723003426517033
2014-12-30,-0.006585303810252993,-0.005379989814613829,-0.006687842227447314,0.002039740003432248,0.0015685257277233556,0.0012526413889326275,-0.008674206481426139,-0.012313183994250255,-0.011858117883459116,-0.007149602474346861,-0.0011982353091620134,-0.007991915644010666,-0.0034590028231102922,-0.005931721538497748,-0.004333976735968314,-0.0046826071824103924,-0.004471414400173856,0.013370224180731385,0.008865772523035642,0.013698708421004143,-0.0004926495046975636,0.00270902192214957,0.00083842583275664,-0.0020014852186561348,0.05553393497382835,-0.002220053939880443,-0.02048405352743666
2014-12-31,-0.00901903571882925,-0.009973006574825662,-0.01030990179953286,0.0007637766023694417,-0.002825120117955585,0.0003131056480489554,-0.007414009878721229,-0.005324119649118322,0.01544819953008091,-0.011062962547252909,-0.011259233710438035,-0.007550914255058305,-0.009832005400900507,-0.010023830614924328,-0.010039977551662025,-0.004011757769194425,-0.012298073864679248,-0.014162271200273567,-0.012539337069036934,0.001359765726355626,0.003444022700477034,0.00190765648593741,0.0006703872137029626,-0.002674763479658423,0.18733413356159467,0.0031066128150386268,0.0268524522524466
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0060322321255662755
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012038542456234343
2015-01-05,-0.019902068859816366,-0.018224781646832916,-0.01477746935179561,-0.017957340881078653,-0.028854789356115622,-0.015147015880838721,-0.02958575591164275,-0.011612763839510652,-0.001393763068685824,-0.015383063957107148,-0.021250765855269162,-0.04224778724695422,-0.0258183043009934,-0.023635519067115873,-0.005113139844614891,-0.01931128902764436,-0.007056565186376657,0.014964618775983719,0.0,-0.02597592303934238,-0.05689220002997445,0.015586746314914964,0.004081639865228118,-0.009307167138182347,0.11308770284569483,0.00328834477907132,-0.005218750069198823
