afp,tipo_modelo,n_factores,n_factores_bvl,familia,alpha,half_life,n_diario,mae_diario,rmse_diario,r2_diario,correlacion_diaria,direccion_diaria_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Habitat,CAMPEON_PRE_BVL,9,0,EW_RIDGE,0.001,60.0,593,0.0029378009303991106,0.003983772788583364,0.536053757916357,0.7347176721796571,74.36762225969646,593,0.5827922723177746,0.45705631511838707,1.2093667896324984,6.045047207833409,0.110382396050212,0.8185315241163016,82.46205733558179
Habitat,CAMPEON_MAS_BVL,12,3,EW_RIDGE,0.001,60.0,593,0.0028402342486303273,0.003813634080813029,0.5748359065083066,0.7603321332181088,74.70489038785834,593,0.5395056107087417,0.3990370905052498,1.1581885373301477,4.829068000950065,0.023025139397627126,0.8501325105867136,82.79932546374368
Integra,CAMPEON_PRE_BVL,4,0,EW_RIDGE,0.001,500.0,593,0.0032766913541256056,0.005280277455160733,0.23464154825615058,0.49547325120709795,66.94772344013491,593,0.6366845225895563,0.44383931201559257,1.2411911537331388,7.999776145690285,0.11548503557730046,0.6169173668885559,75.21079258010118
Integra,CAMPEON_MAS_BVL,8,4,EW_RIDGE,10.0,500.0,593,0.0030419660588289015,0.005030491723329826,0.30534003000906784,0.5553537521712438,68.63406408094434,593,0.579168083458701,0.38938773116674597,1.1152852648194238,8.321268129462045,0.09028194879516303,0.6562611082597476,76.89713322091062
Prima,CAMPEON_PRE_BVL,3,0,EW_RIDGE,0.001,500.0,593,0.002924740699448751,0.0040258248998088445,0.318612571400539,0.5793189676529085,69.30860033726813,593,0.5774496295748925,0.42693746518758235,1.2671201625506572,5.515165567854208,0.10861511315460781,0.700000285830129,77.57166947723441
Prima,CAMPEON_MAS_BVL,7,4,EW_RIDGE,0.001,500.0,593,0.002675228940201742,0.0036615018095172867,0.4363586329168918,0.6635127266263323,71.50084317032041,593,0.5163052225053835,0.36568201229998376,1.1350726337649117,4.806526338432837,0.07402416057221754,0.7740936850186142,79.59527824620574
Profuturo,CAMPEON_PRE_BVL,6,0,EW_RIDGE,0.001,500.0,593,0.003247056848755059,0.004399991911835269,0.28662968091606744,0.5634710987028249,68.8026981450253,593,0.6069115068706776,0.42778006926136314,1.2827009034577321,5.899857596169045,0.12324789283206512,0.7067886354881775,75.71669477234401
Profuturo,CAMPEON_MAS_BVL,10,4,EW_RIDGE,0.001,250.0,593,0.0030134494061247095,0.004044781557327889,0.3971608849276985,0.6422743189383717,71.50084317032041,593,0.5443120641585649,0.3853238663803271,1.1880928718878723,5.124188533070195,0.12750139351501982,0.7696511968113432,79.76391231028668
