afp,escenario,objetivo,observaciones,ratio_mediano,error_mediano_pct,error_p90_pct,ranking_afp
Prima,solo_entidades_pendientes,fondos_mutuos_exterior,133,1.1157831972988057,29.39045177408348,222.24230149704084,36
Prima,solo_fondos_sin_isin,fondos_mutuos_exterior,133,0.13577396217506188,86.42260378249381,94.95935196691651,37
Prima,solo_fondos_sin_isin,fondos_mutuos_mas_etf,133,0.13577392690286222,86.42260730971378,94.95935196691651,38
Prima,solo_fondos_sin_isin,administradoras_fondos_exterior,133,0.12514701224735647,87.48529877526435,95.82576499433696,39
Prima,solo_fondos_sin_isin,fondos_exterior_amplio,133,0.12514701224735647,87.48529877526435,95.82576499433696,40
Prima,solo_fondos_sin_isin,rv_y_fondos_exterior,133,0.12514701224735647,87.48529877526435,95.82576499433696,41
Prima,solo_fondos_sin_isin,total_exterior,133,0.12357135234606367,87.64286476539364,96.19261139584297,42
Prima,todas_las_filas,total_exterior,133,2.0153018375431353,101.53018375431353,116.49379131599397,43
Prima,todas_las_filas,rv_y_fondos_exterior,133,2.0491522456619338,104.91522456619337,125.96621016268611,44
Prima,todas_las_filas,fondos_exterior_amplio,133,2.0568301133598177,105.68301133598177,126.04133470523381,45
Prima,todas_las_filas,administradoras_fondos_exterior,133,2.0568301133598177,105.68301133598177,126.0518665110299,46
Prima,todas_las_filas,fondos_mutuos_mas_etf,133,2.156117597830417,115.61175978304168,430.9094750700529,47
Prima,todas_las_filas,fondos_mutuos_exterior,133,2.156117597830417,115.61175978304168,430.9521738500288,48
Profuturo,solo_isin,fondos_mutuos_mas_etf,133,1.0007234086702836,2.3130786676942794,12.08281053710608,1
Profuturo,solo_isin_dedup_id_valor,fondos_mutuos_mas_etf,133,1.0007234086702836,2.3130786676942794,12.08281053710609,2
Profuturo,solo_isin,fondos_mutuos_exterior,133,1.0009317872101917,2.326843132733214,12.08281053710608,3
Profuturo,solo_isin_dedup_id_valor,fondos_mutuos_exterior,133,1.0009317872101917,2.326843132733214,12.08281053710609,4
Profuturo,hojas_identificadas_dedup_id_valor,rv_y_fondos_exterior,133,0.9337307792191261,6.626922078087394,11.664596276702888,5
Profuturo,solo_hojas_identificadas,rv_y_fondos_exterior,133,0.9337307792191261,6.626922078087394,11.664596276702888,6
Profuturo,hojas_identificadas_dedup_id_valor,administradoras_fondos_exterior,133,0.950763151295738,6.7108035709442015,11.663225312231896,7
Profuturo,solo_hojas_identificadas,administradoras_fondos_exterior,133,0.950763151295738,6.7108035709442015,11.663225312231896,8
Profuturo,hojas_identificadas_dedup_id_valor,fondos_exterior_amplio,133,0.9344053010808446,6.901076473784052,12.038583811982699,9
Profuturo,solo_hojas_identificadas,fondos_exterior_amplio,133,0.9344053010808446,6.901076473784052,12.038583811982699,10
Profuturo,hojas_identificadas_dedup_id_valor,total_exterior,133,0.9194832796124165,8.051672038758351,15.150389803818747,11
Profuturo,solo_hojas_identificadas,total_exterior,133,0.9194832796124165,8.051672038758351,15.150389803818747,12
Profuturo,entidades_pendientes_dedup_id_valor,total_exterior,133,1.0839849178659335,16.619674107351923,81.24565065323155,13
Profuturo,solo_entidades_pendientes,total_exterior,133,1.0839849178659338,16.619674107351923,81.24565065323155,14
Profuturo,entidades_pendientes_dedup_id_valor,rv_y_fondos_exterior,133,1.1123772483371481,18.920827297737898,81.00121949885093,15
Profuturo,solo_entidades_pendientes,rv_y_fondos_exterior,133,1.1123772483371483,18.920827297737898,81.00121949885093,16
Profuturo,entidades_pendientes_dedup_id_valor,fondos_exterior_amplio,133,1.139485886483241,18.996409807678184,80.6453983056228,17
Profuturo,solo_entidades_pendientes,fondos_exterior_amplio,133,1.139485886483241,18.996409807678205,80.6453983056228,18
Profuturo,entidades_pendientes_dedup_id_valor,administradoras_fondos_exterior,133,1.1394951347556899,18.99725691446459,80.43261447276917,19
Profuturo,solo_entidades_pendientes,administradoras_fondos_exterior,133,1.1394951347556899,18.99725691446461,80.43261447276917,20
Profuturo,solo_isin,administradoras_fondos_exterior,133,0.7705092534785154,22.94907465214846,47.43787027537045,21
Profuturo,solo_isin_dedup_id_valor,administradoras_fondos_exterior,133,0.7705092534785154,22.94907465214846,47.43787027537045,22
Profuturo,solo_isin,fondos_exterior_amplio,133,0.75720561026148,24.279438973851995,47.440870188759654,23
Profuturo,solo_isin_dedup_id_valor,fondos_exterior_amplio,133,0.75720561026148,24.279438973851995,47.440870188759654,24
