fecha_hoy_simulada,fecha_ultima_cuota_visible,cuotas_ocultas_estimadas,cuota_ultima_visible,cuota_estimada_hoy,cuota_real_hoy,error_pct,error_abs_pct,retorno_estimado_acumulado,retorno_real_acumulado,afp,modelo,familia,segmento
2021-11-15 00:00:00,2021-11-10 00:00:00,3,19.8436333,19.948441081067195,19.8792763,0.0034792403920254067,0.0034792403920254067,0.005281683020578409,0.0017961932404788605,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-16 00:00:00,2021-11-11 00:00:00,3,19.8767047,19.902154524364697,19.9232562,-0.0010591479336246046,0.0010591479336246046,0.0012803844877111725,0.0023420129595224104,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-17 00:00:00,2021-11-12 00:00:00,3,19.9212553,19.8842626333001,19.8670179,0.0008680081422838271,0.0008680081422838271,-0.0018569445621179348,-0.0027225894745698254,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-18 00:00:00,2021-11-12 00:00:00,4,19.9212553,19.88461319694139,19.9769423,-0.004621783537844482,0.004621783537844482,-0.0018393470946886925,0.0027953559733759903,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-19 00:00:00,2021-11-12 00:00:00,5,19.9212553,19.886836495399557,19.8530442,0.0017021216020642882,0.0017021216020642882,-0.0017277427592850003,-0.0034240362353068488,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-22 00:00:00,2021-11-17 00:00:00,3,19.8670179,19.836639759053647,19.6541663,0.009284212633005273,0.009284212633005273,-0.001529074021036303,-0.01071381729615295,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-23 00:00:00,2021-11-18 00:00:00,3,19.9769423,19.969359353352342,19.7118582,0.013063261248112079,0.013063261248112079,-0.00037958495017820226,-0.013269503211209566,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-24 00:00:00,2021-11-19 00:00:00,3,19.8530442,19.867216153051505,19.7477749,0.006048339808223391,0.006048339808223391,0.0007138428197075442,-0.005302426113573011,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-25 00:00:00,2021-11-19 00:00:00,4,19.8530442,19.87439863710069,19.8516109,0.0011479036746930849,0.0011479036746930849,0.0010756253240342684,-7.219547720538344e-05,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-26 00:00:00,2021-11-19 00:00:00,5,19.8530442,19.881583717793344,19.6429737,0.012147347007512632,0.012147347007512632,0.0014375386215754737,-0.010581273979131112,Habitat,ARIMAX_000,ARIMAX,validacion
2021-11-29 00:00:00,2021-11-24 00:00:00,3,19.7477749,19.884464643350668,19.735512,0.00754744256701656,0.00754744256701656,0.006921779493783253,-0.0006209762903465199,Habitat,ARIMAX_000,ARIMAX,validacion
