observaciones_oos,rmse,mse,mae,r2,direccion_pct,modelo,escenario,variante_confianza,afp,mejora_mse_pct,ic95_inferior_pct,ic95_superior_pct,prob_mejora
1955,0.004357544455173631,1.8988193678814457e-05,0.0029546894223945264,0.4287104173468711,70.53708439897697,P1_proxy_afp_ajena,ampliado_15pct,alta_media,Prima,2.4670888742537787,-0.2566372035131789,4.49498691146891,0.9575
1955,0.004377779330332324,1.9164951865084933e-05,0.002960517017217576,0.42339237013432085,71.15089514066496,P2_proxy_pesos_permutados,ampliado_15pct,alta_media,Prima,1.5591699450561456,-0.4165246103357931,3.46378397785616,0.915
1764,0.004164222713533927,1.734075080791186e-05,0.002773233498271114,0.44971096555335377,75.17006802721087,M0_base_mercado,ampliado_15pct,alta_media,Profuturo,,,,
1764,0.005065385622163726,2.5658131501223e-05,0.003474079151264511,0.1857683346057315,65.24943310657596,M1_proxy_directo,ampliado_15pct,alta_media,Profuturo,-47.96436316653755,-60.0052246390836,-35.855433801862496,0.0
1764,0.004103696404396648,1.684032417945797e-05,0.0027481040595306733,0.4655914363146104,75.79365079365078,M2_hibrido,ampliado_15pct,alta_media,Profuturo,2.88584176081676,0.2168571653600842,5.633631809185011,0.99
1764,0.004095144269043122,1.6770206584276727e-05,0.002748354082369667,0.46781653857099037,75.34013605442176,P1_proxy_afp_ajena,ampliado_15pct,alta_media,Profuturo,3.2901933137452066,-0.01367260571295592,5.988149539408612,0.9725
1764,0.004101591652893771,1.6823054087087858e-05,0.002763067266902505,0.4661394830837744,74.60317460317461,P2_proxy_pesos_permutados,ampliado_15pct,alta_media,Profuturo,2.9854342903526443,-0.5063808973918101,5.266067473605046,0.935
2050,0.004270642405992717,1.8238386559863262e-05,0.002947060717954446,0.4541449222907691,73.80487804878048,M0_base_mercado,ampliado_15pct,todos_mapeados,Habitat,,,,
2050,0.005215244665098109,2.7198776916834292e-05,0.003652014995017016,0.18597018224149708,64.29268292682927,M1_proxy_directo,ampliado_15pct,todos_mapeados,Habitat,-49.129292920514835,-60.50866011906246,-35.316476029401336,0.0
2050,0.00424931138680552,1.8056647262035054e-05,0.0029259233961337673,0.45958418185538163,74.2439024390244,M2_hibrido,ampliado_15pct,todos_mapeados,Habitat,0.9964658728538881,-1.2636335511255963,3.4509110752650085,0.7475
2050,0.004283290690676202,1.8346579140833418e-05,0.0029407653570430407,0.45090683598860715,73.85365853658537,P1_proxy_afp_ajena,ampliado_15pct,todos_mapeados,Habitat,-0.593213553266013,-3.4154492548340225,1.9871000314936964,0.2775
2050,0.004293277523200811,1.8432231891221285e-05,0.00296014024901036,0.44834334230644846,73.80487804878048,P2_proxy_pesos_permutados,ampliado_15pct,todos_mapeados,Habitat,-1.0628425421391898,-2.7282434781279497,0.6102563562595013,0.1375
1601,0.004230568824491931,1.789771257876304e-05,0.0028379384162478434,0.443241977658573,73.57901311680199,M0_base_mercado,ampliado_15pct,todos_mapeados,Integra,,,,
1601,0.005175880087515205,2.678973468033641e-05,0.0035197783680840262,0.16663095163491082,64.39725171767645,M1_proxy_directo,ampliado_15pct,todos_mapeados,Integra,-49.682449991539215,-62.92901293419471,-31.232499944613767,0.0
1601,0.004155456453449503,1.7267818336515118e-05,0.0027975686531777413,0.46283658624639523,72.89194253591505,M2_hibrido,ampliado_15pct,todos_mapeados,Integra,3.5194119889674518,0.5148283303448524,6.071797256409726,0.99
1601,0.004154601939072626,1.7260717272146023e-05,0.0028012829970794984,0.46305748456159934,73.0793254216115,P1_proxy_afp_ajena,ampliado_15pct,todos_mapeados,Integra,3.559087809762118,0.5873391981299536,6.202544552190672,0.995
1601,0.004205827186091931,1.7688982319269964e-05,0.002819207526488995,0.4497351116815248,73.64147407870081,P2_proxy_pesos_permutados,ampliado_15pct,todos_mapeados,Integra,1.1662398676619132,-0.5884670335089985,2.4267210804310446,0.8825
1955,0.004412312188396759,1.9468498847874596e-05,0.0029662996776643386,0.4142596831580445,71.66240409207161,M0_base_mercado,ampliado_15pct,todos_mapeados,Prima,,,,
1955,0.005283772528510287,2.7918252133039987e-05,0.00356228228103481,0.16003560532014482,62.864450127877234,M1_proxy_directo,ampliado_15pct,todos_mapeados,Prima,-43.40218191033184,-52.70871868151572,-32.55960176504859,0.0
1955,0.0043530356846842744,1.8948919672134694e-05,0.002937578689887995,0.4298920374243108,71.56010230179028,M2_hibrido,ampliado_15pct,todos_mapeados,Prima,2.668819921863804,0.19988463537260365,4.685944781583106,0.9825
1955,0.004359393308294218,1.9004310016400405e-05,0.0029502022736552446,0.428225532058196,71.25319693094629,P1_proxy_afp_ajena,ampliado_15pct,todos_mapeados,Prima,2.384307260160774,-0.23008226531288367,4.402635105152756,0.9625
1955,0.0043797651417025575,1.9182342696472826e-05,0.002957443690874914,0.4228691397010509,71.76470588235294,P2_proxy_pesos_permutados,ampliado_15pct,todos_mapeados,Prima,1.4698418899051868,-0.39126479210611614,3.283903459643317,0.9075
1764,0.004164222713533927,1.734075080791186e-05,0.002773233498271114,0.44971096555335377,75.17006802721087,M0_base_mercado,ampliado_15pct,todos_mapeados,Profuturo,,,,
1764,0.00506652443883774,2.5669669889340076e-05,0.0034735789325254676,0.18540217696201977,65.07936507936508,M1_proxy_directo,ampliado_15pct,todos_mapeados,Profuturo,-48.03090231611007,-60.09849830115961,-35.838589956592045,0.0
1764,0.0041039894108793355,1.6842729084609718e-05,0.0027460789436165862,0.4655151193806697,75.56689342403628,M2_hibrido,ampliado_15pct,todos_mapeados,Profuturo,2.87197324279014,0.30038244763905797,5.629419863077932,0.9875
1764,0.004097119394799586,1.678638733524293e-05,0.002747508203807345,0.4673030608142055,75.45351473922902,P1_proxy_afp_ajena,ampliado_15pct,todos_mapeados,Profuturo,3.196882757902271,0.012927965216120673,5.841940285097636,0.975
1764,0.004102593437525581,1.6831272913627964e-05,0.0027614538823193787,0.465878667956959,74.77324263038548,P2_proxy_pesos_permutados,ampliado_15pct,todos_mapeados,Profuturo,2.9380382656294417,-0.4818908980369129,5.177380313065932,0.935
1883,0.004275874777348827,1.8283105111567878e-05,0.0029249864283769755,0.4550317586932102,73.49973446627722,M0_base_mercado,principal_5pct,alta,Habitat,,,,
1883,0.005281976873156066,2.7899279688555537e-05,0.0036922571644218962,0.16840048269598829,63.409453000531066,M1_proxy_directo,principal_5pct,alta,Habitat,-52.59595959388442,-64.60207489092885,-36.8926748941557,0.0
1883,0.00421896380171365,1.77996555601701e-05,0.002887947892409128,0.469442038029137,74.45565586829528,M2_hibrido,principal_5pct,alta,Habitat,2.644242039017186,-0.2443729734679689,5.70186685635076,0.9525
1883,0.004265527134387131,1.8194721734192886e-05,0.002925048259125516,0.45766622004071555,74.50876261285183,P1_proxy_afp_ajena,principal_5pct,alta,Habitat,0.4834155732062753,-2.438990551364784,2.3888760310586057,0.4975
1883,0.004270999844242346,1.8241439669518146e-05,0.002924523724905928,0.45627368901842313,73.81837493361657,P2_proxy_pesos_permutados,principal_5pct,alta,Habitat,0.2278904037113997,-1.9194610125086158,1.9027102040990644,0.515
468,0.002637867704455519,6.95834602620943e-06,0.001990955367827551,0.5465264238637433,76.49572649572649,M0_base_mercado,principal_5pct,alta,Integra,,,,
468,0.003562228400572207,1.2689471177843226e-05,0.0027584021281137905,0.1730305085978585,67.3076923076923,M1_proxy_directo,principal_5pct,alta,Integra,-82.36332499198569,-107.30704446871007,-53.182845582146136,0.0
468,0.0026184846575313613,6.856461901727131e-06,0.001976554036451428,0.5531661853970841,75.85470085470085,M2_hibrido,principal_5pct,alta,Integra,1.4642003156862358,0.005735946921495852,3.677448437650213,0.975
468,0.002628431483841529,6.908652065249381e-06,0.0019836478978802917,0.5497649661989548,76.92307692307693,P1_proxy_afp_ajena,principal_5pct,alta,Integra,0.7141634056839201,-1.2380962398380608,2.4158000301195472,0.7425
468,0.0026383098610869237,6.960678923108502e-06,0.0019885063950870556,0.54637438958784,77.13675213675214,P2_proxy_pesos_permutados,principal_5pct,alta,Integra,-0.03352660086585,-1.6518360179468208,1.8362912271948946,0.625
1350,0.004614025745595398,2.1289233581017164e-05,0.003035976088302126,0.4482169483047562,72.0,M0_base_mercado,principal_5pct,alta,Prima,,,,
1350,0.005599103354426372,3.134995837354865e-05,0.003723520493547194,0.1874589737556419,64.81481481481481,M1_proxy_directo,principal_5pct,alta,Prima,-47.25733669201822,-61.42729642948002,-34.20586296490585,0.0
1350,0.004465576784851516,1.99413760214048e-05,0.0029693803763531186,0.48315127107702205,70.44444444444444,M2_hibrido,principal_5pct,alta,Prima,6.331169952563252,1.022981009007394,11.1581461824049,0.995
1350,0.00454569349159111,2.0663329319493775e-05,0.0030155908549142334,0.46443939061007167,70.81481481481482,P1_proxy_afp_ajena,principal_5pct,alta,Prima,2.9400037307190092,-0.7932771191496579,6.5012728251342935,0.92
1350,0.004529533132308842,2.051667039668355e-05,0.0030090739591590375,0.46824055647537166,70.81481481481482,P2_proxy_pesos_permutados,principal_5pct,alta,Prima,3.628891483545369,0.0011155773310594355,7.875269441194633,0.975
472,0.0022412502900532286,5.023202862663681e-06,0.0017017370605681749,0.6469417314000518,78.60169491525424,M0_base_mercado,principal_5pct,alta,Profuturo,,,,
472,0.0034148333308627243,1.1661086677571009e-05,0.0027016836240865657,0.18039482279758545,64.40677966101694,M1_proxy_directo,principal_5pct,alta,Profuturo,-132.14445039130715,-195.87846678034543,-84.27963457121047,0.0
472,0.002274059254727867,5.171345494013461e-06,0.0017261011976119722,0.6365294541418607,76.90677966101694,M2_hibrido,principal_5pct,alta,Profuturo,-2.949166804528054,-8.550659175475166,2.6946707498961775,0.185
472,0.002264785395421857,5.129252887316138e-06,0.0017188739254018915,0.639487953578918,76.48305084745762,P1_proxy_afp_ajena,principal_5pct,alta,Profuturo,-2.111203300999506,-8.819799749998616,3.43244689405603,0.34
472,0.0022872928279928303,5.231708480987439e-06,0.0017427583429123286,0.6322868120962928,76.27118644067797,P2_proxy_pesos_permutados,principal_5pct,alta,Profuturo,-4.150850045765284,-10.832426525691023,1.479978235010915,0.07
1883,0.004275874777348827,1.8283105111567878e-05,0.0029249864283769755,0.4550317586932102,73.49973446627722,M0_base_mercado,principal_5pct,alta_media,Habitat,,,,
1883,0.005208002093382473,2.712328580467623e-05,0.0036369042544287023,0.19153069058911942,64.36537440254912,M1_proxy_directo,principal_5pct,alta_media,Habitat,-48.35163742243703,-60.66166363093424,-33.05397702066686,0.0
1883,0.00424814060461965,1.804669859661821e-05,0.0029060300326794754,0.4620783758788256,74.29633563462559,M2_hibrido,principal_5pct,alta_media,Habitat,1.293032630437004,-1.3738642115796642,3.643955013200566,0.815
1883,0.004292257482808359,1.8423474298724353e-05,0.002940025588602483,0.45084774571557173,74.29633563462559,P1_proxy_afp_ajena,principal_5pct,alta_media,Habitat,-0.7677535424092804,-3.2405090409870234,1.3138033476719533,0.1775
1883,0.004289007997817258,1.83955896053404e-05,0.002940976035731928,0.4516789104559208,74.0308019118428,P2_proxy_pesos_permutados,principal_5pct,alta_media,Habitat,-0.6152373630524756,-2.4495977475211452,0.9613067871201357,0.2375
468,0.002637867704455519,6.95834602620943e-06,0.001990955367827551,0.5465264238637433,76.49572649572649,M0_base_mercado,principal_5pct,alta_media,Integra,,,,
468,0.0035764498078062587,1.2790993227757426e-05,0.0027710292064257918,0.166414343368669,66.45299145299145,M1_proxy_directo,principal_5pct,alta_media,Integra,-83.82232185031677,-109.27359997778434,-53.35585938462416,0.0
468,0.0026336275430648157,6.935994035589617e-06,0.0019801143226384986,0.5479830971999,76.06837606837607,M2_hibrido,principal_5pct,alta_media,Integra,0.32122562654432674,-1.5484423955504745,3.952973233545462,0.855
468,0.002635763825189244,6.947250942176235e-06,0.0019855860548337293,0.5472494875652485,76.28205128205127,P1_proxy_afp_ajena,principal_5pct,alta_media,Integra,0.15945001860218552,-0.9317759797982368,2.432051412991663,0.77
468,0.00264219549829172,6.981197051193029e-06,0.0019872611456357146,0.5450372285896565,76.06837606837607,P2_proxy_pesos_permutados,principal_5pct,alta_media,Integra,-0.32839736479801024,-2.154178051304349,2.4168453198132447,0.6325
1350,0.004614025745595398,2.1289233581017164e-05,0.003035976088302126,0.4482169483047562,72.0,M0_base_mercado,principal_5pct,alta_media,Prima,,,,
1350,0.005621480193976071,3.160103957126525e-05,0.0037239629596543143,0.18095134871728025,63.48148148148148,M1_proxy_directo,principal_5pct,alta_media,Prima,-48.43671779449471,-60.9741082080037,-34.027353817092724,0.0
1350,0.0045175959582205655,2.040867324173079e-05,0.0029908474327078197,0.4710396708496616,70.88888888888889,M2_hibrido,principal_5pct,alta_media,Prima,4.136176795352274,0.17100938993412726,7.441339220413506,0.985
1350,0.004559456105312867,2.0788639976274775e-05,0.0030296797961974695,0.4611915378235716,71.03703703703704,P1_proxy_afp_ajena,principal_5pct,alta_media,Prima,2.3513932656962813,-0.9514060426379167,5.405157080953224,0.94
1350,0.004556491006918689,2.076161029613089e-05,0.0030166028608464074,0.4618921041140105,71.4074074074074,P2_proxy_pesos_permutados,principal_5pct,alta_media,Prima,2.478357348461514,-0.24180565504442106,5.924688029460189,0.945
472,0.0022412502900532286,5.023202862663681e-06,0.0017017370605681749,0.6469417314000518,78.60169491525424,M0_base_mercado,principal_5pct,alta_media,Profuturo,,,,
472,0.003378524983881774,1.1414431066713342e-05,0.002652989607106703,0.19773113297473244,66.10169491525424,M1_proxy_directo,principal_5pct,alta_media,Profuturo,-127.23412489577517,-190.73202038063425,-84.32896328099855,0.0
472,0.0022525584259102424,5.074019462139228e-06,0.0017043338037263434,0.643370061866192,77.33050847457628,M2_hibrido,principal_5pct,alta_media,Profuturo,-1.0116374127203887,-4.144990144247048,3.1402729000686205,0.4725
472,0.002254159672866416,5.0812358307772284e-06,0.0017099357486642717,0.6428628558690285,77.33050847457628,P1_proxy_afp_ajena,principal_5pct,alta_media,Profuturo,-1.1552981175594834,-4.590691028378355,2.435943837124371,0.4225
472,0.0022715578570203605,5.1599750977909334e-06,0.0017292177474349086,0.6373286279983377,77.54237288135593,P2_proxy_pesos_permutados,principal_5pct,alta_media,Profuturo,-2.722809308456351,-6.7632558737099515,0.9583616924032876,0.0925
1883,0.004275874777348827,1.8283105111567878e-05,0.0029249864283769755,0.4550317586932102,73.49973446627722,M0_base_mercado,principal_5pct,todos_mapeados,Habitat,,,,
1883,0.005222969102512321,2.727940624579836e-05,0.003650122543205254,0.18687717677343074,65.10886882634095,M1_proxy_directo,principal_5pct,todos_mapeados,Habitat,-49.20554292792665,-61.45037560428793,-33.90477842747492,0.0
1883,0.004246477951579947,1.8032574993254625e-05,0.00290203891148296,0.46249936100356226,74.29633563462559,M2_hibrido,principal_5pct,todos_mapeados,Habitat,1.3702821089987625,-1.3686022743694786,3.6990510470372193,0.8225
1883,0.004287286946793503,1.8380829364145964e-05,0.0029342460865199034,0.4521188719742685,74.45565586829528,P1_proxy_afp_ajena,principal_5pct,todos_mapeados,Habitat,-0.5345057744937147,-3.0399189924451386,1.6729435592552064,0.235
1883,0.004288513723062577,1.8391349952896045e-05,0.00293585159755677,0.45180528264063746,73.71216144450345,P2_proxy_pesos_permutados,principal_5pct,todos_mapeados,Habitat,-0.5920484549404018,-2.408819086923609,0.8995173999370222,0.2325
468,0.002637867704455519,6.95834602620943e-06,0.001990955367827551,0.5465264238637433,76.49572649572649,M0_base_mercado,principal_5pct,todos_mapeados,Integra,,,,
468,0.003584755166641182,1.2850469604760647e-05,0.002775782097997123,0.1625382835588105,67.09401709401709,M1_proxy_directo,principal_5pct,todos_mapeados,Integra,-84.67707061933739,-111.13857109024016,-52.869088733506686,0.0
468,0.002638742125727488,6.962960006088822e-06,0.00198534195398974,0.5462257320113624,76.49572649572649,M2_hibrido,principal_5pct,todos_mapeados,Integra,-0.0663085719222947,-2.0266445761223757,2.74092830178125,0.8025
468,0.0026412270826814753,6.976080502290096e-06,0.0019892043559473394,0.545370672732812,76.28205128205127,P1_proxy_afp_ajena,principal_5pct,todos_mapeados,Integra,-0.2548662572092055,-1.2966419843058876,1.3406071590121047,0.59
468,0.0026477957383032047,7.010822271776614e-06,0.001991450504252125,0.5431065607741639,77.35042735042735,P2_proxy_pesos_permutados,principal_5pct,todos_mapeados,Integra,-0.7541482612322742,-2.6421536899940583,1.6561305584277843,0.4825
1350,0.004614025745595398,2.1289233581017164e-05,0.003035976088302126,0.4482169483047562,72.0,M0_base_mercado,principal_5pct,todos_mapeados,Prima,,,,
1350,0.005623531581852161,3.162410745208867e-05,0.003718984766440964,0.1803534659598548,64.14814814814814,M1_proxy_directo,principal_5pct,todos_mapeados,Prima,-48.54507247403559,-60.94986124174564,-34.15089255956254,0.0
1350,0.004513635625954029,2.0372906563881423e-05,0.0029803188859701558,0.47196668621532134,71.25925925925925,M2_hibrido,principal_5pct,todos_mapeados,Prima,4.3041803907529905,0.5675384523544901,7.903305470909609,0.99
1350,0.004560919328310099,2.0801985119352645e-05,0.0030223398051328686,0.46084565295435853,71.70370370370371,P1_proxy_afp_ajena,principal_5pct,todos_mapeados,Prima,2.2887083267242687,-0.7152859091771357,5.2554984720678695,0.9425
1350,0.004555997271448017,2.0757111137441777e-05,0.0030099178521922803,0.462008715146629,71.77777777777777,P2_proxy_pesos_permutados,principal_5pct,todos_mapeados,Prima,2.4994908414639303,-0.2805657037122583,6.119760740849966,0.9475
472,0.0022412502900532286,5.023202862663681e-06,0.0017017370605681749,0.6469417314000518,78.60169491525424,M0_base_mercado,principal_5pct,todos_mapeados,Profuturo,,,,
472,0.003374846196080482,1.13895868471989e-05,0.0026487927371139927,0.19947732108743677,66.3135593220339,M1_proxy_directo,principal_5pct,todos_mapeados,Profuturo,-126.73953568260394,-190.2196223775903,-83.96612061532032,0.0
472,0.0022489250865206823,5.057664044782059e-06,0.0017003465111962229,0.6445196103698512,77.33050847457628,M2_hibrido,principal_5pct,todos_mapeados,Profuturo,-0.6860400238764056,-3.968935221977888,3.407020740458815,0.535
472,0.0022508489312134494,5.066320911144727e-06,0.0017073765170367576,0.6439111582859781,77.33050847457628,P1_proxy_afp_ajena,principal_5pct,todos_mapeados,Profuturo,-0.8583776060794317,-4.293646144060476,2.840036978997978,0.48
472,0.0022686274055738627,5.146670305320796e-06,0.001726102425700402,0.6382637618406323,77.33050847457628,P2_proxy_pesos_permutados,principal_5pct,todos_mapeados,Profuturo,-2.457942592261618,-6.241215080929557,1.365109011481877,0.1175
