afp,tipo_modelo,n_factores,n_indices_nativos,familia,alpha,half_life,n_diario,mae_diario,rmse_diario,r2_diario,correlacion_diaria,direccion_diaria_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Habitat,CAMPEON_PRE_INDICES,12,0,EW_RIDGE,0.001,60.0,593,0.0028402342486303273,0.003813634080813029,0.5748359065083066,0.7603321332181088,74.70489038785834,593,0.5395056107087417,0.3990370905052498,1.1581885373301477,4.829068000950065,0.023025139397627126,0.8501325105867136,82.79932546374368
Habitat,CAMPEON_CON_INDICES,14,3,EW_RIDGE,0.001,60.0,593,0.0029100273938224555,0.0038796702885931685,0.5599842950183636,0.7494448602813831,76.39123102866779,593,0.5125223398840926,0.37963512710774694,1.1325154754147844,4.898971803789709,0.02793420000221455,0.8585739031932106,82.29342327150084
Integra,CAMPEON_PRE_INDICES,4,0,EW_RIDGE,0.001,500.0,593,0.0032766913541256056,0.005280277455160733,0.23464154825615058,0.49547325120709795,66.94772344013491,593,0.6366845225895563,0.44383931201559257,1.2411911537331388,7.999776145690285,0.11548503557730046,0.6169173668885559,75.21079258010118
Integra,CAMPEON_CON_INDICES,5,1,EW_RIDGE,10.0,500.0,593,0.003261785604117762,0.005300360376500046,0.22880857303000623,0.49115186701806746,68.29679595278246,593,0.6333670792620207,0.4206395362864379,1.2403311553646348,8.034872201496345,0.09525357827215884,0.619442118795226,74.87352445193929
Prima,CAMPEON_PRE_INDICES,3,0,EW_RIDGE,0.001,500.0,593,0.002924740699448751,0.0040258248998088445,0.318612571400539,0.5793189676529085,69.30860033726813,593,0.5774496295748925,0.42693746518758235,1.2671201625506572,5.515165567854208,0.10861511315460781,0.700000285830129,77.57166947723441
Prima,CAMPEON_CON_INDICES,5,2,EW_RIDGE,10.0,500.0,593,0.0029192020903903272,0.004010068989816783,0.323935639693113,0.5853850467491448,69.47723440134908,593,0.559055867972073,0.4083058888782909,1.2345909363750582,5.358156686820648,0.09196468905488518,0.7110438366514634,77.23440134907251
Profuturo,CAMPEON_PRE_INDICES,6,0,EW_RIDGE,0.001,500.0,593,0.003247056848755059,0.004399991911835269,0.28662968091606744,0.5634710987028249,68.8026981450253,593,0.6069115068706776,0.42778006926136314,1.2827009034577321,5.899857596169045,0.12324789283206512,0.7067886354881775,75.71669477234401
Profuturo,CAMPEON_CON_INDICES,6,0,EW_RIDGE,0.001,500.0,593,0.003247056848755059,0.004399991911835269,0.28662968091606744,0.5634710987028249,68.8026981450253,593,0.6069115068706776,0.42778006926136314,1.2827009034577321,5.899857596169045,0.12324789283206512,0.7067886354881775,75.71669477234401
