clasificacion_identificador,estado_openfigi,identificadores,peso_max_total_fondo_pct,meses_presentes_mediana
formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,8,2.3352112352119816,76.5
identificador_no_estandar,no_consultado_identificador_no_estandar,46,3.2965062849613624,26.5
isin_estandar_valido,resuelto,555,13.535414760964107,22.0
isin_estandar_valido,sin_coincidencia,42,8.266939507400703,13.5
