fecha,afp,cuota_sbs,retorno_estimado,lag_dias_observacion,fecha_ultima_cuota_conocida,cuota_ultima_conocida,retorno_estimado_acumulado,cuota_estimada_desfase,retorno_real_acumulado,error_cuota,error_pct,error_abs_pct,direccion_correcta
2024-02-27,Habitat,21.923793,0.0026523415503166,1,2024-02-26,21.9302475,0.0026523415503165726,21.988414006652977,-0.0002943195237536944,0.06462100665297754,0.0029475285892809487,0.0029475285892809487,False
2024-02-28,Habitat,21.862389800000003,-0.0014718052748172,1,2024-02-27,21.923793,-0.0014718052748171617,21.8915254458186,-0.0028007562377548867,0.029135645818598732,0.0013326834845200101,0.0013326834845200101,True
2024-02-29,Habitat,21.8716474,0.0001754748681523,1,2024-02-28,21.862389800000003,0.0001754748681523921,21.866226099967655,0.0004234486753136313,-0.005421300032345755,-0.00024786884742599477,0.00024786884742599477,True
2024-03-01,Habitat,21.9215492,0.0029310127916859,1,2024-02-29,21.8716474,0.0029310127916859496,21.935753478304644,0.0022815748209255027,0.01420427830464277,0.0006479596024464717,0.0006479596024464717,True
2024-03-04,Habitat,21.9957217,-0.001696545994792,1,2024-03-01,21.9215492,-0.0016965459947919648,21.884358283505104,0.0033835428018016422,-0.11136341649489623,-0.005062958061289538,0.005062958061289538,False
2024-03-05,Habitat,21.8918414,-0.0009904207649642,1,2024-03-04,21.9957217,-0.0009904207649642505,21.973936680487945,-0.00472275024283475,0.08209528048794468,0.0037500399800970913,0.0037500399800970913,True
2024-03-06,Habitat,21.9385361,0.0013864032518357,1,2024-03-05,21.8918414,0.0013864032518358105,21.922192320105633,0.0021329726973080554,-0.01634377989436686,-0.0007449804225709873,0.0007449804225709873,True
2024-03-07,Habitat,21.9670167,0.0025413871275334,1,2024-03-06,21.9385361,0.00254138712753349,21.99429041324147,0.0012981996551719721,0.027273713241470432,0.0012415756592687632,0.0012415756592687632,True
2024-03-08,Habitat,21.8544775,-0.0020685604449579,1,2024-03-07,21.9670167,-0.0020685604449578454,21.92157659816065,-0.005123098941332227,0.06709909816065007,0.003070267781997994,0.003070267781997994,True
2024-03-11,Habitat,21.8320377,-0.0002007447931693,1,2024-03-08,21.8544775,-0.00020074479316933846,21.85009032743444,-0.0010267827267891327,0.018052627434439472,0.0008268869668743505,0.0008268869668743505,True
2024-03-12,Habitat,21.8778521,0.002628301117598,1,2024-03-11,21.8320377,0.002628301117598042,21.889418869086352,0.0020984939944472814,0.0115667690863539,0.0005286976542982436,0.0005286976542982436,True
2024-03-13,Habitat,21.9033867,0.0040660003503561,1,2024-03-12,21.8778521,0.0040660003503560915,21.966807454303638,0.001167143825787198,0.06342075430363892,0.002895477086364864,0.002895477086364864,True
2024-03-14,Habitat,21.8943938,-0.00089780155246,1,2024-03-13,21.9033867,-0.000897801552459998,21.883721805416606,-0.00041057121088949877,-0.01067199458339374,-0.0004874304664874412,0.0004874304664874412,True
2024-03-15,Habitat,21.8997237,0.0018542240692512,1,2024-03-14,21.8943938,0.0018542240692511758,21.934990911965624,0.00024343674680782357,0.03526721196562477,0.0016103952930522484,0.0016103952930522484,True
2024-03-18,Habitat,22.013175500000003,-0.0011801934603394,1,2024-03-15,21.8997237,-0.0011801934603393738,21.87387778930602,0.005180512848205643,-0.139297710693981,-0.006327924414811529,0.006327924414811529,False
2024-03-19,Habitat,21.9206718,0.001449929598302,1,2024-03-18,22.013175500000003,0.0014499295983019245,22.04509305471007,-0.004202196997884378,0.12442125471006804,0.0056759781746318575,0.0056759781746318575,False
2024-03-20,Habitat,22.0158811,0.003359225647396,1,2024-03-19,21.9206718,0.0033592256473959914,21.994308282918713,0.004343356849127344,-0.021572817081288775,-0.0009798752538361399,0.0009798752538361399,True
2024-03-21,Habitat,22.028102,0.0005346979458152,1,2024-03-20,22.0158811,0.0005346979458151768,22.02765294639948,0.0005550947493080383,-0.000449053600519278,-2.038548761574093e-05,2.038548761574093e-05,True
