fecha_cartera,afp,suma_participacion_pct,categorias_nivel1,desvio_vs_100,estado
2015-12-31,Habitat,100.0,3,0.0,correcto
2015-12-31,Integra,100.0,3,0.0,correcto
2015-12-31,Prima,100.0,3,0.0,correcto
2015-12-31,Profuturo,100.0,3,0.0,correcto
2016-01-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-01-31,Integra,100.0,3,0.0,correcto
2016-01-31,Prima,100.0,3,0.0,correcto
2016-01-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-02-29,Habitat,100.0,3,0.0,correcto
2016-02-29,Integra,100.0,3,0.0,correcto
2016-02-29,Prima,100.0,3,0.0,correcto
2016-02-29,Profuturo,100.0,3,0.0,correcto
2016-03-31,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-03-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-03-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-03-31,Profuturo,100.0,3,0.0,correcto
2016-04-30,Habitat,100.0,3,0.0,correcto
2016-04-30,Integra,100.0,3,0.0,correcto
2016-04-30,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-04-30,Profuturo,100.0,3,0.0,correcto
2016-05-31,Habitat,100.0,3,0.0,correcto
2016-05-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-05-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-05-31,Profuturo,100.0,3,0.0,correcto
2016-06-30,Habitat,100.0,3,0.0,correcto
2016-06-30,Integra,100.0,3,0.0,correcto
2016-06-30,Prima,100.0,3,0.0,correcto
2016-06-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-07-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-07-31,Integra,100.0,3,0.0,correcto
2016-07-31,Prima,100.0,3,0.0,correcto
2016-07-31,Profuturo,100.0,3,0.0,correcto
2016-08-31,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-08-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-08-31,Prima,100.0,3,0.0,correcto
2016-08-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-09-30,Habitat,100.0,3,0.0,correcto
2016-09-30,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-09-30,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-09-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-10-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-10-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-10-31,Prima,100.0,3,0.0,correcto
2016-10-31,Profuturo,100.0,3,0.0,correcto
2016-11-30,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-11-30,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-11-30,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2016-11-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-12-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2016-12-31,Integra,100.0,3,0.0,correcto
2016-12-31,Prima,100.0,3,0.0,correcto
2016-12-31,Profuturo,100.0,3,0.0,correcto
2017-01-31,Habitat,100.0,3,0.0,correcto
2017-01-31,Integra,100.0,3,0.0,correcto
2017-01-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-01-31,Profuturo,100.0,3,0.0,correcto
2017-02-28,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-02-28,Integra,100.0,3,0.0,correcto
2017-02-28,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-02-28,Profuturo,100.0,3,0.0,correcto
2017-03-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-03-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-03-31,Prima,100.0,3,0.0,correcto
2017-03-31,Profuturo,100.0,3,0.0,correcto
2017-04-30,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-04-30,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-04-30,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-04-30,Profuturo,100.0,3,0.0,correcto
2017-05-31,Habitat,100.0,3,0.0,correcto
2017-05-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-05-31,Prima,100.0,3,0.0,correcto
2017-05-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-06-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-06-30,Integra,100.0,3,0.0,correcto
2017-06-30,Prima,100.0,3,0.0,correcto
2017-06-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-07-31,Habitat,100.00000000000003,3,2.842170943040401e-14,correcto
2017-07-31,Integra,100.0,3,0.0,correcto
2017-07-31,Prima,100.0,3,0.0,correcto
2017-07-31,Profuturo,100.0,3,0.0,correcto
2017-08-31,Habitat,100.0,3,0.0,correcto
2017-08-31,Integra,100.0,3,0.0,correcto
2017-08-31,Prima,100.0,3,0.0,correcto
2017-08-31,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-09-30,Habitat,100.0,3,0.0,correcto
2017-09-30,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-09-30,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-09-30,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-10-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-10-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2017-10-31,Prima,100.0,3,0.0,correcto
2017-10-31,Profuturo,100.0,3,0.0,correcto
2017-11-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-11-30,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2017-11-30,Prima,100.0,3,0.0,correcto
2017-11-30,Profuturo,100.0,3,0.0,correcto
2018-02-28,Habitat,100.00000000001114,3,1.1141310096718371e-11,correcto
2018-02-28,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-02-28,Prima,100.00000000000124,3,1.2363443602225743e-12,correcto
2018-02-28,Profuturo,100.0,3,0.0,correcto
2018-03-31,Habitat,100.00000000001074,3,1.0743406164692715e-11,correcto
2018-03-31,Integra,100.0,3,0.0,correcto
2018-03-31,Prima,100.0,3,0.0,correcto
2018-03-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-04-30,Habitat,99.99999999998997,3,-1.0032863428932615e-11,correcto
2018-04-30,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-04-30,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-04-30,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-05-31,Habitat,100.0,3,0.0,correcto
2018-05-31,Integra,100.00000000000117,3,1.1652900866465643e-12,correcto
2018-05-31,Prima,100.0,3,0.0,correcto
2018-05-31,Profuturo,100.0,3,0.0,correcto
2018-06-29,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-06-29,Integra,99.9999999999988,3,-1.1937117960769683e-12,correcto
2018-06-29,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-06-29,Profuturo,99.99999999999834,3,-1.6626700016786344e-12,correcto
2018-07-31,Habitat,100.0,3,0.0,correcto
2018-07-31,Integra,100.0,3,0.0,correcto
2018-07-31,Prima,100.0,3,0.0,correcto
2018-07-31,Profuturo,100.0,3,0.0,correcto
2018-08-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-08-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-08-31,Prima,100.0,3,0.0,correcto
2018-08-31,Profuturo,100.00000000000165,3,1.6484591469634324e-12,correcto
2018-09-28,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-09-28,Integra,99.99999999999879,3,-1.2079226507921703e-12,correcto
2018-09-28,Prima,100.0,3,0.0,correcto
2018-09-28,Profuturo,100.00000000000166,3,1.6626700016786344e-12,correcto
2018-10-31,Habitat,100.0,3,0.0,correcto
2018-10-31,Integra,100.00000000000125,3,1.2505552149377763e-12,correcto
2018-10-31,Prima,100.00000000000142,3,1.4210854715202004e-12,correcto
2018-10-31,Profuturo,100.00000000000172,3,1.7195134205394424e-12,correcto
2018-11-30,Habitat,99.99999999999108,3,-8.924416761146858e-12,correcto
2018-11-30,Integra,100.0,3,0.0,correcto
2018-11-30,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-11-30,Profuturo,99.99999999999834,3,-1.6626700016786344e-12,correcto
2018-12-31,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2018-12-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2018-12-31,Prima,100.0,3,0.0,correcto
2018-12-31,Profuturo,100.00000000000175,3,1.7479351299698465e-12,correcto
2019-01-31,Habitat,100.0,3,0.0,correcto
2019-01-31,Integra,99.99999999999876,3,-1.2363443602225743e-12,correcto
2019-01-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2019-01-31,Profuturo,100.00000000000166,3,1.6626700016786344e-12,correcto
2019-02-28,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2019-02-28,Integra,100.0,3,0.0,correcto
2019-02-28,Prima,100.0000000000014,3,1.4068746168049984e-12,correcto
2019-02-28,Profuturo,100.0,3,0.0,correcto
2019-03-31,Habitat,100.0,3,0.0,correcto
2019-03-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2019-03-31,Prima,100.0,3,0.0,correcto
2019-03-31,Profuturo,100.0,3,0.0,correcto
2019-04-30,Habitat,100.00000000000861,3,8.611777957412414e-12,correcto
2019-04-30,Integra,99.99999999999876,3,-1.2363443602225743e-12,correcto
2019-04-30,Prima,100.0,3,0.0,correcto
2019-04-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2019-05-31,Habitat,100.0,3,0.0,correcto
2019-05-31,Integra,100.0,3,0.0,correcto
2019-05-31,Prima,100.0,3,0.0,correcto
2019-05-31,Profuturo,99.9999999999983,3,-1.7053025658242404e-12,correcto
2019-06-28,Habitat,100.0,3,0.0,correcto
2019-06-28,Integra,100.0,3,0.0,correcto
2019-06-28,Prima,100.0,3,0.0,correcto
2019-06-28,Profuturo,100.0,3,0.0,correcto
2019-07-31,Habitat,99.99999999999226,3,-7.744915819785092e-12,correcto
2019-07-31,Integra,99.99999999999872,3,-1.2789769243681803e-12,correcto
2019-07-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2019-07-31,Profuturo,100.0,3,0.0,correcto
2019-08-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2019-08-30,Integra,100.00000000000132,3,1.3216094885137863e-12,correcto
2019-08-30,Prima,100.0,3,0.0,correcto
2019-08-30,Profuturo,99.99999999999825,3,-1.7479351299698465e-12,correcto
2019-09-30,Habitat,100.00000000000769,3,7.688072400924284e-12,correcto
2019-09-30,Integra,100.0,3,0.0,correcto
2019-09-30,Prima,100.0,3,0.0,correcto
2019-09-30,Profuturo,100.0,3,0.0,correcto
2019-10-31,Habitat,100.0,3,0.0,correcto
2019-10-31,Integra,100.0,3,0.0,correcto
2019-10-31,Prima,100.0,3,0.0,correcto
2019-10-31,Profuturo,100.0,3,0.0,correcto
2019-11-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2019-11-30,Integra,100.00000000000134,3,1.3358203432289883e-12,correcto
2019-11-30,Prima,100.0,3,0.0,correcto
2019-11-30,Profuturo,100.0,3,0.0,correcto
2019-12-31,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2019-12-31,Integra,100.0,3,0.0,correcto
2019-12-31,Prima,100.00000000000158,3,1.5774048733874224e-12,correcto
2019-12-31,Profuturo,100.0,3,0.0,correcto
2020-01-31,Habitat,100.0,3,0.0,correcto
2020-01-31,Integra,100.0,3,0.0,correcto
2020-01-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-01-31,Profuturo,100.0000000000183,3,1.830358087318018e-11,correcto
2020-02-29,Habitat,100.0,3,0.0,correcto
2020-02-29,Integra,100.0,3,0.0,correcto
2020-02-29,Prima,100.0000000000017,3,1.7053025658242404e-12,correcto
2020-02-29,Profuturo,100.00000000000195,3,1.9468870959826745e-12,correcto
2020-03-31,Habitat,100.0,3,0.0,correcto
2020-03-31,Integra,100.00000000000165,3,1.6484591469634324e-12,correcto
2020-03-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-03-31,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-04-30,Habitat,99.99999999999066,3,-9.336531547887716e-12,correcto
2020-04-30,Integra,99.99999999999824,3,-1.7621459846850485e-12,correcto
2020-04-30,Prima,100.0,3,0.0,correcto
2020-04-30,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2020-05-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-05-31,Integra,100.0,3,0.0,correcto
2020-05-31,Prima,100.00000000002116,3,2.1159962670935784e-11,correcto
2020-05-31,Profuturo,100.0,3,0.0,correcto
2020-06-30,Habitat,100.00000000000003,3,2.842170943040401e-14,correcto
2020-06-30,Integra,100.0,3,0.0,correcto
2020-06-30,Prima,100.0,3,0.0,correcto
2020-06-30,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2020-07-31,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-07-31,Integra,99.99999999998208,3,-1.7919887795869727e-11,correcto
2020-07-31,Prima,100.0,3,0.0,correcto
2020-07-31,Profuturo,100.00000000002352,3,2.3518964553659316e-11,correcto
2020-08-31,Habitat,100.0,3,0.0,correcto
2020-08-31,Integra,100.0,3,0.0,correcto
2020-08-31,Prima,100.00000000002075,3,2.0747847884194925e-11,correcto
2020-08-31,Profuturo,100.00000000002296,3,2.2964741219766438e-11,correcto
2020-09-30,Habitat,99.99999999992296,3,-7.703704341111006e-11,correcto
2020-09-30,Integra,100.00000000001772,3,1.77209358298569e-11,correcto
2020-09-30,Prima,100.0,3,0.0,correcto
2020-09-30,Profuturo,99.9999999999769,3,-2.3106849766918458e-11,correcto
2020-10-31,Habitat,100.00000000000769,3,7.688072400924284e-12,correcto
2020-10-31,Integra,100.0000000000018,3,1.8047785488306545e-12,correcto
2020-10-31,Prima,100.0,3,0.0,correcto
2020-10-31,Profuturo,100.0,3,0.0,correcto
2020-11-30,Habitat,100.0,3,0.0,correcto
2020-11-30,Integra,100.0,3,0.0,correcto
2020-11-30,Prima,100.0,3,0.0,correcto
2020-11-30,Profuturo,99.99999999997817,3,-2.1827872842550278e-11,correcto
2020-12-31,Habitat,99.99999999993338,3,-6.662048690486699e-11,correcto
2020-12-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2020-12-31,Prima,99.9999999999806,3,-1.9397816686250735e-11,correcto
2020-12-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2021-01-31,Habitat,100.0,3,0.0,correcto
2021-01-31,Integra,100.0,3,0.0,correcto
2021-01-31,Prima,100.0,3,0.0,correcto
2021-01-31,Profuturo,100.0,3,0.0,correcto
2021-02-28,Habitat,100.0,3,0.0,correcto
2021-02-28,Integra,100.0,3,0.0,correcto
2021-02-28,Prima,100.0,3,0.0,correcto
2021-02-28,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-03-31,Habitat,100.0,3,0.0,correcto
2021-03-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2021-03-31,Prima,99.99999999998084,3,-1.91562321560923e-11,correcto
2021-03-31,Profuturo,100.0,3,0.0,correcto
2021-04-30,Habitat,99.99999999994148,3,-5.852029971720185e-11,correcto
2021-04-30,Integra,99.99999999998333,3,-1.666933258093195e-11,correcto
2021-04-30,Prima,100.00000000001971,3,1.971045548998518e-11,correcto
2021-04-30,Profuturo,100.0,3,0.0,correcto
2021-05-31,Habitat,99.99999999994367,3,-5.633182809106074e-11,correcto
2021-05-31,Integra,99.9999999999841,3,-1.5901946426311042e-11,correcto
2021-05-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2021-05-31,Profuturo,100.0,3,0.0,correcto
2021-06-30,Habitat,100.0,3,0.0,correcto
2021-06-30,Integra,99.99999999998325,3,-1.6754597709223162e-11,correcto
2021-06-30,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-06-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-07-31,Habitat,100.0,3,0.0,correcto
2021-07-31,Integra,100.0,3,0.0,correcto
2021-07-31,Prima,100.0,3,0.0,correcto
2021-07-31,Profuturo,100.0,3,0.0,correcto
2021-08-31,Habitat,100.0,3,0.0,correcto
2021-08-31,Integra,100.0,3,0.0,correcto
2021-08-31,Prima,100.00000000000227,3,2.2737367544323206e-12,correcto
2021-08-31,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-09-30,Habitat,100.0,3,0.0,correcto
2021-09-30,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-09-30,Prima,100.00000000000225,3,2.2453150450019166e-12,correcto
2021-09-30,Profuturo,100.0,3,0.0,correcto
2021-10-29,Habitat,100.0000000000054,3,5.4001247917767614e-12,correcto
2021-10-29,Integra,100.00000000000188,3,1.8758328224066645e-12,correcto
2021-10-29,Prima,100.00000000000215,3,2.1458390619955026e-12,correcto
2021-10-29,Profuturo,99.99999999999774,3,-2.2595258997171186e-12,correcto
2021-11-30,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2021-11-30,Integra,100.0,3,0.0,correcto
2021-11-30,Prima,99.99999999997875,3,-2.1245227799226996e-11,correcto
2021-11-30,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2021-12-31,Habitat,100.0,3,0.0,correcto
2021-12-31,Integra,100.00000000000183,3,1.8332002582610585e-12,correcto
2021-12-31,Prima,100.0,3,0.0,correcto
2021-12-31,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2022-01-31,Habitat,99.99999999995217,3,-4.7833736971369945e-11,correcto
2022-01-31,Integra,99.99999999998182,3,-1.8175683180743363e-11,correcto
2022-01-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2022-01-31,Profuturo,100.0,3,0.0,correcto
2022-02-28,Habitat,100.0,3,0.0,correcto
2022-02-28,Integra,100.0,3,0.0,correcto
2022-02-28,Prima,100.0,3,0.0,correcto
2022-02-28,Profuturo,100.0,3,0.0,correcto
2022-03-31,Habitat,99.99999999999571,3,-4.291678123991005e-12,correcto
2022-03-31,Integra,100.0,3,0.0,correcto
2022-03-31,Prima,99.99999999999797,3,-2.0321522242738865e-12,correcto
2022-03-31,Profuturo,100.0,3,0.0,correcto
2022-04-30,Habitat,100.0,3,0.0,correcto
2022-04-30,Integra,99.99999999998222,3,-1.7777779248717707e-11,correcto
2022-04-30,Prima,100.0,3,0.0,correcto
2022-04-30,Profuturo,100.00000000002011,3,2.0108359422010835e-11,correcto
2022-05-31,Habitat,100.0,3,0.0,correcto
2022-05-31,Integra,100.0,3,0.0,correcto
2022-05-31,Prima,100.0,3,0.0,correcto
2022-05-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-06-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-06-30,Integra,100.000000000002,3,2.0037305148434825e-12,correcto
2022-06-30,Prima,100.00000000000229,3,2.2879476091475226e-12,correcto
2022-06-30,Profuturo,99.99999999999774,3,-2.2595258997171186e-12,correcto
2022-07-31,Habitat,100.0,3,0.0,correcto
2022-07-31,Integra,100.0,3,0.0,correcto
2022-07-31,Prima,100.0,3,0.0,correcto
2022-07-31,Profuturo,100.00000000000226,3,2.2595258997171186e-12,correcto
2022-08-31,Habitat,99.99999999999592,3,-4.078515303262975e-12,correcto
2022-08-31,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2022-08-31,Prima,100.00000000000249,3,2.4868995751603507e-12,correcto
2022-08-31,Profuturo,100.00000000000243,3,2.4300561562995426e-12,correcto
2022-09-30,Habitat,99.99999999999595,3,-4.050093593832571e-12,correcto
2022-09-30,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-09-30,Prima,100.0,3,0.0,correcto
2022-09-30,Profuturo,100.00000000000253,3,2.5295321393059567e-12,correcto
2022-10-31,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-10-31,Integra,99.9999999999977,3,-2.3021584638627246e-12,correcto
2022-10-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-10-31,Profuturo,99.9999999999975,3,-2.5011104298755527e-12,correcto
2022-11-30,Habitat,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-11-30,Integra,100.00000000000227,3,2.2737367544323206e-12,correcto
2022-11-30,Prima,100.0,3,0.0,correcto
2022-11-30,Profuturo,99.99999999999756,3,-2.4442670110147446e-12,correcto
2022-12-31,Habitat,100.0,3,0.0,correcto
2022-12-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2022-12-31,Prima,99.99999999999737,3,-2.6290081223123707e-12,correcto
2022-12-31,Profuturo,100.0000000000025,3,2.5011104298755527e-12,correcto
2023-01-31,Habitat,100.0,3,0.0,correcto
2023-01-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-01-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-01-31,Profuturo,99.99999999999756,3,-2.4442670110147446e-12,correcto
2023-02-28,Habitat,100.00000000000344,3,3.439026841078885e-12,correcto
2023-02-28,Integra,100.00000000000237,3,2.3732127374387346e-12,correcto
2023-02-28,Prima,100.0,3,0.0,correcto
2023-02-28,Profuturo,100.00000000000254,3,2.5437429940211587e-12,correcto
2023-03-31,Habitat,99.9999999999668,3,-3.319655661471188e-11,correcto
2023-03-31,Integra,100.0,3,0.0,correcto
2023-03-31,Prima,100.0,3,0.0,correcto
2023-03-31,Profuturo,99.99999999997448,3,-2.55226950685028e-11,correcto
2023-04-30,Habitat,100.00000000000325,3,3.254285729781259e-12,correcto
2023-04-30,Integra,100.0,3,0.0,correcto
2023-04-30,Prima,99.9999999999973,3,-2.7000623958883807e-12,correcto
2023-04-30,Profuturo,99.99999999999741,3,-2.5863755581667647e-12,correcto
2023-05-31,Habitat,100.0,3,0.0,correcto
2023-05-31,Integra,99.99999999999751,3,-2.4868995751603507e-12,correcto
2023-05-31,Prima,100.00000000000001,3,1.4210854715202004e-14,correcto
2023-05-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-06-30,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2023-06-30,Integra,99.9999999999975,3,-2.5011104298755527e-12,correcto
2023-06-30,Prima,99.99999999999723,3,-2.7711166694643907e-12,correcto
2023-06-30,Profuturo,100.0,3,0.0,correcto
2023-07-31,Habitat,100.00000000000303,3,3.0269120543380268e-12,correcto
2023-07-31,Integra,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-07-31,Prima,100.0,3,0.0,correcto
2023-07-31,Profuturo,100.0,3,0.0,correcto
2023-08-31,Habitat,99.99999999997009,3,-2.991384917550022e-11,correcto
2023-08-31,Integra,99.99999999997547,3,-2.452793523843866e-11,correcto
2023-08-31,Prima,100.0,3,0.0,correcto
2023-08-31,Profuturo,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-09-30,Habitat,100.0,3,0.0,correcto
2023-09-30,Integra,100.00000000000244,3,2.4442670110147446e-12,correcto
2023-09-30,Prima,99.99999999999724,3,-2.7569058147491887e-12,correcto
2023-09-30,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2023-10-31,Habitat,100.0,3,0.0,correcto
2023-10-31,Integra,99.99999999997479,3,-2.5210056264768355e-11,correcto
2023-10-31,Prima,100.0,3,0.0,correcto
2023-10-31,Profuturo,100.0,3,0.0,correcto
2023-11-30,Habitat,100.00000000000001,3,1.4210854715202004e-14,correcto
2023-11-30,Integra,100.00000000000001,3,1.4210854715202004e-14,correcto
2023-11-30,Prima,100.0,3,0.0,correcto
2023-11-30,Profuturo,100.0,3,0.0,correcto
2023-12-31,Habitat,99.99999999999716,3,-2.8421709430404007e-12,correcto
2023-12-31,Integra,100.0,3,0.0,correcto
2023-12-31,Prima,99.99999999999999,3,-1.4210854715202004e-14,correcto
2023-12-31,Profuturo,100.00000000000001,3,1.4210854715202004e-14,correcto
2024-01-31,Habitat,99.99999999999721,3,-2.7853275241795927e-12,correcto
2024-01-31,Integra,100.0000000000024,3,2.4016344468691386e-12,correcto
2024-01-31,Prima,100.0,3,0.0,correcto
