periodo,afp,monto_ca_miles_soles,suma_pct_reportada,registros,total_fp_miles_soles,escenario,ratio_ca_fp,error_abs_pct,pct_calculado_sobre_fp,dif_pct_interno_pp
2015-11,Integra,9558801.194150968,117.42994147629855,151,8140003.37050348,antes,1.1742994147629857,17.429941476298573,117.42994147629857,1.4210854715202004e-14
2015-11,Prima,8916651.667353839,116.22518454433764,117,7671875.680225147,antes,1.1622518454433768,16.22518454433768,116.22518454433768,4.263256414560601e-14
2015-11,Profuturo,6893651.231910265,120.9611886766045,150,5699060.42370398,antes,1.2096118867660448,20.96118867660448,120.96118867660448,1.4210854715202004e-14
2015-12,Habitat,235783.91654566,121.82360939724298,95,193545.33797863033,antes,1.218236093972428,21.823609397242794,121.82360939724279,1.8474111129762605e-13
2015-12,Integra,9430069.102953035,118.47607505304903,148,7959471.22550322,antes,1.1847607505304902,18.476075053049023,118.47607505304903,0.0
2015-12,Prima,9223319.62767617,123.41676875905821,120,7473311.544626894,antes,1.2341676875905814,23.416768759058137,123.41676875905814,7.105427357601002e-14
2015-12,Profuturo,6831316.952221782,122.06313176988769,150,5596544.061396127,antes,1.2206313176988774,22.063131769887747,122.06313176988775,5.684341886080802e-14
2016-01,Habitat,231964.2283697197,118.74061894962193,98,195353.73019079102,antes,1.1874061894962193,18.740618949621933,118.74061894962193,0.0
2016-01,Integra,8584121.055800691,112.94217272136275,143,7600456.808085672,antes,1.1294217272136273,12.942172721362732,112.94217272136274,1.4210854715202004e-14
2016-01,Prima,8450909.790473174,118.7322886401318,115,7117617.1934891455,antes,1.1873228864013172,18.73228864013172,118.73228864013173,7.105427357601002e-14
2016-01,Profuturo,6464205.791593745,120.3654930182898,150,5370480.882433219,antes,1.2036549301828983,20.365493018289825,120.36549301828983,2.842170943040401e-14
2016-02,Habitat,261567.5475374668,122.69658432759908,98,213182.419845595,antes,1.226965843275991,22.69658432759909,122.69658432759908,0.0
2016-02,Integra,8871758.912852064,115.75672850909565,146,7664141.019806855,antes,1.1575672850909575,15.756728509095751,115.75672850909575,9.947598300641403e-14
2016-02,Prima,8500063.746108096,118.52561143097624,112,7171499.596994813,antes,1.185256114309762,18.5256114309762,118.5256114309762,4.263256414560601e-14
2016-02,Profuturo,6653342.343307212,122.83117912970363,146,5416655.926001994,antes,1.2283117912970356,22.83117912970356,122.83117912970356,7.105427357601002e-14
2016-03,Habitat,266752.133971961,117.71037298642254,96,226617.35512700313,antes,1.1771037298642248,17.710372986422485,117.71037298642248,5.684341886080802e-14
2016-03,Integra,9025116.01123323,116.53378592204992,145,7744634.690981529,antes,1.1653378592204995,16.533785922049947,116.53378592204994,2.842170943040401e-14
2016-03,Prima,8618645.306726953,118.72302198435482,114,7259455.801135784,antes,1.1872302198435476,18.72302198435476,118.72302198435476,5.684341886080802e-14
2016-03,Profuturo,6607423.212440489,120.74294939091416,140,5472305.625936358,antes,1.2074294939091423,20.742949390914234,120.74294939091423,7.105427357601002e-14
2016-04,Habitat,303527.4525843095,124.11819521550134,97,244547.1045218688,antes,1.2411819521550145,24.118195215501448,124.11819521550144,9.947598300641403e-14
2016-04,Integra,9360946.966415986,118.7794963944123,145,7880945.155157561,antes,1.187794963944123,18.7794963944123,118.77949639441229,1.4210854715202004e-14
2016-04,Prima,9130382.496898636,123.82900737336938,117,7373379.380623389,antes,1.2382900737336942,23.829007373369414,123.82900737336942,4.263256414560601e-14
2016-04,Profuturo,6802142.989804241,120.58110909235914,144,5641134.868476075,antes,1.2058110909235904,20.58110909235904,120.58110909235904,9.947598300641403e-14
2016-05,Habitat,331199.48874999647,127.87651489514786,103,258999.46446113513,antes,1.278765148951478,27.876514895147796,127.87651489514779,7.105427357601002e-14
2016-05,Integra,9667334.925180271,119.94706344360415,145,8059667.863169978,antes,1.1994706344360417,19.947063443604172,119.94706344360418,2.842170943040401e-14
2016-05,Prima,9375751.113385752,123.90198772581923,115,7567070.783507696,antes,1.2390198772581913,23.90198772581913,123.90198772581913,9.947598300641403e-14
2016-05,Profuturo,6872405.917758608,120.02459908468208,146,5725831.179748287,antes,1.2002459908468215,20.024599084682148,120.02459908468215,7.105427357601002e-14
2016-06,Habitat,336935.3692873288,126.97561091705313,101,265354.39904867444,antes,1.269756109170529,26.975610917052894,126.97561091705289,2.4158453015843406e-13
2016-06,Integra,9212270.198938707,118.85747891819973,143,7750686.185493463,antes,1.1885747891819967,18.857478918199668,118.85747891819966,7.105427357601002e-14
2016-06,Prima,8789327.095881537,121.83782031364005,114,7213956.2848840235,antes,1.2183782031364,21.83782031364001,121.83782031364001,4.263256414560601e-14
2016-06,Profuturo,6793874.904385174,123.47449950588751,146,5502249.396897717,antes,1.2347449950588756,23.474499505887557,123.47449950588756,5.684341886080802e-14
2016-07,Habitat,382647.0117967556,125.62883402935054,102,304585.3404222139,antes,1.256288340293506,25.62883402935059,125.62883402935059,4.263256414560601e-14
2016-07,Integra,9932825.393490637,121.80632777277927,149,8154605.409350807,antes,1.2180632777277933,21.806327772779333,121.80632777277933,5.684341886080802e-14
2016-07,Prima,9322903.49295054,122.21709854088894,111,7628149.910490204,antes,1.222170985408889,22.21709854088889,122.21709854088888,5.684341886080802e-14
2016-07,Profuturo,7006969.539103533,120.90272078073444,152,5795543.30444818,antes,1.2090272078073445,20.90272078073445,120.90272078073446,1.4210854715202004e-14
2016-08,Habitat,394156.6082666315,124.1711785911062,104,317430.0290444879,antes,1.2417117859110625,24.171178591106248,124.17117859110624,4.263256414560601e-14
2016-08,Integra,9991677.912785023,120.2254391639718,166,8310785.123569134,antes,1.2022543916397175,20.22543916397175,120.22543916397174,5.684341886080802e-14
2016-08,Prima,9698479.187749358,124.63241719642662,113,7781666.604816063,antes,1.2463241719642655,24.632417196426548,124.63241719642654,7.105427357601002e-14
2016-08,Profuturo,7148451.379420671,121.85745229564466,151,5866240.631781337,antes,1.2185745229564473,21.85745229564473,121.85745229564473,7.105427357601002e-14
2016-09,Habitat,416833.5325858133,128.80676942965545,99,323611.5108169496,antes,1.288067694296556,28.80676942965561,128.80676942965562,1.7053025658242404e-13
2016-09,Integra,10019218.752133952,122.29787232187873,168,8192471.841017909,antes,1.2229787232187874,22.297872321878742,122.29787232187874,1.4210854715202004e-14
2016-09,Prima,9698763.750024792,126.04431203976876,116,7694725.444623553,antes,1.2604431203976871,26.044312039768712,126.04431203976871,4.263256414560601e-14
2016-09,Profuturo,6914817.728248102,119.54198028536901,145,5784426.284173256,antes,1.1954198028536909,19.541980285369085,119.54198028536909,8.526512829121202e-14
2016-10,Habitat,416303.848321304,126.51779608788053,102,329047.6606406698,antes,1.265177960878806,26.51779608788061,126.51779608788061,8.526512829121202e-14
2016-10,Integra,9694535.95151397,120.22852961470859,168,8063423.866682603,antes,1.2022852961470853,20.228529614708535,120.22852961470853,5.684341886080802e-14
2016-10,Prima,9642948.190299043,127.49348705868495,117,7563482.976868001,antes,1.2749348705868495,27.493487058684952,127.49348705868495,0.0
2016-10,Profuturo,6782406.110124005,119.11096348987317,149,5694191.291384066,antes,1.1911096348987302,19.110963489873022,119.11096348987303,1.4210854715202004e-13
2016-11,Habitat,452644.2109708167,130.6781409646079,105,346380.9690202195,antes,1.3067814096460775,30.67814096460775,130.67814096460773,1.7053025658242404e-13
2016-11,Integra,9431860.613830132,117.65860644628823,167,8016294.684006676,antes,1.1765860644628814,17.65860644628814,117.65860644628813,9.947598300641403e-14
2016-11,Prima,9605175.1655417,127.6888741937174,119,7522327.39633184,antes,1.2768887419371737,27.68887419371737,127.68887419371737,2.842170943040401e-14
2016-11,Profuturo,6734601.760818783,118.11252722749029,144,5701852.224233276,antes,1.181125272274902,18.112527227490194,118.11252722749019,9.947598300641403e-14
2016-12,Habitat,457077.5522548548,124.67352825226773,102,366619.569256107,antes,1.2467352825226774,24.67352825226774,124.67352825226774,1.4210854715202004e-14
2016-12,Integra,9615515.704665132,118.65736540993788,168,8103597.843627667,antes,1.1865736540993794,18.657365409937942,118.65736540993794,5.684341886080802e-14
2016-12,Prima,9962298.448138224,132.01449202372288,117,7546367.293030228,antes,1.320144920237229,32.01449202372291,132.0144920237229,2.842170943040401e-14
2016-12,Profuturo,6847849.904804595,119.55901346278071,145,5727589.83741227,antes,1.195590134627807,19.559013462780705,119.55901346278071,0.0
2017-01,Habitat,481887.2146431966,125.98059879603261,105,382509.0682600975,antes,1.2598059879603278,25.980598796032783,125.98059879603278,1.7053025658242404e-13
2017-01,Integra,9634235.889648799,121.57832120298396,164,7924304.098231238,antes,1.21578321202984,21.578321202983997,121.578321202984,4.263256414560601e-14
2017-01,Prima,9530388.736568974,128.99587095521008,116,7388134.725551115,antes,1.2899587095521,28.99587095520999,128.99587095521,8.526512829121202e-14
2017-01,Profuturo,6757808.374794234,120.78370443702225,145,5594966.975299072,antes,1.2078370443702222,20.783704437022223,120.78370443702222,2.842170943040401e-14
2017-02,Habitat,521510.2079467333,127.02752642449055,104,410548.97519140167,antes,1.2702752642449064,27.027526424490645,127.02752642449065,9.947598300641403e-14
2017-02,Integra,9666447.148469107,122.06780812534129,168,7918915.967216716,antes,1.220678081253412,22.067808125341195,122.06780812534119,9.947598300641403e-14
2017-02,Prima,9083249.245246284,123.54109556552699,112,7352411.117666074,antes,1.235410955655271,23.541095565527105,123.5410955655271,1.1368683772161603e-13
2017-02,Profuturo,6763324.004238378,120.91203843612686,148,5593590.2592620505,antes,1.2091203843612686,20.912038436126856,120.91203843612686,0.0
2017-03,Habitat,536566.7757794381,124.06576883230616,108,432485.7539912481,antes,1.2406576883230613,24.065768832306134,124.06576883230613,2.842170943040401e-14
2017-03,Integra,9662474.865197757,120.77918855794731,171,8000115.732324122,antes,1.207791885579473,20.779188557947293,120.7791885579473,1.4210854715202004e-14
2017-03,Prima,8941794.870342962,121.30186570417361,112,7371522.950974114,antes,1.213018657041737,21.301865704173693,121.3018657041737,8.526512829121202e-14
2017-03,Profuturo,6792568.141587117,120.12976518141059,155,5654358.960353846,antes,1.2012976518141045,20.129765181410452,120.12976518141045,1.4210854715202004e-13
2017-04,Habitat,544507.6585693896,117.77324069572174,107,462335.6335894474,antes,1.1777324069572164,17.773240695721636,117.77324069572164,9.947598300641403e-14
2017-04,Integra,9600906.394354142,119.67139900662698,168,8022724.288384457,antes,1.1967139900662702,19.67139900662702,119.67139900662703,4.263256414560601e-14
2017-04,Prima,8999333.61565722,121.02263811887859,115,7436074.56880697,antes,1.210226381188786,21.02263811887859,121.02263811887859,0.0
2017-04,Profuturo,6793719.124680888,119.45982030638385,151,5687032.767382996,antes,1.1945982030638371,19.459820306383712,119.45982030638372,1.2789769243681803e-13
2017-05,Habitat,614255.7662439565,121.47995275742791,108,505643.73157973425,antes,1.2147995275742787,21.479952757427867,121.47995275742787,4.263256414560601e-14
2017-05,Integra,9585179.9115072,118.30799074451913,167,8101887.160103979,antes,1.1830799074451914,18.30799074451914,118.30799074451915,1.4210854715202004e-14
2017-05,Prima,9122702.160089882,121.13835821519183,106,7530812.118061064,antes,1.2113835821519177,21.138358215191765,121.13835821519177,5.684341886080802e-14
2017-05,Profuturo,7059531.3289136905,121.47471312796233,149,5811523.359167876,antes,1.2147471312796223,21.474713127962232,121.47471312796223,9.947598300641403e-14
2017-06,Habitat,640915.9765532188,120.56861139231435,110,531577.8038346671,antes,1.2056861139231434,20.568611392314338,120.56861139231434,1.4210854715202004e-14
2017-06,Integra,9513064.753172271,117.94049047191739,170,8065987.105113329,antes,1.179404904719174,17.940490471917393,117.94049047191739,0.0
2017-06,Prima,9014884.820617868,119.93419541331096,106,7516525.866164558,antes,1.19934195413311,19.934195413311006,119.934195413311,4.263256414560601e-14
2017-06,Profuturo,6985160.662346776,120.62388994251818,155,5790860.057386198,antes,1.2062388994251823,20.623889942518225,120.62388994251822,4.263256414560601e-14
2017-07,Habitat,671882.8157102506,120.04132413309202,109,559709.6004750174,antes,1.2004132413309212,20.041324133092118,120.04132413309212,9.947598300641403e-14
2017-07,Integra,9661121.598866867,118.42301262582426,170,8158145.435290243,antes,1.1842301262582422,18.42301262582422,118.42301262582421,4.263256414560601e-14
2017-07,Prima,9007486.139501443,118.65938748999402,106,7591043.852523681,antes,1.18659387489994,18.659387489994007,118.659387489994,1.4210854715202004e-14
2017-07,Profuturo,6787915.287794227,116.04611994429568,152,5849325.501837156,antes,1.160461199442958,16.04611994429579,116.04611994429578,9.947598300641403e-14
2017-08,Habitat,752789.5011714716,125.3987855520319,112,600316.4208150292,antes,1.2539878555203186,25.398785552031853,125.39878555203185,4.263256414560601e-14
2017-08,Integra,9522734.828014545,116.92279900205263,174,8144463.619834632,antes,1.1692279900205262,16.922799002052624,116.92279900205263,0.0
2017-08,Prima,9109889.283699837,120.4023100996073,107,7566208.053785133,antes,1.2040231009960727,20.40231009960727,120.40231009960726,4.263256414560601e-14
2017-08,Profuturo,6818054.196465288,116.09154385789574,149,5872998.127073809,antes,1.1609154385789577,16.091543857895772,116.09154385789577,2.842170943040401e-14
2017-09,Habitat,795660.9269177868,120.00462764158353,113,663025.2037397914,antes,1.2000462764158346,20.00462764158346,120.00462764158345,7.105427357601002e-14
2017-09,Integra,9766212.043310262,115.35840641146662,165,8465973.436279638,antes,1.1535840641146653,15.358406411466529,115.35840641146653,8.526512829121202e-14
2017-09,Prima,9417859.852054998,119.84744909355021,105,7858206.347557408,antes,1.1984744909355025,19.847449093550253,119.84744909355025,4.263256414560601e-14
2017-09,Profuturo,7246167.650454897,118.97372282088945,155,6090561.410239922,antes,1.189737228208894,18.973722820889407,118.9737228208894,4.263256414560601e-14
2017-10,Habitat,730293.1252452118,102.1287081112995,86,715071.3435534118,antes,1.0212870811129953,2.1287081112995265,102.12870811129953,2.842170943040401e-14
2017-10,Integra,8667429.077731453,98.88070056830796,117,8765541.73657365,antes,0.9888070056830797,1.1192994316920335,98.88070056830797,1.4210854715202004e-14
2017-10,Prima,8173609.582205249,101.42105799507951,77,8059085.306132185,antes,1.0142105799507943,1.4210579950794333,101.42105799507944,7.105427357601002e-14
2017-10,Profuturo,6209804.45082892,99.14513901668612,102,6263347.363690533,antes,0.9914513901668606,0.8548609833139431,99.14513901668606,5.684341886080802e-14
2017-11,Habitat,743074.4295239367,101.25440694105559,86,733868.729246038,antes,1.0125440694105559,1.2544069410555858,101.25440694105559,0.0
2017-11,Integra,8629797.35019677,99.61056870927288,119,8663535.869756972,antes,0.9961056870927286,0.389431290727138,99.61056870927287,1.4210854715202004e-14
2017-11,Prima,8156154.849981988,102.76387133094764,78,7936792.127765763,antes,1.0276387133094762,2.7638713309476204,102.76387133094762,1.4210854715202004e-14
2017-11,Profuturo,6151324.672579767,99.321446815153,99,6193349.84520311,antes,0.9932144681515299,0.6785531848470083,99.321446815153,0.0
2017-12,Habitat,780982.200982822,101.79088290455087,87,767241.75,antes,1.0179088937519654,1.790889375196536,101.79088937519654,6.470645672607134e-06
2017-12,Integra,8700543.355533363,100.41716769435227,118,8664398.2,antes,1.0041716867922073,0.4171686792207252,100.41716867922072,9.848684499047522e-07
2017-12,Prima,8179113.828907296,102.91045391482139,76,7947796.8,antes,1.0291045474271934,2.9104547427193372,102.91045474271934,8.278979493070437e-07
2017-12,Profuturo,6198032.8794995705,100.35504947869842,98,6176104.55,antes,1.0035505113817367,0.3550511381736676,100.35505113817366,1.6594752452192552e-06
2018-01,Habitat,864716.8508992863,101.13612653771065,90,855002.86,antes,1.0113613548605982,1.1361354860598194,101.13613548605981,8.948349162096747e-06
2018-01,Integra,8727695.876011647,97.67874680990066,116,8935102.13,antes,0.9767874780869065,2.321252191309353,97.67874780869064,9.987899858288074e-07
2018-01,Prima,8473196.457580185,103.60363929637246,75,8178473.71,antes,1.0360363997037516,3.603639970375161,103.60363997037516,6.740026918805597e-07
2018-01,Profuturo,6273147.069619837,98.13262605726206,98,6392519.21,antes,0.9813262758454562,1.8673724154543825,98.13262758454562,1.5272835582891275e-06
2018-02,Habitat,894179.7775857511,99.59431128145785,87,897822.1407232,antes,0.9959431128146217,0.4056887185378333,99.59431128146217,4.320099833421409e-12
2018-02,Integra,8556369.915487764,98.2532397553838,118,8708486.2919432,antes,0.9825323975538471,1.7467602446152863,98.25323975538471,9.094947017729282e-13
2018-02,Prima,7968160.6197739905,99.85703302133831,74,7979568.768151999,antes,0.9985703302133894,0.14296697866106323,99.85703302133894,6.252776074688882e-13
2018-02,Profuturo,6158025.96149971,99.15852715566854,98,6210283.813345,antes,0.9915852715566725,0.8414728443327468,99.15852715566726,1.2789769243681803e-12
2018-03,Habitat,941425.5717770518,101.04024651637752,88,931733.2491112,antes,1.0104024651638197,1.0402465163819707,101.04024651638197,4.447997525858227e-12
2018-03,Integra,8389911.464903936,97.76572934941125,116,8581648.7236735,antes,0.9776572934941238,2.234270650587622,97.76572934941238,1.1368683772161603e-12
2018-03,Prima,7808923.385511419,99.64092521728294,75,7837064.3071438,antes,0.9964092521728156,0.3590747827184382,99.64092521728156,1.3784529073745944e-12
2018-03,Profuturo,6060162.20574457,98.9342724221489,95,6125442.738271601,antes,0.9893427242215229,1.0657275778477082,98.93427242215229,3.396394276933279e-12
2018-04,Habitat,62378.22169319701,6.2564104546662245,7,997028.9216984999,antes,0.0625641045466684,93.74358954533317,6.25641045466684,6.155076448521868e-13
2018-04,Integra,425288.90648294333,4.861143793886237,5,8748741.5414007,antes,0.04861143793886192,95.13885620611381,4.861143793886192,4.529709940470639e-14
2018-04,Prima,361365.44450402143,4.5349913355446745,4,7968382.2474299,antes,0.04534991335544618,95.46500866445538,4.534991335544618,5.684341886080802e-14
2018-04,Profuturo,207334.2089325767,3.330733675713235,8,6224881.0358029,antes,0.03330733675713278,96.66926632428672,3.330733675713278,4.3076653355456074e-14
2018-05,Habitat,49701.8005159861,4.805059327623091,8,1034363.9303319,antes,0.04805059327623509,95.19494067237649,4.80505932762351,4.18332035678759e-13
2018-05,Integra,406353.3438906128,4.7153899138838815,4,8617597.9359451,antes,0.04715389913883789,95.2846100861162,4.715389913883789,9.237055564881302e-14
2018-05,Prima,387602.15342595597,4.99037688843009,4,7766991.5938532,antes,0.04990376888430064,95.00962311156994,4.990376888430064,2.5757174171303632e-14
2018-05,Profuturo,193296.56935117752,3.1230247145005605,7,6189402.487072,antes,0.03123024714500667,96.87697528549933,3.123024714500667,1.0658141036401503e-13
2018-06,Habitat,1063818.1586091248,101.24527880460558,96,1050733.595847,antes,1.0124527880462197,1.2452788046219743,101.24527880462198,1.6399326341343112e-11
2018-06,Integra,8366852.625489408,99.90545508104539,113,8374770.5455144,antes,0.9990545508104418,0.09454491895581896,99.90545508104418,1.2079226507921703e-12
2018-06,Prima,7531245.475347098,100.16661133677735,76,7518718.4380489,antes,1.0016661133677787,0.16661133677786655,100.16661133677786,5.115907697472721e-13
2018-06,Profuturo,5993484.83499179,99.7045008713405,95,6011248.020513901,antes,0.9970450087134166,0.2954991286583386,99.70450087134166,1.1652900866465643e-12
2018-07,Habitat,1071837.3692810475,96.3831818262918,92,1112058.5033316999,antes,0.9638318182630222,3.616818173697778,96.38318182630222,1.0416556506243069e-11
2018-07,Integra,8662630.839429067,101.1248472148969,105,8566273.3522062,antes,1.011248472148983,1.1248472148982946,101.1248472148983,1.3926637620897964e-12
2018-07,Prima,7702106.19785863,100.32335440253435,76,7677281.370552099,antes,1.0032335440253306,0.32335440253306036,100.32335440253306,1.2931877790833823e-12
2018-07,Profuturo,6162963.410585364,99.75113855120473,94,6178338.9143188,antes,0.997511385512083,0.24886144879170402,99.7511385512083,3.566924533515703e-12
2018-08,Habitat,1112179.160206603,98.8598819185557,94,1125005.5519213001,antes,0.9885988191855657,1.1401180814434309,98.85988191855657,8.668621376273222e-13
2018-08,Integra,8431768.897663804,100.0934074307873,108,8423900.3487758,antes,1.0009340743078883,0.09340743078882774,100.09340743078883,1.5347723092418164e-12
2018-08,Prima,7549416.951712826,100.51936800685932,79,7510410.2835165,antes,1.0051936800685757,0.5193680068575679,100.51936800685756,1.7621459846850485e-12
2018-08,Profuturo,5956304.403373098,97.84147906006041,93,6087708.8741849,antes,0.9784147906006107,2.158520939938935,97.84147906006106,6.536993168992922e-13
2018-09,Habitat,1159533.970780355,101.83367829817195,95,1138654.7065356001,antes,1.0183367829816299,1.8336782981629884,101.833678298163,8.952838470577262e-12
2018-09,Integra,8362591.896337553,100.25707555493173,108,8341148.8416649,antes,1.0025707555493486,0.25707555493486023,100.25707555493486,3.126388037344441e-12
2018-09,Prima,7522740.837387514,100.65681499460108,79,7473652.765380099,antes,1.0065681499460082,0.6568149946008184,100.65681499460082,2.5579538487363607e-13
2018-09,Profuturo,6140809.335632279,100.98512706736557,92,6080904.6975163,antes,1.0098512706736624,0.9851270673662427,100.98512706736625,6.821210263296962e-13
2018-10,Habitat,1077600.2789800412,98.72286626603317,97,1091540.7136539,antes,0.9872286626605126,1.2771337339487432,98.72286626605126,1.809041805245215e-11
2018-10,Integra,7920126.4912202945,99.76660814403532,109,7938654.6646809,antes,0.9976660814403431,0.23339185596569223,99.76660814403431,1.0089706847793423e-12
2018-10,Prima,7106362.739467936,100.46900573862465,78,7073189.0767939,antes,1.0046900573862607,0.46900573862607153,100.46900573862607,1.4210854715202004e-12
2018-10,Profuturo,5699581.355781441,98.22156666572783,94,5802779.9283416,antes,0.9822156666572649,1.7784333342735104,98.22156666572648,1.3500311979441904e-12
