periodo,afp,elegible_emisores,estado_hoja3,error_hoja3_pct,elegible_isin,estado_hoja10,error_hoja10_pct,elegible_ambas
2024-09,Habitat,True,tolerable,0.8097635387760574,True,tolerable,1.2928831527518514,True
2024-09,Prima,True,correcto,0.4048348832785059,True,tolerable,1.9379252414662838,True
2024-10,Prima,True,correcto,0.20758110194224041,True,correcto,0.7046491983974129,True
2024-11,Prima,True,tolerable,0.6215060104275301,True,correcto,0.8780556007394632,True
2025-01,Habitat,True,tolerable,0.6955120060633659,True,tolerable,1.7520231537893287,True
2025-01,Prima,True,correcto,0.08626113021374512,True,tolerable,1.6642803160436745,True
2025-02,Habitat,True,correcto,0.03524621073524733,True,tolerable,1.8184428442281457,True
2025-03,Habitat,True,correcto,0.2451763348483221,True,tolerable,1.5882025802005133,True
2025-04,Habitat,True,correcto,0.03670534366205559,True,tolerable,1.7705929454560472,True
2025-05,Prima,True,correcto,0.4158925876332129,True,tolerable,1.5073969792467845,True
2025-06,Prima,True,tolerable,0.7574740943566156,True,tolerable,1.140235356517178,True
2025-07,Habitat,True,correcto,0.04577165747783817,True,tolerable,1.3825964054396405,True
2025-07,Prima,True,correcto,0.31343621102033087,True,tolerable,1.6873931867243281,True
2025-08,Habitat,True,correcto,0.15867636740890975,True,tolerable,1.3838705777897546,True
2025-10,Habitat,True,correcto,0.36919123993261543,True,tolerable,1.1309925090044652,True
