afp,tipo_ensemble,modelos,pesos,nombre,n,mae_retorno,rmse_retorno,r2_retorno,correlacion_retorno,direccion_pct,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.5, 0.5]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.50_0.50,593,0.007294238668718272,0.010120417121799948,0.4121280230458293,0.6809628015102892,74.87352445193929,0.7302774225324793,0.5430123454539748,1.5413901598700446,5.828043457065224,0.057720957182802325
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.55, 0.44999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.55_0.45,593,0.007294189303366849,0.010118625004847507,0.41233620459475295,0.6802497660042888,75.04215851602024,0.7302105221627925,0.5444634967747053,1.5300900482012314,5.824615827495339,0.049236553036044226
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.6, 0.4]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.60_0.40,593,0.007296108228657895,0.010119879565929248,0.4121904721792853,0.6791052585212954,75.37942664418212,0.7303403936161246,0.5573079979590889,1.5362600047411956,5.821188197925409,0.04075214888928685
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.65, 0.35]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.65_0.35,593,0.007300709260822353,0.01012417967243682,0.4116908257994262,0.6775388602321324,75.54806070826307,0.7307379923778845,0.5482719980337336,1.5438896285105548,5.817760568355501,0.03226774474252939
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.7, 0.30000000000000004]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.70_0.30,593,0.007309635936682149,0.010131521446522086,0.4108372654551756,0.6755623513787885,75.71669477234401,0.7315674759716567,0.5483038174503574,1.54309796039688,5.8143329387855935,0.023783340595772032
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.75, 0.25]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.75_0.25,593,0.0073224614053764535,0.010141898282549206,0.40962979114653364,0.6731895238319017,75.54806070826307,0.7327869748489445,0.5531979680370669,1.5388104467348822,5.810905309215686,0.015298936449014694
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.8, 0.19999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.80_0.20,593,0.0073367925797873474,0.010155300876709438,0.40806840287350044,0.6704359699708793,75.04215851602024,0.7341569897599398,0.546592880912089,1.5335377102263035,5.8074776796458005,0.006814532302257558
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.85, 0.15000000000000002]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.85_0.15,593,0.007352110119107732,0.01017171726849011,0.4061531006360757,0.6673188537998577,74.03035413153457,0.7356254597944781,0.5480087952866697,1.5304554657492146,5.804050050075871,-0.0016698718445005306
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.9, 0.09999999999999998]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.90_0.10,593,0.00736840047552741,0.010191132893569186,0.4038838844342595,0.6638566703669656,74.19898819561551,0.7371908796015365,0.5491923855964642,1.5382997264969906,5.800622420505963,-0.010154275991257608
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[0.95, 0.050000000000000044]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W0.95_0.05,593,0.00738716652273553,0.01021353064759485,0.40126075426805186,0.6600689994636162,73.52445193929174,0.7390046355918793,0.5501952798616538,1.53953476619805,5.7971947909360555,-0.01863868013801437
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_EXTRA_TREES']","[1.0, 0.0]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_EXTRA_TREES_W1.00_0.00,593,0.007408579851210451,0.010238890960207267,0.3982837101374529,0.6559762592710903,72.68128161888701,0.7410835430924433,0.5532529851571155,1.534398029014008,5.793767161366148,-0.027123084284768787
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.0, 1.0]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.00_1.00,593,0.007408018664917029,0.010221403226622862,0.400337383336015,0.6621955326266248,71.50084317032041,0.7419289502779967,0.5582813817548216,1.5129389195032155,6.01244142920343,0.10774896416868832
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.05, 0.95]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.05_0.95,593,0.007377748099245209,0.010190440352575828,0.4039649001219153,0.6665636622822735,72.51264755480608,0.7388604297566106,0.5547602825441533,1.5015723701936423,6.00150771581156,0.1010053617460149
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.1, 0.9]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.10_0.90,593,0.007349861419411133,0.010162749417189984,0.4071997642293075,0.6705227677034378,72.84991568296796,0.736030187887297,0.5546498817924128,1.501061882109621,5.990574002419691,0.09426175932334145
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.15, 0.85]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.15_0.85,593,0.007324917359284526,0.010138357230477972,0.41004197565819134,0.6740469159243164,73.52445193929174,0.73349314887886,0.5457684473366475,1.494377247780762,5.979640289027843,0.08751815690066889
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.2, 0.8]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.20_0.80,593,0.007302732732773424,0.010117287651736242,0.412491534408567,0.6771120414158557,74.53625632377741,0.7312317377836717,0.5381800250689128,1.5109474737979265,5.968706575635974,0.0807745544779956
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.25, 0.75]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.25_0.75,593,0.007284391443674207,0.010099561475735683,0.4145484404804344,0.6796963468425207,74.36762225969646,0.7293537069662206,0.5387779871749765,1.5218436536244713,5.957772862244104,0.07403095205532267
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.3, 0.7]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.30_0.70,593,0.00727014737805333,0.010085196332018237,0.41621269387379334,0.6817806842434965,74.70489038785834,0.7278835628088749,0.5300418781621019,1.5148944574113274,5.946839148852234,0.06728734963264979
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.35, 0.65]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.35_0.65,593,0.0072582939992136995,0.010074206598414778,0.4174842945886442,0.6833489044628649,75.04215851602024,0.7266517279266014,0.5372595622324505,1.5102097127544325,5.935905435460365,0.06054374720997689
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.4, 0.6]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.40_0.60,593,0.007248932507707923,0.010066603329759926,0.4183632426249868,0.6843881629899533,74.87352445193929,0.7256691833786465,0.536120173390886,1.5026845956379336,5.924971722068517,0.05380014478730413
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.45, 0.55]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.45_0.55,593,0.007241654184053222,0.010062394202620145,0.4188495379828211,0.6848891713360421,75.21079258010118,0.7248961950776882,0.5419396319239378,1.5050953215651357,5.91403800867667,0.04705654236463079
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.5, 0.5]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.50_0.50,593,0.00723675118853778,0.010061583476675696,0.4189431806621471,0.6848463846541413,75.37942664418212,0.7243611654280366,0.5401238819427112,1.5016749458222727,5.903104295284778,0.04031293994195785
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.55, 0.44999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.55_0.45,593,0.00723749069166156,0.010064171973207895,0.4186441706629648,0.6842581184416546,75.54806070826307,0.7243896484397325,0.5429388337467866,1.505301416297562,5.89217058189293,0.0335693375192849
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.6, 0.4]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.60_0.40,593,0.007241684471298961,0.010070157070944486,0.4179525079852744,0.6831265897407455,75.37942664418212,0.7247632982097597,0.5457700644397878,1.5106323644537103,5.8812368685010386,0.026825735096612534
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.65, 0.35]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.65_0.35,593,0.007253670887285224,0.010079532719312102,0.4168681926290756,0.6814578811174484,74.87352445193929,0.7259157146112878,0.5502427526870024,1.517891493157863,5.870303155109191,0.020082132673939268
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.7, 0.30000000000000004]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.70_0.30,593,0.007269865000134982,0.010092289468939803,0.4153912245943686,0.679261828680183,74.70489038785834,0.7274894540921811,0.5541090200913312,1.5163932716845288,5.859369441717321,0.013338530251265949
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.75, 0.25]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.75_0.25,593,0.007286800315671758,0.010108414519056056,0.4135216038811532,0.6765518383025847,74.87352445193929,0.7291371227288385,0.555033198046484,1.5229504642009986,5.848435728325474,0.0065949278285931156
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.8, 0.19999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.80_0.20,593,0.007306605351354801,0.010127891781227394,0.41125933048942975,0.6733446368625339,75.04215851602024,0.731072438639841,0.5523344431483279,1.535383559738627,5.837502014933604,-0.00014867459408005558
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.85, 0.15000000000000002]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.85_0.15,593,0.007328357247059073,0.010150701958704308,0.408604404419198,0.6696599675406595,74.36762225969646,0.7332016222395443,0.5614857387669647,1.534838832785055,5.826568301541735,-0.006892277016752647
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.9, 0.09999999999999998]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.90_0.10,593,0.00735239463315432,0.0101768226404725,0.4055568256704578,0.6655202399166196,73.86172006745363,0.7355582252445407,0.5619092174470097,1.5359982321788384,5.815634588149865,-0.013635879439426136
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[0.95, 0.050000000000000044]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W0.95_0.05,593,0.007379241406550575,0.010206228408958124,0.40211659424320945,0.6609501466860218,73.0185497470489,0.7381964834259245,0.5557725124113677,1.5246603964045138,5.8047008747580175,-0.020379481862098838
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_RIDGE']","[1.0, 0.0]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_RIDGE_W1.00_0.00,593,0.007408579851210451,0.010238890960207267,0.3982837101374529,0.6559762592710903,72.68128161888701,0.7410835430924433,0.5532529851571155,1.534398029014008,5.793767161366148,-0.027123084284768787
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.0, 1.0]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.00_1.00,593,0.00760576695267733,0.010470655906347711,0.370734809021656,0.6435717437237174,71.16357504215851,0.7619430070581666,0.5680640923577895,1.6201137554940803,5.826475836856915,0.14099074856415134
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.05, 0.95]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.05_0.95,593,0.007560449359334841,0.010420142505735936,0.376791669616405,0.650215558583049,71.8381112984823,0.7573598288040021,0.5572166220420893,1.6094054400558186,5.824840403082354,0.13258505692170522
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.1, 0.9]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.10_0.90,593,0.007521236472066416,0.010373520294424038,0.3823559601544213,0.6563295098255219,72.00674536256324,0.7533868236625031,0.5562321052256292,1.5964157617248553,5.823204969307816,0.12417936527925891
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.15, 0.85]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.15_0.85,593,0.00748537915316177,0.010330841954365668,0.3874276806357052,0.6618743439097715,72.17537942664418,0.7497486957676734,0.5510475821844163,1.6017013158058817,5.8215695355332775,0.1157736736368122
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.2, 0.8]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.20_0.80,593,0.007452470000650287,0.010292156547663286,0.3920068310602566,0.6668144646558861,73.35581787521079,0.7464051251097346,0.5443685504158857,1.5860872376357427,5.819934101758739,0.10736798199436633
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.25, 0.75]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.25_0.75,593,0.007422266006207461,0.010257509251538925,0.3960934114280754,0.6711186875973684,73.52445193929174,0.7433314967160409,0.5443250428479818,1.5730759959461698,5.818298667984201,0.09896229035191999
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.3, 0.7]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.30_0.70,593,0.0073963752281416655,0.010226941107558844,0.3996874217391617,0.6747609204056736,73.18718381112986,0.7406863164706208,0.5481540701139376,1.5727515547968918,5.816663234209685,0.09055659870947401
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.35, 0.65]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.35_0.65,593,0.007375478585469363,0.01020048878818163,0.4027888619935155,0.6777207399639591,73.18718381112986,0.7385392661284992,0.5534241366662584,1.5514559844399978,5.815027800435124,0.08215090706702723
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.4, 0.6]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.40_0.60,593,0.0073569681218086,0.010178184383593828,0.40539773219113673,0.6799838402292604,74.03035413153457,0.736630495354624,0.5490677117984566,1.5559916655451695,5.813392366660586,0.07374521542458143
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.45, 0.55]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.45_0.55,593,0.007341386074473959,0.010160055211627512,0.40751403233202543,0.6815423304930206,74.19898819561551,0.7350132060847895,0.551593730460298,1.5291211470486143,5.81175693288607,0.0653395237821363
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.5, 0.5]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.50_0.50,593,0.007328594323289514,0.010146123653320878,0.4091377624161815,0.6823948706726229,74.53625632377741,0.7336743861961448,0.5530504908896283,1.5258913495577404,5.810121499111531,0.056933832139689125
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.55, 0.44999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.55_0.45,593,0.007321239363319551,0.010136407016389357,0.410268922443605,0.6825466383093014,75.37942664418212,0.7328798414272398,0.5544941887763555,1.5164719380592964,5.808486065336971,0.048528140497243064
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.6, 0.4]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.60_0.40,593,0.007317713138603914,0.010130917428525872,0.4109075124142961,0.6820091303615341,75.88532883642496,0.7324677567094345,0.5543018745042927,1.5187471602828608,5.806850631562455,0.040122448854797994
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.65, 0.35]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.65_0.35,593,0.007317917896547669,0.01012966176205223,0.4110535323282546,0.6807998109787153,75.54806070826307,0.7324294293764807,0.5574556007493126,1.5518453704624262,5.805215197787894,0.031716757212351405
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.7, 0.30000000000000004]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.70_0.30,593,0.007320254808753757,0.010132641591008185,0.4107069821854805,0.6789416235719729,75.71669477234401,0.7326038094834147,0.5588775326070161,1.5532689227964427,5.803579764013378,0.023311065569904612
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.75, 0.25]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.75_0.25,593,0.007324340266418067,0.010139853181301322,0.409867861985974,0.676462391140923,75.88532883642496,0.7329532153062991,0.5603342930363464,1.5446373666455324,5.80194433023884,0.014905373927458644
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.8, 0.19999999999999996]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.80_0.20,593,0.0073334261227699345,0.010151287514061268,0.4085361717297348,0.6733941326149187,75.21079258010118,0.7338027856646616,0.5658766407543814,1.5343733634656864,5.800308896464301,0.0064996822850126755
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.85, 0.15000000000000002]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.85_0.15,593,0.00734766944252699,0.010166930341858242,0.4067119114167632,0.6697723247755804,74.70489038785834,0.7351672759187762,0.5603557956005201,1.5323028627996882,5.798673462689741,-0.0019060093574331824
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.9, 0.09999999999999998]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.90_0.10,593,0.0073659920762392085,0.010186762276971583,0.404395081047059,0.6656351391953137,73.69308600337267,0.7369405331360975,0.5548569519699953,1.542429955935765,5.797038028915225,-0.010311700999879096
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[0.95, 0.050000000000000044]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W0.95_0.05,593,0.007385559329203133,0.010210758910440335,0.4015856806206223,0.6610226817778679,73.35581787521079,0.7388386947701889,0.5588687440105433,1.537216477213561,5.795402595140686,-0.018717392642326282
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIRECTO_GRADIENT_BOOSTING']","[1.0, 0.0]",BLEND_EW_RIDGE_HL60_A0.001_DIRECTO_GRADIENT_BOOSTING_W1.00_0.00,593,0.007408579851210451,0.010238890960207267,0.3982837101374529,0.6559762592710903,72.68128161888701,0.7410835430924433,0.5532529851571155,1.534398029014008,5.793767161366148,-0.027123084284768787
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIARIO_EXTRA_TREES']","[0.0, 1.0]",BLEND_EW_RIDGE_HL60_A0.001_DIARIO_EXTRA_TREES_W0.00_1.00,593,0.007921274525308858,0.010954143770154285,0.3112798231591898,0.5836967142535094,68.8026981450253,0.7939864972636962,0.5908238410846867,1.6471871025293447,6.722673296293036,0.12641979418270288
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIARIO_EXTRA_TREES']","[0.05, 0.95]",BLEND_EW_RIDGE_HL60_A0.001_DIARIO_EXTRA_TREES_W0.05_0.95,593,0.007833969404699284,0.01086211269510182,0.32280375440946285,0.5978135066183864,70.32040472175379,0.7851767528017584,0.6022929754714079,1.6281697781281195,6.676227989546679,0.11874265025932575
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIARIO_EXTRA_TREES']","[0.1, 0.9]",BLEND_EW_RIDGE_HL60_A0.001_DIARIO_EXTRA_TREES_W0.10_0.90,593,0.0077507661972599316,0.010775401723962066,0.33357255545959263,0.6112044569827684,71.33220910623946,0.7767763975525909,0.5890972515423254,1.6202665759217207,6.629782682800323,0.11106550633595223
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIARIO_EXTRA_TREES']","[0.15, 0.85]",BLEND_EW_RIDGE_HL60_A0.001_DIARIO_EXTRA_TREES_W0.15_0.85,593,0.007676708269034541,0.010694140268026574,0.34358622630957947,0.6237404265735808,72.34401349072512,0.7692894727827314,0.5739925550954483,1.6173348205886655,6.583337376053988,0.10338836241257798
Habitat,PAR,"['EW_RIDGE_HL60_A0.001', 'DIARIO_EXTRA_TREES']","[0.2, 0.8]",BLEND_EW_RIDGE_HL60_A0.001_DIARIO_EXTRA_TREES_W0.20_0.80,593,0.007608508280451634,0.010618453441037479,0.3528447669594229,0.635298759903065,73.69308600337267,0.7623869302964966,0.5789794698940254,1.595651702004273,6.536892069307632,0.09571121848920498
