escenario,variante_confianza,afp,fecha,observaciones_ventana,mse_base_rolling,mse_hibrido_rolling,mejora_mse_rolling_pct
ampliado_15pct,alta,Habitat,2017-10-30,126,4.510058294913615e-06,4.24897306044577e-06,5.788954762786395
ampliado_15pct,alta,Habitat,2017-10-31,127,4.476009690818676e-06,4.217376258449825e-06,5.77821430769839
ampliado_15pct,alta,Habitat,2017-11-01,128,4.44286271346376e-06,4.184655177885691e-06,5.8117378868266725
ampliado_15pct,alta,Habitat,2017-11-02,129,4.4454922936377e-06,4.192400959029872e-06,5.693212762286127
ampliado_15pct,alta,Habitat,2017-11-03,130,4.418298299809907e-06,4.165148471806049e-06,5.729577561903184
ampliado_15pct,alta,Habitat,2017-11-06,131,4.3849107245759024e-06,4.133910975728481e-06,5.724170105463141
ampliado_15pct,alta,Habitat,2017-11-07,132,4.352975792740199e-06,4.10343121361297e-06,5.732735282916448
ampliado_15pct,alta,Habitat,2017-11-08,133,4.327700064525824e-06,4.081960597558629e-06,5.6782924718263645
ampliado_15pct,alta,Habitat,2017-11-09,134,4.325462924295071e-06,4.077966707516664e-06,5.721843444508121
ampliado_15pct,alta,Habitat,2017-11-10,135,4.400943174917988e-06,4.163301704625412e-06,5.399785019878259
ampliado_15pct,alta,Habitat,2017-11-13,136,4.438921752462315e-06,4.203317833898087e-06,5.307683525476343
ampliado_15pct,alta,Habitat,2017-11-14,137,4.48585347427844e-06,4.243727414987779e-06,5.397547215462894
ampliado_15pct,alta,Habitat,2017-11-15,138,4.477428256108841e-06,4.233572343224577e-06,5.446338811829218
ampliado_15pct,alta,Habitat,2017-11-20,139,4.452297852611623e-06,4.208662759101067e-06,5.472120275323551
ampliado_15pct,alta,Habitat,2017-11-21,140,4.476313066738232e-06,4.24771505990252e-06,5.1068368862387254
ampliado_15pct,alta,Habitat,2017-11-22,141,4.60773596740184e-06,4.389721037427519e-06,4.731497887828247
ampliado_15pct,alta,Habitat,2017-11-27,142,4.579037730448805e-06,4.362502586825231e-06,4.728835104015407
ampliado_15pct,alta,Habitat,2017-11-28,143,4.6797350609145635e-06,4.448657897377249e-06,4.9378257642678305
ampliado_15pct,alta,Habitat,2017-11-29,144,4.6481863478461795e-06,4.418125657583892e-06,4.949472182174666
ampliado_15pct,alta,Habitat,2017-11-30,145,4.622301256507547e-06,4.391851482731454e-06,4.985606973402107
ampliado_15pct,alta,Habitat,2017-12-01,146,4.625007424076851e-06,4.397677749427266e-06,4.915228318686636
ampliado_15pct,alta,Habitat,2017-12-04,147,4.6151388042459655e-06,4.385784358315152e-06,4.969611005411268
ampliado_15pct,alta,Habitat,2017-12-05,148,4.6886975404484595e-06,4.454474835172015e-06,4.995474825489419
ampliado_15pct,alta,Habitat,2017-12-06,149,4.926776798052946e-06,4.69167043411444e-06,4.772011673665025
ampliado_15pct,alta,Habitat,2017-12-07,150,5.012619277932034e-06,4.770814142134787e-06,4.823927818771119
ampliado_15pct,alta,Habitat,2017-12-08,151,5.007884979768681e-06,4.774760510937264e-06,4.6551482267107875
ampliado_15pct,alta,Habitat,2017-12-11,152,4.983983509835801e-06,4.751163376924631e-06,4.671366437142167
ampliado_15pct,alta,Habitat,2017-12-12,153,4.9565012165920964e-06,4.724976138933995e-06,4.6711393287478895
ampliado_15pct,alta,Habitat,2017-12-13,154,4.935940402813502e-06,4.70481106630589e-06,4.682579562262686
ampliado_15pct,alta,Habitat,2017-12-15,155,5.299227858839318e-06,5.140956438450297e-06,2.986688336585076
ampliado_15pct,alta,Habitat,2017-12-18,156,5.290680333808443e-06,5.118070702532656e-06,3.262522405157969
ampliado_15pct,alta,Habitat,2017-12-19,157,5.260911764307765e-06,5.091081054462566e-06,3.2281611525477762
ampliado_15pct,alta,Habitat,2017-12-20,158,5.2350190192076284e-06,5.061123873188876e-06,3.3217672253093995
ampliado_15pct,alta,Habitat,2017-12-21,159,5.202416537537571e-06,5.031352323955014e-06,3.288168341543938
ampliado_15pct,alta,Habitat,2017-12-22,160,5.1709950078751395e-06,5.0031546306715664e-06,3.2458042784408314
ampliado_15pct,alta,Habitat,2017-12-27,161,5.141859561095504e-06,4.980684857909201e-06,3.1345605859364163
ampliado_15pct,alta,Habitat,2017-12-28,162,5.172052043084624e-06,5.029440799589142e-06,2.7573435516017883
ampliado_15pct,alta,Habitat,2017-12-29,163,5.23082165840795e-06,5.105731121127709e-06,2.3914127731572083
ampliado_15pct,alta,Habitat,2018-01-03,164,5.199460459181648e-06,5.074868096783575e-06,2.3962555995220085
ampliado_15pct,alta,Habitat,2018-01-04,165,5.186176177115181e-06,5.0735620695273334e-06,2.171428500342413
ampliado_15pct,alta,Habitat,2018-01-05,166,5.236322313237423e-06,5.142667616020203e-06,1.7885586794468473
ampliado_15pct,alta,Habitat,2018-01-08,167,5.207993308951745e-06,5.119253772912276e-06,1.7039103312006678
ampliado_15pct,alta,Habitat,2018-01-09,168,5.176993470790282e-06,5.089316786471025e-06,1.6935830576945372
ampliado_15pct,alta,Habitat,2018-01-10,169,5.164780565892946e-06,5.0753715247386815e-06,1.7311295226113168
ampliado_15pct,alta,Habitat,2018-01-11,170,5.134473214470893e-06,5.04583491912319e-06,1.7263366979476384
ampliado_15pct,alta,Habitat,2018-01-12,171,5.1462588430863026e-06,5.0620862171072145e-06,1.6356080901793155
ampliado_15pct,alta,Habitat,2018-01-17,172,5.212381671155334e-06,5.118729230868224e-06,1.7967302894446706
ampliado_15pct,alta,Habitat,2018-01-18,173,5.187623098945925e-06,5.096855759246273e-06,1.7496903296250466
ampliado_15pct,alta,Habitat,2018-01-19,174,5.164607913852356e-06,5.0727889585965356e-06,1.7778494861061338
ampliado_15pct,alta,Habitat,2018-01-22,175,5.136438196562301e-06,5.044080679601947e-06,1.798084848410454
ampliado_15pct,alta,Habitat,2018-01-23,176,5.1317197077216e-06,5.043974781458304e-06,1.7098542255000324
ampliado_15pct,alta,Habitat,2018-01-24,177,5.277781027047367e-06,5.194732483060046e-06,1.573550391001776
ampliado_15pct,alta,Habitat,2018-01-25,178,5.271505155313622e-06,5.1858215524784125e-06,1.6254105859849413
ampliado_15pct,alta,Habitat,2018-01-26,179,5.2426169838064074e-06,5.156866914261265e-06,1.635634832947173
ampliado_15pct,alta,Habitat,2018-01-29,180,5.243524394497662e-06,5.161605119512707e-06,1.562294152210263
ampliado_15pct,alta,Habitat,2018-01-30,181,5.2164364534259014e-06,5.1341016666448475e-06,1.5783722760962706
ampliado_15pct,alta,Habitat,2018-01-31,182,5.199157220032129e-06,5.115254290122424e-06,1.6137794330671635
ampliado_15pct,alta,Habitat,2018-02-01,183,5.173874899014347e-06,5.093091075497575e-06,1.561379528758271
ampliado_15pct,alta,Habitat,2018-02-02,184,5.182382120180798e-06,5.104921252639506e-06,1.4946961791885374
ampliado_15pct,alta,Habitat,2018-02-05,185,5.491409195081227e-06,5.383846748379521e-06,1.9587403320454024
ampliado_15pct,alta,Habitat,2018-02-06,186,6.1987724186239104e-06,6.0246431378181965e-06,2.8090929791606953
ampliado_15pct,alta,Habitat,2018-02-07,187,6.191704421678065e-06,6.01064487392472e-06,2.924227893040709
ampliado_15pct,alta,Habitat,2018-02-08,188,6.3097744144807385e-06,6.108642484644719e-06,3.1876247330558756
ampliado_15pct,alta,Habitat,2018-02-09,189,6.464675241226188e-06,6.237441796553117e-06,3.5150017006882215
ampliado_15pct,alta,Habitat,2018-02-12,190,6.516293494748418e-06,6.269295084587494e-06,3.790473992001491
ampliado_15pct,alta,Habitat,2018-02-13,191,6.490378926112108e-06,6.241327743331419e-06,3.837236402002752
ampliado_15pct,alta,Habitat,2018-02-14,192,6.579274158357003e-06,6.326098704143655e-06,3.8480757621532455
ampliado_15pct,alta,Habitat,2018-02-15,193,6.554300020693471e-06,6.30058117418659e-06,3.8710288773145898
ampliado_15pct,alta,Habitat,2018-02-16,194,6.523969992713991e-06,6.268690609149469e-06,3.9129453975051964
ampliado_15pct,alta,Habitat,2018-02-21,195,6.490513737296319e-06,6.236700430787043e-06,3.9105272214554287
ampliado_15pct,alta,Habitat,2018-02-22,196,6.45972601549353e-06,6.207090816520948e-06,3.9109274660665334
ampliado_15pct,alta,Habitat,2018-02-23,197,6.443278889721949e-06,6.19038953966102e-06,3.9248549440305562
ampliado_15pct,alta,Habitat,2018-02-26,198,6.426154275914552e-06,6.175168255475273e-06,3.9056955320849283
ampliado_15pct,alta,Habitat,2018-02-27,199,6.3938620530296624e-06,6.144540367763145e-06,3.8993910597176384
ampliado_15pct,alta,Habitat,2018-02-28,200,6.448473729418688e-06,6.186929195373349e-06,4.055913771535451
ampliado_15pct,alta,Habitat,2018-03-01,201,6.432885121933672e-06,6.173362858995164e-06,4.034305883275239
ampliado_15pct,alta,Habitat,2018-03-02,202,6.426459090669982e-06,6.163535389572773e-06,4.091268572438669
ampliado_15pct,alta,Habitat,2018-03-05,203,6.493725784738395e-06,6.224399332421002e-06,4.147487301517499
ampliado_15pct,alta,Habitat,2018-03-06,204,6.527336124753272e-06,6.254201607917338e-06,4.184471453831526
ampliado_15pct,alta,Habitat,2018-03-07,205,6.500294015062442e-06,6.226963484203866e-06,4.204894889757535
ampliado_15pct,alta,Habitat,2018-03-08,206,6.4814580650693995e-06,6.2087697883290315e-06,4.20720575529093
ampliado_15pct,alta,Habitat,2018-03-09,207,6.451520868157859e-06,6.179090519650721e-06,4.222730640952363
ampliado_15pct,alta,Habitat,2018-03-12,208,6.4289372889603085e-06,6.155315440181301e-06,4.256097648500439
ampliado_15pct,alta,Habitat,2018-03-13,209,6.447693915640385e-06,6.159638574892045e-06,4.467571577019106
ampliado_15pct,alta,Habitat,2018-03-14,210,6.418662023168286e-06,6.132839258696087e-06,4.452996020674026
ampliado_15pct,alta,Habitat,2018-03-19,211,6.4235032493629805e-06,6.1450883412394755e-06,4.334315673477949
ampliado_15pct,alta,Habitat,2018-03-20,212,6.544260871941689e-06,6.26401483542418e-06,4.28231762152171
ampliado_15pct,alta,Habitat,2018-03-21,213,6.519080056594435e-06,6.2403013231237244e-06,4.276350820215946
ampliado_15pct,alta,Habitat,2018-03-22,214,6.497790675939156e-06,6.212860797041305e-06,4.385027051624267
ampliado_15pct,alta,Habitat,2018-03-23,215,6.479144946419425e-06,6.199305225805194e-06,4.319084121877523
ampliado_15pct,alta,Habitat,2018-03-26,216,6.4611396744030085e-06,6.174546967168328e-06,4.435637080716118
ampliado_15pct,alta,Habitat,2018-03-27,217,6.532668421838353e-06,6.2459921829354765e-06,4.388348227571657
ampliado_15pct,alta,Habitat,2018-03-28,218,6.55877264874079e-06,6.273074844518264e-06,4.355964439129888
ampliado_15pct,alta,Habitat,2018-03-29,219,6.539510011191159e-06,6.2621315406001205e-06,4.2415788050841225
ampliado_15pct,alta,Habitat,2018-04-03,220,6.680488769148127e-06,6.385957922622327e-06,4.408821819834558
ampliado_15pct,alta,Habitat,2018-04-04,221,6.796944141877256e-06,6.50713131329502e-06,4.263869505659819
ampliado_15pct,alta,Habitat,2018-04-05,222,6.7671140513836265e-06,6.479853428712066e-06,4.244950217926738
ampliado_15pct,alta,Habitat,2018-04-06,223,6.838544375735214e-06,6.523499931104571e-06,4.606893328768856
ampliado_15pct,alta,Habitat,2018-04-09,224,6.81802254778687e-06,6.502917936721982e-06,4.6216422556005075
ampliado_15pct,alta,Habitat,2018-04-10,225,6.793919063347602e-06,6.482249899601866e-06,4.58747242702896
ampliado_15pct,alta,Habitat,2018-04-11,226,6.765502359786842e-06,6.454470000345294e-06,4.597328371212747
ampliado_15pct,alta,Habitat,2018-04-12,227,6.911331152155563e-06,6.602616814081372e-06,4.466785504524792
ampliado_15pct,alta,Habitat,2018-04-13,228,6.88260380225037e-06,6.574132536583762e-06,4.4818977603468735
ampliado_15pct,alta,Habitat,2018-04-16,229,6.860385440284024e-06,6.5525729159011015e-06,4.486810938864373
ampliado_15pct,alta,Habitat,2018-04-17,230,6.831431692133707e-06,6.5242196077613935e-06,4.497038076602068
ampliado_15pct,alta,Habitat,2018-04-18,231,6.80676681779402e-06,6.499067211577193e-06,4.520495772125601
ampliado_15pct,alta,Habitat,2018-04-19,232,6.777804247489778e-06,6.4721243971902975e-06,4.510012964931697
ampliado_15pct,alta,Habitat,2018-04-20,233,6.75055687502215e-06,6.445890510078963e-06,4.513203437637683
ampliado_15pct,alta,Habitat,2018-04-23,234,6.722638034091674e-06,6.419280386780942e-06,4.512479264424953
ampliado_15pct,alta,Habitat,2018-04-24,235,6.697226011983275e-06,6.4019287964632494e-06,4.409246679022832
ampliado_15pct,alta,Habitat,2018-04-25,236,6.668856925739217e-06,6.37528077942753e-06,4.402195902248193
ampliado_15pct,alta,Habitat,2018-04-26,237,6.640757517809067e-06,6.348546162792235e-06,4.400271418331194
ampliado_15pct,alta,Habitat,2018-04-27,238,6.6282385977709445e-06,6.340669712459521e-06,4.338541545685035
ampliado_15pct,alta,Habitat,2018-04-30,239,6.7249012733436375e-06,6.431071966712247e-06,4.369273163846735
ampliado_15pct,alta,Habitat,2018-05-01,240,6.7316180270276416e-06,6.434736063277818e-06,4.410261582844331
ampliado_15pct,alta,Habitat,2018-05-02,241,6.759493859473541e-06,6.46705005951773e-06,4.32641564643107
ampliado_15pct,alta,Habitat,2018-05-03,242,6.746337903780904e-06,6.450533280474369e-06,4.384669542578875
ampliado_15pct,alta,Habitat,2018-05-04,243,6.8381912564685884e-06,6.511475096180106e-06,4.777815478317095
ampliado_15pct,alta,Habitat,2018-05-07,244,6.814328265356354e-06,6.492831915111356e-06,4.717946329052959
ampliado_15pct,alta,Habitat,2018-05-08,245,6.792703423893042e-06,6.468060661962729e-06,4.779286561936388
ampliado_15pct,alta,Habitat,2018-05-09,246,6.765090815292449e-06,6.443697669140856e-06,4.750758783977972
ampliado_15pct,alta,Habitat,2018-05-10,247,6.7694168059547415e-06,6.444141621555457e-06,4.805069531442575
ampliado_15pct,alta,Habitat,2018-05-11,248,6.743681798156378e-06,6.41943146378192e-06,4.808209285068926
ampliado_15pct,alta,Habitat,2018-05-14,249,6.7166178337210605e-06,6.393916863996475e-06,4.804515869645763
ampliado_15pct,alta,Habitat,2018-05-15,250,6.691174520416508e-06,6.374640759886202e-06,4.730615821848297
ampliado_15pct,alta,Habitat,2018-05-16,251,6.762461466906186e-06,6.423442909685968e-06,5.013241981182315
ampliado_15pct,alta,Habitat,2018-05-17,252,6.7483207647382694e-06,6.415071429906137e-06,4.938255700195036
ampliado_15pct,alta,Habitat,2018-05-18,252,6.75358636754126e-06,6.428915518316313e-06,4.807384277861075
ampliado_15pct,alta,Habitat,2018-05-21,252,6.756180512589005e-06,6.430046882479985e-06,4.827189408295489
ampliado_15pct,alta,Habitat,2018-05-22,252,6.773529346710338e-06,6.436870659992141e-06,4.970210793900225
ampliado_15pct,alta,Habitat,2018-05-23,252,6.7977679596249924e-06,6.445048049591457e-06,5.188760665684646
ampliado_15pct,alta,Habitat,2018-05-24,252,6.795735273770315e-06,6.438041103735057e-06,5.263509475065345
ampliado_15pct,alta,Habitat,2018-05-25,252,6.801929798939187e-06,6.441903563962733e-06,5.293001333718594
ampliado_15pct,alta,Habitat,2018-05-30,252,6.8104583606635885e-06,6.440639541705995e-06,5.430160488075568
ampliado_15pct,alta,Habitat,2018-05-31,252,6.726683572991302e-06,6.370531779080054e-06,5.294611974038041
ampliado_15pct,alta,Habitat,2018-06-01,252,6.590888268778995e-06,6.255260321225157e-06,5.092302188518443
ampliado_15pct,alta,Habitat,2018-06-04,252,6.571309816904353e-06,6.2297819785096204e-06,5.197256679576567
ampliado_15pct,alta,Habitat,2018-06-05,252,6.5021510862253345e-06,6.1654193917294114e-06,5.178773763182492
ampliado_15pct,alta,Habitat,2018-06-06,252,6.502031388073166e-06,6.165248367146486e-06,5.179658491720746
ampliado_15pct,alta,Habitat,2018-06-07,252,6.4794890237508905e-06,6.149502248522033e-06,5.092790095318852
ampliado_15pct,alta,Habitat,2018-06-08,252,6.501979592324581e-06,6.1602012980598075e-06,5.256526714852101
ampliado_15pct,alta,Habitat,2018-06-11,252,6.480124941261955e-06,6.125049822428365e-06,5.479448653415029
ampliado_15pct,alta,Habitat,2018-06-12,252,6.4975383329130335e-06,6.1595512371125354e-06,5.201771478414176
ampliado_15pct,alta,Habitat,2018-06-13,252,6.470716416020575e-06,6.135504306137383e-06,5.180448165727905
ampliado_15pct,alta,Habitat,2018-06-14,252,6.409140805547787e-06,6.083081753713207e-06,5.087406592040251
ampliado_15pct,alta,Habitat,2018-06-15,252,6.369062131566165e-06,6.041422310577413e-06,5.144239673293696
ampliado_15pct,alta,Habitat,2018-06-18,252,6.3711632679392155e-06,6.046895475943892e-06,5.089616736508609
ampliado_15pct,alta,Habitat,2018-06-19,252,6.378680358207921e-06,6.054050838225499e-06,5.089289661061277
ampliado_15pct,alta,Habitat,2018-06-20,252,6.404677366950343e-06,6.085610790972499e-06,4.98177437671261
ampliado_15pct,alta,Habitat,2018-06-21,252,6.3526260764291654e-06,6.052619551831598e-06,4.722559158813298
ampliado_15pct,alta,Habitat,2018-06-22,252,6.3578480131512444e-06,6.05558826363519e-06,4.7541204019163095
ampliado_15pct,alta,Habitat,2018-06-25,252,6.351016306904524e-06,6.049591830273539e-06,4.746082549076288
ampliado_15pct,alta,Habitat,2018-06-26,252,6.383998564570997e-06,6.063549020711762e-06,5.0195741840798735
ampliado_15pct,alta,Habitat,2018-06-27,252,6.383603927075579e-06,6.062859257110799e-06,5.02450768607942
ampliado_15pct,alta,Habitat,2018-06-28,252,6.384499834523711e-06,6.052813865043802e-06,5.1951754730471
ampliado_15pct,alta,Habitat,2018-06-29,252,6.385383458253846e-06,6.0553021077118935e-06,5.169326990304466
ampliado_15pct,alta,Habitat,2018-07-02,252,6.41946383267639e-06,6.08554184036244e-06,5.20171156061692
ampliado_15pct,alta,Habitat,2018-07-03,252,6.4199055905066344e-06,6.084128612011276e-06,5.2302479181607495
ampliado_15pct,alta,Habitat,2018-07-06,252,6.416488505128143e-06,6.0833247760509125e-06,5.192306178230687
ampliado_15pct,alta,Habitat,2018-07-09,252,6.434795067363723e-06,6.104035037376409e-06,5.14017970307831
ampliado_15pct,alta,Habitat,2018-07-10,252,6.434974046643234e-06,6.105431192562956e-06,5.12112172778974
ampliado_15pct,alta,Habitat,2018-07-11,252,6.379198064571883e-06,6.054415700081293e-06,5.091272620838225
ampliado_15pct,alta,Habitat,2018-07-12,252,6.4005745169079554e-06,6.068238329974821e-06,5.192286818241473
ampliado_15pct,alta,Habitat,2018-07-13,252,6.404550236750848e-06,6.07432180540368e-06,5.156153346291803
ampliado_15pct,alta,Habitat,2018-07-16,252,6.369175269006358e-06,6.033113664605782e-06,5.276375514988832
ampliado_15pct,alta,Habitat,2018-07-17,252,6.372532558495012e-06,6.045171073782218e-06,5.137070414436716
ampliado_15pct,alta,Habitat,2018-07-18,252,6.368605363960769e-06,6.043086307522556e-06,5.111308329454498
ampliado_15pct,alta,Habitat,2018-07-19,252,6.364468335643343e-06,6.043639311758369e-06,5.040939902053011
ampliado_15pct,alta,Habitat,2018-07-20,252,6.367386090704177e-06,6.051827887873625e-06,4.95585155879332
ampliado_15pct,alta,Habitat,2018-07-23,252,6.387979778825729e-06,6.073324077421926e-06,4.925746672630278
ampliado_15pct,alta,Habitat,2018-07-24,252,6.392566743354404e-06,6.107152928640406e-06,4.46477645322529
ampliado_15pct,alta,Habitat,2018-07-25,252,6.343216970546501e-06,6.0600131306964605e-06,4.464672124019126
ampliado_15pct,alta,Habitat,2018-07-26,252,6.253919619656912e-06,5.969526093847301e-06,4.547444532477254
ampliado_15pct,alta,Habitat,2018-07-27,252,6.2424886668559625e-06,5.959345089517222e-06,4.535748360138327
ampliado_15pct,alta,Habitat,2018-07-30,252,6.214243469680152e-06,5.93321082497457e-06,4.522395140724127
ampliado_15pct,alta,Habitat,2018-07-31,252,6.215280260996866e-06,5.941857166801665e-06,4.399207802599508
ampliado_15pct,alta,Habitat,2018-08-01,252,6.245489174080534e-06,5.962259808608214e-06,4.534942861605665
ampliado_15pct,alta,Habitat,2018-08-02,252,6.205012677849935e-06,5.925371543231645e-06,4.506697232328413
ampliado_15pct,alta,Habitat,2018-08-03,252,6.204967454325776e-06,5.926878769879917e-06,4.481710605137674
ampliado_15pct,alta,Habitat,2018-08-06,252,6.164214340056383e-06,5.889416690555373e-06,4.457950913797978
ampliado_15pct,alta,Habitat,2018-08-07,252,6.164931581943661e-06,5.888280688802398e-06,4.4874933235518775
ampliado_15pct,alta,Habitat,2018-08-08,252,6.168699896559126e-06,5.889137866415187e-06,4.531944085979571
ampliado_15pct,alta,Habitat,2018-08-09,252,6.141891519916896e-06,5.865700746607778e-06,4.496835745364243
ampliado_15pct,alta,Habitat,2018-08-10,252,6.133838386029357e-06,5.8596521188584486e-06,4.470060179534639
ampliado_15pct,alta,Habitat,2018-08-13,252,6.135519126724476e-06,5.860643570627077e-06,4.480070071008723
ampliado_15pct,alta,Habitat,2018-08-14,252,6.133317629360349e-06,5.86582995525878e-06,4.361223244351452
ampliado_15pct,alta,Habitat,2018-08-15,252,6.135620695038057e-06,5.869903604982243e-06,4.33072876018398
ampliado_15pct,alta,Habitat,2018-08-16,252,6.131889870819873e-06,5.8675668783600185e-06,4.310628501625602
ampliado_15pct,alta,Habitat,2018-08-17,252,6.139748765414481e-06,5.868517362991153e-06,4.417630310073731
ampliado_15pct,alta,Habitat,2018-08-20,252,6.130161205160529e-06,5.858740648251664e-06,4.427625111724238
ampliado_15pct,alta,Habitat,2018-08-21,252,6.169594330482262e-06,5.893423386424202e-06,4.476322579161744
ampliado_15pct,alta,Habitat,2018-08-22,252,6.156588817486989e-06,5.883982195135702e-06,4.4278841812040985
ampliado_15pct,alta,Habitat,2018-08-23,252,6.175176631001305e-06,5.897714523964666e-06,4.493184950268347
ampliado_15pct,alta,Habitat,2018-08-24,252,6.1855787140837514e-06,5.92175365857326e-06,4.265163660593249
ampliado_15pct,alta,Habitat,2018-08-27,252,6.18314335021499e-06,5.918026288085192e-06,4.287739214724497
ampliado_15pct,alta,Habitat,2018-08-28,252,6.180131145264425e-06,5.91980386365797e-06,4.212326170552759
ampliado_15pct,alta,Habitat,2018-08-29,252,6.180500064797056e-06,5.924290487574136e-06,4.145450603297308
ampliado_15pct,alta,Habitat,2018-08-30,252,6.196834627129563e-06,5.951040190833314e-06,3.9664514399039783
ampliado_15pct,alta,Habitat,2018-08-31,252,6.191046643223055e-06,5.945019119552655e-06,3.973924569599391
ampliado_15pct,alta,Habitat,2018-09-05,252,6.217260849054344e-06,5.961952660979848e-06,4.106441635199026
ampliado_15pct,alta,Habitat,2018-09-06,252,6.212929689521453e-06,5.954888139465003e-06,4.153299054577346
ampliado_15pct,alta,Habitat,2018-09-07,252,6.193711619883615e-06,5.94102819594368e-06,4.079676927946534
ampliado_15pct,alta,Habitat,2018-09-10,252,6.1112177830224725e-06,5.879906742299033e-06,3.785023688176247
ampliado_15pct,alta,Habitat,2018-09-11,252,6.107249563440002e-06,5.87746065732096e-06,3.76255962249576
ampliado_15pct,alta,Habitat,2018-09-12,252,6.098116581815913e-06,5.865352628613495e-06,3.8169810314302755
ampliado_15pct,alta,Habitat,2018-09-14,252,6.093871101118699e-06,5.8567612216896096e-06,3.890956593840024
ampliado_15pct,alta,Habitat,2018-09-17,252,6.087928412360688e-06,5.856670157426966e-06,3.798636239943037
ampliado_15pct,alta,Habitat,2018-09-18,252,6.0832155904844525e-06,5.8502460131626365e-06,3.82971101149586
ampliado_15pct,alta,Habitat,2018-09-19,252,6.094229318039042e-06,5.867977044284969e-06,3.712565805234177
ampliado_15pct,alta,Habitat,2018-09-20,252,6.090757066033801e-06,5.8786503922557165e-06,3.482435294635791
ampliado_15pct,alta,Habitat,2018-09-21,252,6.098608987596062e-06,5.890819160504231e-06,3.4071675609053544
ampliado_15pct,alta,Habitat,2018-09-24,252,6.0954894215259625e-06,5.887295563384715e-06,3.415539651435036
ampliado_15pct,alta,Habitat,2018-09-25,252,6.090159175537749e-06,5.888278858846934e-06,3.3148610877315687
ampliado_15pct,alta,Habitat,2018-09-26,252,6.067013287514432e-06,5.8887970954163425e-06,2.937461707309069
ampliado_15pct,alta,Habitat,2018-09-27,252,6.0683830466761905e-06,5.8892269235549114e-06,2.952287648015356
ampliado_15pct,alta,Habitat,2018-09-28,252,6.055439372131878e-06,5.8812811588683455e-06,2.8760623723694887
ampliado_15pct,alta,Habitat,2018-10-01,252,6.055644110750519e-06,5.8836927836526786e-06,2.839521675201767
ampliado_15pct,alta,Habitat,2018-10-02,252,6.060607962710144e-06,5.89096293653132e-06,2.7991420534477665
ampliado_15pct,alta,Habitat,2018-10-03,252,6.0595965396312045e-06,5.891241529381501e-06,2.778320456628123
ampliado_15pct,alta,Habitat,2018-10-04,252,6.0734167507108946e-06,5.908793976532496e-06,2.710546319073682
ampliado_15pct,alta,Habitat,2018-10-05,252,6.098735465440576e-06,5.927975267642353e-06,2.799927932041999
ampliado_15pct,alta,Habitat,2018-10-08,252,6.074359126001155e-06,5.9084455758212e-06,2.7313753885536034
ampliado_15pct,alta,Habitat,2018-10-09,252,6.073567813230847e-06,5.915330910629438e-06,2.6053368871044853
ampliado_15pct,alta,Habitat,2018-10-10,252,6.0674422654159466e-06,5.910058975570296e-06,2.5938984329974764
ampliado_15pct,alta,Habitat,2018-10-11,252,6.069452317505713e-06,5.907794589526729e-06,2.6634648321187955
ampliado_15pct,alta,Habitat,2018-10-12,252,6.068705928583495e-06,5.911284985560078e-06,2.593978763775109
ampliado_15pct,alta,Habitat,2018-10-15,252,6.068585514153157e-06,5.911055269944252e-06,2.595831332384001
ampliado_15pct,alta,Habitat,2018-10-16,252,5.984716968498147e-06,5.826118629275581e-06,2.6500558014252418
ampliado_15pct,alta,Habitat,2018-10-17,252,5.9850903312056395e-06,5.826356076459821e-06,2.652161387075385
ampliado_15pct,alta,Habitat,2018-10-18,252,6.045948875046382e-06,5.896020637051141e-06,2.479813195477796
ampliado_15pct,alta,Habitat,2018-10-19,252,6.043215497982616e-06,5.8952202653072435e-06,2.4489484567409
ampliado_15pct,alta,Habitat,2018-10-22,252,6.012275413732536e-06,5.869146445278695e-06,2.38061230739567
ampliado_15pct,alta,Habitat,2018-10-23,252,6.05311681439274e-06,5.917786058536937e-06,2.235720208373012
ampliado_15pct,alta,Habitat,2018-10-24,252,6.059399552758886e-06,5.929891530994158e-06,2.137307841100561
ampliado_15pct,alta,Habitat,2018-10-25,252,6.042345863316188e-06,5.931987869527049e-06,1.8264097469020302
ampliado_15pct,alta,Habitat,2018-10-26,252,5.971972332370091e-06,5.877025754237053e-06,1.5898696921014859
ampliado_15pct,alta,Habitat,2018-10-29,252,5.979574091831158e-06,5.885406105671696e-06,1.5748276501516583
ampliado_15pct,alta,Habitat,2018-10-30,252,5.972008275988339e-06,5.885974758549921e-06,1.4406128300982532
ampliado_15pct,alta,Habitat,2018-10-31,252,5.975124793472918e-06,5.891199799642376e-06,1.4045730713812072
ampliado_15pct,alta,Habitat,2018-11-01,252,5.972469421512267e-06,5.8859313800480435e-06,1.448949092188259
ampliado_15pct,alta,Habitat,2018-11-02,252,5.9657988675944265e-06,5.884444696783139e-06,1.3636760577563976
ampliado_15pct,alta,Habitat,2018-11-05,252,6.014130303660503e-06,5.936461253755913e-06,1.2914427520354248
ampliado_15pct,alta,Habitat,2018-11-06,252,6.017518496088272e-06,5.944435673007701e-06,1.2145010128025173
ampliado_15pct,alta,Habitat,2018-11-07,252,6.0150485852117705e-06,5.941395016717064e-06,1.2244883387274095
ampliado_15pct,alta,Habitat,2018-11-08,252,5.982708604811329e-06,5.910940561552363e-06,1.199591155104043
ampliado_15pct,alta,Habitat,2018-11-09,252,5.991043011369594e-06,5.916181516378998e-06,1.24955696109219
