fecha,afp,rendimiento_simple,modelo,esquema_rezago,estimado,error,error_cuadrado,error_absoluto
2025-04-18,Habitat,0.0002394012108548,M0_sin_pesos,lag0_1_2,0.0014410616360634389,-0.001201660425208639,1.4439877775126069e-06,0.001201660425208639
2025-04-21,Habitat,-0.0039139704684726,M0_sin_pesos,lag0_1_2,0.0005423253650691991,-0.0044562958335418,1.9858572556042002e-05,0.0044562958335418
2025-04-22,Habitat,0.0079148442142824,M0_sin_pesos,lag0_1_2,0.0044086567005212525,0.0035061875137611474,1.2293350881654575e-05,0.0035061875137611474
2025-04-23,Habitat,0.0071527308813426,M0_sin_pesos,lag0_1_2,0.005502875875210559,0.0016498550061320406,2.722021541258956e-06,0.0016498550061320406
2025-04-24,Habitat,0.0099736735472792,M0_sin_pesos,lag0_1_2,0.0067088270954196285,0.0032648464518595715,1.0659222354220034e-05,0.0032648464518595715
2025-04-25,Habitat,0.0025418699290225,M0_sin_pesos,lag0_1_2,0.003652073419410656,-0.001110203490388156,1.2325517900700444e-06,0.001110203490388156
2025-04-28,Habitat,0.0011785468711118,M0_sin_pesos,lag0_1_2,0.0017525259976781946,-0.0005739791265663946,3.2945203773392123e-07,0.0005739791265663946
2025-04-29,Habitat,-0.0006448890373053,M0_sin_pesos,lag0_1_2,0.0012627163388122563,-0.0019076053761175563,3.6389582709926034e-06,0.0019076053761175563
2025-04-30,Habitat,0.0003226154234212,M0_sin_pesos,lag0_1_2,-0.0003032224648990125,0.0006258378883202125,3.9167306245710276e-07,0.0006258378883202125
2025-05-01,Habitat,-0.0033126124205984,M0_sin_pesos,lag0_1_2,0.00011366119623663494,-0.003426273616835035,1.1739350897419832e-05,0.003426273616835035
2025-05-02,Habitat,0.0093905979602355,M0_sin_pesos,lag0_1_2,0.0050493779632325405,0.004341219997002959,1.884619106237837e-05,0.004341219997002959
2025-05-05,Habitat,0.00395511301489,M0_sin_pesos,lag0_1_2,0.002847790109898723,0.0011073229049912772,1.2261640159183212e-06,0.0011073229049912772
2025-05-06,Habitat,-0.0010817681203172,M0_sin_pesos,lag0_1_2,0.0008998410426972242,-0.0019816091630144245,3.926774874942728e-06,0.0019816091630144245
2025-05-07,Habitat,-0.0029530698884644,M0_sin_pesos,lag0_1_2,-0.0016636634215759466,-0.0012894064668884536,1.6625690368537646e-06,0.0012894064668884536
