fecha,afp,rendimiento_simple,modelo,esquema_rezago,estimado,error,error_cuadrado,error_absoluto
2026-01-07,Integra,-0.0026519765513486,M0_sin_pesos,lag0,-0.0025239437785808784,-0.0001280327727677215,1.6392390902591004e-08,0.0001280327727677215
2026-01-08,Integra,-0.0007704881835004,M0_sin_pesos,lag0,0.0007836974931600244,-0.0015541856766604243,2.4154931175364212e-06,0.0015541856766604243
2026-01-09,Integra,0.0123360099370524,M0_sin_pesos,lag0,0.0031904322272611673,0.009145577709791231,8.364159164583022e-05,0.009145577709791231
2026-01-12,Integra,0.0145531111146253,M0_sin_pesos,lag0,0.0002976579180998029,0.014255453196525497,0.000203217945838329,0.014255453196525497
2026-01-13,Integra,0.0040650818929359,M0_sin_pesos,lag0,-0.0004929478528980671,0.0045580297458339665,2.0775635163907252e-05,0.0045580297458339665
2026-01-14,Integra,0.0040187122723633,M0_sin_pesos,lag0,0.0011894406803105507,0.0028292715920527492,8.004777741596699e-06,0.0028292715920527492
2026-01-15,Integra,0.0078505068863889,M0_sin_pesos,lag0,0.0014284093616974143,0.0064220975246914854,4.124333661664851e-05,0.0064220975246914854
2026-01-16,Integra,0.0040630088791324,M0_sin_pesos,lag0,-0.0005564927317545721,0.004619501610886972,2.133979513298733e-05,0.004619501610886972
2026-01-19,Integra,0.0003197097824849,M0_sin_pesos,lag0,0.0002976579180998029,2.205186438509712e-05,4.862847228587147e-10,2.205186438509712e-05
2026-01-20,Integra,0.0047839065421717,M0_sin_pesos,lag0,-0.0001275984476083695,0.004911504989780069,2.4122881264634516e-05,0.004911504989780069
2026-01-21,Integra,0.0057955335690889,M0_sin_pesos,lag0,0.003357094451906521,0.0024384391171823794,5.9459853282051815e-06,0.0024384391171823794
2026-01-22,Integra,0.0069073538028316,M0_sin_pesos,lag0,0.0019110431344078443,0.004996310668423755,2.496312029540503e-05,0.004996310668423755
2026-01-23,Integra,0.0081214082702509,M0_sin_pesos,lag0,0.0028240362254447035,0.005297372044806197,2.8062150581094187e-05,0.005297372044806197
2026-01-26,Integra,0.0136297560101192,M0_sin_pesos,lag0,0.0002976579180998029,0.013332098092019398,0.00017774483953522728,0.013332098092019398
2026-01-27,Integra,0.0089263521054596,M0_sin_pesos,lag0,0.003255852704210412,0.005670499401249187,3.215456345956739e-05,0.005670499401249187
2026-01-28,Integra,0.0058495991948763,M0_sin_pesos,lag0,0.0010846397724279238,0.004764959422448376,2.2704838297579558e-05,0.004764959422448376
2026-01-29,Integra,-0.0025222090856372,M0_sin_pesos,lag0,4.2360876440043256e-05,-0.0025645699620772434,6.577019090388874e-06,0.0025645699620772434
2026-01-30,Integra,-0.0317781286099834,M0_sin_pesos,lag0,-0.008015740112523866,-0.023762388497459534,0.0005646511071041971,0.023762388497459534
2026-02-02,Integra,0.0005618419448567,M0_sin_pesos,lag0,0.00191266420728528,-0.00135082226242858,1.8247207846726673e-06,0.00135082226242858
2026-02-03,Integra,0.0149450566829971,M0_sin_pesos,lag0,0.003085937367098185,0.011859119315898914,0.00014063871094872673,0.011859119315898914
2026-02-04,Integra,-0.0111837642805844,M0_sin_pesos,lag0,-0.00454008482852304,-0.00664367945206136,4.4138476661742334e-05,0.00664367945206136
2026-02-05,Integra,-0.014834699183131,M0_sin_pesos,lag0,-0.005940343372825549,-0.00889435581030545,7.910956528031433e-05,0.00889435581030545
2026-02-06,Integra,0.0203341447591889,M0_sin_pesos,lag0,0.007037286467703325,0.013296858291485577,0.00017680644042384873,0.013296858291485577
2026-02-09,Integra,0.018701861986853,M0_sin_pesos,lag0,0.0002976579180998029,0.018404204068753195,0.00033871472740431164,0.018404204068753195
2026-02-10,Integra,-0.0046031817702227,M0_sin_pesos,lag0,-0.0018113428050597089,-0.0027918389651629917,7.794364807402364e-06,0.0027918389651629917
2026-02-11,Integra,0.0061751508337777,M0_sin_pesos,lag0,0.002028675940261969,0.004146474893515731,1.719325404255629e-05,0.004146474893515731
2026-02-12,Integra,-0.0196149396768419,M0_sin_pesos,lag0,-0.005991522307868962,-0.013623417368972938,0.0001855975008092335,0.013623417368972938
2026-02-13,Integra,0.003500188323235,M0_sin_pesos,lag0,0.0003371144227078969,0.003163073900527103,1.0005036500195742e-05,0.003163073900527103
2026-02-16,Integra,-0.00117683368684,M0_sin_pesos,lag0,0.0002976579180998029,-0.0014744916049398028,2.1741254930379552e-06,0.0014744916049398028
2026-02-17,Integra,-0.0078245293566768,M0_sin_pesos,lag0,0.000495165826298155,-0.008319695182974955,6.921732793761666e-05,0.008319695182974955
2026-02-18,Integra,0.009389058775113,M0_sin_pesos,lag0,0.0028132357271810756,0.006575823047931925,4.324144875771271e-05,0.006575823047931925
2026-02-19,Integra,9.550723760121116e-05,M0_sin_pesos,lag0,0.0007181628386566635,-0.0006226556010554523,3.876999975257266e-07,0.0006226556010554523
2026-02-20,Integra,0.0099644622922827,M0_sin_pesos,lag0,0.003865150395973394,0.006099311896309306,3.720160560846022e-05,0.006099311896309306
2026-02-23,Integra,0.0050731426979937,M0_sin_pesos,lag0,0.0002976579180998029,0.004775484779893898,2.280525488299827e-05,0.004775484779893898
2026-02-24,Integra,0.0071696918034327,M0_sin_pesos,lag0,0.00347263074402668,0.0036970610594060202,1.3668260476976365e-05,0.0036970610594060202
2026-02-25,Integra,0.0086862187872882,M0_sin_pesos,lag0,0.0032421221711802155,0.005444096616107985,2.963818796551841e-05,0.005444096616107985
2026-02-26,Integra,-0.0027106890998798,M0_sin_pesos,lag0,-0.0013234453041049542,-0.0013872437957748456,1.9244453489158013e-06,0.0013872437957748456
2026-02-27,Integra,0.0034463937082915,M0_sin_pesos,lag0,-0.000667416095960329,0.004113809804251829,1.692343110555847e-05,0.004113809804251829
2026-03-02,Integra,-0.0010341031671295,M0_sin_pesos,lag0,0.0002976579180998029,-0.001331761085229303,1.7735875881311312e-06,0.001331761085229303
2026-03-03,Integra,-0.0369013435345453,M0_sin_pesos,lag0,-0.009799300405270711,-0.02710204312927459,0.00073452074178106,0.02710204312927459
2026-03-04,Integra,0.0089011004134207,M0_sin_pesos,lag0,0.0033904707132907134,0.005510629700129987,3.0367039691954715e-05,0.005510629700129987
2026-03-05,Integra,-0.018162930909148,M0_sin_pesos,lag0,-0.006675551318674856,-0.011487379590473145,0.00013195988985561895,0.011487379590473145
2026-03-06,Integra,-0.0064770092865843,M0_sin_pesos,lag0,-0.004521636266487652,-0.001955373020096648,3.823483647721887e-06,0.001955373020096648
2026-03-09,Integra,0.0047794799029992,M0_sin_pesos,lag0,0.0002976579180998029,0.004481821984899398,2.0086728304327576e-05,0.004481821984899398
2026-03-10,Integra,0.0066881804078218,M0_sin_pesos,lag0,0.003017808501005642,0.0036703719068161577,1.3471629934345277e-05,0.0036703719068161577
2026-03-11,Integra,-0.0054143724816231,M0_sin_pesos,lag0,-0.0014257854689520221,-0.003988587012671078,1.5908826357648393e-05,0.003988587012671078
2026-03-12,Integra,-0.0187374488594143,M0_sin_pesos,lag0,-0.006568544355141404,-0.012168904504272895,0.00014808223683411318,0.012168904504272895
2026-03-13,Integra,-0.0135927491170666,M0_sin_pesos,lag0,-0.002877859505072911,-0.01071488961199369,0.00011480885939721029,0.01071488961199369
2026-03-16,Integra,0.0096063584902315,M0_sin_pesos,lag0,0.0002976579180998029,0.009308700572131698,8.665190634160499e-05,0.009308700572131698
2026-03-17,Integra,0.0012127019818322,M0_sin_pesos,lag0,0.0012697512443899104,-5.704926255771037e-05,3.2546183583785744e-09,5.704926255771037e-05
2026-03-18,Integra,-0.0190068653722793,M0_sin_pesos,lag0,-0.006499512872145835,-0.012507352500133464,0.0001564338665625948,0.012507352500133464
2026-03-19,Integra,-0.0169033921243896,M0_sin_pesos,lag0,-0.0016732106883158662,-0.015230181436073733,0.00023195842657572496,0.015230181436073733
2026-03-20,Integra,-0.0231633064294157,M0_sin_pesos,lag0,-0.0068187937953662955,-0.016344512634049402,0.00026714309324460053,0.016344512634049402
2026-03-23,Integra,0.0242931990169086,M0_sin_pesos,lag0,0.0002976579180998029,0.023995541098808797,0.000575785992624622,0.023995541098808797
2026-03-24,Integra,0.0011594002306192,M0_sin_pesos,lag0,-0.0012505060271939634,0.0024099062578131635,5.807648171447046e-06,0.0024099062578131635
2026-03-25,Integra,0.0164939779412987,M0_sin_pesos,lag0,0.004073450465606796,0.012420527475691903,0.0001542695027744175,0.012420527475691903
2026-03-26,Integra,-0.0217969638859623,M0_sin_pesos,lag0,-0.007078975635946981,-0.014717988250015319,0.000216619178127589,0.014717988250015319
2026-03-27,Integra,0.0015719161883644,M0_sin_pesos,lag0,-0.0019898526008139236,0.0035617687891783237,1.2686196907564822e-05,0.0035617687891783237
2026-03-30,Integra,-0.0047597783286559,M0_sin_pesos,lag0,0.0002976579180998029,-0.005057436246755703,2.557766138999841e-05,0.005057436246755703
2026-03-31,Integra,0.0300196075953032,M0_sin_pesos,lag0,0.011501209136983206,0.01851839845831999,0.00034293108146110824,0.01851839845831999
2026-04-01,Integra,0.0194686756148385,M0_sin_pesos,lag0,0.0036814564658512656,0.015787219148987234,0.0002492362884581492,0.015787219148987234
2026-04-02,Integra,-0.0081686428756084,M0_sin_pesos,lag0,-0.001408352953010289,-0.006760289922598112,4.5701519837581586e-05,0.006760289922598112
2026-04-03,Integra,-7.825299494612636e-05,M0_sin_pesos,lag0,0.0002967745121236404,-0.00037502750706976676,1.4064563105896396e-07,0.00037502750706976676
2026-04-06,Integra,-0.0016338214418309,M0_sin_pesos,lag0,0.0002976579180998029,-0.0019314793599307027,3.730612517838317e-06,0.0019314793599307027
2026-04-07,Integra,-0.0005223735092173,M0_sin_pesos,lag0,-0.00018060123755537865,-0.0003417722716619213,1.1680828567695015e-07,0.0003417722716619213
2026-04-08,Integra,0.0351228188466619,M0_sin_pesos,lag0,0.01082218223691388,0.02430063660974802,0.0005905209396390257,0.02430063660974802
2026-04-09,Integra,0.0011918359039022,M0_sin_pesos,lag0,0.000915858111744163,0.00027597779215803703,7.616374176442469e-08,0.00027597779215803703
2026-04-10,Integra,0.0052531030168943,M0_sin_pesos,lag0,0.0005360428658847882,0.004717060151009512,2.2250656468241877e-05,0.004717060151009512
2026-04-13,Integra,0.0049270684072371,M0_sin_pesos,lag0,0.0002976579180998029,0.004629410489137297,2.143144147693443e-05,0.004629410489137297
2026-04-14,Integra,0.008119222165104,M0_sin_pesos,lag0,0.0021942350390406922,0.005924987126063309,3.5105472444015946e-05,0.005924987126063309
2026-04-15,Integra,-0.0116425250946352,M0_sin_pesos,lag0,-0.0025852163500561434,-0.009057308744579056,8.203484169462824e-05,0.009057308744579056
2026-04-16,Integra,0.0118896457113084,M0_sin_pesos,lag0,0.0021440848771546745,0.009745560834153726,9.497595597219106e-05,0.009745560834153726
2026-04-17,Integra,0.007230911666304,M0_sin_pesos,lag0,0.0028665623445219466,0.004364349321782054,1.9047545002539476e-05,0.004364349321782054
2026-04-20,Integra,-0.0051175643128982,M0_sin_pesos,lag0,0.0002976579180998029,-0.005415222230998003,2.9324631811094988e-05,0.005415222230998003
2026-04-21,Integra,-0.0178597881583406,M0_sin_pesos,lag0,-0.004675914250592176,-0.013183873907748424,0.00017381453121540969,0.013183873907748424
2026-04-22,Integra,0.015783902382783,M0_sin_pesos,lag0,0.004021720485759013,0.011762181897023986,0.00013834892297867878,0.011762181897023986
2026-04-23,Integra,-0.0066062316336389,M0_sin_pesos,lag0,-0.0036155742955451173,-0.0029906573380937824,8.944031313894189e-06,0.0029906573380937824
2026-04-24,Integra,0.0140210229257471,M0_sin_pesos,lag0,0.0024361396358618887,0.01158488328988521,0.00013420952084026156,0.01158488328988521
2026-04-27,Integra,-0.0028081027626296,M0_sin_pesos,lag0,0.0002976579180998029,-0.003105760680729403,9.645749405964764e-06,0.003105760680729403
2026-04-28,Integra,-0.0163667332623816,M0_sin_pesos,lag0,-0.003281221149200186,-0.013085512113181414,0.00017123062726421754,0.013085512113181414
2026-04-29,Integra,-0.0042589384036225,M0_sin_pesos,lag0,-0.0017551986795956752,-0.002503739724026825,6.268712605669922e-06,0.002503739724026825
2026-04-30,Integra,0.0167717167293113,M0_sin_pesos,lag0,0.004825828139689423,0.011945888589621877,0.00014270425419565816,0.011945888589621877
2026-05-01,Integra,-0.004647962371078,M0_sin_pesos,lag0,-0.00022015528704412012,-0.00442780708403388,1.9605475573420613e-05,0.00442780708403388
2026-05-04,Integra,-0.0051926546191151,M0_sin_pesos,lag0,0.0002976579180998029,-0.005490312537214903,3.0143531756299142e-05,0.005490312537214903
2026-05-05,Integra,0.0086677591830093,M0_sin_pesos,lag0,0.003387077546205927,0.005280681636803373,2.788559854927235e-05,0.005280681636803373
2026-05-06,Integra,0.0251464114242208,M0_sin_pesos,lag0,0.007373365408327382,0.01777304601589342,0.00031588116468306493,0.01777304601589342
2026-05-07,Integra,-0.0054074838737034,M0_sin_pesos,lag0,-0.001330162250545956,-0.004077321623157444,1.6624551618667253e-05,0.004077321623157444
2026-05-08,Integra,0.0157456699535334,M0_sin_pesos,lag0,0.004269334892055455,0.011476335061477943,0.00013170626644330794,0.011476335061477943
2026-05-11,Integra,0.0142597856120163,M0_sin_pesos,lag0,0.0002976579180998029,0.013962127693916497,0.00019494100974123,0.013962127693916497
2026-05-12,Integra,-0.0075752216335098,M0_sin_pesos,lag0,-0.0008689906891201815,-0.006706230944389619,4.497353347948888e-05,0.006706230944389619
2026-05-13,Integra,0.0055663063599957,M0_sin_pesos,lag0,0.0023445988543316005,0.0032217075056640994,1.0379399252052394e-05,0.0032217075056640994
2026-05-14,Integra,-0.0026286314605022,M0_sin_pesos,lag0,-2.858825059703205e-05,-0.0026000432099051677,6.760224693373968e-06,0.0026000432099051677
2026-05-15,Integra,-0.0284807741628457,M0_sin_pesos,lag0,-0.007544742939018552,-0.020936031223827145,0.00043831740340506513,0.020936031223827145
2026-05-18,Integra,-0.0075155765024575,M0_sin_pesos,lag0,0.0002976579180998029,-0.007813234420557303,6.104663211058142e-05,0.007813234420557303
2026-05-19,Integra,-0.0107673154583217,M0_sin_pesos,lag0,-0.0024172033442502903,-0.008350112114071408,6.972437231756209e-05,0.008350112114071408
2026-05-20,Integra,0.0154822693151379,M0_sin_pesos,lag0,0.0054497451968424145,0.010032524118295486,0.00010065154018418061,0.010032524118295486
2026-05-21,Integra,0.0052392462857835,M0_sin_pesos,lag0,0.002475907254874171,0.0027633390309093286,7.636042599746907e-06,0.0027633390309093286
2026-05-22,Integra,0.0010897347093572,M0_sin_pesos,lag0,-0.00045782943374898403,0.001547564143106184,2.3949547770279776e-06,0.001547564143106184
2026-05-25,Integra,0.0007407778125885,M0_sin_pesos,lag0,0.0002976579180998029,0.00044311989448869715,1.963552408916741e-07,0.00044311989448869715
2026-05-26,Integra,0.0266587792762191,M0_sin_pesos,lag0,0.00010758175368821415,0.026551197522530885,0.0007049660898804502,0.026551197522530885
2026-05-27,Integra,-0.0080599297843373,M0_sin_pesos,lag0,-0.001213683277421352,-0.006846246506915949,4.687109123345883e-05,0.006846246506915949
2026-05-28,Integra,0.0058496767220839,M0_sin_pesos,lag0,0.0016835381006179836,0.004166138621465917,1.735671101326993e-05,0.004166138621465917
2026-05-29,Integra,0.0098702417944547,M0_sin_pesos,lag0,0.0013473004416097523,0.008522941352844947,7.264052930403445e-05,0.008522941352844947
2026-06-22,Integra,0.0330776999258504,M0_sin_pesos,lag0,0.0002976579180998029,0.032780042007750594,0.0010745311540298935,0.032780042007750594
2026-06-23,Integra,-0.0369890569873084,M0_sin_pesos,lag0,-0.008997972705747571,-0.02799108428156083,0.0007835007992574417,0.02799108428156083
2026-06-24,Integra,-0.0029024374260131,M0_sin_pesos,lag0,-0.0020450858699424396,-0.0008573515560706606,7.35051690696783e-07,0.0008573515560706606
2026-06-25,Integra,0.0128150674617817,M0_sin_pesos,lag0,0.0009718105377204687,0.011843256924061232,0.0001402627345693243,0.011843256924061232
2026-06-26,Integra,-0.0132200208754923,M0_sin_pesos,lag0,-0.00044532503512822633,-0.012774695840364073,0.00016319285381381513,0.012774695840364073
2026-06-29,Integra,0.0037151622277631,M0_sin_pesos,lag0,0.0002976579180998029,0.003417504309663297,1.167933570656721e-05,0.003417504309663297
2026-06-30,Integra,0.0136811510702927,M0_sin_pesos,lag0,0.00346810475449946,0.010213046315793239,0.00010430631504853785,0.010213046315793239
2025-01-02,Integra,-0.0002710882096361,M1_pesos_reales,lag0,0.0008643964248366608,-0.0011354846344727608,1.289325355123739e-06,0.0011354846344727608
2025-01-03,Integra,0.0043257248853023,M1_pesos_reales,lag0,0.0016010926364591665,0.002724632248843133,7.423620891435988e-06,0.002724632248843133
2025-01-06,Integra,0.0069627353551768,M1_pesos_reales,lag0,0.0002757731682814438,0.006686962186895356,4.471546328896833e-05,0.006686962186895356
2025-01-07,Integra,-0.0013769541691734,M1_pesos_reales,lag0,-0.0025263436015332177,0.0011493894323598177,1.3210960672204238e-06,0.0011493894323598177
2025-01-08,Integra,0.0011825162869563,M1_pesos_reales,lag0,0.0012335638422479752,-5.104755529167508e-05,2.605852901256625e-09,5.104755529167508e-05
2025-01-09,Integra,-0.0017216628176959,M1_pesos_reales,lag0,0.00017626168389391333,-0.0018979245015898134,3.6021174137349414e-06,0.0018979245015898134
2025-01-10,Integra,-0.0064877774542171,M1_pesos_reales,lag0,-0.00012568826273743854,-0.006362089191479662,4.047617888034233e-05,0.006362089191479662
2025-01-13,Integra,-0.0019026536017209,M1_pesos_reales,lag0,0.0002757731682814438,-0.002178426770002344,4.745543192262844e-06,0.002178426770002344
2025-01-14,Integra,0.0022790872413225,M1_pesos_reales,lag0,0.002575172816882472,-0.00029608557555997183,8.766666805467979e-08,0.00029608557555997183
2025-01-15,Integra,0.0057666097337871,M1_pesos_reales,lag0,0.003891251635766791,0.0018753580980203095,3.5169679958103526e-06,0.0018753580980203095
2025-01-16,Integra,-0.0019954164667633,M1_pesos_reales,lag0,-0.0005388682640122706,-0.0014565482027510297,2.1215326669372547e-06,0.0014565482027510297
2025-01-17,Integra,0.0021206426626865,M1_pesos_reales,lag0,0.00032465177429628694,0.0017959908883902133,3.2255832711806675e-06,0.0017959908883902133
2025-01-20,Integra,-0.0010518856070698,M1_pesos_reales,lag0,0.0002757731682814438,-0.001327658775351244,1.7626778237671647e-06,0.001327658775351244
2025-01-21,Integra,0.0037913254123429,M1_pesos_reales,lag0,0.0004090252532143036,0.0033823001591285966,1.143995436644133e-05,0.0033823001591285966
2025-01-22,Integra,-0.000174285487856,M1_pesos_reales,lag0,-0.0005476331556100571,0.00037334766775405713,1.3938848101739382e-07,0.00037334766775405713
2025-01-23,Integra,-0.0005940047267879,M1_pesos_reales,lag0,0.0006740404214036731,-0.0012680451481915731,1.6079384978521887e-06,0.0012680451481915731
2025-01-24,Integra,-0.0019368013020177,M1_pesos_reales,lag0,1.3891570024787253e-05,-0.0019506928720424872,3.8052026810373676e-06,0.0019506928720424872
2025-01-27,Integra,-0.0109735831490802,M1_pesos_reales,lag0,0.0002757731682814438,-0.011249356317361644,0.00012654801755496433,0.011249356317361644
2025-01-28,Integra,0.0008190428846093,M1_pesos_reales,lag0,0.0017941147021117523,-0.0009750718175024523,9.507650492875357e-07,0.0009750718175024523
2025-01-29,Integra,-0.0023842598220414,M1_pesos_reales,lag0,0.0008937755281078985,-0.0032780353501492983,1.0745515756828433e-05,0.0032780353501492983
2025-01-30,Integra,0.0061229786745191,M1_pesos_reales,lag0,0.003526664673311732,0.0025963140012073677,6.7408463928654115e-06,0.0025963140012073677
2025-01-31,Integra,-0.0022474898007244,M1_pesos_reales,lag0,-0.0029803815343283444,0.0007328917336039444,5.37130293184995e-07,0.0007328917336039444
2025-02-03,Integra,-0.0065852076212139,M1_pesos_reales,lag0,0.0002757731682814438,-0.006860980789495343,4.7073057393824144e-05,0.006860980789495343
2025-02-04,Integra,0.0053146203137077,M1_pesos_reales,lag0,0.004861245811411473,0.0004533745022962275,2.05548439332352e-07,0.0004533745022962275
2025-02-05,Integra,0.0058100574578838,M1_pesos_reales,lag0,0.0021438223450876426,0.0036662351127961573,1.3441279902299452e-05,0.0036662351127961573
2025-02-06,Integra,0.0016199597480988,M1_pesos_reales,lag0,0.00247785934515664,-0.0008578995970578401,7.359917186320044e-07,0.0008578995970578401
2025-02-07,Integra,-0.0041416492865744,M1_pesos_reales,lag0,-0.0019018364475846944,-0.0022398128389897057,5.016761553703125e-06,0.0022398128389897057
2025-02-10,Integra,0.0020689858126441,M1_pesos_reales,lag0,0.0002757731682814438,0.0017932126443626563,3.2156115879021104e-06,0.0017932126443626563
2025-02-11,Integra,-0.0020887196451468,M1_pesos_reales,lag0,-0.0033411794326326473,0.0012524597874858474,1.5686555192690941e-06,0.0012524597874858474
2025-02-12,Integra,-0.0007808565570408,M1_pesos_reales,lag0,0.001605730673226912,-0.002386587230267712,5.695798607676908e-06,0.002386587230267712
2025-02-13,Integra,0.0043281210967816,M1_pesos_reales,lag0,0.00308365359681159,0.0012444674999700098,1.5486993584816063e-06,0.0012444674999700098
2025-02-14,Integra,-0.0008021245306791,M1_pesos_reales,lag0,0.0006274573712923849,-0.001429581901971485,2.0437044144444087e-06,0.001429581901971485
2025-02-17,Integra,-3.980264492686736e-05,M1_pesos_reales,lag0,0.0002757731682814438,-0.00031557581320831114,9.958809388208689e-08,0.00031557581320831114
2025-02-18,Integra,-0.0001998039120839,M1_pesos_reales,lag0,0.0002447446231162686,-0.0004445485352001686,1.9762340014861555e-07,0.0004445485352001686
2025-02-19,Integra,-0.0005249416203849,M1_pesos_reales,lag0,-0.0009763610030981068,0.0004514193827132067,2.037794590891726e-07,0.0004514193827132067
2025-02-20,Integra,-0.0056377565461354,M1_pesos_reales,lag0,0.0012481936975191359,-0.006885950243654536,4.741631075808596e-05,0.006885950243654536
2025-02-21,Integra,-0.0096470666800672,M1_pesos_reales,lag0,-0.005641705843653042,-0.004005360836414158,1.6042915429880323e-05,0.004005360836414158
2025-02-24,Integra,-0.006014914767065,M1_pesos_reales,lag0,0.0002757731682814438,-0.006290687935346443,3.9572754699913295e-05,0.006290687935346443
2025-02-25,Integra,-0.0079506871038042,M1_pesos_reales,lag0,-0.000250805305134348,-0.007699881798669851,5.928817971348726e-05,0.007699881798669851
2025-02-26,Integra,0.0018929908993741,M1_pesos_reales,lag0,0.0020713747213739475,-0.00017838382199984759,3.182078795127331e-08,0.00017838382199984759
2025-02-27,Integra,-0.0114936082504688,M1_pesos_reales,lag0,-0.005296469446088483,-0.006197138804380318,3.840452936075632e-05,0.006197138804380318
2025-02-28,Integra,0.007287682877646,M1_pesos_reales,lag0,0.0023666191184476353,0.0049210637591983655,2.4216868522095548e-05,0.0049210637591983655
2025-03-03,Integra,-0.0063097866063196,M1_pesos_reales,lag0,0.0002757731682814438,-0.006585559774601043,4.336959754484334e-05,0.006585559774601043
2025-03-04,Integra,-0.0095490471453606,M1_pesos_reales,lag0,-0.0010240125464756917,-0.008525034598884908,7.267621491218476e-05,0.008525034598884908
2025-03-05,Integra,0.0054419682353594,M1_pesos_reales,lag0,0.005939480700583436,-0.0004975124652240367,2.475186530532983e-07,0.0004975124652240367
2025-03-06,Integra,-0.0060768836638885,M1_pesos_reales,lag0,-0.0026746757448874716,-0.003402207919001028,1.1575018724113306e-05,0.003402207919001028
2025-03-07,Integra,0.0012825001501242,M1_pesos_reales,lag0,0.001645271492774984,-0.00036277134265078406,1.3160304704865257e-07,0.00036277134265078406
2025-03-10,Integra,-0.0118116530425241,M1_pesos_reales,lag0,0.0002757731682814438,-0.012087426210805545,0.0001461058724016689,0.012087426210805545
2025-03-11,Integra,-0.0011827252490739,M1_pesos_reales,lag0,0.0009675026454994232,-0.002150227894573323,4.623479998601226e-06,0.002150227894573323
2025-03-12,Integra,0.0029843813688068,M1_pesos_reales,lag0,0.0033565172504221507,-0.0003721358816153506,1.3848511438563425e-07,0.0003721358816153506
2025-03-13,Integra,-3.524620401973433e-05,M1_pesos_reales,lag0,-6.272372614147926e-05,2.7477522121744936e-05,7.550142219509823e-10,2.7477522121744936e-05
2025-03-14,Integra,0.0087432216084266,M1_pesos_reales,lag0,0.006800247737999911,0.0019429738704266888,3.7751474611608674e-06,0.0019429738704266888
2025-03-17,Integra,0.0037705224306203,M1_pesos_reales,lag0,0.0002757731682814438,0.003494749262338856,1.2213272406617979e-05,0.003494749262338856
2025-03-18,Integra,-0.000586283856243,M1_pesos_reales,lag0,-0.0007288053056081638,0.00014252144936516384,2.031236352914696e-08,0.00014252144936516384
2025-03-19,Integra,0.0031926422052912,M1_pesos_reales,lag0,0.0020600912683888368,0.0011325509369023634,1.282671624678421e-06,0.0011325509369023634
2025-03-20,Integra,0.0001153493847478,M1_pesos_reales,lag0,-0.0002821775429217991,0.00039752692766959906,1.5802765822243063e-07,0.00039752692766959906
2025-03-21,Integra,0.0039419053335618,M1_pesos_reales,lag0,0.00011096875762509687,0.003830936575936703,1.467607504884963e-05,0.003830936575936703
2025-03-24,Integra,0.0083181108442167,M1_pesos_reales,lag0,0.0002757731682814438,0.008042337675935256,6.46791952937677e-05,0.008042337675935256
2025-03-25,Integra,0.0034882260683843,M1_pesos_reales,lag0,0.0020537011178530917,0.0014345249505312084,2.0578618336965658e-06,0.0014345249505312084
2025-03-26,Integra,-0.0063155069659752,M1_pesos_reales,lag0,-0.003855129460655344,-0.0024603775053198564,6.05345746868396e-06,0.0024603775053198564
2025-03-27,Integra,0.0013646600513539,M1_pesos_reales,lag0,0.0010465680283067143,0.00031809202304718576,1.0118253512625135e-07,0.00031809202304718576
2025-03-28,Integra,-0.0061904672445967,M1_pesos_reales,lag0,-0.0050431146234195265,-0.0011473526211771739,1.3164180373221314e-06,0.0011473526211771739
2025-03-31,Integra,0.0031693992316761,M1_pesos_reales,lag0,0.0002757731682814438,0.002893626063394656,8.373071794756854e-06,0.002893626063394656
2025-04-01,Integra,0.0015339440619595,M1_pesos_reales,lag0,0.0028509490117494714,-0.0013170049497899714,1.734502037771285e-06,0.0013170049497899714
2025-04-02,Integra,-0.0005562160731331,M1_pesos_reales,lag0,0.0016785751455010004,-0.0022347912186341003,4.994291790884087e-06,0.0022347912186341003
2025-04-03,Integra,-0.0231901692456882,M1_pesos_reales,lag0,-0.010953919239226416,-0.012236250006461783,0.00014972581422063598,0.012236250006461783
2025-04-04,Integra,-0.0304734619557323,M1_pesos_reales,lag0,-0.020717726124395437,-0.009755735831336862,9.517438161082994e-05,0.009755735831336862
2025-04-07,Integra,-0.0063431590854643,M1_pesos_reales,lag0,0.0002757731682814438,-0.006618932253745743,4.38102641796757e-05,0.006618932253745743
2025-04-08,Integra,0.001564375438767,M1_pesos_reales,lag0,-0.004030363248440397,0.005594738687207397,3.1301100978135146e-05,0.005594738687207397
2025-04-09,Integra,0.0231792438865721,M1_pesos_reales,lag0,0.024083610962140088,-0.000904367075567989,8.178798073713968e-07,0.000904367075567989
2025-04-10,Integra,-0.0075726107814848,M1_pesos_reales,lag0,-0.007045357223643118,-0.0005272535578416818,2.779963142567117e-07,0.0005272535578416818
2025-04-11,Integra,0.0094341132752238,M1_pesos_reales,lag0,0.007020590281683002,0.002413522993540798,5.825093240350134e-06,0.002413522993540798
2025-04-14,Integra,0.0070070112634448,M1_pesos_reales,lag0,0.0002757731682814438,0.006731238095163357,4.530956629377842e-05,0.006731238095163357
2025-04-15,Integra,0.0027067033224807,M1_pesos_reales,lag0,0.0003643379877396264,0.0023423653347410737,5.486675361396662e-06,0.0023423653347410737
2025-04-16,Integra,-0.0091245222740715,M1_pesos_reales,lag0,-0.0020834842014012026,-0.007041038072670296,4.957621714079264e-05,0.007041038072670296
2025-04-17,Integra,-0.0020712569743609,M1_pesos_reales,lag0,0.0005633888562150155,-0.002634645830575916,6.941358652571057e-06,0.002634645830575916
