fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,motivo,fuente,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,42,Integra,3,13066.64206976,miles_soles,0.0038457955693945,,,,,2462373.921423915,0.530652227757674,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,36.0,INTL FCStone Financial Inc.,,,entidad_sin_isin,,,0.6241271791179636
2026-01-30,CA-0001-en2026.XLS,10,43,Integra,3,13066.64206976,miles_soles,0.0038457955693945,,,,,2462373.921423915,0.530652227757674,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,37.0,USD,,,entidad_sin_isin,,,0.6241271791179636
2026-01-30,CA-0001-en2026.XLS,10,479,Integra,3,55701.8432828948,miles_soles,0.0163942580626916,,,,,2462373.921423915,2.2621196073537093,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,227.0,"Coller International General Partner VIII,L.P",,,entidad_sin_isin,,,2.660594369557301
2026-01-30,CA-0001-en2026.XLS,10,523,Integra,3,41166.7272217018,miles_soles,0.0121162588146569,,,,,2462373.921423915,1.6718308646599196,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,269.0,Lexington Partners GP Holdings IX LLC,,,entidad_sin_isin,,,1.9663256403005875
2026-01-30,CA-0001-en2026.XLS,10,524,Integra,3,41166.7272217018,miles_soles,0.0121162588146569,,,,USD,2462373.921423915,1.6718308646599196,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,270.0,"LCP IX Peru, L.P",,,entidad_sin_isin,,,1.9663256403005875
2026-01-30,CA-0001-en2026.XLS,10,634,Integra,3,21312.98829288,miles_soles,0.0062728737429035,,,,USD,2462373.921423915,0.8655463781290925,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,328.0,CITIBANK N.A.,,,entidad_sin_isin,,,1.018013288402083
2026-01-30,CA-0001-en2026.XLS,10,635,Integra,3,21312.98829288,miles_soles,0.0062728737429035,,,,USD,2462373.921423915,0.8655463781290925,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,329.0,CITIBANK N.A.,,,entidad_sin_isin,,,1.018013288402083
2026-01-30,CA-0001-en2026.XLS,10,636,Integra,3,23879.12,miles_soles,0.0070281418444584,,,,USD,2462373.921423915,0.9697601080095684,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,330.0,JP Morgan Chase Bank N.A,,,entidad_sin_isin,,,1.1405843770612356
2026-01-30,CA-0001-en2026.XLS,10,637,Integra,3,23879.12,miles_soles,0.0070281418444584,,,,USD,2462373.921423915,0.9697601080095684,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,331.0,JP Morgan Chase Bank N.A,,,entidad_sin_isin,,,1.1405843770612356
2026-01-30,CA-0001-en2026.XLS,10,638,Integra,3,1616.64,miles_soles,0.0004758121417969,,,,USD,2462373.921423915,0.0656537167622839,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,332.0,The Bank of Nova Scotia,,,entidad_sin_isin,,,0.07721868843291864
