escenario,variante_confianza,afp,periodo_anterior,periodo_actual,salto_meses,comparacion_consecutiva,turnover_factores
ampliado_15pct,alta_media,Integra,2015-05,2015-06,1,True,0.02860663698033379
ampliado_15pct,alta_media,Integra,2015-06,2015-07,1,True,0.03951341523689225
ampliado_15pct,alta_media,Integra,2015-07,2015-08,1,True,0.13351554399017612
ampliado_15pct,alta_media,Integra,2015-08,2015-09,1,True,0.05189345343694433
ampliado_15pct,alta_media,Integra,2015-09,2015-10,1,True,0.05543503684307635
ampliado_15pct,alta_media,Integra,2015-10,2015-11,1,True,0.035950179223385934
ampliado_15pct,alta_media,Integra,2015-11,2015-12,1,True,0.05315689498159478
ampliado_15pct,alta_media,Integra,2015-12,2016-01,1,True,0.04746038742883878
ampliado_15pct,alta_media,Integra,2016-01,2016-02,1,True,0.04092880585323855
ampliado_15pct,alta_media,Integra,2016-02,2016-03,1,True,0.03017307440685509
ampliado_15pct,alta_media,Integra,2016-03,2016-04,1,True,0.03098878860141923
ampliado_15pct,alta_media,Integra,2016-04,2016-05,1,True,0.042753647509080804
ampliado_15pct,alta_media,Integra,2016-05,2016-06,1,True,0.026328032989675627
ampliado_15pct,alta_media,Integra,2016-06,2016-07,1,True,0.03501892150765448
ampliado_15pct,alta_media,Integra,2016-07,2016-08,1,True,0.04989051349306568
ampliado_15pct,alta_media,Integra,2016-08,2016-09,1,True,0.034675810653254376
ampliado_15pct,alta_media,Integra,2016-09,2016-10,1,True,0.013152162435432133
ampliado_15pct,alta_media,Integra,2016-10,2016-11,1,True,0.0994934311551151
ampliado_15pct,alta_media,Integra,2016-11,2016-12,1,True,0.03827038342098413
ampliado_15pct,alta_media,Integra,2016-12,2017-01,1,True,0.03545869393756463
ampliado_15pct,alta_media,Integra,2017-01,2017-02,1,True,0.05193831684241797
ampliado_15pct,alta_media,Integra,2017-02,2017-03,1,True,0.013344283951723126
ampliado_15pct,alta_media,Integra,2017-03,2017-04,1,True,0.009455500275909221
ampliado_15pct,alta_media,Integra,2017-04,2017-05,1,True,0.0240067576280457
ampliado_15pct,alta_media,Integra,2017-05,2017-06,1,True,0.02070488166653431
ampliado_15pct,alta_media,Integra,2017-06,2017-07,1,True,0.008645519203171841
ampliado_15pct,alta_media,Integra,2017-07,2017-08,1,True,0.018428087314554496
ampliado_15pct,alta_media,Integra,2017-08,2017-09,1,True,0.04294147913594814
ampliado_15pct,alta_media,Integra,2017-09,2017-10,1,True,0.016617259132282507
ampliado_15pct,alta_media,Integra,2017-10,2017-11,1,True,0.028559958991643503
ampliado_15pct,alta_media,Integra,2017-11,2017-12,1,True,0.020991305911299867
ampliado_15pct,alta_media,Integra,2017-12,2018-01,1,True,0.03974808569501727
ampliado_15pct,alta_media,Integra,2018-01,2018-02,1,True,0.02466590779975843
ampliado_15pct,alta_media,Integra,2018-02,2018-03,1,True,0.056546676301904804
ampliado_15pct,alta_media,Integra,2018-03,2018-04,1,True,0.026185917611133012
ampliado_15pct,alta_media,Integra,2018-04,2018-05,1,True,0.02467090420123719
ampliado_15pct,alta_media,Integra,2018-05,2018-06,1,True,0.03301865931840016
ampliado_15pct,alta_media,Integra,2018-06,2018-07,1,True,0.04655856864708797
ampliado_15pct,alta_media,Integra,2018-07,2018-08,1,True,0.041163569660127616
ampliado_15pct,alta_media,Integra,2018-08,2018-09,1,True,0.08700361980814478
ampliado_15pct,alta_media,Integra,2018-09,2018-10,1,True,0.07428064581146153
ampliado_15pct,alta_media,Integra,2018-10,2018-11,1,True,0.04927149825608825
ampliado_15pct,alta_media,Integra,2018-11,2018-12,1,True,0.06492059586848546
ampliado_15pct,alta_media,Integra,2018-12,2019-01,1,True,0.07537759400145855
ampliado_15pct,alta_media,Integra,2019-01,2019-02,1,True,0.0511996794597264
ampliado_15pct,alta_media,Integra,2019-02,2019-03,1,True,0.05827171614688875
ampliado_15pct,alta_media,Integra,2019-03,2019-04,1,True,0.056995848771508366
ampliado_15pct,alta_media,Integra,2019-04,2019-05,1,True,0.08785854086464254
ampliado_15pct,alta_media,Integra,2019-05,2019-06,1,True,0.027142096365500294
ampliado_15pct,alta_media,Integra,2019-06,2019-07,1,True,0.0750557912162537
ampliado_15pct,alta_media,Integra,2019-07,2019-08,1,True,0.03451465545151363
ampliado_15pct,alta_media,Integra,2019-08,2019-09,1,True,0.024029613894038262
ampliado_15pct,alta_media,Integra,2019-09,2019-10,1,True,0.01452626168480783
ampliado_15pct,alta_media,Integra,2019-10,2019-11,1,True,0.03351963690791983
ampliado_15pct,alta_media,Integra,2019-11,2019-12,1,True,0.029617334766598044
ampliado_15pct,alta_media,Integra,2019-12,2020-01,1,True,0.07724317946589072
ampliado_15pct,alta_media,Integra,2020-01,2020-02,1,True,0.045379870098212864
ampliado_15pct,alta_media,Integra,2020-02,2020-03,1,True,0.06642115412420628
ampliado_15pct,alta_media,Integra,2020-03,2020-04,1,True,0.06008198305124159
ampliado_15pct,alta_media,Integra,2020-04,2020-05,1,True,0.04813619549406375
ampliado_15pct,alta_media,Integra,2020-05,2020-06,1,True,0.02705211575345613
ampliado_15pct,alta_media,Integra,2020-06,2020-07,1,True,0.028065173221418015
ampliado_15pct,alta_media,Integra,2020-07,2020-08,1,True,0.05072458067846356
ampliado_15pct,alta_media,Integra,2020-08,2020-09,1,True,0.03566515536577484
ampliado_15pct,alta_media,Integra,2020-09,2020-10,1,True,0.047460296714864514
ampliado_15pct,alta_media,Integra,2020-10,2020-11,1,True,0.06824356899199673
ampliado_15pct,alta_media,Integra,2020-11,2020-12,1,True,0.05147112904068863
ampliado_15pct,alta_media,Integra,2020-12,2021-01,1,True,0.08493605542401478
ampliado_15pct,alta_media,Integra,2021-01,2021-02,1,True,0.06892823908894408
ampliado_15pct,alta_media,Integra,2021-02,2021-03,1,True,0.04236448260757267
ampliado_15pct,alta_media,Integra,2021-03,2021-04,1,True,0.03971579439371932
ampliado_15pct,alta_media,Integra,2021-04,2021-05,1,True,0.031566215830392916
ampliado_15pct,alta_media,Integra,2021-05,2021-07,2,False,0.05607807834476646
ampliado_15pct,alta_media,Integra,2021-07,2021-08,1,True,0.049673738360507966
ampliado_15pct,alta_media,Integra,2021-08,2023-07,23,False,0.19178613092484986
ampliado_15pct,alta_media,Integra,2023-07,2023-08,1,True,0.07213375192228025
ampliado_15pct,alta_media,Integra,2023-08,2023-09,1,True,0.049594135245992155
ampliado_15pct,alta_media,Integra,2023-09,2023-10,1,True,0.05866619994553523
ampliado_15pct,alta_media,Integra,2023-10,2023-11,1,True,0.04359661109449495
ampliado_15pct,alta_media,Integra,2023-11,2023-12,1,True,0.029810114749561117
ampliado_15pct,alta_media,Integra,2023-12,2024-01,1,True,0.06902193262893823
ampliado_15pct,alta_media,Integra,2024-01,2024-02,1,True,0.06872027942955139
ampliado_15pct,alta_media,Integra,2024-02,2024-03,1,True,0.03972638437165899
ampliado_15pct,alta_media,Integra,2024-03,2024-04,1,True,0.04931081482636731
ampliado_15pct,alta_media,Integra,2024-04,2024-05,1,True,0.06606222331975055
ampliado_15pct,alta_media,Integra,2024-05,2024-06,1,True,0.06785577851847603
ampliado_15pct,alta_media,Integra,2024-06,2024-07,1,True,0.1084568724598107
ampliado_15pct,alta_media,Integra,2024-07,2024-08,1,True,0.06731380040168947
ampliado_15pct,alta_media,Integra,2024-08,2024-09,1,True,0.06125162058970146
ampliado_15pct,alta_media,Integra,2024-09,2024-10,1,True,0.05638578313566159
ampliado_15pct,alta_media,Integra,2024-10,2024-11,1,True,0.0840688402256182
ampliado_15pct,alta_media,Integra,2024-11,2024-12,1,True,0.06156363552367982
ampliado_15pct,alta_media,Integra,2024-12,2025-01,1,True,0.10686058192332497
ampliado_15pct,alta_media,Integra,2025-01,2025-02,1,True,0.05831866611004376
ampliado_15pct,alta_media,Integra,2025-02,2025-03,1,True,0.11509904539923277
ampliado_15pct,alta_media,Integra,2025-03,2025-04,1,True,0.07709167731579245
ampliado_15pct,alta_media,Integra,2025-04,2025-05,1,True,0.12163082606465478
ampliado_15pct,alta_media,Integra,2025-05,2025-06,1,True,0.0640056970513438
ampliado_15pct,alta_media,Integra,2025-06,2025-07,1,True,0.09919099363960317
ampliado_15pct,alta_media,Integra,2025-07,2025-08,1,True,0.10837741856422528
ampliado_15pct,alta_media,Integra,2025-08,2025-09,1,True,0.13799657426538767
ampliado_15pct,alta_media,Integra,2025-09,2025-10,1,True,0.08657815204959776
ampliado_15pct,alta_media,Integra,2025-10,2025-11,1,True,0.1092839778891481
ampliado_15pct,alta_media,Integra,2025-11,2025-12,1,True,0.03786551697399849
ampliado_15pct,alta_media,Integra,2025-12,2026-01,1,True,0.1712245885808862
ampliado_15pct,alta_media,Prima,2015-01,2015-02,1,True,0.039319395014830935
ampliado_15pct,alta_media,Prima,2015-02,2015-03,1,True,0.054118328823650017
ampliado_15pct,alta_media,Prima,2015-03,2015-04,1,True,0.038471886925685025
ampliado_15pct,alta_media,Prima,2015-04,2015-05,1,True,0.05352064555301472
ampliado_15pct,alta_media,Prima,2015-05,2015-06,1,True,0.039242394719649264
ampliado_15pct,alta_media,Prima,2015-06,2015-07,1,True,0.09369787741531688
ampliado_15pct,alta_media,Prima,2015-07,2015-08,1,True,0.0831392487866273
ampliado_15pct,alta_media,Prima,2015-08,2015-09,1,True,0.06113812230056033
ampliado_15pct,alta_media,Prima,2015-09,2015-10,1,True,0.061771308158468236
ampliado_15pct,alta_media,Prima,2015-10,2015-11,1,True,0.06599889217658408
ampliado_15pct,alta_media,Prima,2015-11,2015-12,1,True,0.03518210765960986
ampliado_15pct,alta_media,Prima,2015-12,2016-01,1,True,0.07869825021793497
ampliado_15pct,alta_media,Prima,2016-01,2016-02,1,True,0.0738780583212234
ampliado_15pct,alta_media,Prima,2016-02,2016-03,1,True,0.037857359432723586
ampliado_15pct,alta_media,Prima,2016-03,2016-04,1,True,0.0523106078192581
ampliado_15pct,alta_media,Prima,2016-04,2016-05,1,True,0.03269220210131214
ampliado_15pct,alta_media,Prima,2016-05,2016-06,1,True,0.03094582896246862
ampliado_15pct,alta_media,Prima,2016-06,2016-07,1,True,0.10034447462697593
ampliado_15pct,alta_media,Prima,2016-07,2016-08,1,True,0.03332803577496496
ampliado_15pct,alta_media,Prima,2016-08,2016-09,1,True,0.06458812829512856
ampliado_15pct,alta_media,Prima,2016-09,2016-10,1,True,0.023208740744362688
ampliado_15pct,alta_media,Prima,2016-10,2016-11,1,True,0.13274693082594213
ampliado_15pct,alta_media,Prima,2016-11,2016-12,1,True,0.046941698370986926
ampliado_15pct,alta_media,Prima,2016-12,2017-01,1,True,0.03817169179929265
ampliado_15pct,alta_media,Prima,2017-01,2017-02,1,True,0.028543087568307254
ampliado_15pct,alta_media,Prima,2017-02,2017-03,1,True,0.03897637510360711
ampliado_15pct,alta_media,Prima,2017-03,2017-04,1,True,0.008865310492255809
ampliado_15pct,alta_media,Prima,2017-04,2017-05,1,True,0.06763229327505875
ampliado_15pct,alta_media,Prima,2017-05,2017-06,1,True,0.039595932404286556
ampliado_15pct,alta_media,Prima,2017-06,2017-07,1,True,0.0249852489628964
ampliado_15pct,alta_media,Prima,2017-07,2017-08,1,True,0.04845500461604703
ampliado_15pct,alta_media,Prima,2017-08,2017-09,1,True,0.02489785521298696
ampliado_15pct,alta_media,Prima,2017-09,2017-10,1,True,0.03588503168321246
ampliado_15pct,alta_media,Prima,2017-10,2017-11,1,True,0.02358922985077131
ampliado_15pct,alta_media,Prima,2017-11,2017-12,1,True,0.023540831462682273
ampliado_15pct,alta_media,Prima,2017-12,2018-01,1,True,0.04434750087517159
ampliado_15pct,alta_media,Prima,2018-01,2018-02,1,True,0.034517755556583554
ampliado_15pct,alta_media,Prima,2018-02,2018-03,1,True,0.049606227562710214
ampliado_15pct,alta_media,Prima,2018-03,2018-04,1,True,0.02603872603522645
ampliado_15pct,alta_media,Prima,2018-04,2018-05,1,True,0.057039797281414825
ampliado_15pct,alta_media,Prima,2018-05,2018-06,1,True,0.040352815787442806
ampliado_15pct,alta_media,Prima,2018-06,2018-07,1,True,0.048616115654477
ampliado_15pct,alta_media,Prima,2018-07,2018-08,1,True,0.06037872515127235
ampliado_15pct,alta_media,Prima,2018-08,2018-09,1,True,0.03844889258048091
ampliado_15pct,alta_media,Prima,2018-09,2018-10,1,True,0.026914933901338593
ampliado_15pct,alta_media,Prima,2018-10,2018-11,1,True,0.014871931610776466
ampliado_15pct,alta_media,Prima,2018-11,2018-12,1,True,0.044234479296446985
ampliado_15pct,alta_media,Prima,2018-12,2019-01,1,True,0.028783249630620532
ampliado_15pct,alta_media,Prima,2019-01,2019-02,1,True,0.029720685996926288
ampliado_15pct,alta_media,Prima,2019-02,2019-03,1,True,0.022066175345687562
ampliado_15pct,alta_media,Prima,2019-03,2019-04,1,True,0.03180182048435179
ampliado_15pct,alta_media,Prima,2019-04,2019-05,1,True,0.04487735312140371
ampliado_15pct,alta_media,Prima,2019-05,2019-06,1,True,0.03203304086830671
ampliado_15pct,alta_media,Prima,2019-06,2019-07,1,True,0.02785180529476125
ampliado_15pct,alta_media,Prima,2019-07,2019-08,1,True,0.03696371265067254
ampliado_15pct,alta_media,Prima,2019-08,2019-09,1,True,0.022331008856330964
ampliado_15pct,alta_media,Prima,2019-09,2019-10,1,True,0.04057193162958949
ampliado_15pct,alta_media,Prima,2019-10,2019-11,1,True,0.04191295961705609
ampliado_15pct,alta_media,Prima,2019-11,2019-12,1,True,0.03135578829166956
ampliado_15pct,alta_media,Prima,2019-12,2020-01,1,True,0.06177396506625912
ampliado_15pct,alta_media,Prima,2020-01,2020-02,1,True,0.07276226517361499
ampliado_15pct,alta_media,Prima,2020-02,2020-03,1,True,0.07718529777328843
ampliado_15pct,alta_media,Prima,2020-03,2020-04,1,True,0.016051247530492155
ampliado_15pct,alta_media,Prima,2020-04,2020-05,1,True,0.061730926187526215
ampliado_15pct,alta_media,Prima,2020-05,2020-06,1,True,0.035777033948557725
ampliado_15pct,alta_media,Prima,2020-06,2020-07,1,True,0.042312806450671515
ampliado_15pct,alta_media,Prima,2020-07,2020-08,1,True,0.05179231874661114
ampliado_15pct,alta_media,Prima,2020-08,2020-09,1,True,0.08072472015107826
ampliado_15pct,alta_media,Prima,2020-09,2020-10,1,True,0.06510608265924468
ampliado_15pct,alta_media,Prima,2020-10,2020-11,1,True,0.034626238863277564
ampliado_15pct,alta_media,Prima,2020-11,2020-12,1,True,0.006589941745145181
ampliado_15pct,alta_media,Prima,2020-12,2021-01,1,True,0.06532045380464034
ampliado_15pct,alta_media,Prima,2021-01,2021-02,1,True,0.010740564490663244
ampliado_15pct,alta_media,Prima,2021-02,2021-03,1,True,0.049404203191425924
ampliado_15pct,alta_media,Prima,2021-03,2021-04,1,True,0.031071952638706195
ampliado_15pct,alta_media,Prima,2021-04,2021-05,1,True,0.03449284928019127
ampliado_15pct,alta_media,Prima,2021-05,2021-06,1,True,0.02636298958481667
ampliado_15pct,alta_media,Prima,2021-06,2021-07,1,True,0.041148902061540364
ampliado_15pct,alta_media,Prima,2021-07,2021-08,1,True,0.07892684627729275
ampliado_15pct,alta_media,Prima,2021-08,2021-09,1,True,0.026420828434266165
ampliado_15pct,alta_media,Prima,2021-09,2021-10,1,True,0.06642787520724015
ampliado_15pct,alta_media,Prima,2021-10,2021-11,1,True,0.03170240070345375
ampliado_15pct,alta_media,Prima,2021-11,2021-12,1,True,0.013221023650295139
ampliado_15pct,alta_media,Prima,2021-12,2022-01,1,True,0.04723372633259839
ampliado_15pct,alta_media,Prima,2022-01,2022-02,1,True,0.02385912216088321
ampliado_15pct,alta_media,Prima,2022-02,2022-03,1,True,0.07614180473873355
ampliado_15pct,alta_media,Prima,2022-03,2022-04,1,True,0.03631951095048375
ampliado_15pct,alta_media,Prima,2022-04,2022-06,2,False,0.06272698288057585
ampliado_15pct,alta_media,Prima,2022-06,2022-07,1,True,0.04335400967494238
ampliado_15pct,alta_media,Prima,2022-07,2022-08,1,True,0.04815004756637687
ampliado_15pct,alta_media,Prima,2022-08,2022-11,3,False,0.04783844770043234
ampliado_15pct,alta_media,Prima,2022-11,2022-12,1,True,0.014370385745390882
ampliado_15pct,alta_media,Prima,2022-12,2023-01,1,True,0.048335075570438216
ampliado_15pct,alta_media,Prima,2023-01,2023-04,3,False,0.0649161699646176
ampliado_15pct,alta_media,Prima,2023-04,2023-05,1,True,0.0351210842939123
ampliado_15pct,alta_media,Prima,2023-05,2023-06,1,True,0.038906971167737475
ampliado_15pct,alta_media,Prima,2023-06,2023-07,1,True,0.06922361048331829
ampliado_15pct,alta_media,Prima,2023-07,2023-08,1,True,0.042199172359468407
ampliado_15pct,alta_media,Prima,2023-08,2023-09,1,True,0.07056857929563501
ampliado_15pct,alta_media,Prima,2023-09,2023-10,1,True,0.06445349013505296
ampliado_15pct,alta_media,Prima,2023-10,2023-11,1,True,0.057034998082735114
ampliado_15pct,alta_media,Prima,2023-11,2023-12,1,True,0.03992149675410239
ampliado_15pct,alta_media,Prima,2023-12,2024-01,1,True,0.07690836041184493
ampliado_15pct,alta_media,Prima,2024-01,2024-02,1,True,0.04051406166681154
ampliado_15pct,alta_media,Prima,2024-02,2024-03,1,True,0.03086350324660782
ampliado_15pct,alta_media,Prima,2024-03,2024-04,1,True,0.03271026948629859
ampliado_15pct,alta_media,Prima,2024-04,2024-05,1,True,0.04864160094867872
ampliado_15pct,alta_media,Prima,2024-05,2024-06,1,True,0.06557807569482887
ampliado_15pct,alta_media,Prima,2024-06,2024-07,1,True,0.11034599939774578
ampliado_15pct,alta_media,Prima,2024-07,2024-08,1,True,0.16960290367481884
ampliado_15pct,alta_media,Prima,2024-08,2024-09,1,True,0.089910052687471
ampliado_15pct,alta_media,Prima,2024-09,2024-10,1,True,0.13021042007020356
ampliado_15pct,alta_media,Prima,2024-10,2024-11,1,True,0.04240410809464519
ampliado_15pct,alta_media,Prima,2024-11,2024-12,1,True,0.11027164919202267
ampliado_15pct,alta_media,Prima,2024-12,2025-01,1,True,0.06265102461217102
ampliado_15pct,alta_media,Prima,2025-01,2025-02,1,True,0.07769194795449912
ampliado_15pct,alta_media,Prima,2025-02,2025-03,1,True,0.07676750659302825
ampliado_15pct,alta_media,Prima,2025-03,2025-04,1,True,0.05156251514516237
ampliado_15pct,alta_media,Prima,2025-04,2025-05,1,True,0.05879548977980313
ampliado_15pct,alta_media,Prima,2025-05,2025-06,1,True,0.10702257858342001
ampliado_15pct,alta_media,Prima,2025-06,2025-07,1,True,0.1210930434277682
ampliado_15pct,alta_media,Prima,2025-07,2025-08,1,True,0.03919515105310889
ampliado_15pct,alta_media,Prima,2025-08,2025-09,1,True,0.05974627861131507
ampliado_15pct,alta_media,Prima,2025-09,2025-10,1,True,0.04028552716923832
ampliado_15pct,alta_media,Prima,2025-10,2025-11,1,True,0.07076876697684242
ampliado_15pct,alta_media,Prima,2025-11,2025-12,1,True,0.08502514334466865
ampliado_15pct,alta_media,Prima,2025-12,2026-01,1,True,0.12244258539630622
ampliado_15pct,alta_media,Profuturo,2015-01,2015-02,1,True,0.07329597596260962
ampliado_15pct,alta_media,Profuturo,2015-02,2015-03,1,True,0.047649127398883495
ampliado_15pct,alta_media,Profuturo,2015-03,2015-04,1,True,0.04086450190805219
ampliado_15pct,alta_media,Profuturo,2015-04,2015-05,1,True,0.022459924932774048
ampliado_15pct,alta_media,Profuturo,2015-05,2015-06,1,True,0.038391386945623114
ampliado_15pct,alta_media,Profuturo,2015-06,2015-07,1,True,0.037214941088365865
ampliado_15pct,alta_media,Profuturo,2015-07,2015-08,1,True,0.04045118661060102
ampliado_15pct,alta_media,Profuturo,2015-08,2015-09,1,True,0.05700659943082604
ampliado_15pct,alta_media,Profuturo,2015-09,2015-10,1,True,0.03045918548794258
ampliado_15pct,alta_media,Profuturo,2015-10,2015-11,1,True,0.004017046745489644
ampliado_15pct,alta_media,Profuturo,2015-11,2015-12,1,True,0.058343434193390185
ampliado_15pct,alta_media,Profuturo,2015-12,2016-01,1,True,0.06559390294688136
ampliado_15pct,alta_media,Profuturo,2016-01,2016-02,1,True,0.029315403426600797
ampliado_15pct,alta_media,Profuturo,2016-02,2016-03,1,True,0.07901576780154497
ampliado_15pct,alta_media,Profuturo,2016-03,2016-04,1,True,0.08486836489359488
ampliado_15pct,alta_media,Profuturo,2016-04,2016-05,1,True,0.06318297519809143
ampliado_15pct,alta_media,Profuturo,2016-05,2016-06,1,True,0.09876375386197954
ampliado_15pct,alta_media,Profuturo,2016-06,2016-07,1,True,0.06636835141133551
ampliado_15pct,alta_media,Profuturo,2016-07,2016-08,1,True,0.04784896067573986
ampliado_15pct,alta_media,Profuturo,2016-08,2016-09,1,True,0.05130617657304793
ampliado_15pct,alta_media,Profuturo,2016-09,2016-10,1,True,0.029220404940453255
ampliado_15pct,alta_media,Profuturo,2016-10,2016-11,1,True,0.12128514132806802
ampliado_15pct,alta_media,Profuturo,2016-11,2016-12,1,True,0.0897552098594065
ampliado_15pct,alta_media,Profuturo,2016-12,2017-01,1,True,0.043439863835559964
ampliado_15pct,alta_media,Profuturo,2017-01,2017-02,1,True,0.044006253713119406
ampliado_15pct,alta_media,Profuturo,2017-02,2017-03,1,True,0.09063306078811052
ampliado_15pct,alta_media,Profuturo,2017-03,2017-04,1,True,0.07712540461109114
ampliado_15pct,alta_media,Profuturo,2017-04,2017-05,1,True,0.0691657938144058
ampliado_15pct,alta_media,Profuturo,2017-05,2017-06,1,True,0.05226050740584313
ampliado_15pct,alta_media,Profuturo,2017-06,2017-07,1,True,0.0616010856008643
ampliado_15pct,alta_media,Profuturo,2017-07,2017-08,1,True,0.07711163645396266
ampliado_15pct,alta_media,Profuturo,2017-08,2017-09,1,True,0.06762237874425422
ampliado_15pct,alta_media,Profuturo,2017-09,2017-10,1,True,0.08801853272787487
ampliado_15pct,alta_media,Profuturo,2017-10,2017-11,1,True,0.046088795696613984
ampliado_15pct,alta_media,Profuturo,2017-11,2017-12,1,True,0.07772538756473259
ampliado_15pct,alta_media,Profuturo,2017-12,2018-01,1,True,0.0509987540971345
ampliado_15pct,alta_media,Profuturo,2018-01,2018-02,1,True,0.054671792252921576
ampliado_15pct,alta_media,Profuturo,2018-02,2018-03,1,True,0.05408940515982966
ampliado_15pct,alta_media,Profuturo,2018-03,2018-04,1,True,0.06978656645206213
ampliado_15pct,alta_media,Profuturo,2018-04,2018-05,1,True,0.06435882386562132
ampliado_15pct,alta_media,Profuturo,2018-05,2018-06,1,True,0.042622957479828916
ampliado_15pct,alta_media,Profuturo,2018-06,2018-07,1,True,0.04006743617030229
ampliado_15pct,alta_media,Profuturo,2018-07,2018-08,1,True,0.029112251403141914
ampliado_15pct,alta_media,Profuturo,2018-08,2018-09,1,True,0.08823012640558645
ampliado_15pct,alta_media,Profuturo,2018-09,2018-10,1,True,0.06367512092990808
ampliado_15pct,alta_media,Profuturo,2018-10,2018-11,1,True,0.11794082313481916
ampliado_15pct,alta_media,Profuturo,2018-11,2018-12,1,True,0.08771143234511704
ampliado_15pct,alta_media,Profuturo,2018-12,2019-01,1,True,0.11471524308774503
ampliado_15pct,alta_media,Profuturo,2019-01,2019-02,1,True,0.06247874996816679
ampliado_15pct,alta_media,Profuturo,2019-02,2019-03,1,True,0.051829029604128614
ampliado_15pct,alta_media,Profuturo,2019-03,2019-04,1,True,0.03466356713972999
ampliado_15pct,alta_media,Profuturo,2019-04,2019-05,1,True,0.040673103641007013
ampliado_15pct,alta_media,Profuturo,2019-05,2019-06,1,True,0.04127621430421751
ampliado_15pct,alta_media,Profuturo,2019-06,2019-07,1,True,0.04581054044960634
ampliado_15pct,alta_media,Profuturo,2019-07,2019-08,1,True,0.09294067030456783
ampliado_15pct,alta_media,Profuturo,2019-08,2019-09,1,True,0.046699800625260524
ampliado_15pct,alta_media,Profuturo,2019-09,2019-10,1,True,0.06702371665066409
ampliado_15pct,alta_media,Profuturo,2019-10,2019-11,1,True,0.023801442206902054
ampliado_15pct,alta_media,Profuturo,2019-11,2019-12,1,True,0.044960281807217894
ampliado_15pct,alta_media,Profuturo,2019-12,2020-01,1,True,0.06579222445963825
ampliado_15pct,alta_media,Profuturo,2020-01,2020-02,1,True,0.047023964821969515
ampliado_15pct,alta_media,Profuturo,2020-02,2020-03,1,True,0.06512043500905414
ampliado_15pct,alta_media,Profuturo,2020-03,2020-04,1,True,0.040079144240458234
ampliado_15pct,alta_media,Profuturo,2020-04,2020-05,1,True,0.06688842954838448
ampliado_15pct,alta_media,Profuturo,2020-05,2020-06,1,True,0.06426870758989596
ampliado_15pct,alta_media,Profuturo,2020-06,2020-07,1,True,0.02989402757734764
ampliado_15pct,alta_media,Profuturo,2020-07,2020-08,1,True,0.09655290954973467
ampliado_15pct,alta_media,Profuturo,2020-08,2020-09,1,True,0.034568035673630634
ampliado_15pct,alta_media,Profuturo,2020-09,2020-10,1,True,0.009668776392324606
ampliado_15pct,alta_media,Profuturo,2020-10,2020-11,1,True,0.02402951016215011
ampliado_15pct,alta_media,Profuturo,2020-11,2020-12,1,True,0.015668485735950737
ampliado_15pct,alta_media,Profuturo,2020-12,2021-01,1,True,0.04847975759754823
ampliado_15pct,alta_media,Profuturo,2021-01,2021-02,1,True,0.04974596125767241
ampliado_15pct,alta_media,Profuturo,2021-02,2021-03,1,True,0.061019260871876764
ampliado_15pct,alta_media,Profuturo,2021-03,2021-04,1,True,0.05270452184697676
ampliado_15pct,alta_media,Profuturo,2021-04,2021-05,1,True,0.03922121477758521
ampliado_15pct,alta_media,Profuturo,2021-05,2021-06,1,True,0.062108427702007404
ampliado_15pct,alta_media,Profuturo,2021-06,2021-07,1,True,0.05384455337363934
ampliado_15pct,alta_media,Profuturo,2021-07,2021-08,1,True,0.05609356338266682
ampliado_15pct,alta_media,Profuturo,2021-08,2021-09,1,True,0.055055515747779414
ampliado_15pct,alta_media,Profuturo,2021-09,2021-10,1,True,0.05667360931864417
ampliado_15pct,alta_media,Profuturo,2021-10,2021-12,2,False,0.06434186735420673
ampliado_15pct,alta_media,Profuturo,2021-12,2022-01,1,True,0.06844462030049742
ampliado_15pct,alta_media,Profuturo,2022-01,2022-03,2,False,0.0899590195643224
ampliado_15pct,alta_media,Profuturo,2022-03,2022-11,8,False,0.06506712547491839
ampliado_15pct,alta_media,Profuturo,2022-11,2022-12,1,True,0.0370291609193138
ampliado_15pct,alta_media,Profuturo,2022-12,2023-01,1,True,0.03791118304233805
ampliado_15pct,alta_media,Profuturo,2023-01,2023-05,4,False,0.12249251975274808
ampliado_15pct,alta_media,Profuturo,2023-05,2023-07,2,False,0.08177392960714056
ampliado_15pct,alta_media,Profuturo,2023-07,2023-08,1,True,0.05973789572314793
ampliado_15pct,alta_media,Profuturo,2023-08,2023-09,1,True,0.09019092248032859
ampliado_15pct,alta_media,Profuturo,2023-09,2023-11,2,False,0.08207906695696257
ampliado_15pct,alta_media,Profuturo,2023-11,2023-12,1,True,0.06579034975219271
ampliado_15pct,alta_media,Profuturo,2023-12,2024-01,1,True,0.07713805519429966
ampliado_15pct,alta_media,Profuturo,2024-01,2024-02,1,True,0.02634787076843871
ampliado_15pct,alta_media,Profuturo,2024-02,2024-03,1,True,0.02672545333416254
ampliado_15pct,alta_media,Profuturo,2024-03,2024-04,1,True,0.042689502010776675
ampliado_15pct,alta_media,Profuturo,2024-04,2024-05,1,True,0.04743995768869429
ampliado_15pct,alta_media,Profuturo,2024-05,2024-06,1,True,0.04507505781712492
ampliado_15pct,alta_media,Profuturo,2024-06,2024-07,1,True,0.08061013354259847
ampliado_15pct,alta_media,Profuturo,2024-07,2024-08,1,True,0.09705217637473382
ampliado_15pct,alta_media,Profuturo,2024-08,2024-09,1,True,0.08534054896849264
ampliado_15pct,alta_media,Profuturo,2024-09,2024-10,1,True,0.1065457832261601
