escenario,variante_confianza,afp,periodo_anterior,periodo_actual,salto_meses,comparacion_consecutiva,turnover_factores
ampliado_15pct,alta,Habitat,2015-01,2015-02,1,True,0.02063602580805461
ampliado_15pct,alta,Habitat,2015-02,2015-03,1,True,0.01457844817175915
ampliado_15pct,alta,Habitat,2015-03,2015-04,1,True,0.03759186255599401
ampliado_15pct,alta,Habitat,2015-04,2015-05,1,True,0.044217644050844905
ampliado_15pct,alta,Habitat,2015-05,2015-06,1,True,0.039485577524847694
ampliado_15pct,alta,Habitat,2015-06,2015-07,1,True,0.03540468307180476
ampliado_15pct,alta,Habitat,2015-07,2015-08,1,True,0.09368739140748812
ampliado_15pct,alta,Habitat,2015-08,2015-09,1,True,0.0269112747854293
ampliado_15pct,alta,Habitat,2015-09,2015-10,1,True,0.02157157474292334
ampliado_15pct,alta,Habitat,2015-10,2015-11,1,True,0.06936841903690419
ampliado_15pct,alta,Habitat,2015-11,2015-12,1,True,0.037736622238807374
ampliado_15pct,alta,Habitat,2015-12,2016-01,1,True,0.06690085020801112
ampliado_15pct,alta,Habitat,2016-01,2016-02,1,True,0.021717071685785537
ampliado_15pct,alta,Habitat,2016-02,2016-03,1,True,0.017170897230635092
ampliado_15pct,alta,Habitat,2016-03,2016-04,1,True,0.03378946573497374
ampliado_15pct,alta,Habitat,2016-04,2016-05,1,True,0.0180350270665382
ampliado_15pct,alta,Habitat,2016-05,2016-06,1,True,0.028286702717767977
ampliado_15pct,alta,Habitat,2016-06,2016-07,1,True,0.03721506956844398
ampliado_15pct,alta,Habitat,2016-07,2016-08,1,True,0.01260141620236886
ampliado_15pct,alta,Habitat,2016-08,2016-09,1,True,0.021771453680867817
ampliado_15pct,alta,Habitat,2016-09,2016-10,1,True,0.044262220588591125
ampliado_15pct,alta,Habitat,2016-10,2016-11,1,True,0.02819529354470069
ampliado_15pct,alta,Habitat,2016-11,2016-12,1,True,0.027356761897972523
ampliado_15pct,alta,Habitat,2016-12,2017-01,1,True,0.03543368323623462
ampliado_15pct,alta,Habitat,2017-01,2017-02,1,True,0.03898997983890748
ampliado_15pct,alta,Habitat,2017-02,2017-03,1,True,0.037388742122119185
ampliado_15pct,alta,Habitat,2017-03,2017-04,1,True,0.019821653097520486
ampliado_15pct,alta,Habitat,2017-04,2017-05,1,True,0.020258589345897676
ampliado_15pct,alta,Habitat,2017-05,2017-06,1,True,0.014161629670486418
ampliado_15pct,alta,Habitat,2017-06,2017-07,1,True,0.03926733675696997
ampliado_15pct,alta,Habitat,2017-07,2017-08,1,True,0.07166319439252962
ampliado_15pct,alta,Habitat,2017-08,2017-09,1,True,0.018959729672250843
ampliado_15pct,alta,Habitat,2017-09,2017-10,1,True,0.027282180398868663
ampliado_15pct,alta,Habitat,2017-10,2017-11,1,True,0.018574377936870022
ampliado_15pct,alta,Habitat,2017-11,2017-12,1,True,0.023806332737845104
ampliado_15pct,alta,Habitat,2017-12,2018-01,1,True,0.04646506011325624
ampliado_15pct,alta,Habitat,2018-01,2018-02,1,True,0.029716917953734462
ampliado_15pct,alta,Habitat,2018-02,2018-03,1,True,0.05519947186775162
ampliado_15pct,alta,Habitat,2018-03,2018-04,1,True,0.04157092865970184
ampliado_15pct,alta,Habitat,2018-04,2018-05,1,True,0.0821680854196759
ampliado_15pct,alta,Habitat,2018-05,2018-06,1,True,0.06732496650890263
ampliado_15pct,alta,Habitat,2018-06,2018-07,1,True,0.05351084232855484
ampliado_15pct,alta,Habitat,2018-07,2018-08,1,True,0.09028302200792267
ampliado_15pct,alta,Habitat,2018-08,2018-09,1,True,0.04332667750085781
ampliado_15pct,alta,Habitat,2018-09,2018-10,1,True,0.10825376859875725
ampliado_15pct,alta,Habitat,2018-10,2018-11,1,True,0.06346043577860705
ampliado_15pct,alta,Habitat,2018-11,2018-12,1,True,0.09300355003482602
ampliado_15pct,alta,Habitat,2018-12,2019-01,1,True,0.03253782166622671
ampliado_15pct,alta,Habitat,2019-01,2019-02,1,True,0.03488299617557727
ampliado_15pct,alta,Habitat,2019-02,2019-03,1,True,0.03059469910481604
ampliado_15pct,alta,Habitat,2019-03,2019-04,1,True,0.04214086197972863
ampliado_15pct,alta,Habitat,2019-04,2019-05,1,True,0.05721460248656398
ampliado_15pct,alta,Habitat,2019-05,2019-06,1,True,0.04416407135362329
ampliado_15pct,alta,Habitat,2019-06,2019-07,1,True,0.020648707805735383
ampliado_15pct,alta,Habitat,2019-07,2019-08,1,True,0.06299827687149076
ampliado_15pct,alta,Habitat,2019-08,2019-09,1,True,0.03315475227087383
ampliado_15pct,alta,Habitat,2019-09,2019-10,1,True,0.08732852288311822
ampliado_15pct,alta,Habitat,2019-10,2019-11,1,True,0.05500565960938426
ampliado_15pct,alta,Habitat,2019-11,2019-12,1,True,0.05414376235819702
ampliado_15pct,alta,Habitat,2019-12,2020-01,1,True,0.05860508918688201
ampliado_15pct,alta,Habitat,2020-01,2020-02,1,True,0.06046885994088505
ampliado_15pct,alta,Habitat,2020-02,2020-03,1,True,0.10601557439272437
ampliado_15pct,alta,Habitat,2020-03,2020-04,1,True,0.06650777380663601
ampliado_15pct,alta,Habitat,2020-04,2020-05,1,True,0.0889544457218229
ampliado_15pct,alta,Habitat,2020-05,2020-06,1,True,0.07239267860431374
ampliado_15pct,alta,Habitat,2020-06,2020-07,1,True,0.03224296794097162
ampliado_15pct,alta,Habitat,2020-07,2020-08,1,True,0.057385414492084175
ampliado_15pct,alta,Habitat,2020-08,2020-09,1,True,0.03805252986669774
ampliado_15pct,alta,Habitat,2020-09,2020-10,1,True,0.02728560755440078
ampliado_15pct,alta,Habitat,2020-10,2020-11,1,True,0.03649650604618253
ampliado_15pct,alta,Habitat,2020-11,2020-12,1,True,0.028176803650371215
ampliado_15pct,alta,Habitat,2020-12,2021-01,1,True,0.017753579104674767
ampliado_15pct,alta,Habitat,2021-01,2021-02,1,True,0.031088744170722465
ampliado_15pct,alta,Habitat,2021-02,2021-03,1,True,0.061273002732347454
ampliado_15pct,alta,Habitat,2021-03,2021-04,1,True,0.03241115759621875
ampliado_15pct,alta,Habitat,2021-04,2021-05,1,True,0.06772523722847361
ampliado_15pct,alta,Habitat,2021-05,2021-06,1,True,0.04826988067236353
ampliado_15pct,alta,Habitat,2021-06,2021-07,1,True,0.024555947814350366
ampliado_15pct,alta,Habitat,2021-07,2021-08,1,True,0.06481237182168807
ampliado_15pct,alta,Habitat,2021-08,2021-09,1,True,0.03861500277788197
ampliado_15pct,alta,Habitat,2021-09,2021-10,1,True,0.049842821219866724
ampliado_15pct,alta,Habitat,2021-10,2021-11,1,True,0.029026537140907912
ampliado_15pct,alta,Habitat,2021-11,2021-12,1,True,0.03485965581375404
ampliado_15pct,alta,Habitat,2021-12,2022-01,1,True,0.14515948943725013
ampliado_15pct,alta,Habitat,2022-01,2022-02,1,True,0.045819948264821456
ampliado_15pct,alta,Habitat,2022-02,2022-03,1,True,0.04357138672142685
ampliado_15pct,alta,Habitat,2022-03,2022-04,1,True,0.026943197062948263
ampliado_15pct,alta,Habitat,2022-04,2022-05,1,True,0.022292558563123937
ampliado_15pct,alta,Habitat,2022-05,2022-06,1,True,0.03858126763655102
ampliado_15pct,alta,Habitat,2022-06,2022-07,1,True,0.010666388800875691
ampliado_15pct,alta,Habitat,2022-07,2022-08,1,True,0.02530445305289906
ampliado_15pct,alta,Habitat,2022-08,2022-09,1,True,0.05648996626868546
ampliado_15pct,alta,Habitat,2022-09,2022-10,1,True,0.03336639933458814
ampliado_15pct,alta,Habitat,2022-10,2022-11,1,True,0.05747947393738445
ampliado_15pct,alta,Habitat,2022-11,2022-12,1,True,0.056572697060430964
ampliado_15pct,alta,Habitat,2022-12,2023-01,1,True,0.09519698441119813
ampliado_15pct,alta,Habitat,2023-01,2023-02,1,True,0.024240600347039083
ampliado_15pct,alta,Habitat,2023-02,2023-03,1,True,0.04486319278963747
ampliado_15pct,alta,Habitat,2023-03,2023-04,1,True,0.0303092549285506
ampliado_15pct,alta,Habitat,2023-04,2023-05,1,True,0.07217390385136994
ampliado_15pct,alta,Habitat,2023-05,2023-06,1,True,0.0742779028016064
ampliado_15pct,alta,Habitat,2023-06,2023-07,1,True,0.05416577360014456
ampliado_15pct,alta,Habitat,2023-07,2023-08,1,True,0.04256820940299789
ampliado_15pct,alta,Habitat,2023-08,2023-09,1,True,0.08415918230129245
ampliado_15pct,alta,Habitat,2023-09,2023-10,1,True,0.06386530367234539
ampliado_15pct,alta,Habitat,2023-10,2023-11,1,True,0.06963038743455169
ampliado_15pct,alta,Habitat,2023-11,2023-12,1,True,0.09194166262091913
ampliado_15pct,alta,Habitat,2023-12,2024-01,1,True,0.07031258122004487
ampliado_15pct,alta,Habitat,2024-01,2024-02,1,True,0.08629074116330629
ampliado_15pct,alta,Habitat,2024-02,2024-03,1,True,0.1008851186780173
ampliado_15pct,alta,Habitat,2024-03,2024-04,1,True,0.07265110246018419
ampliado_15pct,alta,Habitat,2024-04,2024-05,1,True,0.0345038630688233
ampliado_15pct,alta,Habitat,2024-05,2024-06,1,True,0.09110166085739296
ampliado_15pct,alta,Habitat,2024-06,2024-07,1,True,0.06758488514546851
ampliado_15pct,alta,Habitat,2024-07,2024-08,1,True,0.04193669830370063
ampliado_15pct,alta,Habitat,2024-08,2024-09,1,True,0.03494431802080182
ampliado_15pct,alta,Habitat,2024-09,2024-10,1,True,0.03298687295817433
ampliado_15pct,alta,Habitat,2024-10,2024-11,1,True,0.027434533971215213
ampliado_15pct,alta,Habitat,2024-11,2024-12,1,True,0.053606309223938886
ampliado_15pct,alta,Habitat,2024-12,2025-01,1,True,0.018411152674531136
ampliado_15pct,alta,Habitat,2025-01,2025-02,1,True,0.03311794332249551
ampliado_15pct,alta,Habitat,2025-02,2025-03,1,True,0.025212117077273007
ampliado_15pct,alta,Habitat,2025-03,2025-04,1,True,0.04985567077338282
ampliado_15pct,alta,Habitat,2025-04,2025-05,1,True,0.06385046015458272
ampliado_15pct,alta,Habitat,2025-05,2025-06,1,True,0.1051235669344375
ampliado_15pct,alta,Habitat,2025-06,2025-07,1,True,0.08010162159711212
ampliado_15pct,alta,Habitat,2025-07,2025-08,1,True,0.06189040850623316
ampliado_15pct,alta,Habitat,2025-08,2025-09,1,True,0.04060441290973458
ampliado_15pct,alta,Habitat,2025-09,2025-10,1,True,0.0817439258431433
ampliado_15pct,alta,Habitat,2025-10,2025-11,1,True,0.05069275451436631
ampliado_15pct,alta,Habitat,2025-11,2025-12,1,True,0.12534973708136138
ampliado_15pct,alta,Habitat,2025-12,2026-01,1,True,0.1302351511215797
ampliado_15pct,alta,Integra,2015-01,2015-02,1,True,0.05828386062524013
ampliado_15pct,alta,Integra,2015-02,2015-03,1,True,0.07403416688732084
ampliado_15pct,alta,Integra,2015-03,2015-04,1,True,0.0403965957769925
ampliado_15pct,alta,Integra,2015-04,2015-05,1,True,0.06062246384878588
ampliado_15pct,alta,Integra,2015-05,2015-06,1,True,0.02948558478823865
ampliado_15pct,alta,Integra,2015-06,2015-07,1,True,0.03878439786628271
ampliado_15pct,alta,Integra,2015-07,2015-08,1,True,0.11735593472349937
ampliado_15pct,alta,Integra,2015-08,2015-09,1,True,0.05023704988057835
ampliado_15pct,alta,Integra,2015-09,2015-10,1,True,0.05704292708546089
ampliado_15pct,alta,Integra,2015-10,2015-11,1,True,0.06497709086305127
ampliado_15pct,alta,Integra,2015-11,2015-12,1,True,0.07885694055970932
ampliado_15pct,alta,Integra,2015-12,2016-01,1,True,0.044011868861181455
ampliado_15pct,alta,Integra,2016-01,2016-02,1,True,0.030411251549113685
ampliado_15pct,alta,Integra,2016-02,2016-03,1,True,0.03183122426149253
ampliado_15pct,alta,Integra,2016-03,2016-04,1,True,0.03133173616939489
ampliado_15pct,alta,Integra,2016-04,2016-05,1,True,0.04135867541151088
ampliado_15pct,alta,Integra,2016-05,2016-06,1,True,0.027112337036068267
ampliado_15pct,alta,Integra,2016-06,2016-07,1,True,0.03720613704798115
ampliado_15pct,alta,Integra,2016-07,2016-08,1,True,0.04359995424461679
ampliado_15pct,alta,Integra,2016-08,2016-09,1,True,0.05562122811752995
ampliado_15pct,alta,Integra,2016-09,2016-10,1,True,0.010015894753949796
ampliado_15pct,alta,Integra,2016-10,2016-11,1,True,0.09966535044604699
ampliado_15pct,alta,Integra,2016-11,2016-12,1,True,0.03833463261454842
ampliado_15pct,alta,Integra,2016-12,2017-01,1,True,0.03359059652567049
ampliado_15pct,alta,Integra,2017-01,2017-02,1,True,0.051748917839437296
ampliado_15pct,alta,Integra,2017-02,2017-03,1,True,0.012403939452053897
ampliado_15pct,alta,Integra,2017-03,2017-04,1,True,0.008981220649710846
ampliado_15pct,alta,Integra,2017-04,2017-05,1,True,0.024579159500984916
ampliado_15pct,alta,Integra,2017-05,2017-06,1,True,0.02100625929866403
ampliado_15pct,alta,Integra,2017-06,2017-07,1,True,0.008674102190866572
ampliado_15pct,alta,Integra,2017-07,2017-08,1,True,0.02255646088566402
ampliado_15pct,alta,Integra,2017-08,2017-09,1,True,0.05413352371160729
ampliado_15pct,alta,Integra,2017-09,2017-10,1,True,0.016095469630665278
ampliado_15pct,alta,Integra,2017-10,2017-11,1,True,0.028704843677693978
ampliado_15pct,alta,Integra,2017-11,2017-12,1,True,0.022237995720925656
ampliado_15pct,alta,Integra,2017-12,2018-01,1,True,0.038857836509689866
ampliado_15pct,alta,Integra,2018-01,2018-02,1,True,0.024989617184567804
ampliado_15pct,alta,Integra,2018-02,2018-03,1,True,0.057437652222800666
ampliado_15pct,alta,Integra,2018-03,2018-04,1,True,0.025556361300330344
ampliado_15pct,alta,Integra,2018-04,2018-05,1,True,0.030030053521336725
ampliado_15pct,alta,Integra,2018-05,2018-06,1,True,0.03591543941139096
ampliado_15pct,alta,Integra,2018-06,2018-07,1,True,0.041090626830058374
ampliado_15pct,alta,Integra,2018-07,2018-08,1,True,0.03962629560017995
ampliado_15pct,alta,Integra,2018-08,2018-09,1,True,0.09611609400633567
ampliado_15pct,alta,Integra,2018-09,2018-10,1,True,0.07595663356690519
ampliado_15pct,alta,Integra,2018-10,2018-11,1,True,0.04860711297693996
ampliado_15pct,alta,Integra,2018-11,2018-12,1,True,0.0649602379530454
ampliado_15pct,alta,Integra,2018-12,2019-01,1,True,0.07939834644028475
ampliado_15pct,alta,Integra,2019-01,2019-02,1,True,0.05685624579493462
ampliado_15pct,alta,Integra,2019-02,2019-03,1,True,0.07779347482848825
ampliado_15pct,alta,Integra,2019-03,2019-04,1,True,0.05922013824878802
ampliado_15pct,alta,Integra,2019-04,2019-05,1,True,0.0880889838123525
ampliado_15pct,alta,Integra,2019-05,2019-06,1,True,0.026537229411393595
ampliado_15pct,alta,Integra,2019-06,2019-07,1,True,0.09168404269689906
ampliado_15pct,alta,Integra,2019-07,2019-08,1,True,0.03680581443036614
ampliado_15pct,alta,Integra,2019-08,2019-09,1,True,0.023734090118433793
ampliado_15pct,alta,Integra,2019-09,2019-10,1,True,0.03868976885276077
ampliado_15pct,alta,Integra,2019-10,2019-11,1,True,0.06403106487031388
ampliado_15pct,alta,Integra,2019-11,2019-12,1,True,0.03557505172613058
ampliado_15pct,alta,Integra,2019-12,2020-01,1,True,0.0616159833448901
ampliado_15pct,alta,Integra,2020-01,2020-02,1,True,0.04599173554608554
ampliado_15pct,alta,Integra,2020-02,2020-03,1,True,0.06485320792694804
ampliado_15pct,alta,Integra,2020-03,2020-04,1,True,0.05601862079078283
ampliado_15pct,alta,Integra,2020-04,2020-05,1,True,0.05221313162633271
ampliado_15pct,alta,Integra,2020-05,2020-06,1,True,0.03362859552718046
ampliado_15pct,alta,Integra,2020-06,2020-07,1,True,0.028055147927279877
ampliado_15pct,alta,Integra,2020-07,2020-08,1,True,0.05096840765366693
ampliado_15pct,alta,Integra,2020-08,2020-09,1,True,0.030633111544828347
ampliado_15pct,alta,Integra,2020-09,2020-10,1,True,0.0515195822408616
ampliado_15pct,alta,Integra,2020-10,2020-11,1,True,0.07374559403067615
ampliado_15pct,alta,Integra,2020-11,2020-12,1,True,0.04939168747057074
ampliado_15pct,alta,Integra,2020-12,2021-01,1,True,0.09328415182720946
ampliado_15pct,alta,Integra,2021-01,2021-02,1,True,0.06964780080233998
ampliado_15pct,alta,Integra,2021-02,2021-03,1,True,0.04869911301415618
ampliado_15pct,alta,Integra,2021-03,2021-04,1,True,0.03483815100547313
ampliado_15pct,alta,Integra,2021-04,2021-05,1,True,0.02986663612910957
ampliado_15pct,alta,Integra,2021-05,2021-07,2,False,0.04450161027750397
ampliado_15pct,alta,Integra,2021-07,2021-08,1,True,0.05086419154444577
ampliado_15pct,alta,Integra,2021-08,2023-07,23,False,0.1618062888218079
ampliado_15pct,alta,Integra,2023-07,2023-08,1,True,0.06228083210117175
ampliado_15pct,alta,Integra,2023-08,2023-09,1,True,0.047710362308354445
ampliado_15pct,alta,Integra,2023-09,2023-10,1,True,0.055840757283503885
ampliado_15pct,alta,Integra,2023-10,2023-11,1,True,0.040403939908469896
ampliado_15pct,alta,Integra,2023-11,2023-12,1,True,0.03670677301770807
ampliado_15pct,alta,Integra,2023-12,2024-01,1,True,0.06659745199956185
ampliado_15pct,alta,Integra,2024-01,2024-02,1,True,0.06008779286913421
ampliado_15pct,alta,Integra,2024-02,2024-03,1,True,0.03818503678189179
ampliado_15pct,alta,Integra,2024-03,2024-04,1,True,0.04703986667295641
ampliado_15pct,alta,Integra,2024-04,2024-05,1,True,0.05603740966094009
ampliado_15pct,alta,Integra,2024-05,2024-06,1,True,0.06231505637299459
ampliado_15pct,alta,Integra,2024-06,2024-07,1,True,0.1084568724598107
ampliado_15pct,alta,Integra,2024-07,2024-08,1,True,0.06421450117421061
ampliado_15pct,alta,Integra,2024-08,2024-09,1,True,0.06496381190287173
ampliado_15pct,alta,Integra,2024-09,2024-10,1,True,0.06616603877228164
ampliado_15pct,alta,Integra,2024-10,2024-11,1,True,0.08402569850011521
ampliado_15pct,alta,Integra,2024-11,2024-12,1,True,0.061792116842186454
ampliado_15pct,alta,Integra,2024-12,2025-01,1,True,0.10683657685664848
ampliado_15pct,alta,Integra,2025-01,2025-02,1,True,0.06149932064712339
ampliado_15pct,alta,Integra,2025-02,2025-03,1,True,0.11201179659511057
ampliado_15pct,alta,Integra,2025-03,2025-04,1,True,0.08557190600541126
ampliado_15pct,alta,Integra,2025-04,2025-05,1,True,0.1176210327800612
ampliado_15pct,alta,Integra,2025-05,2025-06,1,True,0.06989300402080996
ampliado_15pct,alta,Integra,2025-06,2025-07,1,True,0.10384416536382933
ampliado_15pct,alta,Integra,2025-07,2025-08,1,True,0.12318014606190933
ampliado_15pct,alta,Integra,2025-08,2025-09,1,True,0.13408643820235888
ampliado_15pct,alta,Integra,2025-09,2025-10,1,True,0.07691608861348238
ampliado_15pct,alta,Integra,2025-10,2025-11,1,True,0.09552172955192104
ampliado_15pct,alta,Integra,2025-11,2025-12,1,True,0.051261766406083514
ampliado_15pct,alta,Integra,2025-12,2026-01,1,True,0.16662189979400172
ampliado_15pct,alta,Prima,2015-01,2015-02,1,True,0.036549273215525827
ampliado_15pct,alta,Prima,2015-02,2015-03,1,True,0.055830521922667034
ampliado_15pct,alta,Prima,2015-03,2015-04,1,True,0.041257338793418676
ampliado_15pct,alta,Prima,2015-04,2015-05,1,True,0.06378708608132065
ampliado_15pct,alta,Prima,2015-05,2015-06,1,True,0.04255239742089876
ampliado_15pct,alta,Prima,2015-06,2015-07,1,True,0.08386031818405788
ampliado_15pct,alta,Prima,2015-07,2015-08,1,True,0.0752459951030229
ampliado_15pct,alta,Prima,2015-08,2015-09,1,True,0.04688054732923363
ampliado_15pct,alta,Prima,2015-09,2015-10,1,True,0.05658945662015692
ampliado_15pct,alta,Prima,2015-10,2015-11,1,True,0.06008890271464286
ampliado_15pct,alta,Prima,2015-11,2015-12,1,True,0.02953211012195236
ampliado_15pct,alta,Prima,2015-12,2016-01,1,True,0.08085631749907499
ampliado_15pct,alta,Prima,2016-01,2016-02,1,True,0.04664865183933322
ampliado_15pct,alta,Prima,2016-02,2016-03,1,True,0.03759216286831647
ampliado_15pct,alta,Prima,2016-03,2016-04,1,True,0.0515473065519566
ampliado_15pct,alta,Prima,2016-04,2016-05,1,True,0.028172390562060137
ampliado_15pct,alta,Prima,2016-05,2016-06,1,True,0.03261904903811582
ampliado_15pct,alta,Prima,2016-06,2016-07,1,True,0.10328587502479983
ampliado_15pct,alta,Prima,2016-07,2016-08,1,True,0.03329903482215625
ampliado_15pct,alta,Prima,2016-08,2016-09,1,True,0.06930223094660835
ampliado_15pct,alta,Prima,2016-09,2016-10,1,True,0.034745387183206244
ampliado_15pct,alta,Prima,2016-10,2016-11,1,True,0.12901740150844343
ampliado_15pct,alta,Prima,2016-11,2016-12,1,True,0.04608060043978532
ampliado_15pct,alta,Prima,2016-12,2017-01,1,True,0.051614387949792895
ampliado_15pct,alta,Prima,2017-01,2017-02,1,True,0.02803178691289696
ampliado_15pct,alta,Prima,2017-02,2017-03,1,True,0.03520647265604172
ampliado_15pct,alta,Prima,2017-03,2017-04,1,True,0.033205927239829326
ampliado_15pct,alta,Prima,2017-04,2017-05,1,True,0.07138584724708877
ampliado_15pct,alta,Prima,2017-05,2017-06,1,True,0.07583882036924394
ampliado_15pct,alta,Prima,2017-06,2017-07,1,True,0.025559092360991895
ampliado_15pct,alta,Prima,2017-07,2017-08,1,True,0.05116779242531222
ampliado_15pct,alta,Prima,2017-08,2017-09,1,True,0.026964790382729552
ampliado_15pct,alta,Prima,2017-09,2017-10,1,True,0.044219310683569456
ampliado_15pct,alta,Prima,2017-10,2017-11,1,True,0.02664375004804803
ampliado_15pct,alta,Prima,2017-11,2017-12,1,True,0.020466614258164255
ampliado_15pct,alta,Prima,2017-12,2018-01,1,True,0.03947152374616681
ampliado_15pct,alta,Prima,2018-01,2018-02,1,True,0.03415896609543982
ampliado_15pct,alta,Prima,2018-02,2018-03,1,True,0.05015215141136222
ampliado_15pct,alta,Prima,2018-03,2018-04,1,True,0.025949882107609436
ampliado_15pct,alta,Prima,2018-04,2018-05,1,True,0.048927164935461835
ampliado_15pct,alta,Prima,2018-05,2018-06,1,True,0.04417887393642139
ampliado_15pct,alta,Prima,2018-06,2018-07,1,True,0.044052908561540885
ampliado_15pct,alta,Prima,2018-07,2018-08,1,True,0.06514208671212716
ampliado_15pct,alta,Prima,2018-08,2018-09,1,True,0.03269589008772818
ampliado_15pct,alta,Prima,2018-09,2018-10,1,True,0.015669087902927606
ampliado_15pct,alta,Prima,2018-10,2018-11,1,True,0.017595814095306278
ampliado_15pct,alta,Prima,2018-11,2018-12,1,True,0.04011741112957159
ampliado_15pct,alta,Prima,2018-12,2019-01,1,True,0.032119731296020845
ampliado_15pct,alta,Prima,2019-01,2019-02,1,True,0.03434015031091979
ampliado_15pct,alta,Prima,2019-02,2019-03,1,True,0.03199703937125724
ampliado_15pct,alta,Prima,2019-03,2019-04,1,True,0.0342966099061788
ampliado_15pct,alta,Prima,2019-04,2019-05,1,True,0.03641892840706991
ampliado_15pct,alta,Prima,2019-05,2019-06,1,True,0.02321347927861942
ampliado_15pct,alta,Prima,2019-06,2019-07,1,True,0.03160080676327947
ampliado_15pct,alta,Prima,2019-07,2019-08,1,True,0.03312813041653054
ampliado_15pct,alta,Prima,2019-08,2019-09,1,True,0.03716206394045196
ampliado_15pct,alta,Prima,2019-09,2019-10,1,True,0.03964027577665556
ampliado_15pct,alta,Prima,2019-10,2019-11,1,True,0.030925125335200608
ampliado_15pct,alta,Prima,2019-11,2019-12,1,True,0.02716938923494715
ampliado_15pct,alta,Prima,2019-12,2020-01,1,True,0.06883223211944013
ampliado_15pct,alta,Prima,2020-01,2020-02,1,True,0.06846152937968711
ampliado_15pct,alta,Prima,2020-02,2020-03,1,True,0.09191452334191964
ampliado_15pct,alta,Prima,2020-03,2020-04,1,True,0.012437401838083645
ampliado_15pct,alta,Prima,2020-04,2020-05,1,True,0.04881953932837152
ampliado_15pct,alta,Prima,2020-05,2020-06,1,True,0.04885063295448852
ampliado_15pct,alta,Prima,2020-06,2020-07,1,True,0.0434586285877874
ampliado_15pct,alta,Prima,2020-07,2020-08,1,True,0.05179231874661115
ampliado_15pct,alta,Prima,2020-08,2020-09,1,True,0.07676639610598088
ampliado_15pct,alta,Prima,2020-09,2020-10,1,True,0.05817887355749758
ampliado_15pct,alta,Prima,2020-10,2020-11,1,True,0.027576429328001143
ampliado_15pct,alta,Prima,2020-11,2020-12,1,True,0.0065272718187307874
ampliado_15pct,alta,Prima,2020-12,2021-01,1,True,0.06217018184194503
ampliado_15pct,alta,Prima,2021-01,2021-02,1,True,0.027807504019844845
ampliado_15pct,alta,Prima,2021-02,2021-03,1,True,0.03589059376258673
ampliado_15pct,alta,Prima,2021-03,2021-04,1,True,0.03844803143546789
ampliado_15pct,alta,Prima,2021-04,2021-05,1,True,0.03609965470988376
ampliado_15pct,alta,Prima,2021-05,2021-06,1,True,0.039029415520230766
ampliado_15pct,alta,Prima,2021-06,2021-07,1,True,0.04483434740430186
ampliado_15pct,alta,Prima,2021-07,2021-08,1,True,0.08741641547402607
ampliado_15pct,alta,Prima,2021-08,2021-09,1,True,0.02587825458162326
ampliado_15pct,alta,Prima,2021-09,2021-10,1,True,0.05604656327021065
ampliado_15pct,alta,Prima,2021-10,2021-11,1,True,0.031866966597382154
ampliado_15pct,alta,Prima,2021-11,2021-12,1,True,0.013173494982132536
ampliado_15pct,alta,Prima,2021-12,2022-01,1,True,0.061224297203231484
ampliado_15pct,alta,Prima,2022-01,2022-02,1,True,0.039630670238463825
ampliado_15pct,alta,Prima,2022-02,2022-03,1,True,0.06573961969150725
ampliado_15pct,alta,Prima,2022-03,2022-04,1,True,0.03631951095048374
ampliado_15pct,alta,Prima,2022-04,2022-06,2,False,0.05841561021519706
ampliado_15pct,alta,Prima,2022-06,2022-07,1,True,0.04331087313790292
ampliado_15pct,alta,Prima,2022-07,2022-08,1,True,0.04849831843829025
ampliado_15pct,alta,Prima,2022-08,2022-11,3,False,0.04783844770043234
ampliado_15pct,alta,Prima,2022-11,2022-12,1,True,0.018349851583474047
ampliado_15pct,alta,Prima,2022-12,2023-01,1,True,0.04843094274676811
ampliado_15pct,alta,Prima,2023-01,2023-04,3,False,0.06454912389407078
ampliado_15pct,alta,Prima,2023-04,2023-05,1,True,0.041743275798803
ampliado_15pct,alta,Prima,2023-05,2023-06,1,True,0.03883790114432527
ampliado_15pct,alta,Prima,2023-06,2023-07,1,True,0.06884335722249238
ampliado_15pct,alta,Prima,2023-07,2023-08,1,True,0.0421991723594684
ampliado_15pct,alta,Prima,2023-08,2023-09,1,True,0.07087528468250325
ampliado_15pct,alta,Prima,2023-09,2023-10,1,True,0.0644589774014924
ampliado_15pct,alta,Prima,2023-10,2023-11,1,True,0.06324421285521402
ampliado_15pct,alta,Prima,2023-11,2023-12,1,True,0.04204326639235938
ampliado_15pct,alta,Prima,2023-12,2024-01,1,True,0.07690838098510519
ampliado_15pct,alta,Prima,2024-01,2024-02,1,True,0.06204129668394966
ampliado_15pct,alta,Prima,2024-02,2024-03,1,True,0.03983551866865663
ampliado_15pct,alta,Prima,2024-03,2024-04,1,True,0.045535481256448206
ampliado_15pct,alta,Prima,2024-04,2024-05,1,True,0.059261236659836916
ampliado_15pct,alta,Prima,2024-05,2024-06,1,True,0.06557812683914317
ampliado_15pct,alta,Prima,2024-06,2024-07,1,True,0.12156797278699948
ampliado_15pct,alta,Prima,2024-07,2024-08,1,True,0.16001913969546955
ampliado_15pct,alta,Prima,2024-08,2024-09,1,True,0.09260603304433793
ampliado_15pct,alta,Prima,2024-09,2024-10,1,True,0.11776539180423587
ampliado_15pct,alta,Prima,2024-10,2024-11,1,True,0.03885160946508407
