fecha,clasificacion,promedio_pct,mediana_pct,dispersion_pct,afp_con_movimiento_mayor_5pct,afp_con_movimiento_mayor_2pct,max_abs_pct
2020-03-12,movimiento_generalizado,-4.6544164774783905,-4.788274256139435,0.46057439379685805,1,4,5.122964744633862
2022-10-03,movimiento_generalizado,3.7610739257635357,2.268013136537139,2.696340974156612,1,4,8.426448962375277
2024-08-05,movimiento_aislado_revisar,-2.3817854215664735,-1.438350875601274,1.7081468442140182,1,1,5.338975210368069
