fecha_cuota,afp,factor,corr_120,corr_250,beta_120,beta_250
2020-04-02,Prima,ret_COPX,0.7212945906207778,0.6757977319817046,0.14830100028663068,0.13710631584020244
2020-04-03,Prima,ret_COPX,0.7200621737952013,0.6751675109157089,0.14894296998734174,0.13780454184443436
2020-04-06,Prima,ret_COPX,0.7263267642469474,0.6813675822693707,0.15106250538350385,0.13960650117036022
2020-04-07,Prima,ret_COPX,0.7153157940518178,0.6712824281857527,0.14789114154499225,0.1368985448182458
2020-04-08,Prima,ret_COPX,0.7083074394614519,0.6664474195410452,0.14740154683853135,0.13653549384212865
2020-04-09,Prima,ret_COPX,0.710700537403047,0.6671059096437233,0.14735476575352022,0.13637058147427275
2020-04-10,Prima,ret_COPX,0.7104674728129737,0.6667764218391365,0.14735223459055527,0.1362954373559302
2020-04-13,Prima,ret_COPX,0.7089881327779676,0.6662142214621624,0.14742765811941216,0.13651825585050703
2020-04-14,Prima,ret_COPX,0.7127889402806574,0.6690508250695648,0.14819970170516966,0.13691959121891983
2020-04-15,Prima,ret_COPX,0.7046279233837842,0.665245142067481,0.14540147256249755,0.1354666846963712
2020-04-16,Prima,ret_COPX,0.7041156931431971,0.6661771686128458,0.1453216451096099,0.1355645970568266
2020-04-17,Prima,ret_COPX,0.7068330995158603,0.6677508370972699,0.14608601320709746,0.13615703621376316
2020-04-20,Prima,ret_COPX,0.7078081257377987,0.668361084264125,0.14592971594989765,0.13606078255255974
2020-04-21,Prima,ret_COPX,0.7055944474421774,0.6661950351303328,0.1467920669027133,0.1368279026375701
2020-04-22,Prima,ret_COPX,0.7063548511362147,0.6662517040494662,0.14666844097800347,0.13664190179125763
2020-04-23,Prima,ret_COPX,0.7066027024660183,0.6652025847736031,0.14714261825341238,0.13645402967625317
2020-04-24,Prima,ret_COPX,0.7062944681507228,0.6647535355944211,0.14699760359152209,0.13627853723195485
2020-04-27,Prima,ret_COPX,0.70597237482123,0.6644223734746284,0.14682274117451316,0.13601358276659856
2020-04-28,Prima,ret_COPX,0.705927785534649,0.6647856027945721,0.1468631038096756,0.13609328532560128
2020-04-29,Prima,ret_COPX,0.7108250448371289,0.6668292171342304,0.14766257411804548,0.13603725662651958
2020-04-30,Prima,ret_COPX,0.7102744516578486,0.6665380688741382,0.14686638127873813,0.13557430504242568
2020-05-01,Prima,ret_COPX,0.7120949126152003,0.6681778241234816,0.147576999771028,0.13627004851653046
2020-05-04,Prima,ret_COPX,0.711687270517043,0.6680655538389835,0.147530505557326,0.13624129936502868
2020-05-05,Prima,ret_COPX,0.7126829944348925,0.6695823908819747,0.14795313502311438,0.13665991156195803
2020-05-06,Prima,ret_COPX,0.7106139816851199,0.6665953806427563,0.14829978648098538,0.1364662631319013
2020-05-07,Prima,ret_COPX,0.711818903413099,0.6675916353375464,0.14865118432792654,0.13655333252285737
2020-05-08,Prima,ret_COPX,0.7104065384536521,0.6666596475780519,0.14967989284843417,0.13727731399007326
2020-05-11,Prima,ret_COPX,0.7082429118545163,0.6661086758672649,0.14943065313952061,0.13708634010257806
2020-05-12,Prima,ret_COPX,0.6956660658591748,0.6567525426516587,0.14813851095854874,0.13643745472273894
2020-05-13,Prima,ret_COPX,0.6958338168785116,0.6572303584929408,0.14817187418737643,0.13652669521896452
2020-05-14,Prima,ret_COPX,0.6956810279016458,0.6572858018098604,0.14820497805257293,0.1365718860051705
2020-05-15,Prima,ret_COPX,0.6923010299639203,0.6539568653287637,0.147434014590274,0.13589023066372888
2020-05-18,Prima,ret_COPX,0.6920442511980317,0.6537196972454649,0.14617098755154306,0.13486410687748204
2020-05-19,Prima,ret_COPX,0.6913533025337342,0.6533335319551967,0.1461686013929895,0.13487008934447636
2020-05-20,Prima,ret_COPX,0.6912411192920458,0.6530082208317237,0.1460609883686232,0.13469705629484907
2020-05-21,Prima,ret_COPX,0.6898555896451735,0.6530410833660958,0.14560294832816614,0.1351478401380928
2020-05-22,Prima,ret_COPX,0.6910435346111081,0.6536763497744429,0.14590670351663823,0.1353513827836348
2020-05-25,Prima,ret_COPX,0.6915045631779893,0.6537145799434618,0.14593229421610332,0.13534749572567512
2020-05-26,Prima,ret_COPX,0.6905902675437225,0.653297822669175,0.14584320511161541,0.1352713317920446
2020-05-27,Prima,ret_COPX,0.6920160134218768,0.6547645205548253,0.14629363616501886,0.13548528003541951
2020-05-28,Prima,ret_COPX,0.6924372606968888,0.6537865516934414,0.1461366909934816,0.13536162600160637
2020-05-29,Prima,ret_COPX,0.691619770351569,0.6536589973428002,0.146172883143155,0.1353487648905121
2020-06-01,Prima,ret_COPX,0.6927834107778289,0.6537779162450013,0.14640456885377132,0.13513540573189572
2020-06-02,Prima,ret_COPX,0.6938127821105667,0.6546877939486646,0.14668616849778973,0.13538144362676183
2020-06-03,Prima,ret_COPX,0.6833092167959126,0.6465095585755566,0.14753505076671564,0.13618334994670295
2020-06-04,Prima,ret_COPX,0.6823143668658087,0.6455742654289092,0.14801166126552984,0.13723540413699048
2020-06-05,Prima,ret_COPX,0.6823752258095632,0.6464870905343862,0.1502766397546387,0.13920567956860236
2020-06-08,Prima,ret_COPX,0.680814927586494,0.6447451369982111,0.15058911007191272,0.13943191780385222
2020-06-09,Prima,ret_COPX,0.6809480525968039,0.6449927423668115,0.1507730334893253,0.13959392933781029
2020-06-10,Prima,ret_COPX,0.680776499244301,0.6431379904800456,0.15065228124773972,0.13925514087600674
2020-06-11,Prima,ret_COPX,0.6856844977583374,0.6487541855464529,0.15017040697531978,0.13925677067800352
2020-06-12,Prima,ret_COPX,0.685286852321832,0.6475028563820077,0.1493631713706641,0.13862414271651272
2020-06-15,Prima,ret_COPX,0.6859864946802172,0.6477520332212173,0.14979738080882143,0.13862499265799172
2020-06-16,Prima,ret_COPX,0.6862629997449174,0.6484827590345705,0.1501280284808342,0.13889249672661189
2020-06-17,Prima,ret_COPX,0.682323163895762,0.6456350632168039,0.14983105251882664,0.13854999316547448
2020-06-18,Prima,ret_COPX,0.6827745891692477,0.6456738090704891,0.14983063851386055,0.13854512830077437
2020-06-19,Prima,ret_COPX,0.684017760336972,0.6474311528791217,0.15008486748271452,0.13900936119513888
2020-06-22,Prima,ret_COPX,0.6839876443511718,0.647492717637424,0.14999427019041406,0.13891035681589273
2020-06-23,Prima,ret_COPX,0.6850004788718485,0.6484977440313175,0.1502310439201129,0.13911500261840756
2020-06-24,Prima,ret_COPX,0.6861036083779137,0.6496047102631811,0.15053599167766898,0.1394346653718768
2020-06-25,Prima,ret_COPX,0.6839653994803548,0.6483192431756416,0.14991509492786084,0.13927746056530257
2020-06-26,Prima,ret_COPX,0.6806863136573504,0.6463629730968932,0.1492204386290565,0.13885691535255834
2020-06-29,Prima,ret_COPX,0.6813696095306173,0.6465679050482656,0.14918741846638975,0.13876888307713806
2020-06-30,Prima,ret_COPX,0.6831580990120067,0.646869006316574,0.14969390311908928,0.13869080177533685
2020-07-01,Prima,ret_COPX,0.6834806158014939,0.646050060678815,0.14990474364382642,0.1385509337303589
2020-07-02,Prima,ret_COPX,0.6837735251186282,0.6467656572783181,0.14996613195136713,0.13876277569976422
2020-07-03,Prima,ret_COPX,0.6827341764848858,0.6461115405282636,0.14985671809241263,0.1387535110331721
2020-07-06,Prima,ret_COPX,0.6799992213633267,0.6437471511958031,0.1498361853940501,0.13872084806032817
2020-07-07,Prima,ret_COPX,0.679903891811658,0.6442758923452043,0.1498114466322429,0.1389099683550677
2020-07-08,Prima,ret_COPX,0.6804577307956775,0.6451313543587719,0.14973039555043519,0.13903312519744365
2020-07-09,Prima,ret_COPX,0.6820715864753724,0.6445132142874854,0.1503224332109766,0.13895772450212268
2020-07-10,Prima,ret_COPX,0.6819473954344367,0.6446358339897263,0.15029203772250124,0.13898710307257006
2020-07-13,Prima,ret_COPX,0.6784911438140919,0.6444436830871131,0.1491850906063451,0.13912585756162804
2020-07-14,Prima,ret_COPX,0.6778267151514923,0.6437554228247713,0.1489247522805629,0.13886764420336056
2020-07-15,Prima,ret_COPX,0.6775466237702352,0.6434423392189981,0.14894857458120458,0.13891025356345518
2020-07-16,Prima,ret_COPX,0.6774794978357287,0.6436561506713762,0.1487992189901946,0.1387092951339347
2020-07-17,Prima,ret_COPX,0.6771642417341014,0.643145768434511,0.14870581288381626,0.13832540689528594
2020-07-20,Prima,ret_COPX,0.6774907368026333,0.6436065688293728,0.14864497045476813,0.13863207282376533
2020-07-21,Prima,ret_COPX,0.6740848596996183,0.6405728829547994,0.14794583729386016,0.13829541293606076
2020-07-22,Prima,ret_COPX,0.6714578164540466,0.6390684252349167,0.14753551511291807,0.13803436851365236
2020-07-23,Prima,ret_COPX,0.6720617895586214,0.6390071134257171,0.14765623167765743,0.13799061577219726
2020-07-24,Prima,ret_COPX,0.6726982527187552,0.6388738235683595,0.14811849145172643,0.1379129603083095
2020-07-27,Prima,ret_COPX,0.6711408198036535,0.6367754741892221,0.1475251424157672,0.13739301914826985
2020-07-28,Prima,ret_COPX,0.6697927757650043,0.6377621498122785,0.1471374810735255,0.13780559933764458
2020-07-29,Prima,ret_COPX,0.6707017256670375,0.637100248880815,0.14776663286246144,0.1376829431926757
2020-07-30,Prima,ret_COPX,0.6688712110271496,0.6359246362962888,0.14713072021019027,0.1372701765698599
2020-07-31,Prima,ret_COPX,0.6688881429720177,0.6347789743609525,0.14713410518255177,0.13720271518197436
2020-08-03,Prima,ret_COPX,0.6692823195399671,0.6351209718643724,0.14717968378349378,0.1372736058099102
2020-08-04,Prima,ret_COPX,0.669639020320025,0.6352484244424573,0.14716101835389983,0.13726405817878792
2020-08-05,Prima,ret_COPX,0.6711739491662162,0.6365609877552069,0.14732523154393262,0.13730595498967396
2020-08-06,Prima,ret_COPX,0.6713758903696377,0.6366600197511102,0.14742807274123362,0.13735648476966442
2020-08-07,Prima,ret_COPX,0.6710956130340735,0.6368248890768098,0.14733582349211713,0.13737387352191627
2020-08-10,Prima,ret_COPX,0.6669486677645254,0.636388550245434,0.14645579438152218,0.137293186093936
2020-08-11,Prima,ret_COPX,0.6658904715728489,0.635416779481928,0.14570013413464206,0.13699677685155034
2020-08-12,Prima,ret_COPX,0.6650613577219943,0.6356292075897136,0.1455482196162212,0.1374890030325848
2020-08-13,Prima,ret_COPX,0.661693206349182,0.6353461596351626,0.14418347448590754,0.13782956626109408
2020-08-14,Prima,ret_COPX,0.6619287982828267,0.6344598080845776,0.14372347734780325,0.13766767445837155
2020-08-17,Prima,ret_COPX,0.6604520952221733,0.6344692115428217,0.14315992816004625,0.13774674119108796
2020-08-18,Prima,ret_COPX,0.6611199287030074,0.6342636122536791,0.14342035303511247,0.13747904992164275
2020-08-19,Prima,ret_COPX,0.6616177419073797,0.6342928187002375,0.14327833762707376,0.13753691435425527
2020-08-20,Prima,ret_COPX,0.6612295623515738,0.6338069788053071,0.14332209668735343,0.1373786245809797
2020-08-21,Prima,ret_COPX,0.6612924781218933,0.6347801296083124,0.14231840370119164,0.13764024345254486
2020-08-24,Prima,ret_COPX,0.6290548652221003,0.6338253589081959,0.13212764613398226,0.1376446506634676
2020-08-25,Prima,ret_COPX,0.6255703691199455,0.6326655895924543,0.13293818061112914,0.13736539276379978
2020-08-26,Prima,ret_COPX,0.6107311909087172,0.631847417355369,0.12960619348176272,0.13730147855927918
2020-08-27,Prima,ret_COPX,0.5678541692680887,0.6322811757993874,0.10654311754375431,0.1373969810862858
2020-08-28,Prima,ret_COPX,0.5566421827343465,0.6286794313675437,0.10764153302853854,0.13662381801146933
2020-08-31,Prima,ret_COPX,0.44239046441907065,0.6285794280371371,0.08146024575981663,0.1366151303512371
2020-09-01,Prima,ret_COPX,0.4620473751401286,0.6285412861541487,0.08849399641356365,0.13664487914014614
2020-09-02,Prima,ret_COPX,0.38839531007233025,0.628551661494814,0.07348686194765057,0.13677962915881622
2020-09-03,Prima,ret_COPX,0.4245958250907473,0.6276398662656061,0.0787156344965091,0.13609916358443744
2020-09-04,Prima,ret_COPX,0.3975179556821051,0.6175650821696854,0.07435954154340765,0.13381073171955665
2020-09-07,Prima,ret_COPX,0.37373603237348285,0.6175433923502686,0.07161042149019528,0.13379573975323134
2020-09-08,Prima,ret_COPX,0.3118461491393241,0.6170917197675915,0.06552113917995754,0.13381751723708654
2020-09-09,Prima,ret_COPX,0.30618479765743783,0.6163160148998283,0.06449626462372098,0.13294294863408954
2020-09-10,Prima,ret_COPX,0.3519343180802219,0.6161384528179004,0.07854427378032294,0.1326541919411766
2020-09-11,Prima,ret_COPX,0.37162974940318944,0.6154954403578151,0.08216852221989725,0.13240318028695797
2020-09-14,Prima,ret_COPX,0.3713908269186589,0.6210617542053489,0.0835309679766569,0.13350431575541027
2020-09-15,Prima,ret_COPX,0.36928873649036453,0.6208659182901478,0.0859771659172916,0.1335113919786335
2020-09-16,Prima,ret_COPX,0.336551557124672,0.6201376468071206,0.07818685338307695,0.13350439684790116
2020-09-17,Prima,ret_COPX,0.35531878802832123,0.620033604984927,0.08246573092308701,0.13357204964539993
2020-09-18,Prima,ret_COPX,0.34599979666151176,0.6185460556753837,0.07875576860689765,0.13329958346704562
2020-09-21,Prima,ret_COPX,0.32458546990633264,0.6199801020662006,0.0727103043754438,0.13317305040531605
2020-09-22,Prima,ret_COPX,0.35748734328958165,0.6196577648870074,0.08087412405900474,0.1330643296769598
2020-09-23,Prima,ret_COPX,0.36673717424445007,0.6184500612261843,0.08063294953221105,0.13235038204460864
2020-09-24,Prima,ret_COPX,0.36421194196618567,0.6187346299570411,0.08079238811388052,0.13243756546259514
2020-09-25,Prima,ret_COPX,0.3636214529989715,0.6185232544991659,0.0807962044332587,0.13240635065850664
2020-09-28,Prima,ret_COPX,0.3659481554456948,0.6181319828188053,0.08142270758398595,0.13262700053832832
2020-09-29,Prima,ret_COPX,0.35120114384607354,0.6166830116114607,0.07874454027079157,0.1323372098933421
2020-09-30,Prima,ret_COPX,0.3614472469350731,0.621782798133522,0.08386340925830446,0.13351368408594888
2020-10-01,Prima,ret_COPX,0.3613624650154168,0.6215571449364883,0.08381924783076104,0.1334874670119623
2020-10-02,Prima,ret_COPX,0.3533781590776317,0.6215748476576591,0.08198146866108656,0.1335501372830367
2020-10-05,Prima,ret_COPX,0.34419653109389503,0.6215438850817006,0.08063717247549111,0.1334859865518676
2020-10-06,Prima,ret_COPX,0.3323272219815395,0.6193328218101007,0.07444582358417332,0.13274672935539764
2020-10-07,Prima,ret_COPX,0.32650546530736485,0.6185992206454776,0.07350082078603021,0.1325021994261038
2020-10-08,Prima,ret_COPX,0.3244428906790701,0.6179663786304865,0.0729847429183793,0.13234677046227888
2020-10-09,Prima,ret_COPX,0.32997447689706283,0.6185599184912479,0.07373922749550653,0.1323169849537648
2020-10-12,Prima,ret_COPX,0.3256044926413372,0.6167622691603617,0.07298192844156831,0.13208427489966296
2020-10-13,Prima,ret_COPX,0.3271101920438423,0.6166949657247369,0.07270114686626637,0.1318893023175576
2020-10-14,Prima,ret_COPX,0.28718003876291887,0.6143628155471866,0.06452868978086795,0.13121202504180005
2020-10-15,Prima,ret_COPX,0.28134871675554857,0.6139825032645337,0.0650806942318167,0.1313383754659157
2020-10-16,Prima,ret_COPX,0.25837082169899545,0.6145509240607006,0.05908474186806545,0.13148082630872973
2020-10-19,Prima,ret_COPX,0.2584924256856151,0.6152789085752985,0.059193713153911275,0.1317193009896141
2020-10-20,Prima,ret_COPX,0.2546542198408652,0.615445232100657,0.05790089619463311,0.13167371615431195
2020-10-21,Prima,ret_COPX,0.2652073214985968,0.6159387146332841,0.05977506491157441,0.13173468808296682
2020-10-22,Prima,ret_COPX,0.26048775830145654,0.6166527893340811,0.05899607131509958,0.1322210719075357
2020-10-23,Prima,ret_COPX,0.252952978724645,0.6164749120769317,0.05605508078310504,0.13217607611183962
2020-10-26,Prima,ret_COPX,0.26660532087860545,0.6169085938358349,0.05886080301530446,0.13219326389099925
2020-10-27,Prima,ret_COPX,0.29858106469457085,0.6168613683533323,0.06426325105114555,0.1321712431399851
2020-10-28,Prima,ret_COPX,0.3150978593384064,0.6185510717148818,0.06859492714494939,0.13278491723744343
2020-10-29,Prima,ret_COPX,0.31174371851385596,0.6189876693855734,0.0675452571989813,0.13286554151226646
2020-10-30,Prima,ret_COPX,0.3256762556798004,0.6188844386054589,0.07007847620097635,0.13280394733278295
2020-11-02,Prima,ret_COPX,0.3238435625958292,0.6187514683218219,0.07147118936476257,0.13264476639333328
2020-11-03,Prima,ret_COPX,0.3339758552819877,0.6205299704459828,0.0733421103061025,0.13299623423357823
2020-11-04,Prima,ret_COPX,0.320774577521058,0.6177135476768633,0.0706687760751359,0.13268919221666398
2020-11-05,Prima,ret_COPX,0.3355933803131991,0.6188426814650507,0.07609021674034981,0.13373875884024292
2020-11-06,Prima,ret_COPX,0.33277220604813945,0.619287862054647,0.07515859891434337,0.13376769150591836
2020-11-09,Prima,ret_COPX,0.3343038061306169,0.617269591359042,0.07802375586031503,0.1344120532644572
2020-11-10,Prima,ret_COPX,0.3398264299762016,0.6177061604382912,0.07969941568548955,0.13458351035595573
2020-11-11,Prima,ret_COPX,0.33043176376390765,0.6171047723497088,0.07786339831047114,0.13452142828937408
2020-11-12,Prima,ret_COPX,0.31872692389442503,0.6136126247556265,0.07502598732908292,0.1338923050775718
2020-11-13,Prima,ret_COPX,0.324471883824467,0.6144517122607162,0.07563093552324382,0.133843579392553
2020-11-16,Prima,ret_COPX,0.342180724204106,0.6169321143674081,0.0810075761863919,0.1347185331136653
2020-11-17,Prima,ret_COPX,0.3383850016281576,0.6165383861077398,0.08037928246659778,0.1346722209671229
2020-11-18,Prima,ret_COPX,0.3538395916602709,0.6166116405614037,0.07881764290667255,0.1346077635167028
2020-11-19,Prima,ret_COPX,0.34936000568687664,0.6150849227012981,0.07686556398270362,0.1342736342687532
2020-11-20,Prima,ret_COPX,0.3334065778463349,0.6170471417634465,0.0695505399785184,0.13480215338050566
2020-11-23,Prima,ret_COPX,0.33764113829917963,0.6176166335574437,0.06928974752244516,0.13494002953552992
2020-11-24,Prima,ret_COPX,0.3494510073081487,0.6192384022744412,0.07172439942179902,0.13549248422465734
2020-11-25,Prima,ret_COPX,0.3568337121906903,0.6191726486347948,0.07271201149375664,0.1354747735251283
2020-11-26,Prima,ret_COPX,0.2765392746788233,0.6194884686508818,0.058695127811504016,0.1354332780939043
2020-11-27,Prima,ret_COPX,0.28267253770540635,0.6188747352724914,0.060790078717116426,0.13548898180154392
2020-11-30,Prima,ret_COPX,0.27582730527735055,0.618782414565682,0.059282616942406496,0.13561254924478655
2020-12-01,Prima,ret_COPX,0.27834974034972026,0.6196117933592877,0.05974678678592602,0.1359162423393749
2020-12-02,Prima,ret_COPX,0.2927967748005147,0.6196635630270739,0.06209751606498924,0.13596339520961806
2020-12-03,Prima,ret_COPX,0.2925780376601,0.6200165138888066,0.061982316632292665,0.13606787383030292
2020-12-04,Prima,ret_COPX,0.29713883654437234,0.620351224801278,0.06267893984111264,0.13605429204182345
2020-12-07,Prima,ret_COPX,0.2869352721270805,0.6179059867192023,0.06047618418122522,0.13549924069278582
2020-12-08,Prima,ret_COPX,0.2792762743837468,0.6177528824156824,0.05891060458911072,0.13549387732969007
2020-12-09,Prima,ret_COPX,0.2581215761086965,0.6187345295677185,0.053962192448100806,0.13564881915880136
2020-12-10,Prima,ret_COPX,0.26855821813155956,0.6183589385053853,0.05599039402720371,0.1355043619745087
2020-12-11,Prima,ret_COPX,0.28872865970257594,0.6197660542662077,0.060536151135048684,0.13566752928508669
2020-12-14,Prima,ret_COPX,0.29348315308142214,0.6206109050591581,0.061999136876873535,0.13611728027002398
2020-12-15,Prima,ret_COPX,0.29389594286989756,0.6209417023463565,0.06237130562060989,0.13618549143829964
2020-12-16,Prima,ret_COPX,0.29753629876853827,0.6210848925462576,0.06284930613772788,0.1362188153304555
2020-12-17,Prima,ret_COPX,0.3002839286188884,0.6216965322038863,0.06299950681234329,0.136160422815777
2020-12-18,Prima,ret_COPX,0.3030651014306504,0.6226630858691298,0.06337245087085236,0.1364396889512557
2020-12-21,Prima,ret_COPX,0.31223579059227624,0.6223227455275476,0.06478133691998131,0.1364862419024455
2020-12-22,Prima,ret_COPX,0.3110103126949722,0.6214638621513164,0.06403711941070483,0.1361435901606555
2020-12-23,Prima,ret_COPX,0.31873330074362966,0.6218007420564478,0.06548217972384517,0.13606429721835786
2020-12-24,Prima,ret_COPX,0.31939041159863796,0.6217356298064527,0.06549578111431348,0.13611593083184897
2020-12-28,Prima,ret_COPX,0.31527730576857677,0.6211438916057819,0.06469959435778651,0.13607698648102734
2020-12-29,Prima,ret_COPX,0.31775208313644004,0.6219847284949821,0.06470514272240709,0.1362965187044744
2020-12-30,Prima,ret_COPX,0.3268611929788864,0.623752002107588,0.06688655675732036,0.1369294094403921
2020-12-31,Prima,ret_COPX,0.3255903181460418,0.6236450935545745,0.06663372142716956,0.1371070883635312
2021-01-04,Prima,ret_COPX,0.3150987151538871,0.6233185135912072,0.06489341787096059,0.13710361922978961
2021-01-05,Prima,ret_COPX,0.32379508709047766,0.624072859408636,0.06626339444724658,0.13708160368229524
2021-01-06,Prima,ret_COPX,0.3267004934742486,0.6246108293079945,0.06718198331291526,0.13721591214390275
2021-01-07,Prima,ret_COPX,0.34062645967305016,0.6251722519891085,0.06844833445668035,0.13710005897890548
2021-01-08,Prima,ret_COPX,0.32815939374416786,0.6227442946534821,0.06564090187887983,0.13670337666109075
2021-01-11,Prima,ret_COPX,0.2976483245598325,0.6163383683054248,0.057768325800740164,0.13488090697912186
2021-01-12,Prima,ret_COPX,0.29715450177671365,0.6159918244071909,0.057351531568071636,0.13460730322281683
2021-01-13,Prima,ret_COPX,0.3036099095272276,0.6111834345856275,0.058583907335482834,0.1330173800139578
2021-01-14,Prima,ret_COPX,0.3040442024774251,0.6113357659456067,0.0590557584135435,0.13316830026893625
2021-01-15,Prima,ret_COPX,0.319854453872058,0.612524502561262,0.062023359488312405,0.13329660577437843
2021-01-18,Prima,ret_COPX,0.31979387456964814,0.6123110355920686,0.06293706038012072,0.1332839940316279
2021-01-19,Prima,ret_COPX,0.3179296804296552,0.6114081289114008,0.06256178003511945,0.13309618914810503
2021-01-20,Prima,ret_COPX,0.3265991203784095,0.6126452121350527,0.06415866705029523,0.13325112172560796
2021-01-21,Prima,ret_COPX,0.3252011968447884,0.6115284537599438,0.06411529134161784,0.13279500205956307
2021-01-22,Prima,ret_COPX,0.31432213791977803,0.6096947106990972,0.06210553381599404,0.13223014837135258
2021-01-25,Prima,ret_COPX,0.3015879819654054,0.6071329759855458,0.05969686286074847,0.13178418569166092
2021-01-26,Prima,ret_COPX,0.2965253242646123,0.6066907600890602,0.05846845482937529,0.1318920883321201
2021-01-27,Prima,ret_COPX,0.3432477656904327,0.6109902793034253,0.06932252538310148,0.13303640538988218
2021-01-28,Prima,ret_COPX,0.33365541724673087,0.6084639936767383,0.06683940955700778,0.13228676692381316
2021-01-29,Prima,ret_COPX,0.3485803463768844,0.6106935713564375,0.06929105939225197,0.13277142270831702
2021-02-01,Prima,ret_COPX,0.361999319611356,0.6116862987267976,0.0704930905067353,0.13253263470671814
2021-02-02,Prima,ret_COPX,0.354207398095737,0.6092603664927294,0.06931088708021589,0.13216524718707381
2021-02-03,Prima,ret_COPX,0.35193641880655163,0.6087144823918959,0.06932326427539667,0.13224532498683353
2021-02-04,Prima,ret_COPX,0.35398374788606213,0.6089668750867101,0.0700245254110426,0.13221869997015936
2021-02-05,Prima,ret_COPX,0.3530955280753387,0.6090131972143,0.06934782349763403,0.13215653687856416
2021-02-08,Prima,ret_COPX,0.3624022156989634,0.6101922914614083,0.07149375844821601,0.13251739417181976
2021-02-09,Prima,ret_COPX,0.3562220131939344,0.6089105277252005,0.07145536389910054,0.13265361425551217
2021-02-10,Prima,ret_COPX,0.36017753336216457,0.6054964310022692,0.07210265434006269,0.13187366225902403
2021-02-11,Prima,ret_COPX,0.36289719257949554,0.6045359919330241,0.0729118974428321,0.13120614248770998
2021-02-12,Prima,ret_COPX,0.3708953040967535,0.6040923758245128,0.07443216378604822,0.13102537977949016
2021-02-15,Prima,ret_COPX,0.36839801201659855,0.600906428839074,0.0741217536672997,0.12974827732355257
2021-02-16,Prima,ret_COPX,0.3782026029590597,0.5997117265376447,0.07696921175212275,0.12934814427766805
2021-02-17,Prima,ret_COPX,0.36264660047927755,0.5948769503337462,0.07357323654664329,0.12801411650171823
2021-02-18,Prima,ret_COPX,0.36085618732033536,0.5946345614056748,0.07340323749432937,0.12815981903434556
2021-02-19,Prima,ret_COPX,0.35111292748720124,0.592259435719555,0.06980545480423077,0.12688925241486382
2021-02-22,Prima,ret_COPX,0.3452576171377396,0.591739041638691,0.07006794294594147,0.12694637482110493
2021-02-23,Prima,ret_COPX,0.3908013835455812,0.5906173942693238,0.07859072768695873,0.1259101204096336
2021-02-24,Prima,ret_COPX,0.3931041732030278,0.5605258904143653,0.0796667235910301,0.11697880701997433
2021-02-25,Prima,ret_COPX,0.4064277457383192,0.5598051621376596,0.08049269569093784,0.11753883866461451
2021-02-26,Prima,ret_COPX,0.4328958665092317,0.5510583816454349,0.08675668652171685,0.11504353159156748
2021-03-01,Prima,ret_COPX,0.4251372497315175,0.5106139849210356,0.08541181808605439,0.09700511468090348
2021-03-02,Prima,ret_COPX,0.43126174192851197,0.5060864873399248,0.08672388768488581,0.09832544035314857
2021-03-03,Prima,ret_COPX,0.42597676062482065,0.4199098578755303,0.08565467554270756,0.07902205578969637
2021-03-04,Prima,ret_COPX,0.4526295294112,0.44123812015033265,0.08901695146929563,0.08468731569150495
2021-03-05,Prima,ret_COPX,0.44481646747860526,0.3921277446747109,0.08695945170591561,0.0745022354758176
2021-03-08,Prima,ret_COPX,0.44453789116286196,0.4144959058034266,0.08677658526457989,0.07823615890618933
2021-03-09,Prima,ret_COPX,0.44389333818195253,0.4130589900642896,0.08663567077978941,0.07818609027878831
2021-03-10,Prima,ret_COPX,0.4315039505131061,0.3986775606892597,0.08509526313233408,0.07655508439546152
2021-03-11,Prima,ret_COPX,0.4390751756657108,0.36918087573614905,0.08553766774920411,0.07436699070294849
2021-03-12,Prima,ret_COPX,0.437288042684187,0.36479464947855605,0.08694416277640507,0.07428150565738922
2021-03-15,Prima,ret_COPX,0.44508823535619196,0.39127097632438274,0.08810367678913988,0.08233784721388876
2021-03-16,Prima,ret_COPX,0.445454191283568,0.404784235999158,0.08812673357433795,0.08481306428232374
2021-03-17,Prima,ret_COPX,0.4464258229807744,0.40370336341995655,0.08787298765311952,0.08507147790835361
2021-03-18,Prima,ret_COPX,0.45021023115388564,0.4047511771012033,0.08848013865239714,0.08675306259322468
2021-03-19,Prima,ret_COPX,0.4506323642378698,0.38921026373676976,0.08802323541706254,0.08295261101072644
2021-03-22,Prima,ret_COPX,0.45203871700038356,0.3998187321463168,0.08820582804898368,0.08503780534058848
2021-03-23,Prima,ret_COPX,0.4618179049329944,0.40073943205759643,0.08985163717647565,0.08402064809109258
2021-03-24,Prima,ret_COPX,0.4687790481742398,0.38786331196161794,0.09212751995007425,0.08136164335511471
2021-03-25,Prima,ret_COPX,0.47456919596840197,0.40588237853263714,0.094321361456601,0.08555701851227379
2021-03-26,Prima,ret_COPX,0.4813582714871832,0.41343186299411316,0.09464191785880827,0.08620042876029231
2021-03-29,Prima,ret_COPX,0.4838169757225313,0.412172232732324,0.09518743600508302,0.08626974276973523
2021-03-30,Prima,ret_COPX,0.4828647152647358,0.4124103320288024,0.09555067773955261,0.08632380029506799
2021-03-31,Prima,ret_COPX,0.4842693309586842,0.4115881658802636,0.09614620821127505,0.08622118253504296
2021-04-01,Prima,ret_COPX,0.4854625826954616,0.4059626331038749,0.09722838264969348,0.08538443756622249
