fecha_cuota,afp,factor,corr_120,corr_250,beta_120,beta_250
2016-12-23,Integra,ret_EPU,0.16796500306793039,0.21658941316055888,0.02770414053058282,0.05181796693565379
2016-12-26,Integra,ret_EPU,0.1561137017244859,0.21566134627148517,0.025143992627216973,0.05160570328114776
2016-12-27,Integra,ret_EPU,0.13911940016487045,0.21591229943920082,0.021774815359883973,0.05170462173728192
2016-12-28,Integra,ret_EPU,0.13882600606708329,0.21244414938404604,0.02252769773152794,0.05102486379210245
2016-12-29,Integra,ret_EPU,0.12306947137177575,0.21203668642312148,0.020075765251094668,0.05089258631977356
2016-12-30,Integra,ret_EPU,0.12472135593793941,0.20950998854162645,0.020333013891565895,0.049408471083728804
2017-01-02,Integra,ret_EPU,0.11297297353975286,0.20912331774677928,0.018330038113318882,0.04930134362975023
2017-01-03,Integra,ret_EPU,0.11817920562620386,0.20786657698686775,0.01981468142268634,0.04920669641170516
2017-01-04,Integra,ret_EPU,0.12853409837068083,0.2092303320069264,0.021247473731210758,0.04921549865660968
2017-01-05,Integra,ret_EPU,0.11269404748727499,0.20632788167765156,0.01870914737284672,0.048507616608090554
2017-01-06,Integra,ret_EPU,0.1037404813322988,0.18959573665774315,0.01733072305308239,0.04372939083437335
2017-01-09,Integra,ret_EPU,0.0850651712199938,0.18707409875235903,0.013634603919242361,0.04295948053815985
2017-01-10,Integra,ret_EPU,0.08126342645835803,0.1847975036010889,0.012915661665052298,0.042308465915918636
2017-01-11,Integra,ret_EPU,0.048357137338783274,0.18528011414067058,0.00780448253825192,0.04242858336575089
2017-01-12,Integra,ret_EPU,0.05829372722148507,0.1886941512739579,0.009760261428394633,0.043509935844270355
2017-01-13,Integra,ret_EPU,0.06456690443281848,0.18617973312780053,0.010848101372603164,0.04230919563174463
2017-01-16,Integra,ret_EPU,0.06506973418169475,0.1853084494115767,0.010931385827359731,0.04206923060259917
2017-01-17,Integra,ret_EPU,0.08051976728237817,0.17260474204259088,0.014100753578451395,0.03949396631210079
2017-01-18,Integra,ret_EPU,0.0780340601909662,0.17910055683974294,0.013702392708592546,0.04109263267824255
2017-01-19,Integra,ret_EPU,0.09006560003873389,0.18227761521478142,0.01605898540642877,0.041948761440900206
2017-01-20,Integra,ret_EPU,0.0811605660244703,0.19443330290291228,0.014385631365102874,0.045132294669277165
2017-01-23,Integra,ret_EPU,0.08612463424770343,0.19481584925462547,0.015386696550328588,0.04512012304227575
2017-01-24,Integra,ret_EPU,0.09641976201703485,0.194011681141186,0.017467252032064617,0.045028775944035634
2017-01-25,Integra,ret_EPU,0.12092096320001873,0.1999492945138869,0.02229319207202511,0.046550453747223025
2017-01-26,Integra,ret_EPU,0.11341904252151157,0.2151535831907819,0.020883132782516967,0.04997614589595879
2017-01-27,Integra,ret_EPU,0.12483620635475355,0.21263768514053197,0.023103168700329618,0.0494862376102222
2017-01-30,Integra,ret_EPU,0.14077962295049717,0.2171702422443182,0.026765458478556006,0.05069050368474061
2017-01-31,Integra,ret_EPU,0.15004847780069758,0.2194927128880643,0.028791113177336788,0.0507828430278136
2017-02-01,Integra,ret_EPU,0.15045550565139432,0.21136270144613417,0.028946864402805028,0.04878116519861564
2017-02-02,Integra,ret_EPU,0.1324264376782904,0.20723830508231691,0.025255581416509854,0.047773618976895534
2017-02-03,Integra,ret_EPU,0.1356959293256463,0.20343778153499673,0.026249033404415048,0.04698637779112996
2017-02-06,Integra,ret_EPU,0.13205970831128763,0.1969445544899761,0.025368414685316792,0.044889934479989416
2017-02-07,Integra,ret_EPU,0.11908299135565598,0.19790599220049923,0.022925643639616904,0.045037974719656135
2017-02-08,Integra,ret_EPU,0.09105471594227289,0.2007066706159254,0.017599087232650107,0.04549085831798547
2017-02-09,Integra,ret_EPU,0.08993157941284984,0.20851468502531822,0.01715705952740823,0.046998808298501386
2017-02-10,Integra,ret_EPU,0.08277351001577761,0.20546369223756508,0.015734369099436575,0.046239427462004115
2017-02-13,Integra,ret_EPU,0.08351587829691681,0.20322809724075996,0.01570031539571744,0.04575807130142329
2017-02-14,Integra,ret_EPU,0.09325617841736097,0.20520553244428436,0.017722082278553184,0.045680434651090264
2017-02-15,Integra,ret_EPU,0.09850267319929536,0.2066418579869001,0.018740031906587934,0.0462516867976189
2017-02-16,Integra,ret_EPU,0.10846045948433258,0.21181332446467893,0.020737772821300054,0.04739958994583724
2017-02-17,Integra,ret_EPU,0.08574429995212088,0.20914404970183548,0.01642141416468797,0.0467181782066341
2017-02-20,Integra,ret_EPU,0.08649939652964829,0.2092677230388981,0.016438669612489583,0.04675917282832854
2017-02-21,Integra,ret_EPU,0.08718876753124988,0.2066305143296693,0.01642080844235048,0.046182468745104684
2017-02-22,Integra,ret_EPU,0.0925563745144503,0.21007204302368956,0.0173570708139053,0.0470351060620506
2017-02-23,Integra,ret_EPU,0.08924620682015201,0.20917604059460626,0.01671278026155519,0.04678862974838107
2017-02-24,Integra,ret_EPU,0.09908705195033173,0.21371720862170143,0.018840766264432717,0.04803273135080475
2017-02-27,Integra,ret_EPU,0.11041171785698103,0.21730551557156616,0.020832890768557245,0.04853886387258328
2017-02-28,Integra,ret_EPU,0.10785756769270378,0.22016333159168217,0.020291833220991585,0.04937018103088216
2017-03-01,Integra,ret_EPU,0.13951379478840756,0.21182456514878883,0.027051838236419514,0.04772486280005387
2017-03-02,Integra,ret_EPU,0.13170942860657195,0.20845629526794834,0.025517915896619597,0.046798849336199655
2017-03-03,Integra,ret_EPU,0.13095196398525583,0.19909244695583864,0.025329464891315438,0.04436242582444138
2017-03-06,Integra,ret_EPU,0.13442282458816468,0.20387422373847805,0.025906378847316832,0.04472353487887374
2017-03-07,Integra,ret_EPU,0.10615925256130931,0.19470244207253923,0.02039703673004919,0.042801196718926786
2017-03-08,Integra,ret_EPU,0.09039409413206824,0.18645109296453358,0.01758396448040532,0.04051496515737878
2017-03-09,Integra,ret_EPU,0.08705037045227351,0.18532433736488638,0.017028412042722436,0.04026044302273107
2017-03-10,Integra,ret_EPU,0.07918700374200086,0.1839229881897438,0.015597895504425866,0.03990183495979392
2017-03-13,Integra,ret_EPU,0.06509935448122842,0.18232315074037747,0.012772882687433184,0.03944627985023663
2017-03-14,Integra,ret_EPU,0.08665033316826577,0.18711882038701136,0.016950832444665255,0.04029247873668557
2017-03-15,Integra,ret_EPU,0.07394287549651415,0.18348579290156464,0.014093838146812298,0.03919536768988694
2017-03-16,Integra,ret_EPU,0.08348192593675777,0.17036151143035017,0.015947597913259684,0.035684939253954134
2017-03-17,Integra,ret_EPU,0.08036203776527746,0.1693533491607786,0.015159499283436666,0.035306309638707956
2017-03-20,Integra,ret_EPU,0.08166072379309922,0.16844165452010265,0.01536789095545511,0.03510432170457778
2017-03-21,Integra,ret_EPU,0.09013268874854437,0.16941183531853274,0.017065883116388986,0.03508647212107013
2017-03-22,Integra,ret_EPU,0.07579272959721148,0.16514256618356005,0.014337928407920012,0.03408370401300532
2017-03-23,Integra,ret_EPU,0.06533044553008634,0.13948719146401362,0.012345175351301084,0.02883419117009209
2017-03-24,Integra,ret_EPU,0.06373749244325302,0.1467092741271357,0.012028811103746965,0.030544637867048228
2017-03-27,Integra,ret_EPU,0.0645138358443934,0.11502558107954661,0.0121815695224659,0.02553611318592583
2017-03-28,Integra,ret_EPU,0.06805812176411787,0.10943326139348078,0.012884616732941301,0.024285281886696968
2017-03-29,Integra,ret_EPU,0.07225903432877395,0.11982464549097799,0.013746853171360318,0.0260667553045756
2017-03-30,Integra,ret_EPU,0.06902285696320451,0.12068407919914984,0.013065559938711916,0.026250580167046494
2017-03-31,Integra,ret_EPU,0.06163739034395021,0.11755699743507352,0.011691227713655248,0.025582036563189768
2017-04-03,Integra,ret_EPU,0.0631276095254821,0.1137607402087647,0.011924002718380292,0.024701839027165228
2017-04-04,Integra,ret_EPU,0.0598968816421259,0.09926335665486699,0.01147114238890583,0.021483916144875794
2017-04-05,Integra,ret_EPU,0.05907136053053919,0.0995159578056728,0.011228976320138423,0.0214887608369109
2017-04-06,Integra,ret_EPU,0.060899274877065174,0.10042779487100824,0.011590891909931424,0.021662865419447844
2017-04-07,Integra,ret_EPU,0.05374994234321053,0.09513701482432536,0.010215633780477327,0.020582984935519046
2017-04-10,Integra,ret_EPU,0.05769776952201049,0.09444240051135994,0.010979834782092798,0.020465401240400805
2017-04-11,Integra,ret_EPU,0.05981468916847448,0.09858099042709459,0.011305223147088244,0.021444056978051903
2017-04-12,Integra,ret_EPU,0.0616180754933826,0.09775230952606136,0.011653746110000739,0.021253485078805884
2017-04-13,Integra,ret_EPU,0.06203581631252981,0.09629866051570334,0.011737005513698124,0.020906308551876137
2017-04-14,Integra,ret_EPU,0.062130487571749445,0.10312938795085369,0.011748948319710654,0.022488735070102774
2017-04-17,Integra,ret_EPU,0.06172710650527774,0.11479345892827465,0.01167158741002701,0.02504603898034386
2017-04-18,Integra,ret_EPU,0.06890924250967471,0.11484941892853072,0.01301673571160725,0.025240507573611987
2017-04-19,Integra,ret_EPU,0.06698664340978273,0.11052742879303376,0.012641696062891108,0.02412642174339862
2017-04-20,Integra,ret_EPU,0.06559326249342622,0.11552427770465386,0.0124023111727652,0.025270032641247945
2017-04-21,Integra,ret_EPU,0.07479996288586575,0.12026616927701651,0.014367113039055591,0.026328323818492077
2017-04-24,Integra,ret_EPU,0.06537554184154729,0.12157009359536793,0.012811608535241879,0.026974019249969915
2017-04-25,Integra,ret_EPU,0.0877194797185656,0.11696485607586021,0.017396731685172643,0.02590768934329134
2017-04-26,Integra,ret_EPU,0.08859499074263343,0.11967822331484804,0.01761372179961296,0.02659075465950145
2017-04-27,Integra,ret_EPU,0.08956606204878013,0.12405426965788381,0.017535203931581433,0.02742933413835
2017-04-28,Integra,ret_EPU,0.06933135834563003,0.11912083069072567,0.01386188715197121,0.02645934187956121
2017-05-01,Integra,ret_EPU,0.07228166127267735,0.11760321625900398,0.014440629715850056,0.026148643120911225
2017-05-02,Integra,ret_EPU,0.08881301177571782,0.11370058552452175,0.0182207020548142,0.02527624203024877
2017-05-03,Integra,ret_EPU,0.08868139758734675,0.11747629031773314,0.018279329930444656,0.026141802748906783
2017-05-04,Integra,ret_EPU,0.061032162999424676,0.1028252354068335,0.012664979406372399,0.02290079690317257
2017-05-05,Integra,ret_EPU,0.056587146211058474,0.10206389252548086,0.01172863838572405,0.022728398309725974
2017-05-08,Integra,ret_EPU,0.08504837411608374,0.11346026532227338,0.01753375611952676,0.025243920160646798
2017-05-09,Integra,ret_EPU,0.07879472310624833,0.11389367564053338,0.016249586213628934,0.02529765280880432
2017-05-10,Integra,ret_EPU,0.07156274541698472,0.10895394825476408,0.014508732656665174,0.024020335853288614
2017-05-11,Integra,ret_EPU,0.07090392181509747,0.10895154671485996,0.014350062635308478,0.023997459992022966
2017-05-12,Integra,ret_EPU,0.07676353881169731,0.11350650924789137,0.015525904396979479,0.02499819231861632
2017-05-15,Integra,ret_EPU,0.07709727792755122,0.11437862823776655,0.015462382430346255,0.025068287917034828
2017-05-16,Integra,ret_EPU,0.07711934371447601,0.11446661373198055,0.015463841620656343,0.02507769505482749
2017-05-17,Integra,ret_EPU,0.09813171873902068,0.12974916492524277,0.019739701669941434,0.028562735028484738
2017-05-18,Integra,ret_EPU,0.10771228091191568,0.13235549968093435,0.022533967002507517,0.029145819416174806
2017-05-19,Integra,ret_EPU,0.13580727710708498,0.15327582330665177,0.02935434621528222,0.0334338872953333
2017-05-22,Integra,ret_EPU,0.1264445694529154,0.14995716421063304,0.027163411111706157,0.03261237668201732
2017-05-23,Integra,ret_EPU,0.11957514468048497,0.15096566350814333,0.025987614416489595,0.03282460832067526
2017-05-24,Integra,ret_EPU,0.11884901541345054,0.14862917795300465,0.02594680883507699,0.032383715659384714
2017-05-25,Integra,ret_EPU,0.12039168184542899,0.14756068922545798,0.02617526813255802,0.03215160110289619
2017-05-26,Integra,ret_EPU,0.116993399139448,0.14040308055905126,0.025357109798908383,0.030459635659095183
2017-05-29,Integra,ret_EPU,0.11428284989019737,0.1362632212907399,0.024887702211417867,0.02914079117421153
2017-05-30,Integra,ret_EPU,0.11127598528560409,0.13423017722306743,0.0244484324237411,0.02859114149208767
2017-05-31,Integra,ret_EPU,0.09480054592657507,0.13504281150825556,0.02078230975341961,0.028803963874166755
2017-06-01,Integra,ret_EPU,0.0989181821874883,0.13315454074666838,0.021425174446915267,0.028453421900453708
2017-06-02,Integra,ret_EPU,0.09765108005606432,0.1376635637631483,0.021336621521822363,0.029606175991369804
2017-06-05,Integra,ret_EPU,0.0987007113470828,0.1389113226869361,0.021608563594532223,0.0299164259700588
2017-06-06,Integra,ret_EPU,0.09443212260029239,0.13571176789227704,0.02065825551635266,0.029186283009430415
2017-06-07,Integra,ret_EPU,0.09311606586591804,0.1354525360931529,0.020300317535187108,0.02915920668916942
2017-06-08,Integra,ret_EPU,0.09747977682145373,0.13767960443958355,0.021118835775959154,0.02927993529783739
2017-06-09,Integra,ret_EPU,0.09033531275184199,0.14088347100222257,0.01959162973619944,0.02780496519318192
2017-06-12,Integra,ret_EPU,0.08890588555963701,0.11985251981220903,0.019161531592542736,0.023480234088906864
2017-06-13,Integra,ret_EPU,0.07964469365264763,0.11613636685679703,0.016878209965378012,0.02311907329378496
2017-06-14,Integra,ret_EPU,0.08241675566228511,0.10753026528636389,0.01720682502191047,0.020921496640766136
2017-06-15,Integra,ret_EPU,0.09000562876117836,0.11025452454391788,0.01872985868032628,0.021358060727520296
2017-06-16,Integra,ret_EPU,0.08657452145091651,0.11260485991348268,0.01804570828700675,0.021739915152981532
2017-06-19,Integra,ret_EPU,0.08671217123636081,0.11255847375858818,0.018099348909790404,0.021756419113947545
2017-06-20,Integra,ret_EPU,0.08871119207809809,0.11358327892601829,0.018009218548640637,0.021681879630560816
2017-06-21,Integra,ret_EPU,0.08701798475897009,0.12086753213383818,0.017690297389757147,0.023070438847008743
2017-06-22,Integra,ret_EPU,0.0946433492386706,0.11886695346841353,0.019073447240806892,0.02260167071108051
2017-06-23,Integra,ret_EPU,0.10385447589510696,0.1205471093432979,0.02079406609660884,0.02267231788644403
2017-06-26,Integra,ret_EPU,0.10858296095250757,0.11441709396156721,0.022032957962639193,0.021310863481600655
2017-06-27,Integra,ret_EPU,0.11062905695606379,0.10635407945019784,0.022550712832534396,0.019554802061853543
2017-06-28,Integra,ret_EPU,0.11201633633391289,0.10852873164080025,0.022843837575561073,0.020101549204350005
2017-06-29,Integra,ret_EPU,0.104338829141295,0.10087824469976818,0.020951313807295306,0.01884971687334536
2017-06-30,Integra,ret_EPU,0.099009877227315,0.10135668259887175,0.019849623798636883,0.01895354206671409
2017-07-03,Integra,ret_EPU,0.10001755354842022,0.09658758659629785,0.020112601721524282,0.0180495800905692
2017-07-04,Integra,ret_EPU,0.10328021130752596,0.10074073146337621,0.0201199065730894,0.018829481218022737
2017-07-05,Integra,ret_EPU,0.1039362605269853,0.10477465636169178,0.02025514920994861,0.019484890578842326
2017-07-06,Integra,ret_EPU,0.10142234643400758,0.10613659709652412,0.019587991142735215,0.019774826810640207
2017-07-07,Integra,ret_EPU,0.1086335932473434,0.10564139602847959,0.02081215312688816,0.019638303037499864
2017-07-10,Integra,ret_EPU,0.10058210073215099,0.09908697325024098,0.019050262978021842,0.018178659686122547
2017-07-11,Integra,ret_EPU,0.08968580962167974,0.09820498000162999,0.016781775710045695,0.017998382810407696
2017-07-12,Integra,ret_EPU,0.06412180126706693,0.08405608643284798,0.011870434735991616,0.015564207156369246
2017-07-13,Integra,ret_EPU,0.06866286777712761,0.08438250790401398,0.012600489186284569,0.015550252271454918
2017-07-14,Integra,ret_EPU,0.057419373666102884,0.08246466962714714,0.010428272001064182,0.015193907953186734
2017-07-17,Integra,ret_EPU,0.044250520101167964,0.0826456327914313,0.007821419988604679,0.015228766082100529
2017-07-18,Integra,ret_EPU,0.04514047129583431,0.09051155589328631,0.007958900494409034,0.016681251159920408
2017-07-19,Integra,ret_EPU,0.05144661604726936,0.09300221599941588,0.0089995869407498,0.01711507504772855
2017-07-20,Integra,ret_EPU,0.06382915253700082,0.0919687115773277,0.0112034917819016,0.01688232331735494
2017-07-21,Integra,ret_EPU,0.07342271487948823,0.09207995233297603,0.012748223177718598,0.01682516677172891
2017-07-24,Integra,ret_EPU,0.08473894341307252,0.0908581072602647,0.01477620870441917,0.016584961565568566
2017-07-25,Integra,ret_EPU,0.09779379671210928,0.09747210672823707,0.016949338004494646,0.017727134173804414
2017-07-26,Integra,ret_EPU,0.11464168063908571,0.09867079061400859,0.020271158361272582,0.0179466251014648
2017-07-27,Integra,ret_EPU,0.11343785739943263,0.0967763164696207,0.020141259891053913,0.017552385613647713
2017-07-28,Integra,ret_EPU,0.12488482244195448,0.10118919315241971,0.022245407082133493,0.018306035714196034
2017-07-31,Integra,ret_EPU,0.13201527087410078,0.10366271540322267,0.023304399334649773,0.018778358973825366
2017-08-01,Integra,ret_EPU,0.1388210269044731,0.11481885819778295,0.02422764551639837,0.02074203175317339
2017-08-02,Integra,ret_EPU,0.13244030640065302,0.11263731621329726,0.02301668800065549,0.02027942705528518
2017-08-03,Integra,ret_EPU,0.12286258057613735,0.1102396722206615,0.021181444800774555,0.01979930982464742
2017-08-04,Integra,ret_EPU,0.11760506304944258,0.11088724064965264,0.02005997943949087,0.019876113825486885
2017-08-07,Integra,ret_EPU,0.11723194316348236,0.11531370622389445,0.01996585788898496,0.020638919340563073
2017-08-08,Integra,ret_EPU,0.11755254609801896,0.1077479577663696,0.020024806823875425,0.019304103536048278
2017-08-09,Integra,ret_EPU,0.10475412571325322,0.09345240431338245,0.017854689669261806,0.016933677761830124
2017-08-10,Integra,ret_EPU,0.1316580792043461,0.10400167534769222,0.0228595843398738,0.018958521338212502
2017-08-11,Integra,ret_EPU,0.11559540051992374,0.10148325383944536,0.019751464072889385,0.018596982946546388
2017-08-14,Integra,ret_EPU,0.09822344607856145,0.10560950927291797,0.017018250940976472,0.01923030873712866
2017-08-15,Integra,ret_EPU,0.09341866821037387,0.10836602564142947,0.016194129468031063,0.01984329208270567
2017-08-16,Integra,ret_EPU,0.08611585731159056,0.11146880981962563,0.014432829950096213,0.020465049303243957
2017-08-17,Integra,ret_EPU,0.10350441145750326,0.1171387549503072,0.01745607747282901,0.021576577561153186
2017-08-18,Integra,ret_EPU,0.09702877163534765,0.1091025585461821,0.016352322246548548,0.020085197178310046
2017-08-21,Integra,ret_EPU,0.08611672544930749,0.10785555776449593,0.014568961692166921,0.019769319899242525
2017-08-22,Integra,ret_EPU,0.11784763247019493,0.10740311402016064,0.020058599173548713,0.019670604615451545
2017-08-23,Integra,ret_EPU,0.12843322835551843,0.10939458259254366,0.021862172026064008,0.019998700006458852
2017-08-24,Integra,ret_EPU,0.1268700888770421,0.10973929829841475,0.02150791328739867,0.020056079222862018
2017-08-25,Integra,ret_EPU,0.1316148142491883,0.10813903860640156,0.022403456028029286,0.0196980321476911
2017-08-28,Integra,ret_EPU,0.13704848654484675,0.1065102535792017,0.023481180052269464,0.019427172312135962
2017-08-29,Integra,ret_EPU,0.1070376725867346,0.10152503985186802,0.01834888758118839,0.018490181263390266
2017-08-30,Integra,ret_EPU,0.11488858815884527,0.1149552103530243,0.020110744704458432,0.020877418100406518
2017-08-31,Integra,ret_EPU,0.10033883303155115,0.1130895754397687,0.017627091917605545,0.02065819072239138
2017-09-01,Integra,ret_EPU,0.101463947754714,0.1100019997266967,0.018214045631972837,0.020139969669450506
2017-09-04,Integra,ret_EPU,0.10125594297351842,0.10941010199558693,0.018199508263089005,0.02004161954985613
2017-09-05,Integra,ret_EPU,0.09633591550180533,0.10935277199117033,0.017321841806106894,0.02007398665280027
2017-09-06,Integra,ret_EPU,0.14609390525529112,0.11539319755333347,0.02595638279710699,0.021261997169234985
2017-09-07,Integra,ret_EPU,0.1484853915139819,0.11013464590695339,0.02632441527993242,0.020271372616492457
2017-09-08,Integra,ret_EPU,0.1508099513321123,0.10833663536934628,0.026708437357565472,0.020030542541458286
2017-09-11,Integra,ret_EPU,0.16094467500040277,0.10734786568456502,0.028723143679510055,0.019938211954655793
2017-09-12,Integra,ret_EPU,0.1560019159635006,0.10668261261013964,0.027826967543795534,0.01987720594289287
2017-09-13,Integra,ret_EPU,0.14839542899081098,0.09924639728658784,0.026277316113817086,0.018464255483027953
2017-09-14,Integra,ret_EPU,0.15013635941284725,0.100557983572644,0.026606736880857084,0.01868087671493124
2017-09-15,Integra,ret_EPU,0.1632622511254178,0.10161798110562295,0.028885830986077405,0.018863074762741825
2017-09-18,Integra,ret_EPU,0.15974852687733812,0.09933841094972491,0.028248046925288865,0.01838594878127359
2017-09-19,Integra,ret_EPU,0.16104231381301984,0.10383540067349606,0.02863986205545391,0.019305143614286712
2017-09-20,Integra,ret_EPU,0.16562676077213245,0.10824384447258786,0.029662993753599955,0.020111723742154426
2017-09-21,Integra,ret_EPU,0.16700586786358906,0.10783832164196527,0.029865600125947616,0.020040567317411297
2017-09-22,Integra,ret_EPU,0.16812718288331366,0.10725941637870612,0.02999779790643399,0.019881984552802223
2017-09-25,Integra,ret_EPU,0.17201913898708973,0.10964339777769412,0.030670363715031002,0.020362057128993024
2017-09-26,Integra,ret_EPU,0.17215877324877213,0.10986256281374583,0.030702151497221917,0.02030975478212694
2017-09-27,Integra,ret_EPU,0.15861569926162605,0.1050605954166932,0.028202238861266687,0.01939764306754779
2017-09-28,Integra,ret_EPU,0.1551231002249428,0.10487223918758105,0.027275990827829402,0.0193102688425636
2017-09-29,Integra,ret_EPU,0.15539457521085753,0.1055799833354993,0.027562705219008304,0.01952596614722533
2017-10-02,Integra,ret_EPU,0.167415972947972,0.11272369214915508,0.029795918430182672,0.020897366446587542
2017-10-03,Integra,ret_EPU,0.16635232285559823,0.114894196099515,0.029332030424443465,0.02146047594227707
2017-10-04,Integra,ret_EPU,0.16875443621310174,0.11630175812503146,0.02992250440335017,0.02173439832332284
2017-10-05,Integra,ret_EPU,0.16848778844575107,0.12174112962120298,0.030087840888769302,0.022879472722958486
2017-10-06,Integra,ret_EPU,0.16423653509022537,0.1180888968473005,0.029081582057456923,0.022157917972327138
2017-10-09,Integra,ret_EPU,0.18642605956862798,0.11914826856617837,0.03191158784687969,0.022362260795482546
2017-10-10,Integra,ret_EPU,0.16544879093184203,0.1197338169990115,0.027921651572867117,0.022419747177322407
2017-10-11,Integra,ret_EPU,0.15891751961551118,0.11829145451841111,0.02659713441089326,0.02209638570178519
2017-10-12,Integra,ret_EPU,0.13821947486657557,0.11629884688095951,0.02354027233632733,0.021654616286671657
2017-10-13,Integra,ret_EPU,0.14934578138357263,0.11673515877535949,0.025218520708556298,0.02169819626309455
2017-10-16,Integra,ret_EPU,0.15050656557535785,0.11690843047241703,0.025407107734880658,0.0217305743202058
2017-10-17,Integra,ret_EPU,0.14947323445897687,0.11792951064048061,0.02497103318358075,0.021832222544766845
2017-10-18,Integra,ret_EPU,0.14346248885051072,0.11823956106422315,0.02396411213181041,0.021914384803371014
2017-10-19,Integra,ret_EPU,0.1972653740677709,0.11245178771583768,0.032448174142983774,0.020796675640338387
2017-10-20,Integra,ret_EPU,0.200220848986967,0.11694019279473232,0.03298083806711269,0.02179377740675993
2017-10-23,Integra,ret_EPU,0.18100759680928868,0.12605944850456324,0.029262573149899513,0.02335078918878896
2017-10-24,Integra,ret_EPU,0.19834683756380883,0.12939799786923664,0.03192018092584018,0.02397365020327711
2017-10-25,Integra,ret_EPU,0.21459013158965504,0.129161997193949,0.03513090668770349,0.023883780847759255
2017-10-26,Integra,ret_EPU,0.17832103276574152,0.11210364546770174,0.029335017886627953,0.020717664447325427
2017-10-27,Integra,ret_EPU,0.17728543149066261,0.10653880309819472,0.029292038660624856,0.01995873962684304
2017-10-30,Integra,ret_EPU,0.181663250143706,0.10977909819609223,0.03024581703074692,0.02054547746848367
2017-10-31,Integra,ret_EPU,0.1806539853238467,0.11845972180368602,0.030151270516663876,0.022410177338236397
2017-11-01,Integra,ret_EPU,0.14501107545135264,0.1144649534168587,0.023792260256539254,0.021684643316685334
2017-11-02,Integra,ret_EPU,0.13449197020095466,0.11691926380078166,0.021899018740400733,0.02215351995017432
2017-11-03,Integra,ret_EPU,0.1208069510439925,0.11510537014650565,0.020564705613818523,0.02178150861517537
2017-11-06,Integra,ret_EPU,0.13050611904058723,0.11625115029329808,0.022526618319780947,0.02193896523055921
2017-11-07,Integra,ret_EPU,0.14095768408334847,0.11812986419943515,0.02423168972290102,0.022238352355337505
2017-11-08,Integra,ret_EPU,0.151293517554062,0.11849723679214821,0.025610560691473612,0.022313763553971702
2017-11-09,Integra,ret_EPU,0.12138027306776408,0.10797305232316318,0.021041530641323827,0.02043918263259168
2017-11-10,Integra,ret_EPU,0.16204198648646734,0.12120118456525966,0.02808611759005582,0.02289419603810696
2017-11-13,Integra,ret_EPU,0.1753363967570529,0.12474385558140194,0.03086023485919183,0.023647655189395673
2017-11-14,Integra,ret_EPU,0.15613549655853606,0.11858196060086529,0.027761392668761743,0.0225647423343705
2017-11-15,Integra,ret_EPU,0.19166426734717262,0.12482185439486365,0.033183683903556624,0.02356203275313178
2017-11-16,Integra,ret_EPU,0.20871279724935798,0.12666596627998947,0.03651567076837945,0.02444061369383768
2017-11-17,Integra,ret_EPU,0.21168756744468697,0.13840786467494579,0.03670170837694477,0.027689028605282422
2017-11-20,Integra,ret_EPU,0.21105635866563105,0.13698629283272892,0.03652362430841761,0.027383815005250983
2017-11-21,Integra,ret_EPU,0.2232872908994056,0.13764506733868243,0.0388871068776253,0.027757200751778788
2017-11-22,Integra,ret_EPU,0.22514961945125453,0.1415690862677184,0.03892368786495329,0.028454385549868347
2017-11-23,Integra,ret_EPU,0.22560464828484772,0.14426743035473502,0.0394662571486871,0.02891452195847731
2017-11-24,Integra,ret_EPU,0.22232784124216798,0.1421365641575009,0.03924347893043158,0.028482693344703706
2017-11-27,Integra,ret_EPU,0.231869697822251,0.14321121690714256,0.041378961362360946,0.028740123190115936
2017-11-28,Integra,ret_EPU,0.25563207498480833,0.1425213591751966,0.04650037922096646,0.028723358667727326
2017-11-29,Integra,ret_EPU,0.25211618165873345,0.1386909839947631,0.04595915673232002,0.02790197287093927
2017-11-30,Integra,ret_EPU,0.23544878395371618,0.14702850143346846,0.043195279627854063,0.02949339284255622
2017-12-01,Integra,ret_EPU,0.2434513183859024,0.14695341819920668,0.04494407538031578,0.029585457110593343
2017-12-04,Integra,ret_EPU,0.25100844408401546,0.14953870832675079,0.046079302133158466,0.03010336611757263
2017-12-05,Integra,ret_EPU,0.24457344582793647,0.1470821543764763,0.04537468533767112,0.02961875110291177
2017-12-06,Integra,ret_EPU,0.2746591741625643,0.15793456700680653,0.05191266077151811,0.03190128479634504
2017-12-07,Integra,ret_EPU,0.28267859638856346,0.15891398462618472,0.054111689585810384,0.03215114594984367
2017-12-08,Integra,ret_EPU,0.29013743219551646,0.15935070376682536,0.0555694896000313,0.03226078819266264
2017-12-11,Integra,ret_EPU,0.28661360487534443,0.15820493268040062,0.054319699375793944,0.03189612529972998
2017-12-12,Integra,ret_EPU,0.2848540814729583,0.15795347774329865,0.05402150412675422,0.031787501365744
2017-12-13,Integra,ret_EPU,0.2778025309548369,0.15751907255909128,0.05274913553259626,0.03146439855438033
2017-12-14,Integra,ret_EPU,0.3567799855132669,0.1905184648891875,0.06733795050794604,0.03812469615435589
2017-12-15,Integra,ret_EPU,0.3292236864685912,0.18170894318963515,0.0642313832820422,0.03688393963871501
2017-12-18,Integra,ret_EPU,0.33820984435187357,0.18790385125669531,0.06424757651064454,0.037742918225925286
2017-12-19,Integra,ret_EPU,0.33416679706936225,0.18991014324255878,0.06300288756176879,0.03754380515360209
