afp,tipo_modelo,n_factores,n_factores_bvl,familia,alpha,half_life,n_diario,mae_diario,rmse_diario,r2_diario,correlacion_diaria,direccion_diaria_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Habitat,CAMPEON_PRE_BVL,9,0,EW_RIDGE,0.001,60.0,593,0.0034789021128599764,0.005236165268088415,0.5068305399979527,0.7726432992121712,77.06576728499157,593,0.6949698386798506,0.4841330401158084,1.6639876817056125,5.482291993431887,0.028663871862719466,0.7785063013533917,80.10118043844857
Habitat,CAMPEON_MAS_BVL,12,3,EW_RIDGE,0.001,60.0,593,0.0034520696516866494,0.005085083081893251,0.5348793843237282,0.790041657867889,76.55986509274874,593,0.6555571881101724,0.46940146445062503,1.483904775776344,4.67354397559081,0.00740138198523039,0.8279500247643761,80.26981450252951
Integra,CAMPEON_PRE_BVL,4,0,EW_RIDGE,0.001,500.0,593,0.0037920504530079622,0.005604207046669478,0.49824073366233,0.8051213426232143,77.23440134907251,593,0.7187925348940164,0.45429211263476876,1.729678950799141,6.2352402396386175,-0.048564725093753626,0.8030384920764024,79.76391231028668
Integra,CAMPEON_MAS_BVL,8,4,EW_RIDGE,10.0,500.0,593,0.003914043564024343,0.005669939172268727,0.48640136899977926,0.8131991310814795,78.07757166947724,593,0.7162124012297416,0.49712503904363325,1.6619324264716173,5.14191700912765,-0.07275643975507326,0.8453281786110072,80.77571669477234
Prima,CAMPEON_PRE_BVL,3,0,EW_RIDGE,0.001,500.0,593,0.003953930954729629,0.006128993650260667,0.46599473198694397,0.8068538167943772,80.10118043844857,593,0.7831184574045941,0.500345065408625,1.922542974212912,6.633689363175055,-0.015116405841629415,0.7880153150831186,81.28161888701517
Prima,CAMPEON_MAS_BVL,7,4,EW_RIDGE,0.001,500.0,593,0.004090146734806819,0.006212494655751363,0.4513451092819244,0.8104816487543163,78.07757166947724,593,0.786242553141989,0.5450684572933184,1.777783200805986,6.517627872168408,-0.03688400197505072,0.8179449475444884,80.77571669477234
Profuturo,CAMPEON_PRE_BVL,6,0,EW_RIDGE,0.001,500.0,593,0.004019597700941997,0.005982520701969435,0.4678129597267875,0.7843438026190215,78.24620573355818,593,0.7489080082540804,0.49619228800407145,1.8236098064499777,5.998888376766209,-0.02443690419102324,0.8128585356949862,82.1247892074199
Profuturo,CAMPEON_MAS_BVL,10,4,EW_RIDGE,0.001,250.0,593,0.0041460027440939785,0.006142308909470546,0.4390047517737554,0.7729024993507596,77.40303541315345,593,0.7562367094879547,0.5396849119992941,1.8401821453179563,4.957049777661848,-0.034672328674612736,0.8313328490401606,83.6424957841484
