escenario,periodo,fecha_cartera,afp,factor_proxy_mercado,peso_exterior,peso_total_fondo,identificadores,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,2015-01,2015-01-30,Integra,EEM,0.036040998292505004,0.0215277818290625,3,3.6040998292505004,2.15277818290625
ampliado_15pct,2015-01,2015-01-30,Integra,EWJ,0.0148419280170838,0.0088652868514154,1,1.48419280170838,0.88652868514154
ampliado_15pct,2015-01,2015-01-30,Integra,ILF,0.0061230129821757,0.0036573595033911,1,0.61230129821757,0.36573595033911
ampliado_15pct,2015-01,2015-01-30,Integra,LQD,1.953548362281125e-07,1.1668811888725133e-07,1,1.953548362281125e-05,1.1668811888725133e-05
ampliado_15pct,2015-01,2015-01-30,Integra,MCHI,0.05947630865648985,0.03552601363489874,3,5.947630865648985,3.552601363489874
ampliado_15pct,2015-01,2015-01-30,Integra,PRIVATE_ALTERNATIVES,0.040836577848994596,0.0243922471692882,10,4.08365778489946,2.43922471692882
ampliado_15pct,2015-01,2015-01-30,Integra,RESIDUAL_NO_MAPEADO,0.1624540579900614,0.09703603349919368,30,16.24540579900614,9.703603349919367
ampliado_15pct,2015-01,2015-01-30,Integra,SPY,0.23052208698988025,0.13769399935102056,11,23.052208698988025,13.769399935102056
ampliado_15pct,2015-01,2015-01-30,Integra,VGK,0.1524199095917991,0.0910424992523041,6,15.24199095917991,9.104249925230409
ampliado_15pct,2015-01,2015-01-30,Integra,XLB,0.0002134527759555,0.0001274982661213,1,0.02134527759555,0.01274982661213
ampliado_15pct,2015-01,2015-01-30,Integra,XLE,0.0200561015406027,0.011979784100414592,3,2.00561015406027,1.1979784100414592
ampliado_15pct,2015-01,2015-01-30,Integra,XLF,0.1529784238525959,0.0913761074686269,3,15.29784238525959,9.13761074686269
ampliado_15pct,2015-01,2015-01-30,Integra,XLI,0.0710390919790153,0.0424326224553269,1,7.10390919790153,4.24326224553269
ampliado_15pct,2015-01,2015-01-30,Integra,XLK,0.0177330108893082,0.0105921702417662,1,1.77330108893082,1.0592170241766201
ampliado_15pct,2015-01,2015-01-30,Integra,XLP,0.0019641137855276,0.0011731920608615,1,0.19641137855276,0.11731920608615001
ampliado_15pct,2015-01,2015-01-30,Integra,XLV,0.0332026661443863,0.0198324071685937,2,3.32026661443863,1.9832407168593702
ampliado_15pct,2015-01,2015-01-30,Prima,ACWI,0.0030913142343722,0.0017489356892003,1,0.30913142343722,0.17489356892003
ampliado_15pct,2015-01,2015-01-30,Prima,EEM,0.0340770467219933,0.0192793610342054,1,3.40770467219933,1.92793610342054
ampliado_15pct,2015-01,2015-01-30,Prima,EWJ,0.034131657865872606,0.019310257724518,2,3.4131657865872604,1.9310257724517998
ampliado_15pct,2015-01,2015-01-30,Prima,ILF,0.0083807429327034,0.0047414721719466,1,0.8380742932703401,0.47414721719466
ampliado_15pct,2015-01,2015-01-30,Prima,LQD,8.433064088285097e-05,4.771073283111384e-05,1,0.008433064088285097,0.004771073283111384
ampliado_15pct,2015-01,2015-01-30,Prima,MCHI,0.0080837049614228,0.004573420570060215,2,0.80837049614228,0.4573420570060215
ampliado_15pct,2015-01,2015-01-30,Prima,PRIVATE_ALTERNATIVES,0.0603114763650396,0.034121698891151,6,6.03114763650396,3.4121698891150998
ampliado_15pct,2015-01,2015-01-30,Prima,RESIDUAL_NO_MAPEADO,0.2380329139096533,0.1346690199631149,18,23.80329139096533,13.46690199631149
ampliado_15pct,2015-01,2015-01-30,Prima,SPY,0.36854236142310043,0.20850578103908363,10,36.85423614231004,20.85057810390836
ampliado_15pct,2015-01,2015-01-30,Prima,TLT,0.0051969120323113,0.0029401944408893998,2,0.51969120323113,0.29401944408894
