fuente,objetivo_reconciliacion,observaciones,periodos_unicos,afp,error_mediano_pct,error_p90_pct,correctos,tolerables,revisar,elegibles,elegibles_pct
hoja3_emisores,total_cartera_fp1356,532,133,4,0.6944314408448398,21.569432296791874,228,74,230,302,56.766917293233085
hoja10_isin,total_exterior,532,133,4,101.26507590569997,113.80213553144372,3,19,510,22,4.135338345864661
