periodo,afp,fecha_ca,monto_ca_miles_soles,participacion_reportada_suma_pct,registros,registros_pendientes,registros_identificados,fuente,pendientes_pct_registros,fecha_fp,total_fp_miles_soles,suma_fp_pct,diferencia_miles_soles,error_relativo_pct,participacion_calculada_sobre_fp_pct,diferencia_porcentaje_interno_pp,estado_monto,estado_porcentaje_interno,elegible_emisores
2015-03,Prima,2015-03-31,9446479.931743339,116.20818354441366,104,53,51,hoja3,50.96153846153846,2015-03-31,8128928.310916229,100.00000000000001,1317551.6208271096,16.208183544413686,116.20818354441369,2.842170943040401e-14,revisar,correcto,False
2015-03,Profuturo,2015-03-31,6783524.461530337,121.4894321410628,151,77,74,hoja3,50.993377483443716,2015-03-31,5583633.359693301,100.0,1199891.1018370362,21.48943214106279,121.48943214106278,2.842170943040401e-14,revisar,correcto,False
2015-04,Habitat,2015-04-30,146454.1646549777,122.06599740713627,84,46,38,hoja3,54.761904761904766,2015-04-30,119979.49286933459,100.0,26474.67178564312,22.06599740713669,122.06599740713668,4.121147867408581e-13,revisar,correcto,False
2015-04,Integra,2015-04-30,9845429.118095893,113.70350345615418,136,59,77,hoja3,43.38235294117647,2015-04-30,8658861.705077054,99.99999999999999,1186567.4130188394,13.703503456154117,113.70350345615412,5.684341886080802e-14,revisar,correcto,False
2015-04,Prima,2015-04-30,9698886.30456677,117.73784203183128,103,54,49,hoja3,52.42718446601942,2015-04-30,8237696.6803456545,100.00000000000001,1461189.6242211163,17.737842031831217,117.73784203183122,5.684341886080802e-14,revisar,correcto,False
2015-04,Profuturo,2015-04-30,7093422.5688316785,124.20698065297407,152,82,70,hoja3,53.94736842105263,2015-04-30,5710969.328406935,99.99999999999999,1382453.2404247439,24.206980652973964,124.20698065297398,8.526512829121202e-14,revisar,correcto,False
2015-05,Habitat,2015-05-29,159087.9143817344,122.70419078757153,85,49,36,hoja3,57.647058823529406,2015-05-31,129651.57372428432,99.99999999999999,29436.34065745007,22.70419078757122,122.70419078757122,3.126388037344441e-13,revisar,correcto,False
2015-05,Integra,2015-05-29,9941777.497736076,113.98214378300982,136,59,77,hoja3,43.38235294117647,2015-05-31,8722223.646418205,99.99999999999997,1219553.8513178714,13.982143783009773,113.98214378300978,4.263256414560601e-14,revisar,correcto,False
2015-05,Prima,2015-05-29,9482329.85011268,114.44743805809115,108,56,52,hoja3,51.85185185185185,2015-05-31,8285314.211489513,100.0,1197015.6386231678,14.447438058091116,114.44743805809112,2.842170943040401e-14,revisar,correcto,False
2015-05,Profuturo,2015-05-29,6939681.28027515,120.25355887116483,146,76,70,hoja3,52.054794520547944,2015-05-31,5770873.931232308,99.99999999999999,1168807.3490428422,20.253558871164874,120.25355887116487,4.263256414560601e-14,revisar,correcto,False
2015-06,Habitat,2015-06-30,162730.3860895452,120.5561890769535,86,48,38,hoja3,55.81395348837209,2015-06-30,134983.02105889478,100.00000000000001,27747.365030650428,20.55618907695354,120.55618907695353,2.842170943040401e-14,revisar,correcto,False
2015-06,Integra,2015-06-30,9557999.750043832,111.64799331128268,135,58,77,hoja3,42.96296296296296,2015-06-30,8560834.338863067,99.99999999999999,997165.4111807644,11.647993311282722,111.64799331128272,4.263256414560601e-14,revisar,correcto,False
2015-06,Prima,2015-06-30,9833859.542984553,120.7204399956118,114,60,54,hoja3,52.63157894736842,2015-06-30,8145977.220876611,100.0,1687882.3221079418,20.720439995611777,120.72043999561177,2.842170943040401e-14,revisar,correcto,False
2015-06,Profuturo,2015-06-30,7037729.257411723,123.12029244341646,152,81,71,hoja3,53.289473684210535,2015-06-30,5716140.790232545,100.0,1321588.4671791783,23.120292443416414,123.12029244341642,4.263256414560601e-14,revisar,correcto,False
2015-07,Habitat,2015-07-31,168286.2002506803,119.3296308633836,88,48,40,hoja3,54.54545454545454,2015-07-31,141026.33104039787,100.0,27259.869210282428,19.32963086338371,119.32963086338371,1.1368683772161603e-13,revisar,correcto,False
2015-07,Integra,2015-07-31,9750178.26270513,114.80930247699477,145,65,80,hoja3,44.827586206896555,2015-07-31,8492498.475599438,99.99999999999999,1257679.7871056926,14.809302476994793,114.80930247699479,1.4210854715202004e-14,revisar,correcto,False
2015-07,Prima,2015-07-31,9419660.103563817,117.36572357047993,117,58,59,hoja3,49.572649572649574,2015-07-31,8025903.830352283,100.0,1393756.2732115341,17.365723570479883,117.36572357047987,5.684341886080802e-14,revisar,correcto,False
2015-07,Profuturo,2015-07-31,6975360.610781661,122.0630276916433,152,77,75,hoja3,50.6578947368421,2015-07-31,5714556.440794568,100.00000000000003,1260804.1699870937,22.06302769164334,122.06302769164334,4.263256414560601e-14,revisar,correcto,False
2015-08,Habitat,2015-08-31,171817.9824348315,118.89292548710804,90,49,41,hoja3,54.44444444444444,2015-08-31,144514.89163958907,99.99999999999999,27303.09079524243,18.892925487108002,118.89292548710799,5.684341886080802e-14,revisar,correcto,False
2015-08,Integra,2015-08-31,8961756.64062077,113.88840454647894,140,62,78,hoja3,44.285714285714285,2015-08-31,7868892.9538594,100.0,1092863.68676137,13.888404546478942,113.88840454647895,1.4210854715202004e-14,revisar,correcto,False
2015-08,Prima,2015-08-31,8861216.009759186,118.62954200775279,113,56,57,hoja3,49.557522123893804,2015-08-31,7469653.730248811,100.0,1391562.279510375,18.629542007752786,118.62954200775278,1.4210854715202004e-14,revisar,correcto,False
2015-08,Profuturo,2015-08-31,6708532.893553281,124.88855230500815,149,76,73,hoja3,51.006711409395976,2015-08-31,5371615.548212473,100.00000000000001,1336917.345340808,24.88855230500808,124.88855230500808,7.105427357601002e-14,revisar,correcto,False
2015-09,Habitat,2015-09-30,177146.5988535432,118.48902844367129,97,53,44,hoja3,54.63917525773196,2015-09-30,149504.64290266047,100.0,27641.955950882722,18.489028443671714,118.48902844367171,4.263256414560601e-13,revisar,correcto,False
2015-09,Integra,2015-09-30,8824876.87205594,116.20819697640535,145,65,80,hoja3,44.827586206896555,2015-09-30,7594022.712397578,100.00000000000001,1230854.1596583622,16.208196976405382,116.20819697640539,4.263256414560601e-14,revisar,correcto,False
2015-09,Prima,2015-09-30,8464920.548763853,117.56037904220975,118,58,60,hoja3,49.152542372881356,2015-09-30,7200487.628339937,100.00000000000001,1264432.9204239156,17.5603790422098,117.56037904220979,4.263256414560601e-14,revisar,correcto,False
2015-09,Profuturo,2015-09-30,6467447.18511874,124.3884180834352,157,84,73,hoja3,53.503184713375795,2015-09-30,5199396.603613538,100.00000000000001,1268050.5815052027,24.38841808343526,124.38841808343525,5.684341886080802e-14,revisar,correcto,False
2015-10,Habitat,2015-10-30,206521.5506281809,121.7779371150362,98,50,48,hoja3,51.02040816326531,2015-10-31,169588.64267268084,99.99999999999999,36932.907955500064,21.77793711503631,121.77793711503631,1.1368683772161603e-13,revisar,correcto,False
2015-10,Integra,2015-10-30,9383924.173810096,117.213820336183,152,74,78,hoja3,48.68421052631579,2015-10-31,8005817.040660288,99.9999981742497,1378107.1331498083,17.213822476214713,117.21382247621473,2.1400317251618617e-06,revisar,correcto,False
2015-10,Prima,2015-10-30,9114579.615649888,120.41679098721009,124,61,63,hoja3,49.193548387096776,2015-10-31,7569193.250315054,100.0,1545386.365334834,20.41679098721003,120.41679098721004,5.684341886080802e-14,revisar,correcto,False
