afp,tipo_modelo,factor,lag,origen,coeficiente_estandarizado,abs_coeficiente
Habitat,CAMPEON_PRE_INDICES,ret_USD_VT,0,CAMPEON_PRE_INDICES,0.0031922876104517207,0.0031922876104517207
Habitat,CAMPEON_PRE_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.0020994906561142964,0.0020994906561142964
Habitat,CAMPEON_PRE_INDICES,ret_USD_EFA,0,CAMPEON_PRE_INDICES,-0.0018666179931667384,0.0018666179931667384
Habitat,CAMPEON_PRE_INDICES,ret_BVL_PEN_INRETAIL_PERU,0,CAMPEON_PRE_INDICES,0.0010126337698302798,0.0010126337698302798
Habitat,CAMPEON_PRE_INDICES,ret_BVL_PEN_MINSUR,0,CAMPEON_PRE_INDICES,0.0009939849143033896,0.0009939849143033896
Habitat,CAMPEON_PRE_INDICES,ret_USD_XLE,0,CAMPEON_PRE_INDICES,0.0005773403918719442,0.0005773403918719442
Habitat,CAMPEON_PRE_INDICES,ret_USD_IWM,0,CAMPEON_PRE_INDICES,-0.00035716442367269966,0.00035716442367269966
Habitat,CAMPEON_PRE_INDICES,ret_IDX_VIX,0,CAMPEON_PRE_INDICES,-0.00025555878219498914,0.00025555878219498914
Habitat,CAMPEON_PRE_INDICES,ret_PEN_REMX,0,CAMPEON_PRE_INDICES,-0.0002171438947497626,0.0002171438947497626
Habitat,CAMPEON_PRE_INDICES,ret_USD_XLY,0,CAMPEON_PRE_INDICES,-8.45493927810617e-05,8.45493927810617e-05
Habitat,CAMPEON_PRE_INDICES,ret_BVL_PEN_UNACEM,0,CAMPEON_PRE_INDICES,7.590492164602245e-05,7.590492164602245e-05
Habitat,CAMPEON_PRE_INDICES,ret_USD_EWG,0,CAMPEON_PRE_INDICES,-3.3278356635099465e-05,3.3278356635099465e-05
Habitat,CAMPEON_CON_INDICES,ret_USD_VT,0,CAMPEON_PRE_INDICES,0.0034430093042445505,0.0034430093042445505
Habitat,CAMPEON_CON_INDICES,ret_USD_EFA,0,CAMPEON_PRE_INDICES,-0.0020993715887907636,0.0020993715887907636
Habitat,CAMPEON_CON_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.0020858654662465888,0.0020858654662465888
Habitat,CAMPEON_CON_INDICES,ret_BVL_PEN_INRETAIL_PERU,0,CAMPEON_PRE_INDICES,0.0010412884246494025,0.0010412884246494025
Habitat,CAMPEON_CON_INDICES,ret_BVL_PEN_MINSUR,0,CAMPEON_PRE_INDICES,0.0010330387382242892,0.0010330387382242892
Habitat,CAMPEON_CON_INDICES,ret_USD_XLE,0,CAMPEON_PRE_INDICES,0.0006422755696623096,0.0006422755696623096
Habitat,CAMPEON_CON_INDICES,ret_IDX_LOCAL_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0,INDICE_NATIVO_SUSTITUCION,-0.0005719533865184046,0.0005719533865184046
Habitat,CAMPEON_CON_INDICES,ret_IDX_LOCAL_JAP_N_NIKKEI_225,0,INDICE_NATIVO_ADICION,0.0004027866588663402,0.0004027866588663402
Habitat,CAMPEON_CON_INDICES,ret_IDX_VIX,0,CAMPEON_PRE_INDICES,-0.00030210667929497857,0.00030210667929497857
Habitat,CAMPEON_CON_INDICES,ret_USD_IWM,0,CAMPEON_PRE_INDICES,-0.00026624148426034923,0.00026624148426034923
Habitat,CAMPEON_CON_INDICES,ret_PEN_REMX,0,CAMPEON_PRE_INDICES,-0.00023197263526156638,0.00023197263526156638
Habitat,CAMPEON_CON_INDICES,ret_USD_EWG,0,CAMPEON_PRE_INDICES,0.00011087557382960762,0.00011087557382960762
