escenario,periodo,afp,grupo_cobertura,peso_exterior,peso_total_fondo
ampliado_15pct,2015-12,Habitat,mapeo_confianza_media,0.283853657144465,0.1881240129275796
ampliado_15pct,2015-12,Habitat,residual_no_mapeado,0.18799670855930528,0.12459481969384531
ampliado_15pct,2015-12,Integra,mapeo_alta_confianza,0.38830330885715936,0.2496618856936217
ampliado_15pct,2015-12,Integra,mapeo_baja_confianza,0.018214639624493163,0.011711209181463705
ampliado_15pct,2015-12,Integra,mapeo_confianza_media,0.3372358699522115,0.2168277768829669
ampliado_15pct,2015-12,Integra,privados_alternativos,0.0546194760345165,0.0351179118779827
ampliado_15pct,2015-12,Integra,residual_no_mapeado,0.20162670553161663,0.1296370707150819
ampliado_15pct,2015-12,Prima,mapeo_alta_confianza,0.3360772397664539,0.21970344088550067
ampliado_15pct,2015-12,Prima,mapeo_confianza_media,0.2317563968224339,0.15150587961415585
ampliado_15pct,2015-12,Prima,privados_alternativos,0.0725700511456793,0.0474411476154176
ampliado_15pct,2015-12,Prima,residual_no_mapeado,0.3595963122654302,0.23507854084184207
ampliado_15pct,2015-12,Profuturo,mapeo_alta_confianza,0.4935287876870508,0.3237014326510859
ampliado_15pct,2015-12,Profuturo,mapeo_baja_confianza,0.0121530330634453,0.0079710734446312
ampliado_15pct,2015-12,Profuturo,mapeo_confianza_media,0.3577237582989403,0.23462804185624198
ampliado_15pct,2015-12,Profuturo,privados_alternativos,0.0391979399050502,0.0257096032101811
ampliado_15pct,2015-12,Profuturo,residual_no_mapeado,0.0973964810455105,0.06388154295387892
ampliado_15pct,2016-01,Habitat,mapeo_alta_confianza,0.4818593602818685,0.3085676773925895
ampliado_15pct,2016-01,Habitat,mapeo_baja_confianza,0.0087205534579721,0.00558436993842
ampliado_15pct,2016-01,Habitat,mapeo_confianza_media,0.1970212803559408,0.12616627150458298
ampliado_15pct,2016-01,Habitat,residual_no_mapeado,0.3123988059042177,0.2000504335989133
ampliado_15pct,2016-01,Integra,mapeo_alta_confianza,0.4185288970640107,0.2869566887600634
ampliado_15pct,2016-01,Integra,mapeo_baja_confianza,0.017183469165454067,0.01178153156859601
ampliado_15pct,2016-01,Integra,mapeo_confianza_media,0.32142820133914823,0.2203813714594673
ampliado_15pct,2016-01,Integra,privados_alternativos,0.0550037402215931,0.0377123091717919
ampliado_15pct,2016-01,Integra,residual_no_mapeado,0.18785569220979056,0.1287998218985738
ampliado_15pct,2016-01,Prima,mapeo_alta_confianza,0.33123402452834655,0.22321542213196485
ampliado_15pct,2016-01,Prima,mapeo_confianza_media,0.2712204484107177,0.1827728506122659
ampliado_15pct,2016-01,Prima,privados_alternativos,0.0744389632472213,0.0501637011111829
ampliado_15pct,2016-01,Prima,residual_no_mapeado,0.3231065638137118,0.21773840455545995
ampliado_15pct,2016-01,Profuturo,mapeo_alta_confianza,0.5398469435701139,0.3727182301116246
ampliado_15pct,2016-01,Profuturo,mapeo_baja_confianza,0.0116495862502015,0.0080430448304352
ampliado_15pct,2016-01,Profuturo,mapeo_confianza_media,0.3082558240771288,0.21282433204459883
ampliado_15pct,2016-01,Profuturo,privados_alternativos,0.0409368254032387,0.0282633833393224
ampliado_15pct,2016-01,Profuturo,residual_no_mapeado,0.09931082069931475,0.0685656439530698
ampliado_15pct,2016-02,Habitat,mapeo_alta_confianza,0.4815621195909082,0.3062522498529396
ampliado_15pct,2016-02,Habitat,mapeo_confianza_media,0.2224135957718713,0.1414452286257107
ampliado_15pct,2016-02,Habitat,residual_no_mapeado,0.29602428463721897,0.1882583772541544
ampliado_15pct,2016-02,Integra,mapeo_alta_confianza,0.41715084068950586,0.2712116961714255
ampliado_15pct,2016-02,Integra,mapeo_baja_confianza,0.01874882638439901,0.012189597883901285
ampliado_15pct,2016-02,Integra,mapeo_confianza_media,0.32479298408224183,0.21116499722719956
ampliado_15pct,2016-02,Integra,privados_alternativos,0.0596218063738857,0.0387632713594397
ampliado_15pct,2016-02,Integra,residual_no_mapeado,0.1796855424699642,0.11682301939080693
ampliado_15pct,2016-02,Prima,mapeo_alta_confianza,0.33789941489127945,0.22922038694042426
ampliado_15pct,2016-02,Prima,mapeo_baja_confianza,0.0233465497713881,0.0158375686268747
ampliado_15pct,2016-02,Prima,mapeo_confianza_media,0.2579399154516931,0.1749783652222103
ampliado_15pct,2016-02,Prima,privados_alternativos,0.0741468760636133,0.0502989199528315
ampliado_15pct,2016-02,Prima,residual_no_mapeado,0.30666724382202354,0.20803345964199202
ampliado_15pct,2016-02,Profuturo,mapeo_alta_confianza,0.5787662384536982,0.382776738683806
ampliado_15pct,2016-02,Profuturo,mapeo_baja_confianza,0.000646678155189,0.0004276914214669
ampliado_15pct,2016-02,Profuturo,mapeo_confianza_media,0.25202517845814376,0.16668106995002274
ampliado_15pct,2016-02,Profuturo,privados_alternativos,0.0444199691212201,0.0293778900408618
ampliado_15pct,2016-02,Profuturo,residual_no_mapeado,0.12414193581174655,0.08210334702810436
ampliado_15pct,2016-03,Habitat,mapeo_alta_confianza,0.48525494633399946,0.3104712836112335
ampliado_15pct,2016-03,Habitat,mapeo_confianza_media,0.2220436356761902,0.142065883319491
ampliado_15pct,2016-03,Habitat,residual_no_mapeado,0.292701417989809,0.1872734850920506
ampliado_15pct,2016-03,Integra,mapeo_alta_confianza,0.4294856232624342,0.2753799879785856
ampliado_15pct,2016-03,Integra,mapeo_baja_confianza,0.018314432099856583,0.011742949748078891
ampliado_15pct,2016-03,Integra,mapeo_confianza_media,0.3158931088452751,0.20254610586388552
ampliado_15pct,2016-03,Integra,privados_alternativos,0.056963461839789994,0.0365241502556065
ampliado_15pct,2016-03,Integra,residual_no_mapeado,0.1793433739526412,0.11499238504879894
ampliado_15pct,2016-03,Prima,mapeo_alta_confianza,0.33443828430954586,0.22032943203323394
ampliado_15pct,2016-03,Prima,mapeo_baja_confianza,0.0235595081487522,0.0155211089547165
ampliado_15pct,2016-03,Prima,mapeo_confianza_media,0.2286194883833187,0.15061553772534791
ampliado_15pct,2016-03,Prima,privados_alternativos,0.0713372144258137,0.0469972747579481
ampliado_15pct,2016-03,Prima,residual_no_mapeado,0.34204550473256695,0.2253411027473569
ampliado_15pct,2016-03,Profuturo,mapeo_alta_confianza,0.5832077448404049,0.37867371480119777
ampliado_15pct,2016-03,Profuturo,mapeo_baja_confianza,0.0006260835496247,0.0004065127488613
ampliado_15pct,2016-03,Profuturo,mapeo_confianza_media,0.2672983815054361,0.17355543025703432
ampliado_15pct,2016-03,Profuturo,privados_alternativos,0.0423726890418621,0.027512363660377702
ampliado_15pct,2016-03,Profuturo,residual_no_mapeado,0.10649510106266973,0.0691467078143235
ampliado_15pct,2016-04,Habitat,mapeo_alta_confianza,0.4621467070928314,0.2721914919374507
ampliado_15pct,2016-04,Habitat,mapeo_confianza_media,0.2282202234288175,0.1344153320839527
ampliado_15pct,2016-04,Habitat,residual_no_mapeado,0.3096330694783496,0.1823652226468316
ampliado_15pct,2016-04,Integra,mapeo_alta_confianza,0.3846470095340388,0.2253272192527855
ampliado_15pct,2016-04,Integra,mapeo_baja_confianza,0.019913404353482225,0.011665324096142198
ampliado_15pct,2016-04,Integra,mapeo_confianza_media,0.32713286992557467,0.1916352865860247
ampliado_15pct,2016-04,Integra,privados_alternativos,0.0579982026421914,0.033975498051722
ampliado_15pct,2016-04,Integra,residual_no_mapeado,0.2103085135447091,0.12319927457546648
ampliado_15pct,2016-04,Prima,mapeo_alta_confianza,0.25716684383713134,0.16048248461336
ampliado_15pct,2016-04,Prima,mapeo_baja_confianza,0.0271383740447733,0.0169354401605137
ampliado_15pct,2016-04,Prima,mapeo_confianza_media,0.26637904571976045,0.1662312702064998
ampliado_15pct,2016-04,Prima,privados_alternativos,0.0704699607458522,0.043976098249518404
ampliado_15pct,2016-04,Prima,residual_no_mapeado,0.37884577565248007,0.23641504656988363
ampliado_15pct,2016-04,Profuturo,mapeo_alta_confianza,0.5141514225815467,0.3302992437444598
ampliado_15pct,2016-04,Profuturo,mapeo_baja_confianza,0.0006211954066662,0.0003990660416909
ampliado_15pct,2016-04,Profuturo,mapeo_confianza_media,0.336834676142775,0.21638807929044093
ampliado_15pct,2016-04,Profuturo,privados_alternativos,0.0417785509144014,0.0268392212210157
ampliado_15pct,2016-04,Profuturo,residual_no_mapeado,0.10661415495460816,0.06849066871613388
ampliado_15pct,2016-05,Habitat,mapeo_alta_confianza,0.4342838606391016,0.2519382559365442
ampliado_15pct,2016-05,Habitat,mapeo_confianza_media,0.2372846008723034,0.1376543637067055
ampliado_15pct,2016-05,Habitat,residual_no_mapeado,0.3284315384885936,0.1905308405419525
