afp,tipo_modelo,n_factores,familia,alpha,half_life,n_diario,mae_diario,rmse_diario,r2_diario,correlacion_diaria,direccion_diaria_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct,n_acciones_agregadas
Habitat,MODELO70,9,EW_RIDGE,0.001,60.0,593,0.0029378009303991106,0.003983772788583364,0.536053757916357,0.7347176721796571,74.36762225969646,593,0.5827922723177746,0.45705631511838707,1.2093667896324984,6.045047207833409,0.110382396050212,0.8185315241163016,82.46205733558179,
Habitat,MODELO70_MAS_ACCIONES,12,EW_RIDGE,0.001,60.0,593,0.002964351486005886,0.004021826086304292,0.5271481275725503,0.7274891218549286,76.72849915682967,593,0.5494085633246395,0.4277333551355733,1.1401228043197609,5.5395560559959645,0.03197491117292524,0.8222632069338768,83.13659359190557,3.0
Integra,MODELO70,3,EW_RIDGE,0.001,500.0,593,0.003213222811182349,0.005233627922965063,0.24810519638301776,0.5051500372151372,67.62225969645868,593,0.6461017795222636,0.4572413593861624,1.2610980080387972,8.138990167637594,0.13833586485027924,0.613303410952323,74.03035413153457,
Integra,MODELO70_MAS_ACCIONES,4,EW_RIDGE,0.001,500.0,593,0.0032766913541256056,0.005280277455160733,0.23464154825615058,0.49547325120709795,66.94772344013491,593,0.6366845225895563,0.44383931201559257,1.2411911537331388,7.999776145690285,0.11548503557730046,0.6169173668885559,75.21079258010118,1.0
Prima,MODELO70,3,EW_RIDGE,0.001,500.0,593,0.002924740699448751,0.0040258248998088445,0.318612571400539,0.5793189676529085,69.30860033726813,593,0.5774496295748925,0.42693746518758235,1.2671201625506572,5.515165567854208,0.10861511315460781,0.700000285830129,77.57166947723441,
Prima,MODELO70_MAS_ACCIONES,5,EW_RIDGE,0.001,500.0,593,0.0029501416541186346,0.0040391216026800575,0.3141040949202648,0.5801079099418214,68.8026981450253,593,0.5605427675794781,0.4157252885049867,1.212254104899309,5.32026177996785,0.09630983507425271,0.7205522678222683,76.0539629005059,2.0
Profuturo,MODELO70,4,EW_RIDGE,0.001,500.0,593,0.0032133395556180003,0.004398750358572497,0.28703220996931256,0.559985076591471,70.82630691399663,593,0.6196819927615506,0.4333007539049971,1.3247336487140347,6.106329384208253,0.12525330364250084,0.6891907473541112,76.0539629005059,
Profuturo,MODELO70_MAS_ACCIONES,6,EW_RIDGE,0.001,500.0,593,0.003247056848755059,0.004399991911835269,0.28662968091606744,0.5634710987028249,68.8026981450253,593,0.6069115068706776,0.42778006926136314,1.2827009034577321,5.899857596169045,0.12324789283206512,0.7067886354881775,75.71669477234401,2.0
