archivo,ruta,filas,columnas,columna_fecha_objetivo,columna_fecha_ancla,columna_horizonte,metodo_fecha,columna_afp,columna_modelo,columna_prediccion,fecha_minima_objetivo,fecha_maxima_objetivo,fecha_mercado_referencia,dias_vs_mercado,afp_latest,predicciones_latest,modelos_m0_latest,modelos_m2_latest,modelos_no_identificados_latest,etiquetas_modelo_raw,naturaleza_archivo,apto_operativo_actual
nowcast_operativo_fondo3.csv,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\processed\nowcast_operativo_fondo3.csv,12,afp | modelo | fecha_ultima_oficial | valor_ultima_oficial | fecha_estimada | dias_estimados_acumulados | retorno_estimado_dia | retorno_estimado_dia_pct | retorno_estimado_acumulado_pct | valor_cuota_estimado | valor_estimado_bajo_80 | valor_estimado_alto_80 | valor_estimado_bajo_95 | valor_estimado_alto_95 | sigma_residual_oos,fecha_estimada,fecha_ultima_oficial,,fecha_objetivo_explicita,afp,modelo,retorno_estimado_dia,2026-07-01,2026-07-03,2026-07-03,0,4,4,0,0,4,"{""Huber_robusto"": 9, ""ElasticNet"": 3}",nowcast_actual_candidato,False
nowcast_historico_estimaciones.csv,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\processed\nowcast_historico_estimaciones.csv,12,afp | modelo | fecha_ultima_oficial | valor_ultima_oficial | fecha_estimada | dias_estimados_acumulados | retorno_estimado_dia | retorno_estimado_dia_pct | retorno_estimado_acumulado_pct | valor_cuota_estimado | valor_estimado_bajo_80 | valor_estimado_alto_80 | valor_estimado_bajo_95 | valor_estimado_alto_95 | sigma_residual_oos | fecha_registro,fecha_estimada,fecha_ultima_oficial,,fecha_objetivo_explicita,afp,modelo,retorno_estimado_dia,2026-07-01,2026-07-03,2026-07-03,0,4,4,0,0,4,"{""Huber_robusto"": 9, ""ElasticNet"": 3}",nowcast_actual_candidato,False
nowcast_validacion_detalle.csv,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\processed\nowcast_validacion_detalle.csv,12,afp | modelo | fecha_ultima_oficial | valor_ultima_oficial | fecha_estimada | dias_estimados_acumulados | retorno_estimado_dia | retorno_estimado_dia_pct | retorno_estimado_acumulado_pct | valor_cuota_estimado | valor_estimado_bajo_80 | valor_estimado_alto_80 | valor_estimado_bajo_95 | valor_estimado_alto_95 | sigma_residual_oos | fecha_registro | valor_cuota_oficial | fuente_oficial | estado_validacion | error_valor | error_absoluto | error_pct | error_abs_pct | retorno_real_acumulado_pct | direccion_estimada | direccion_real | acierto_direccion | dentro_intervalo_80 | dentro_intervalo_95,fecha_estimada,fecha_ultima_oficial,,fecha_objetivo_explicita,afp,modelo,retorno_estimado_dia,2026-07-01,2026-07-03,2026-07-03,0,4,4,0,0,4,"{""Huber_robusto"": 9, ""ElasticNet"": 3}",nowcast_actual_candidato,False
modelo_base_nowcast_predicciones.csv,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\processed\modelo_base_nowcast_predicciones.csv,5952,fecha | afp | modelo | retorno_real | retorno_estimado,fecha,,,fecha_objetivo_explicita,afp,modelo,retorno_estimado,2025-01-02,2026-06-30,2026-07-03,3,4,16,0,0,16,"{""ACWI_lineal"": 1488, ""Ridge"": 1488, ""ElasticNet"": 1488, ""Huber_robusto"": 1488}",historico_o_backtest,False
