escenario,periodo,fecha_cartera,afp,estado_cobertura,factor_reescala,error_cobertura_pct,total_exterior_miles_soles,total_fondo_miles_soles,numero_identificadores,numero_isin,numero_fondos_sin_isin,peso_isin_exterior,peso_fondos_sin_isin_exterior,peso_usd_exterior,peso_eur_exterior,peso_jpy_exterior,peso_sin_moneda_exterior,peso_otras_monedas_exterior,top1_exterior,top5_exterior,top10_exterior,hhi_identificadores,hhi_gestoras,suma_pesos_exterior,suma_pesos_total_fondo,exterior_sobre_total_fondo
principal_5pct,2015-03,2015-03-31,Prima,estricto,1.012458250330066,1.230495215580918,4829765.685068095,8128928.310916229,50,43,7,0.9398481260682138,0.060151873931783895,0.8132473508879557,0.1284130234746746,0.034037606840988596,0.0,0.0243020187963787,0.0763084323929494,0.3054939449376657,0.5245208969283879,0.039023885590591195,0.31256458760026246,0.9999999999999977,0.5941454396371352,0.5941454396371373
principal_5pct,2015-03,2015-03-31,Profuturo,estricto,1.0078741103928597,0.7812593171770521,3565301.6180851166,5583633.359693301,56,44,12,0.9769697498411802,0.0230302501588172,0.9131103943426447,0.0760497942327062,0.0,0.0,0.0108398114246462,0.1089833857503974,0.40344563045792037,0.5801170503826784,0.04846138473662215,0.22079871773313903,0.9999999999999972,0.6385271718988617,0.6385271718988641
principal_5pct,2015-04,2015-04-30,Habitat,estricto,1.020349740051275,1.994388713251638,80317.44346483279,119979.4928693346,44,44,0,0.9999999999999981,0.0,0.9512264479045018,0.0487735520954962,0.0,0.0,0.0,0.1100521970256111,0.39757032574805656,0.6174424589755766,0.049883584580570725,0.23098014049903703,0.9999999999999981,0.6694264290006912,0.6694264290006932
principal_5pct,2015-04,2015-04-30,Integra,estricto,1.0163946913354138,1.6130241012842328,5529499.747713995,8658861.705077054,79,70,9,0.96331879672075,0.036681203279246795,0.882432422082448,0.06466075672902828,0.0348221275488138,0.0001954112995101,0.017889282340196527,0.1216928236105916,0.3590488046971513,0.5611134556608399,0.04456781930064101,0.1965543128779742,0.9999999999999967,0.6385943021207735,0.6385943021207762
principal_5pct,2015-04,2015-04-30,Prima,estricto,1.0098938154624346,0.9796886871620504,5016842.882462712,8237696.6803456545,51,44,7,0.9433636519559664,0.056636348044031205,0.8143078530885023,0.1262435114548487,0.0343690060802259,0.0,0.0250796293764207,0.0799869820062731,0.2880842841511375,0.501214311189899,0.03643326739575464,0.288155883291392,0.9999999999999977,0.6090103917557914,0.6090103917557942
principal_5pct,2015-04,2015-04-30,Profuturo,estricto,1.0117829920178654,1.1645770002879583,3534259.220968002,5710969.328406935,54,42,12,0.9766331709696753,0.023366829030321997,0.9074077008916411,0.0805617290435871,0.0,0.0,0.012030570064769099,0.114066292549402,0.4137479111493525,0.5878150367862484,0.050752628715388666,0.25342721881725644,0.9999999999999973,0.6188545267417616,0.6188545267417638
principal_5pct,2015-05,2015-05-29,Habitat,estricto,1.0006962614086756,0.0695776966025074,85742.49383509421,129651.57372428432,43,43,0,0.9999999999999979,0.0,0.9537004332374692,0.0462995667625287,0.0,0.0,0.0,0.1032690830714654,0.3655591110643519,0.592026035531453,0.046867902380774956,0.2187964666449394,0.9999999999999979,0.6613301433381215,0.6613301433381233
principal_5pct,2015-05,2015-05-29,Integra,estricto,1.014633718210669,1.442266105297174,5604522.000595845,8722223.646418205,79,70,9,0.9615212989572162,0.0384787010427807,0.8731188916647395,0.06558695626446429,0.0442961625838176,0.0,0.016997989486975503,0.0797766985712444,0.28970788693354543,0.5150634824821929,0.036701177471070816,0.1571883584765675,0.9999999999999968,0.6425565575697343,0.6425565575697375
principal_5pct,2015-05,2015-05-29,Prima,estricto,1.010950100531588,1.0831494577061895,4833662.149450719,8285314.211489513,57,50,7,0.9401763215247696,0.059823678475227904,0.7721153880180662,0.1553179114592628,0.0366981607273547,0.0,0.0358685397953136,0.0731828320816191,0.26488310461115827,0.4453628293205973,0.031113497420784307,0.25285757756240257,0.9999999999999976,0.5834011874586122,0.5834011874586149
principal_5pct,2015-05,2015-05-29,Profuturo,estricto,1.0085419958569228,0.8469648157452325,3672516.9451262495,5770873.931232308,54,42,12,0.9753486605815529,0.024651339418444298,0.9098253742509135,0.0794543726444867,0.0,0.0,0.010720253104597,0.1098715051193182,0.4055377072427585,0.5860471599358889,0.04973892385359014,0.25737435244762435,0.9999999999999972,0.6363883510347292,0.6363883510347319
principal_5pct,2015-06,2015-06-30,Habitat,estricto,1.0062272936853809,0.6188754493602233,87397.26332124509,134983.02105889478,41,41,0,0.9999999999999979,0.0,0.9556625757878083,0.0443374242121896,0.0,0.0,0.0,0.1004632536019021,0.39457917855374247,0.6204264091577115,0.04990255056103187,0.18535905427910354,0.9999999999999979,0.6474685677920359,0.6474685677920379
principal_5pct,2015-06,2015-06-30,Integra,estricto,1.014101651798318,1.3905560427114327,5401870.844060236,8560834.338863067,77,68,9,0.95987084175589,0.040129158244106705,0.8786180262808784,0.06621010370129171,0.0467565593430086,0.0,0.008415310674817954,0.0817939218267728,0.32911310047068887,0.531833034666135,0.03915868973748895,0.1606340557440005,0.9999999999999968,0.6309981749719987,0.6309981749720014
principal_5pct,2015-06,2015-06-30,Prima,operativo,1.0272777371282524,2.6553419919823407,4965286.293677064,8145977.220876611,61,54,7,0.9407392706107891,0.059260729389208,0.7716005620057171,0.1496682650399981,0.0359239956182027,0.0,0.042807177336079305,0.1027019857188197,0.2995138878609393,0.4699519938236598,0.034875179347874756,0.21456150101140184,0.9999999999999972,0.6095384456700841,0.609538445670087
principal_5pct,2015-06,2015-06-30,Profuturo,estricto,1.0102600989512642,1.0155898428449328,3643609.18453656,5716140.790232545,57,45,12,0.9736120928962192,0.0263879071037779,0.9105048009889921,0.0786317639713342,0.0,0.0,0.0108634350396709,0.10968183263984,0.3778550830644553,0.5716760792299824,0.047155429088359326,0.23754952162621223,0.9999999999999973,0.6374246748370094,0.6374246748370119
principal_5pct,2015-07,2015-07-31,Habitat,estricto,1.016243653768294,1.5984014963401183,94248.83166178636,141026.33104039787,38,38,0,0.9999999999999983,0.0,0.9576635019793968,0.0423364980206016,0.0,0.0,0.0,0.0960184282127325,0.42668819859495777,0.6563927131921033,0.054253857959294875,0.18347792052536532,0.9999999999999983,0.6683066273261262,0.6683066273261282
principal_5pct,2015-07,2015-07-31,Integra,operativo,1.025141854513865,2.452524438755621,5221430.250041289,8492498.475599438,78,69,9,0.9577403936794803,0.0422596063205168,0.8858263347686853,0.07106053738867181,0.0330059243838531,0.0,0.0101072034587868,0.079693682453754,0.3336690143965661,0.5355840641910832,0.0390023895272287,0.15292143796751176,0.999999999999997,0.6148285177846573,0.6148285177846603
principal_5pct,2015-07,2015-07-31,Prima,estricto,1.0171635283876972,1.6873912511298106,5045749.483319823,8025903.830352283,59,52,7,0.9423363790549529,0.0576636209450441,0.7426647934439108,0.1765465943989031,0.0347431869436125,0.0,0.0460454252135708,0.0682422874130079,0.2955012944913988,0.4662478058480024,0.03247621323947025,0.19661498626949855,0.9999999999999971,0.628683023117949,0.6286830231179519
principal_5pct,2015-07,2015-07-31,Profuturo,estricto,1.0092870606026831,0.920160474180398,3683287.6161534246,5714556.440794568,55,43,12,0.9737928725832541,0.026207127416743598,0.9109350411749602,0.0792957864684502,0.0,0.0,0.0097691723565873,0.1097897784967248,0.3708024261270687,0.576887697155365,0.04602805764659858,0.20070166884687113,0.9999999999999978,0.6445447961384162,0.6445447961384191
principal_5pct,2015-08,2015-08-31,Habitat,estricto,1.000758946490872,0.0758370927917417,98348.22885917798,144514.89163958907,40,40,0,0.9999999999999982,0.0,0.8610889354154142,0.0817496935233378,0.057161371061246205,0.0,0.0,0.1026348263663577,0.40868710053265045,0.6218628559420782,0.0510974408134684,0.13069596489029822,0.9999999999999982,0.6805404463399658,0.6805404463399675
principal_5pct,2015-08,2015-08-31,Integra,operativo,1.024105058398005,2.3537681217698614,4936715.185565303,7868892.9538594,71,62,9,0.9533061912032764,0.046693808796721,0.8836833485445462,0.07198242319208252,0.0333928593186232,0.0,0.010941368944745546,0.1105706926591786,0.34428593292031007,0.5430777288436772,0.042475327140645065,0.1467060374160928,0.9999999999999973,0.6273709929100013,0.6273709929100036
principal_5pct,2015-08,2015-08-31,Prima,estricto,1.0100266944258192,0.9927157847564704,4845067.981029881,7469653.730248811,62,55,7,0.9395749247437346,0.0604250752562627,0.7451432485795907,0.1751727385389283,0.034209187851722,0.0,0.045474825029756506,0.1352587551363914,0.3626813843588532,0.5356767822389319,0.04494605555308145,0.18957824289555994,0.9999999999999973,0.6486335452752608,0.6486335452752633
principal_5pct,2015-08,2015-08-31,Profuturo,estricto,1.0088474353971033,0.8769844762127832,3444883.759249931,5371615.548212473,55,43,12,0.9696174852330657,0.030382514766931604,0.9049487958120976,0.0872531790034638,0.0,0.0,0.0077980251844359,0.1084307473715724,0.3510185637280817,0.555592384326502,0.04292687334434928,0.19051129921059068,0.9999999999999973,0.6413124186440109,0.6413124186440138
principal_5pct,2015-09,2015-09-30,Habitat,estricto,1.012579495112644,1.2423217311194557,98105.59360438307,149504.64290266047,44,44,0,0.9999999999999982,0.0,0.8472163082988847,0.09875376186442869,0.0540299298366847,0.0,0.0,0.1278180396789877,0.42266280943167456,0.6248705043102295,0.05363966693496157,0.13362648263966867,0.9999999999999982,0.6562043271676679,0.65620432716767
principal_5pct,2015-09,2015-09-30,Prima,estricto,1.008964830309627,0.8885176212609869,4636919.698481136,7200487.628339937,66,58,8,0.929480031116992,0.07051996888300541,0.7107577917651549,0.2100958226901334,0.033167080370493,0.0,0.045979305174216105,0.1224509817874455,0.3796708897832004,0.5454603882935674,0.04592477058648134,0.17008855964686537,0.9999999999999973,0.6439730109709465,0.643973010970949
principal_5pct,2015-09,2015-09-30,Profuturo,operativo,1.0488071455001362,4.653586287006261,3263593.6920874096,5199396.603613538,54,41,13,0.9619716524796565,0.0380283475203414,0.9007580521147773,0.0914471570645392,0.0,0.0,0.0077947908206813,0.0955134678251134,0.3320676421685883,0.5421372098200296,0.041368098485514815,0.19062958695044166,0.9999999999999977,0.6276870069536965,0.627687006953699
principal_5pct,2015-10,2015-10-30,Habitat,estricto,1.001057589725613,0.1056472411245512,110256.30501976344,169588.64267268084,43,43,0,0.999999999999998,0.0,0.8528551204129502,0.0936983731043054,0.053446506482742503,0.0,0.0,0.1248420607630314,0.4175991599019152,0.6129353897885994,0.05196737278107126,0.1284529689811689,0.999999999999998,0.6501396749342835,0.6501396749342856
principal_5pct,2015-10,2015-10-30,Integra,operativo,1.0356009150913283,3.4377060286962746,5081476.8190235365,8005817.040660288,76,63,13,0.9471911445948695,0.052808855405127204,0.8703217519513378,0.08446468687405223,0.0339777212597806,0.0,0.0112358399148262,0.0940355590294724,0.40470404517025227,0.5914330031867105,0.048143986552809076,0.14560081762728455,0.9999999999999967,0.6347230761352014,0.6347230761352044
principal_5pct,2015-10,2015-10-30,Prima,operativo,1.039051176232445,3.758349648767345,4915238.342980593,7569193.250315054,65,57,8,0.9302376221606816,0.0697623778393155,0.6923858335010397,0.2231330588882466,0.0362109096283736,0.0,0.0482701979823372,0.1137908130588669,0.3719009963706505,0.5417093884045673,0.04509495986399889,0.2041154679731472,0.9999999999999971,0.6493741380927198,0.6493741380927228
principal_5pct,2015-10,2015-10-30,Profuturo,estricto,1.0182506578865964,1.7923541463234605,3625928.799638997,5548520.866998757,52,39,13,0.9653082491676711,0.03469175083232709,0.9060418761668988,0.0868616813888679,0.0,0.0,0.0070964424442316,0.1045595519236554,0.36737937427627704,0.5969052234078682,0.046885379533323085,0.19836164326982644,0.9999999999999984,0.653494667597831,0.6534946675978337
principal_5pct,2015-11,2015-11-30,Habitat,operativo,1.027103926543488,2.6388689443239466,119180.74625368502,184931.87451722703,39,39,0,0.9999999999999981,0.0,0.8228195370685334,0.1254828436898579,0.0516976192416068,0.0,0.0,0.1238843151790558,0.3906699742473105,0.5875081490546921,0.05124743356773,0.11913295793912078,0.9999999999999981,0.6444575688469679,0.6444575688469698
principal_5pct,2015-11,2015-11-30,Integra,operativo,1.0291080992384751,2.828478296887837,5315551.925001925,8140003.37050348,79,66,13,0.9491139807795027,0.0508860192204944,0.8599502746859036,0.08747437788549696,0.0329080275083704,0.0,0.0196673199202263,0.1074454469660301,0.3856358232909742,0.5567957153751103,0.046700870615906935,0.12577374663494664,0.9999999999999971,0.6530159366104931,0.6530159366104961
principal_5pct,2015-11,2015-11-30,Prima,estricto,1.0073330701060044,0.7279687646145394,4895260.008814439,7671875.680225147,68,60,8,0.9325213942254745,0.06747860577452239,0.6789747000250063,0.2374062088671432,0.036132942058303294,0.0,0.047486149049544096,0.1091805708715672,0.3023233558800984,0.4703251863865765,0.0365989396991391,0.15791708778067406,0.9999999999999968,0.6380786411114986,0.6380786411115017
principal_5pct,2015-11,2015-11-30,Profuturo,estricto,1.011709554840542,1.1574028123503943,3707607.088749784,5699060.42370398,52,39,13,0.9657393704474254,0.0342606295525724,0.9073008233232992,0.0857848994761738,0.0,0.0,0.0069142772005248,0.1047230263509656,0.3826144777543925,0.6050271206529152,0.04846114441918096,0.2052037796873532,0.9999999999999978,0.6505646217276099,0.6505646217276121
principal_5pct,2015-12,2015-12-31,Habitat,operativo,1.0276151775277145,2.6873072850239543,128272.17387385582,193545.33797863036,34,34,0,0.9999999999999989,0.0,0.8329866357298045,0.1184344512818204,0.0485789129883739,0.0,0.0,0.1365140493234819,0.4186256824721167,0.6309985814166369,0.05826551040829469,0.1455233769299856,0.9999999999999989,0.6627500058307697,0.662750005830771
principal_5pct,2015-12,2015-12-31,Integra,operativo,1.0232842771365358,2.275445607519,5117588.621976577,7959471.22550322,79,66,13,0.9453805239654806,0.0546194760345165,0.8122086770839241,0.12639671906507383,0.0347288589051576,0.0,0.0266657449458416,0.1068137698654343,0.3602338516293812,0.5169414264074973,0.04150581196258923,0.11693735408293665,0.999999999999997,0.6429558543511169,0.6429558543511197
principal_5pct,2015-12,2015-12-31,Prima,operativo,1.026457554483977,2.577559526782147,4885520.549695241,7473311.544626894,61,53,8,0.927429948854318,0.0725700511456793,0.6937257985461338,0.2316201468098094,0.037132217354386,0.0,0.0375218372896681,0.1237799013532847,0.3166283279533651,0.4810637901083601,0.03897366566689702,0.1643329002396229,0.9999999999999973,0.6537290089569163,0.653729008956919
principal_5pct,2015-12,2015-12-31,Profuturo,estricto,1.0095123384283302,0.9422706455613604,3670726.7656240654,5596544.061396127,55,41,14,0.960802060094947,0.0391979399050502,0.9049704550979417,0.0880648212950107,0.0,0.0,0.006964723607044701,0.1222313251969833,0.4473027833749406,0.659080546711413,0.05864362717498357,0.23838186206654632,0.9999999999999971,0.6558916941160191,0.6558916941160216
principal_5pct,2016-01,2016-01-29,Habitat,estricto,1.0017179732450303,0.1715026874744896,125098.42448570412,195353.73019079104,27,27,0,0.999999999999999,0.0,0.8065408956938451,0.1482226334957423,0.0452364708104116,0.0,0.0,0.1322282020238709,0.4775663623703978,0.7127300232403865,0.06613232419466167,0.11274494429222984,0.999999999999999,0.6403687524345059,0.6403687524345069
principal_5pct,2016-01,2016-01-29,Integra,estricto,1.0127672828318648,1.2606334197689972,5211114.295839361,7600456.808085672,80,67,13,0.9449962597784035,0.055003740221593114,0.823855629426478,0.11657244951508318,0.031601350902206,0.0,0.027970570156229398,0.1099530482903912,0.370966327788802,0.5362002485925822,0.04262681546605178,0.12157122351667964,0.9999999999999968,0.6856317228584925,0.6856317228584955
principal_5pct,2016-01,2016-01-29,Prima,estricto,1.0102668629149514,1.0162525657159691,4796493.743904159,7117617.1934891455,57,49,8,0.925561036752776,0.0744389632472213,0.7266347706058854,0.2158964290252517,0.0346021280592035,0.0,0.0228666723096567,0.1377852064534936,0.3875427582480829,0.5800376929035007,0.04943410528995872,0.2195629738314267,0.9999999999999972,0.6738903784108736,0.6738903784108763
principal_5pct,2016-01,2016-01-29,Profuturo,estricto,1.0122894061159284,1.214021014314659,3707858.594347778,5370480.882433219,56,42,14,0.959063174596759,0.0409368254032387,0.8533056938789563,0.13974935599252641,0.0,0.0,0.006944950128514999,0.1118473531035344,0.4401556906019629,0.663450799630832,0.05809669359425321,0.2166058174090874,0.9999999999999978,0.6904146342790507,0.6904146342790533
principal_5pct,2016-02,2016-02-29,Habitat,operativo,1.0257127625152298,2.506819009658956,135574.6082400957,213182.419845595,26,26,0,0.9999999999999984,0.0,0.8105924073776167,0.1475315378876165,0.0418760547347653,0.0,0.0,0.1369650660951865,0.5011426180228574,0.7231872313221264,0.06956934157927118,0.11494148739379995,0.9999999999999984,0.6359558557328047,0.635955855732806
principal_5pct,2016-02,2016-02-29,Integra,operativo,1.040522796900416,3.8944650728584,4982861.073090742,7664141.019806855,75,62,13,0.9403781936261109,0.05962180637388571,0.8336956719506808,0.12449496887653101,0.012072921414815,0.0,0.0297364377579698,0.1039416101775569,0.3656263667209851,0.5506505380780157,0.04420692285140383,0.11793456832939574,0.9999999999999966,0.650152582032773,0.6501525820327763
principal_5pct,2016-02,2016-02-29,Prima,estricto,1.0061399750042497,0.6102505771350075,4864920.861420157,7171499.596994813,54,46,8,0.925853123936384,0.0741468760636133,0.7490957150267575,0.2109836329011311,0.0170377604368014,0.0,0.0228828916353074,0.1406066124589141,0.3857213831103605,0.5430259421955914,0.04795762335501036,0.15413151661041566,0.9999999999999972,0.6783687003843328,0.6783687003843356
principal_5pct,2016-02,2016-02-29,Profuturo,estricto,1.0127665946450377,1.2605663252066468,3582396.0559047507,5416655.926001994,57,43,14,0.9555800308787775,0.04441996912122011,0.8459461240204132,0.1466499932291239,0.0,0.0,0.0074038827504605,0.0963773301566912,0.388121880315806,0.6249535209376159,0.05135692162202178,0.17655622425016043,0.9999999999999976,0.6613667371242619,0.6613667371242646
principal_5pct,2016-03,2016-03-31,Habitat,estricto,1.0025670047424575,0.2560432101111343,144992.197743485,226617.35512700316,29,29,0,0.9999999999999987,0.0,0.8202426153592458,0.14176826251790509,0.0379891221228478,0.0,0.0,0.13158805068374,0.4683726230173528,0.6820853707468075,0.0633020145189466,0.10841865879019236,0.9999999999999987,0.6398106520227751,0.6398106520227766
principal_5pct,2016-03,2016-03-31,Integra,estricto,1.0162791177323225,1.6018353076708736,4965748.07766697,7744634.690981529,74,61,13,0.9430365381602072,0.056963461839789994,0.8329425661908242,0.1231007158011022,0.0122531325444762,0.0,0.0317035854635945,0.1018150901024652,0.34902704802293116,0.5287974691189123,0.041295351049662324,0.12286350755340247,0.999999999999997,0.6411855788949555,0.6411855788949585
principal_5pct,2016-03,2016-03-31,Prima,estricto,1.0080741018846602,0.800943290732814,4782561.831510264,7259455.801135784,56,48,8,0.9286627855741837,0.0713372144258137,0.723306294026062,0.2302903928082268,0.0171897117034592,0.0,0.0292136014622495,0.145707643160507,0.38466271170946953,0.549156165188655,0.04986418296036328,0.13607079018289386,0.9999999999999974,0.6588044562186033,0.658804456218606
principal_5pct,2016-03,2016-03-31,Profuturo,estricto,1.0045114276282894,0.449116605765365,3553139.199939604,5472305.625936358,56,42,14,0.9576273109581355,0.04237268904186211,0.8485762258356345,0.14818162359399029,0.0,0.0,0.0032421505703727,0.0814501178374096,0.3606237092708957,0.6149368808998794,0.04723014837133638,0.19163598605821727,0.9999999999999976,0.6492947292817947,0.6492947292817973
principal_5pct,2016-04,2016-04-29,Habitat,estricto,1.0005936059706997,0.0593253811694949,144031.4086570362,244547.1045218688,31,31,0,0.9999999999999986,0.0,0.8053156645959421,0.15474762784002438,0.0399367075640321,0.0,0.0,0.1315700883817392,0.4685918080813267,0.6943081486262832,0.06380695839233305,0.110937711945245,0.9999999999999986,0.588972046668235,0.5889720466682364
principal_5pct,2016-04,2016-04-29,Integra,operativo,1.0204199065683937,2.0011278138491573,4616678.182540819,7880945.155157561,75,62,13,0.942001797357805,0.05799820264219141,0.8174847311831229,0.1341291507554196,0.0133658364570097,0.0,0.035020281604443995,0.1077794315655155,0.31411565045286294,0.494726592965632,0.03757755617948871,0.10672047402362116,0.9999999999999963,0.585802602562141,0.585802602562144
principal_5pct,2016-04,2016-04-29,Prima,estricto,1.0185847624891533,1.824567102666752,4601286.174156896,7373379.380623389,57,49,8,0.9295300392541452,0.0704699607458522,0.6937294444920903,0.2565185578849549,0.0188614812363158,0.0,0.030890516386636403,0.1220552294103978,0.3517775560227317,0.5251370497690812,0.04315023429912473,0.10404371423471968,0.9999999999999972,0.6240403397997756,0.6240403397997779
principal_5pct,2016-04,2016-04-29,Profuturo,estricto,1.0189482033552233,1.859584549325477,3623956.871621085,5641134.868476075,58,44,14,0.9582214490855961,0.041778550914401406,0.8487168916516743,0.1479977645473975,0.0,0.0,0.0032853438009257,0.0888112523999746,0.33470791090218777,0.5550412724895629,0.042020404588984976,0.20123212064435114,0.9999999999999974,0.6424162790137413,0.6424162790137438
principal_5pct,2016-05,2016-05-31,Habitat,operativo,1.024017512490859,2.3454200927128577,150251.66550930843,258999.46446113515,29,29,0,0.9999999999999987,0.0,0.7900252713467029,0.1703195980831132,0.0396551305701825,0.0,0.0,0.1307842566242478,0.47652117868924004,0.7266624936146602,0.06600662143757097,0.10974638140268454,0.9999999999999987,0.5801234601852022,0.5801234601852038
principal_5pct,2016-05,2016-05-31,Integra,estricto,1.01564476536028,1.5403776885248188,4845939.743825956,8059667.863169978,78,65,13,0.9381230813069232,0.06187691869307341,0.7970476943870709,0.1399048292886001,0.0133715465150361,0.0,0.0496759298092896,0.1068842104737418,0.2947267194740614,0.4519264167751314,0.03419756982792413,0.09815458251666039,0.9999999999999967,0.6012579955025535,0.6012579955025568
principal_5pct,2016-05,2016-05-31,Prima,operativo,1.0302793087591728,2.938941751207258,4895264.362653029,7567070.783507696,56,48,8,0.9267902648635974,0.0732097351364001,0.714857304914857,0.237922239447345,0.0181682877129719,0.0,0.0290521679248235,0.1076965201746999,0.3462451690464599,0.513788807738366,0.04104442650948368,0.09695217542833301,0.9999999999999973,0.6469166871442721,0.6469166871442746
principal_5pct,2016-05,2016-05-31,Profuturo,estricto,1.0144802158613244,1.4273532036334746,3631847.6360436855,5725831.179748287,57,43,14,0.9530321409282329,0.046967859071764505,0.8459692117155306,0.15085821536187458,0.0,0.0,0.0031725729225922,0.0783620357683709,0.348726977773994,0.5751379206745066,0.0445431451048373,0.1866410290070298,0.9999999999999974,0.6342917773910564,0.634291777391059
principal_5pct,2016-06,2016-06-30,Integra,estricto,1.019879786788782,1.949228433223116,4670156.674642422,7750686.185493463,78,65,13,0.9366170258709314,0.063382974129065,0.8035041388085077,0.1330805781230616,0.0138997953050883,0.0,0.0495154877633388,0.1082449691614754,0.3112468955156147,0.48100162145401176,0.03616979832280594,0.10305688516348606,0.9999999999999963,0.6025475116491336,0.6025475116491363
principal_5pct,2016-06,2016-06-30,Prima,operativo,1.0377998305899212,3.642304563533649,4549225.501462924,7213956.284884023,57,49,8,0.9219479300856966,0.0780520699143007,0.7172701026863707,0.2346660938222078,0.0188770291495357,0.0,0.0291867743418831,0.0919406986838701,0.3324053601714711,0.5065719418894546,0.0394655857412355,0.10458763407161858,0.9999999999999972,0.6306145091279881,0.6306145091279911
principal_5pct,2016-07,2016-07-29,Habitat,operativo,1.0216218249944378,2.1164216019519344,181894.46582138148,304585.3404222139,30,30,0,0.9999999999999987,0.0,0.8380920437173291,0.1361375667856931,0.0257703894969764,0.0,0.0,0.1112791573954586,0.4230529672352116,0.6825832916179481,0.05817747328611092,0.12246318476126919,0.9999999999999987,0.5971871974181039,0.5971871974181054
