afp,metodo,ventana,vida_media,nombre,n,mae_retorno,rmse_retorno,r2_retorno,sesgo_retorno,desviacion_residual,varianza_residual,correlacion_retorno,direccion_pct,volatilidad_real,volatilidad_estimada,razon_volatilidad_estimada_real,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct
Habitat,IDENTIDAD,,,IDENTIDAD_EW,343,0.005606232976229642,0.007259617861068936,0.4147694458968233,-0.0009597792955276177,0.0072064055714650375,5.193228126044233e-05,0.6714359895167653,73.76093294460642,0.009503515152243973,0.004853694399167706,0.5107262230251352,0.5593309476622995,0.4551462763698,1.167103565121057,2.9438655353120624,-0.08994071275601179
Habitat,ESCALA,60.0,,ESCALA_W60,343,0.005787667527481525,0.007521416141161439,0.3717988797003686,-0.0007438956374031034,0.0074954730542261426,5.618211630663018e-05,0.6229740244126798,73.76093294460642,0.009503515152243973,0.006878024579169296,0.723734793808926,0.577541889697345,0.47237313504560063,1.2621470877051522,2.9324945890379706,-0.06935730435975258
Habitat,ESCALA,120.0,,ESCALA_W120,343,0.005576318322386816,0.0072008545273477215,0.42420545557090605,-0.0008448113604678398,0.0071615729947069225,5.128812775851548e-05,0.6580862501344417,73.76093294460642,0.009503515152243973,0.006546541111943105,0.6888547034512102,0.5565357060199381,0.4689700506110839,1.225229742077625,2.9066214393508094,-0.07945513572473847
Habitat,ESCALA,250.0,,ESCALA_W250,343,0.0055048988463277,0.007099290350516139,0.44033345358863474,-0.0007428482415929437,0.0070706332565882175,4.9993854649171306e-05,0.668826432036368,73.76093294460642,0.009503515152243973,0.00663613057081375,0.6982816846718896,0.5494273750460149,0.45850687739684703,1.225220999417438,2.8015325643768074,-0.06939470104782398
Habitat,ESCALA,,,ESCALA_WTODOS,343,0.00550009049572145,0.0070988338464923195,0.4404054274912256,-0.0007684626104028948,0.007067427377213015,4.994852973218005e-05,0.6691713768853156,73.76093294460642,0.009503515152243973,0.00663282885107186,0.6979342637766737,0.5489210146895394,0.45533079247584984,1.2318715129325741,2.815077979546121,-0.07195285082099559
Habitat,AFIN,120.0,,AFIN_W120,343,0.005694513868206726,0.007409468666324878,0.3903597919561126,0.000240152176445552,0.007416394756959984,5.500291119106354e-05,0.6320067945151318,74.9271137026239,0.009503515152243973,0.0068789740840517226,0.7238347047226474,0.5689366293445173,0.47370024603170524,1.2544974005537557,2.7418178753596534,0.028852344886918613
Habitat,AFIN,250.0,,AFIN_W250,343,0.00545765710415659,0.007017927827245508,0.4530882345971471,-0.0003601482378152611,0.007018919764249044,4.926523465696585e-05,0.6746885171318785,74.9271137026239,0.009503515152243973,0.006659009491275116,0.7006891013061401,0.5448997028192898,0.45023496297604826,1.2259603257997582,2.693367401455149,-0.0312313091730573
Habitat,AFIN,,,AFIN_WTODOS,343,0.005552359331924257,0.0071319031345415725,0.4351796404453473,-0.0010789581860649617,0.007060114225247233,4.984521287353834e-05,0.6702415433856234,73.76093294460642,0.009503515152243973,0.006687238755223318,0.7036595036778918,0.5539816663823197,0.45921202033889497,1.2453069130568117,2.8126026892332456,-0.10300121505447744
Habitat,HUBER,120.0,,HUBER_W120,343,0.005651570942988266,0.007290126250087568,0.4098402724315162,6.191014520820574e-05,0.007300513280343766,5.3297494156475696e-05,0.6425413956149849,74.05247813411079,0.009503515152243973,0.006624897732564253,0.69709971799224,0.5645156262303611,0.47416823898531746,1.2258755818114933,2.7532835851935555,0.011138188190547184
Habitat,HUBER,250.0,,HUBER_W250,343,0.005485955075204982,0.007029381433284707,0.4513016036359878,-0.00047974024809614675,0.0070232371311521385,4.932585980039412e-05,0.67369489219201,74.9271137026239,0.009503515152243973,0.0064284837361160835,0.6764322077813689,0.547627578864629,0.4582056173829008,1.194827355851065,2.684445790507539,-0.043020820411651506
Habitat,MAGNITUD_EWMA,,60.0,MAGNITUD_EWMA_HL60,343,0.005930527458571045,0.007703155308294783,0.34107379553939854,-0.0003385965215856999,0.007706952935869714,5.93971235557108e-05,0.6620330740136551,73.76093294460642,0.009503515152243973,0.009235291157135705,0.9717763384588349,0.5923174046123364,0.4751337583720705,1.294730589181841,2.61340706570774,-0.030613645285666204
Habitat,MAGNITUD_EWMA,,120.0,MAGNITUD_EWMA_HL120,343,0.005879586091930851,0.007673532772289493,0.34613186177015987,-0.00040141765685863264,0.0076742211810786835,5.8893670736116706e-05,0.6659603429514374,73.76093294460642,0.009503515152243973,0.009267102814499576,0.9751236953951112,0.5872299358013983,0.46178472748577004,1.260169921892662,2.6912068390341215,-0.03694106163091908
Habitat,MAGNITUD_EWMA,,250.0,MAGNITUD_EWMA_HL250,343,0.005877503332854964,0.007700435135719641,0.34153907929645366,-0.00042288133472696805,0.007700047527966142,5.92907319329375e-05,0.6675239147315244,73.76093294460642,0.009503515152243973,0.009379944524363127,0.9869973766652365,0.5870354839918555,0.4574588589853046,1.2477309642082846,2.7553672305100863,-0.03916933004734008
Integra,IDENTIDAD,,,IDENTIDAD_EW,343,0.0046677163169718755,0.006168885608778142,0.2577760994713113,-0.000760141402832342,0.006130817037874779,3.7586917551895685e-05,0.519117634993907,68.5131195335277,0.007170893236039756,0.0038725054314128313,0.5400311096461794,0.4658508981778416,0.344853644619425,0.9514153232367019,2.381075256249532,-0.07227283371629233
Integra,ESCALA,60.0,,ESCALA_W60,343,0.0050383128691669455,0.006937432187493362,0.06131689151936015,-0.0005809436963837886,0.006923164593841833,4.793020799342515e-05,0.40759430423296217,68.5131195335277,0.007170893236039756,0.0051703354535681985,0.72101693378768,0.5028201653588005,0.3622146972474649,1.0711301833937181,3.2165389913324516,-0.05443946901579805
Integra,ESCALA,120.0,,ESCALA_W120,343,0.004853749439838087,0.00658194176347944,0.15505279901129532,-0.000692503626595396,0.006554972636787795,4.296766626903674e-05,0.47885803296524787,68.5131195335277,0.007170893236039756,0.005260643716679441,0.733610659581472,0.4843866539892303,0.36294973726564983,1.034836661524339,2.718643242110197,-0.06587951973201121
Integra,ESCALA,250.0,,ESCALA_W250,343,0.004904079341968265,0.0066680445017055735,0.13280157571428608,-0.0006823530554491126,0.006642729755343685,4.412585860252837e-05,0.5017800567413748,68.5131195335277,0.007170893236039756,0.0059754517888592025,0.8332925330456105,0.4895039501969854,0.36429391249775955,1.0121509136257334,2.7688769388523715,-0.06520662694803925
Integra,ESCALA,,,ESCALA_WTODOS,343,0.004864841940839222,0.006615121368006153,0.1465125604876718,-0.0006783969616733697,0.006589857002817753,4.3426215317586176e-05,0.5127595782412289,68.5131195335277,0.007170893236039756,0.00602735353886844,0.8405303691562345,0.485572140978135,0.3653713491841293,0.9997287785546007,2.766786903351992,-0.0648770963760193
Integra,AFIN,120.0,,AFIN_W120,343,0.005009862571198278,0.0070165883612314395,0.039773917775872025,0.000654280206706014,0.006996222741789358,4.894713265273061e-05,0.4354660084618561,68.80466472303208,0.007170893236039756,0.005820189257841563,0.8116407630489084,0.5004591453847218,0.34294380961908955,1.07749502726314,3.293917592401674,0.06867899379997515
Integra,AFIN,250.0,,AFIN_W250,343,0.004770626739222294,0.006525626499643406,0.16944972434083005,-0.00028779819245068443,0.0065288012119650235,4.2625245265355964e-05,0.5174748705042452,69.97084548104957,0.007170893236039756,0.0059408362709212565,0.8284653076500386,0.4763502039275598,0.36812448334839765,0.9784753006194102,2.6721282509355904,-0.025838301920681258
Integra,AFIN,,,AFIN_WTODOS,343,0.005028964365900552,0.006700694497399474,0.12428833185578936,-0.0015148416013916336,0.00653675274214181,4.272913641189847e-05,0.5234359043941798,65.88921282798835,0.007170893236039756,0.006076477647726772,0.847380855872651,0.5017277365433898,0.36603553115341914,1.014277209073622,2.6668550994277673,-0.14851783177427746
Integra,HUBER,120.0,,HUBER_W120,343,0.004669509924236504,0.006250183703348088,0.23808404997425447,-0.0004613715031010108,0.0062422379643850565,3.896553480401009e-05,0.5032660838104188,67.3469387755102,0.007170893236039756,0.004362358296464206,0.6083423853725356,0.4661422076230287,0.35928700719886075,0.9929033967207507,2.359923022431687,-0.04255337500364302
Integra,HUBER,250.0,,HUBER_W250,343,0.0047296668146250415,0.0062683627585222,0.23364544276542032,-0.0012698434996595833,0.006147360751966671,3.779004421482024e-05,0.5390180590806026,67.3469387755102,0.007170893236039756,0.005009103727352389,0.6985327437560275,0.47185250775492554,0.35814826752063045,0.9572792075696412,2.2717415590184586,-0.12369504245746711
Integra,MAGNITUD_EWMA,,60.0,MAGNITUD_EWMA_HL60,343,0.005499776378314105,0.007624770195417484,-0.1339006878062372,-0.0004975168167389306,0.007619636827243295,5.805886537908226e-05,0.5073753401693633,68.5131195335277,0.007170893236039756,0.008096431830621429,1.1290688013496095,0.5490900995988195,0.40176178481289293,1.1171080281962453,4.126847576298287,-0.04753058089617408
