afp,metodo,ventana,vida_media,nombre,n,mae_retorno,rmse_retorno,r2_retorno,sesgo_retorno,desviacion_residual,varianza_residual,correlacion_retorno,direccion_pct,volatilidad_real,volatilidad_estimada,razon_volatilidad_estimada_real,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct
Integra,MAGNITUD_EWMA,,120.0,MAGNITUD_EWMA_HL120,343,0.005569079559857701,0.007664591567128233,-0.14577550885062385,-0.0005485376678768363,0.007656106212448115,5.8615962336286614e-05,0.5115225461169168,68.5131195335277,0.007170893236039756,0.008212192426649818,1.1452119221879724,0.5559981610885355,0.4060244521527423,1.1324284938978504,3.9914731535636516,-0.05269492856541284
Integra,MAGNITUD_EWMA,,250.0,MAGNITUD_EWMA_HL250,343,0.00560875509199921,0.007691872341829228,-0.15394639996761472,-0.0005784502535731831,0.007681296364209641,5.900231383482026e-05,0.5134278609276803,68.5131195335277,0.007170893236039756,0.008279103748740723,1.1545428827654665,0.5599527757097633,0.424654386706802,1.1211762138949122,3.9208996672018825,-0.05571950466480098
Prima,IDENTIDAD,,,IDENTIDAD_EW,343,0.004478349307955004,0.005800182852763279,0.31582935941989376,-0.0008830916427005876,0.00574093709995683,3.295835878566073e-05,0.5764255909932847,69.09620991253644,0.007022527931485834,0.0038792065071457417,0.5523945999207973,0.4465887573987481,0.3741920874483551,0.9054450555602611,2.0214848360477156,-0.08486044610928561
Prima,ESCALA,60.0,,ESCALA_W60,343,0.004755347701426528,0.0063009952096114335,0.19258026105963266,-0.0007011839611909868,0.0062710073660414,3.932553338494549e-05,0.48521103879130684,69.09620991253644,0.007022527931485834,0.004680225659472954,0.6664588172713336,0.47430609162958814,0.3790972132078352,1.014331792900567,2.6048023723001634,-0.06671899690581663
Prima,ESCALA,120.0,,ESCALA_W120,343,0.004598982665133281,0.005980145128927661,0.2727152000242925,-0.000774731641367066,0.005938412186596368,3.5264739297916254e-05,0.5537083225698775,69.09620991253644,0.007022527931485834,0.004922233603021499,0.7009204735167279,0.45876709095550905,0.38115130216319626,0.9429288973990249,2.271579954775216,-0.07438029459225266
Prima,ESCALA,250.0,,ESCALA_W250,343,0.0046967691388153975,0.006127671072303526,0.23638939198303843,-0.0007086525642927937,0.006095448009075488,3.7154486431342326e-05,0.5593742670506392,69.09620991253644,0.007022527931485834,0.005736400433397494,0.816856905285926,0.4686310414127816,0.3692621945610486,0.9469597940032551,2.5165222154990508,-0.06811797546506673
Prima,ESCALA,,,ESCALA_WTODOS,343,0.004656462014579077,0.006048506813495654,0.25599233139740407,-0.0006637076529638013,0.006020764969741214,3.624961082086292e-05,0.5735900548692452,69.09620991253644,0.007022527931485834,0.005805386322773403,0.8266804175665404,0.46461531901622244,0.3854345912658097,0.9492721880446564,2.309256136547533,-0.06371345829582717
Prima,AFIN,120.0,,AFIN_W120,343,0.004496650260938319,0.005912966726707238,0.28896343673014324,-0.0003812520228352801,0.005909283281794396,3.491962890449475e-05,0.5608840963934438,71.13702623906705,0.007022527931485834,0.004996210963082106,0.711454765552638,0.44871595168786294,0.3452250786579292,0.8969264421392698,2.267152010159146,-0.03513625711784834
Prima,AFIN,250.0,,AFIN_W250,343,0.0047134090140977525,0.006087462927617378,0.2463777323484363,-0.0012915968276220125,0.005957554790943843,3.549245908709793e-05,0.5808737608440446,71.13702623906705,0.007022527931485834,0.005757430803162459,0.8198516060504006,0.47015532343122984,0.3873563453305473,0.9032428663984149,2.3877930176674944,-0.1264337852050582
Prima,AFIN,,,AFIN_WTODOS,343,0.005011748764653834,0.006416046466499674,0.16282535896713113,-0.0023752825838770537,0.005968882251369851,3.562755533071802e-05,0.5874931551726896,66.76384839650146,0.007022527931485834,0.005951324175437406,0.8474618020035726,0.4995910186647972,0.42547694614887277,0.9899950334420861,2.361221359934973,-0.234769014548087
Prima,HUBER,120.0,,HUBER_W120,343,0.004525576928114615,0.005890682762858969,0.29431264876866925,-0.0006264825001638106,0.005865831389836221,3.440797789398793e-05,0.5653109125575828,71.42857142857143,0.007022527931485834,0.00489310073322389,0.6967719859518738,0.4515099312969201,0.3555225528085848,0.8762699300688714,2.1988366694446704,-0.05960310630037072
Prima,HUBER,250.0,,HUBER_W250,343,0.004701285162220378,0.006020282257082341,0.26291975724487526,-0.0013926115687515081,0.005865555116841512,3.440473682870564e-05,0.5843324592439287,70.8454810495627,0.007022527931485834,0.005491826999129357,0.7820299260764051,0.4688683360980622,0.3881421420314668,0.9025254702919483,2.2297749159544855,-0.1364277384920704
Prima,MAGNITUD_EWMA,,60.0,MAGNITUD_EWMA_HL60,343,0.005136255210313679,0.006792301127352339,0.061757878003526834,-0.00040248561942111423,0.006790271346553719,4.6107784959828465e-05,0.570396907894617,69.09620991253644,0.007022527931485834,0.0075884963188327815,1.080593255430057,0.5127653791315435,0.4119514664737922,1.0895848408523134,3.005954682948775,-0.03832140252379498
Prima,MAGNITUD_EWMA,,120.0,MAGNITUD_EWMA_HL120,343,0.005259776782503761,0.006955167769579336,0.01622386240074436,-0.00039724220912830773,0.006953958686679344,4.8357541416043107e-05,0.5728342059898461,69.09620991253644,0.007022527931485834,0.007924553261346258,1.1284473822903787,0.525112174592703,0.41874888384973996,1.1006038994077707,3.058212311983044,-0.03794500700977057
Prima,MAGNITUD_EWMA,,250.0,MAGNITUD_EWMA_HL250,343,0.005343685676893195,0.0070624062784289746,-0.014346788728398119,-0.00038567289361645724,0.007062169979709039,4.987424482230356e-05,0.5740207751320708,69.09620991253644,0.007022527931485834,0.008130824170304952,1.1578201254066958,0.5335014185305207,0.42933942387418655,1.1229733291565047,3.082264986646699,-0.03687872930424908
Profuturo,IDENTIDAD,,,IDENTIDAD_EW,343,0.0048923339983671715,0.006641544732362532,0.3324381917565157,-0.000999277566439109,0.0065755317634727415,4.323761797243895e-05,0.6041518385653942,71.7201166180758,0.008140617850037779,0.003842833164964881,0.47205669591123817,0.48763178232073057,0.3578879555472758,1.0699318210113562,2.630144259163658,-0.09509271857605259
Profuturo,ESCALA,60.0,,ESCALA_W60,343,0.005042211651599328,0.007013729093115874,0.2555230558702348,-0.0007871785608347411,0.006979596784716074,4.871477127721895e-05,0.5283434841148961,71.7201166180758,0.008140617850037779,0.005272679163197805,0.647700120596293,0.5025263741532868,0.3450749137088427,1.0699176412977218,2.7715591169103826,-0.07429121255828201
Profuturo,ESCALA,120.0,,ESCALA_W120,343,0.0049012867170458874,0.0067085796110922915,0.31889442652602573,-0.0008816138891560945,0.006660113992544709,4.4357118393689826e-05,0.5787012477504434,71.7201166180758,0.008140617850037779,0.005240934523199761,0.6438005836590694,0.48850024680884346,0.3728577381356013,1.0485106235128594,2.777834186789796,-0.08392029394159829
Profuturo,ESCALA,250.0,,ESCALA_W250,343,0.004881301638726776,0.006636962912493996,0.3333589392756422,-0.000805097686553096,0.006597575175909136,4.3527998201772466e-05,0.5972406982708713,71.7201166180758,0.008140617850037779,0.005808740604342617,0.7135503362703188,0.48662100147542997,0.34565928200185336,1.0341987880100278,2.420216693432198,-0.07662999026681659
Profuturo,ESCALA,,,ESCALA_WTODOS,343,0.004908283515724575,0.006618922630356604,0.3369780789902913,-0.0007641821889470847,0.006584265688470562,4.3352554656370726e-05,0.6012526833756079,71.7201166180758,0.008140617850037779,0.005914222572218497,0.726507825470649,0.489306445118909,0.3532825087461777,1.0422829849440585,2.4033910110141887,-0.07261410219229437
Profuturo,AFIN,120.0,,AFIN_W120,343,0.0048779955574247405,0.006688232117140688,0.3230198226895248,-0.00027383942950426544,0.006692386584053445,4.478803819041854e-05,0.5751788223383266,70.55393586005832,0.008140617850037779,0.005347454130026243,0.656885537257031,0.48648396568728236,0.3521246795881616,1.0934005993552145,2.6075595480303693,-0.023260715417505223
Profuturo,AFIN,250.0,,AFIN_W250,343,0.004894245821481726,0.006599978933034828,0.3407678536960935,-0.00131110777382208,0.0064778900580026765,4.1963059603569914e-05,0.6151882363611927,71.42857142857143,0.008140617850037779,0.005887550967865801,0.7232314642847997,0.4877214057916005,0.38646011853022966,1.0106684625573426,2.363388757477747,-0.127287090524398
Profuturo,AFIN,,,AFIN_WTODOS,343,0.005217117011903725,0.006936221953944481,0.2718862344083878,-0.002382213091977624,0.0065238269703869756,4.25603183395485e-05,0.6127352377674312,69.67930029154519,0.008140617850037779,0.006070280198688147,0.7456780689760515,0.5195594584984906,0.40252644554812367,1.1401153198564657,2.568259968678255,-0.23432799979863378
Profuturo,HUBER,120.0,,HUBER_W120,343,0.004871543422905882,0.00663893834807273,0.3329620401306652,-0.0006408377406305208,0.0066175905221916645,4.379250431940095e-05,0.5833723090310247,69.97084548104957,0.008140617850037779,0.005024603343699277,0.6172262887485818,0.48567283281890805,0.35389124091952384,1.0698464250293596,2.6781636441471246,-0.059793155029534965
Profuturo,HUBER,250.0,,HUBER_W250,343,0.004893285629596814,0.0065838320167199696,0.3439895443668852,-0.0014102917283154654,0.006440407662545539,4.147885085977529e-05,0.6154959429682171,71.13702623906705,0.008140617850037779,0.005571298047522784,0.6843827029046609,0.4875527366545682,0.3780146632203829,1.0437144228488138,2.356412214201009,-0.1370352416486072
Profuturo,MAGNITUD_EWMA,,60.0,MAGNITUD_EWMA_HL60,343,0.005384233908740063,0.007258200532221475,0.20271938652817123,-0.0004895505011782036,0.007252251644412557,5.259515391388463e-05,0.5952347958891389,71.7201166180758,0.008140617850037779,0.007976893556001842,0.9798879769260785,0.5369842405753649,0.4056190113558289,1.1165787793436088,2.9816448276212437,-0.0461532529417548
Profuturo,MAGNITUD_EWMA,,120.0,MAGNITUD_EWMA_HL120,343,0.005438925061820132,0.00729807879856237,0.1939344236869731,-0.0004878558221110796,0.007292392723846392,5.3178991638807796e-05,0.5994338606844167,71.7201166180758,0.008140617850037779,0.008154118365779351,1.0016584141388616,0.5424376827876773,0.4036085847729298,1.142172328327691,2.974188011766743,-0.04609687055009726
Profuturo,MAGNITUD_EWMA,,250.0,MAGNITUD_EWMA_HL250,343,0.005494371779831897,0.0073521601867845635,0.1819436883128407,-0.0004797378832948325,0.00734720977085319,5.398149141692058e-05,0.601085667304488,71.7201166180758,0.008140617850037779,0.008307198159367715,1.0204628582742234,0.5479701935158119,0.4051043257503606,1.1697596082102815,2.989424305007682,-0.04537143734025398
