factor,coef_estandarizado,coef_original,coef_abs_estandarizado,valor_factor,contribucion_retorno,contribucion_puntos_pct,afp,metodo,fecha,retorno_real_pct,retorno_estimado_pct,residual_pct,intercepto_pct,ranking_contribucion
tecnologia_usd,0.00047547433246582563,0.03328130521497416,0.00047547433246582563,0.0275605442501583,0.0009172508850803196,0.09172508850803196,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,2
emergentes_usd,0.0007505587089258245,0.06048750277680851,0.0007505587089258245,0.0145336401082349,0.0008791035964039941,0.08791035964039941,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,3
vix,-0.0005508657502098847,-0.006824046085367711,0.0005508657502098847,-0.0679886051856325,0.00046395737506662633,0.046395737506662635,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,4
mercado_global_usd,0.0006166213689664261,0.06020070981705595,0.0006166213689664261,0.0073802710976105,0.0004442975587184547,0.04442975587184547,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,5
mineras_cobre_usd,0.0005130473476713326,0.02338202582170864,0.0005130473476713326,0.0162398124059357,0.00037971971301529285,0.03797197130152929,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,6
bonos_tesoro_usd,-0.0002086676898317686,-0.023426235756563593,0.0002086676898317686,-0.0117781260146612,0.00027591715678996803,0.027591715678996803,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,7
fx_usdpen,-5.607945766277144e-05,-0.004392884005354922,5.607945766277144e-05,0.0200904493159528,-8.825501346044278e-05,-0.008825501346044278,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,8
spread_credito_usd,-6.309089914397387e-05,-0.012850646596475264,6.309089914397387e-05,0.005242957081523799,-6.737538857514969e-05,-0.006737538857514969,Profuturo,A_USD_mas_FX,2026-06-30,0.89959633010854,0.45975180169267466,0.4398445284158654,0.017946091446810527,9
peru_pen,0.0011715756344702695,0.06266924580948598,0.0011715756344702695,0.0329560206594901,0.002065328959612083,0.2065328959612083,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,1
mineras_cobre_pen,0.0008389100917874511,0.03336499188392052,0.0008389100917874511,0.0366565268499305,0.0012230447208406458,0.12230447208406459,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,2
vix,-0.0011918939514596687,-0.014765011712078406,0.0011918939514596687,-0.0679886051856325,0.0010038525518537387,0.10038525518537386,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,3
emergentes_pen,0.0004971096124827927,0.028479229145589,0.0004971096124827927,0.0349160767841585,0.0009943829516010302,0.09943829516010302,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,4
tecnologia_pen,0.0003052344623746623,0.016213832540556927,0.0003052344623746623,0.048204697283489,0.0007815828894227301,0.078158288942273,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,5
bonos_tesoro_pen,-0.0012937997095415577,-0.08338169764410434,0.0012937997095415577,0.0080756954575571,-0.0006733651969078931,-0.06733651969078931,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,6
mercado_global_pen,-2.147981628639062e-05,-0.0013484241353066285,2.147981628639062e-05,0.0276189933759878,-3.724211726105585e-05,-0.0037242117261055852,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,7
spread_credito_pen,-2.518316329873734e-05,-0.005154037700286573,2.518316329873734e-05,0.005348290445035701,-2.7565290585796458e-05,-0.0027565290585796457,Profuturo,B_PEN_sin_FX,2026-06-30,0.89959633010854,0.5540419148321781,0.3455544152763619,0.02103996797463006,8
mercado_global,0.0020014330270347637,0.1953997946596496,0.0020014330270347637,0.0073802710976105,0.0014421034570056385,0.14421034570056385,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,1
vix,-0.0009700045350019457,-0.012016277373111185,0.0009700045350019457,-0.0679886051856325,0.0008169699381215056,0.08169699381215055,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,2
emergentes_extra,0.000744312807215393,0.1150436344009824,0.000744312807215393,0.007016752145032654,0.0008072326684554457,0.08072326684554457,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,3
peru_extra,0.0011890541594341386,0.11184052813518557,0.0011890541594341386,0.0022963840902201164,0.0002568288094514554,0.025682880945145543,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,4
bonos_tesoro,-0.0001661625093459191,-0.018654359575159676,0.0001661625093459191,-0.0117781260146612,0.00021971339779903242,0.021971339779903242,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,5
spread_credito,0.00017768090738615777,0.03619087029573038,0.00017768090738615777,0.005242957081523799,0.0001897471797035089,0.01897471797035089,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,6
tecnologia_extra,5.1242268524825e-05,0.008123451613593125,5.1242268524825e-05,0.018021645982582577,0.0001463979691368145,0.014639796913681448,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,7
fx_usdpen,-6.326357909242555e-05,-0.004955639307138192,6.326357909242555e-05,0.0200904493159528,-9.956102032820329e-05,-0.00995610203282033,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,8
cobre_extra,8.663760676062631e-07,7.001337471356955e-05,8.663760676062631e-07,-0.0028156294313177108,-1.971317184294016e-07,-1.9713171842940162e-05,Profuturo,C_Bloques_ortogonales,2026-06-30,0.89959633010854,0.4013762602951705,0.4982200698133696,0.023452733532493573,9
