fecha_prediccion,afp_validas,retorno_medio_pct,retorno_mediano_pct,retorno_minimo_pct,retorno_maximo_pct,dispersion_entre_afp_pp,ratio_rmse_mediano,direccion_comun,lectura_sistema
2026-07-03,4,0.11205473870438999,0.109824165725805,0.10210337217336998,0.12646725119258,0.024363879019210027,0.2617330751274934,positiva,sesgo positivo débil y bastante homogéneo
