observaciones_periodo_afp,periodos_unicos,afp,ratio_mediano,error_mediano_pct,error_p90_pct,elegibles_modelo_principal,elegibles_modelo_principal_pct,elegibles_analisis_ampliado,elegibles_analisis_ampliado_pct,excluidos
532,133,4,0.9675692917799168,3.2430708220083204,14.021025505144827,318,59.77443609022557,489,91.9172932330827,43
