afp,modelo,referencia,n_dm,diferencia_media_perdida,dm_estadistico,dm_pvalor,supera_campeon_con_evidencia
Habitat,CAMPEON_CON_MOD76,CAMPEON_PRE76,593,3.3659319597245435e-05,0.8982804774145982,0.36903603787584704,False
Integra,CAMPEON_CON_MOD76,CAMPEON_PRE76,593,9.409354700521401e-05,1.9245444599366484,0.05428637346443277,False
Prima,CAMPEON_CON_MOD76,CAMPEON_PRE76,593,9.102454305379837e-05,2.462591551567821,0.013793695230536862,False
Profuturo,CAMPEON_CON_MOD76,CAMPEON_PRE76,593,0.00010840701534320954,3.4798359229868128,0.0005017209476461115,False
