modelo,parametros,val_mae,val_rmse,val_r2,val_direccion_pct,val_mape_5d_pct,val_p90_5d_pct,estado,seleccionado,afp
OLS,{},0.003634009204677731,0.005099508346776186,0.2397872421211188,65.26138279932546,0.807009427774724,1.6714728910579526,CORRECTO,True,Habitat
RIDGE,"{""alpha"": 0.001}",0.0036340093203537783,0.005099508471605351,0.23978720490312888,65.26138279932546,0.807009465119461,1.6714729663211172,CORRECTO,True,Habitat
RIDGE,"{""alpha"": 0.01}",0.0036340103614359623,0.005099509595071798,0.2397868699399981,65.26138279932546,0.8070098012214458,1.671473643688768,CORRECTO,False,Habitat
RIDGE,"{""alpha"": 0.1}",0.0036340207720360596,0.005099520830128734,0.2397835201876154,65.26138279932546,0.8070131621751526,1.6714804172762812,CORRECTO,False,Habitat
RIDGE,"{""alpha"": 1.0}",0.0036341248558529973,0.005099633219876902,0.23975001057638345,65.26138279932546,0.8070467650955334,1.671548144253219,CORRECTO,False,Habitat
RIDGE,"{""alpha"": 10.0}",0.003635163466587716,0.005100760967795444,0.23941372555082363,65.09274873524453,0.8073821289768763,1.6722245107089952,CORRECTO,False,Habitat
RIDGE,"{""alpha"": 100.0}",0.0036454410112015815,0.0051123621714484705,0.23595002643614016,65.26138279932546,0.810689400532916,1.6846291550794275,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 1e-05, ""l1_ratio"": 0.1}",0.003634191078786388,0.005099727677745543,0.23972184688083786,65.26138279932546,0.807069458169031,1.671604741362971,CORRECTO,True,Habitat
ELASTIC_NET,"{""alpha"": 1e-05, ""l1_ratio"": 0.5}",0.003634909800579483,0.00510059529782005,0.2394631316154714,65.09274873524453,0.8073066304674168,1.6721252298600244,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 1e-05, ""l1_ratio"": 0.9}",0.003635628526424119,0.005101465801479069,0.23920351226393877,65.09274873524453,0.8075438039770035,1.6726457108398862,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",0.003635826614492856,0.005101703947862723,0.23913247967517237,65.09274873524453,0.8076090388480565,1.6727877961637307,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",0.00364301365039116,0.0051105747613985845,0.23648419511168517,65.26138279932546,0.80998069315355,1.6819976146517672,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",0.0036506051124956538,0.005119732264703992,0.23374549618546792,64.92411467116358,0.8124155627318044,1.6917178060062419,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.003652726535901998,0.005122273434060116,0.23298464948351583,64.92411467116358,0.8130824941300265,1.6943742198344725,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.0037393350160301745,0.005229968786554766,0.20039273089622656,64.41821247892075,0.8387387763731997,1.7378716460733352,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",0.0038504127902177425,0.0053644145369695,0.15875363399339015,64.08094435075886,0.8673307345031489,1.8242863600258534,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.003882855568573487,0.005403623525199301,0.1464112015893625,63.91231028667791,0.8752954304392317,1.8524171482682843,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.004237278394820333,0.005851525287651414,-0.0009599755811444677,51.602023608768974,0.9528145285539564,2.037782124382638,CORRECTO,False,Habitat
ELASTIC_NET,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",0.004237278394820333,0.005851525287651414,-0.0009599755811444677,51.602023608768974,0.9528145285539564,2.037782124382638,CORRECTO,False,Habitat
HUBER,"{""alpha"": 1e-06, ""epsilon"": 1.1}",0.0037037550310573446,0.0051854220578873645,0.21395617332106576,63.74367622259697,0.8297250575330175,1.7318787374567424,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.0001, ""epsilon"": 1.1}",0.003703755031092269,0.005185422057919811,0.21395617331122896,63.74367622259697,0.8297250575443779,1.7318787374252453,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.01, ""epsilon"": 1.1}",0.003703755034585859,0.005185422061166454,0.21395617232692943,63.74367622259697,0.8297250586808413,1.731878734275345,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.1, ""epsilon"": 1.1}",0.003703755066438314,0.005185422090845259,0.2139561633290734,63.74367622259697,0.8297250690397254,1.7318787056882476,CORRECTO,False,Habitat
HUBER,"{""alpha"": 1e-06, ""epsilon"": 1.35}",0.003678247414190342,0.005152944011376393,0.22377185227087426,64.41821247892075,0.8213253060749808,1.7163649587348402,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.0001, ""epsilon"": 1.35}",0.0036782474142521833,0.005152944011445075,0.22377185225018215,64.41821247892075,0.8213253060946005,1.7163649586596912,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.01, ""epsilon"": 1.35}",0.0036782474204365622,0.005152944018313685,0.22377185018083745,64.41821247892075,0.8213253080564882,1.7163649511465946,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.1, ""epsilon"": 1.35}",0.003678247476921136,0.0051529440811053755,0.2237718312632332,64.41821247892075,0.8213253259767652,1.716364882992703,CORRECTO,False,Habitat
HUBER,"{""alpha"": 1e-06, ""epsilon"": 1.5}",0.003668312019432532,0.005140545040518584,0.2275028654740866,64.41821247892075,0.8180930897674539,1.7124331192250626,CORRECTO,False,Habitat
HUBER,"{""alpha"": 0.0001, ""epsilon"": 1.5}",0.003668312019488647,0.005140545040580071,0.2275028654556066,64.41821247892075,0.8180930897845926,1.712433119242222,CORRECTO,False,Habitat
