fecha,afp,retorno_estimado,retorno_real_archivo,cuota_sbs,cuota_sbs_anterior,retorno_real_calculado,fecha_anterior_sbs,cuota_estimada_1d,error_cuota_1d,error_abs_cuota_1d,error_pct_cuota_1d,direccion_real,direccion_estimada,direccion_correcta,cuota_estimada_acumulada,indice_sbs_base100,indice_estimado_base100
2024-02-26,Habitat,-0.0020998469418025,0.0019222664572737,21.9302475,21.8881726,0.0019222664572737802,2024-02-23,21.842210787704243,-0.08803671229575727,0.08803671229575727,-0.0040143966590325654,1.0,-1.0,False,21.842210787704243,100.0,100.0
2024-02-27,Habitat,0.0026523415503166,-0.0002943195237536,21.923793,21.9302475,-0.0002943195237536944,2024-02-26,21.988414006652977,0.06462100665297754,0.06462100665297754,0.0029475285892809487,-1.0,1.0,False,21.900143790927245,99.97056804762462,100.26523415503166
2024-02-28,Habitat,-0.0014718052748172,-0.0028007562377548,21.862389800000003,21.923793,-0.0028007562377548867,2024-02-27,21.8915254458186,0.029135645818598732,0.029135645818598732,0.0013326834845200101,-1.0,-1.0,True,21.867911043776505,99.69057485557335,100.11766325452152
2024-02-29,Habitat,0.0001754748681523,0.0004234486753136,21.8716474,21.862389800000003,0.0004234486753136313,2024-02-28,21.866226099967655,-0.005421300032345755,0.005421300032345755,-0.00024786884742599477,1.0,1.0,True,21.87174831258368,99.73278869743719,100.13523138828081
2024-03-01,Habitat,0.0029310127916859,0.0022815748209255,21.9215492,21.8716474,0.0022815748209255027,2024-02-29,21.935753478304644,0.01420427830464277,0.01420427830464277,0.0006479596024464717,1.0,1.0,True,21.9358546866644,99.96033651694994,100.42872903237831
2024-03-04,Habitat,-0.001696545994792,0.0033835428018016,21.9957217,21.9215492,0.0033835428018016422,2024-03-01,21.884358283505104,-0.11136341649489623,0.11136341649489623,-0.005062958061289538,1.0,-1.0,False,21.8986395002534,100.29855659403752,100.25834707437637
2024-03-05,Habitat,-0.0009904207649642,-0.0047227502428347,21.8918414,21.9957217,-0.00472275024283475,2024-03-04,21.973936680487945,0.08209528048794468,0.08209528048794468,0.0037500399800970913,-1.0,-1.0,True,21.876950632967883,99.82487156152706,100.15904912557293
2024-03-06,Habitat,0.0013864032518357,0.002132972697308,21.9385361,21.8918414,0.0021329726973080554,2024-03-05,21.922192320105633,-0.01634377989436686,0.01634377989436686,-0.0007449804225709873,1.0,1.0,True,21.90728090846568,100.0377952870801,100.2979099569814
2024-03-07,Habitat,0.0025413871275334,0.0012981996551719,21.9670167,21.9385361,0.0012981996551719721,2024-03-06,21.99429041324147,0.027273713241470432,0.027273713241470432,0.0012415756592687632,1.0,1.0,True,21.962955790165715,100.16766431842595,100.5528057742646
2024-03-08,Habitat,-0.0020685604449579,-0.0051230989413322,21.8544775,21.9670167,-0.005123098941332227,2024-03-07,21.92157659816065,0.06709909816065007,0.06709909816065007,0.003070267781997994,-1.0,-1.0,True,21.91752408856382,99.6544954634005,100.34480621761041
2024-03-11,Habitat,-0.0002007447931693,-0.0010267827267891,21.8320377,21.8544775,-0.0010267827267891327,2024-03-08,21.85009032743444,0.018052627434439472,0.018052627434439472,0.0008268869668743505,-1.0,-1.0,True,21.91312425972388,99.55217194881179,100.32466252024066
2024-03-12,Habitat,0.002628301117598,0.0020984939944472,21.8778521,21.8320377,0.0020984939944472814,2024-03-11,21.889418869086352,0.0115667690863539,0.0115667690863539,0.0005286976542982436,1.0,1.0,True,21.970718548705776,99.76108158378057,100.58834594286526
2024-03-13,Habitat,0.0040660003503561,0.0011671438257871,21.9033867,21.8778521,0.001167143825787198,2024-03-12,21.966807454303638,0.06342075430363892,0.06342075430363892,0.002895477086364864,1.0,1.0,True,22.060051498022386,99.87751711420493,100.99733819271066
2024-03-14,Habitat,-0.00089780155246,-0.0004105712108894,21.8943938,21.9033867,-0.00041057121088949877,2024-03-13,21.883721805416606,-0.01067199458339374,0.01067199458339374,-0.0004874304664874412,-1.0,-1.0,True,22.040245949540115,99.83651028106271,100.90666262568692
2024-03-15,Habitat,0.0018542240692512,0.0002434367468078,21.8997237,21.8943938,0.00024343674680782357,2024-03-14,21.934990911965624,0.03526721196562477,0.03526721196562477,0.0016103952930522484,1.0,1.0,True,22.081113504071965,99.86081415633818,101.09376618827525
2024-03-18,Habitat,-0.0011801934603394,0.0051805128482056,22.013175500000003,21.8997237,0.005180512848205643,2024-03-15,21.87387778930602,-0.139297710693981,0.139297710693981,-0.006327924414811529,1.0,-1.0,False,22.055053518317447,100.37814438710737,100.97445598653879
