fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,participacion_reportada_pct,fuente_detalle,identificador_final,categoria_final,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct,valor_abs,ranking
2026-01-30,CA-0001-en2026.XLS,10,341,Integra,3,85383.58256,miles_soles,0.025130236349568593,,,,USD,isin,,2093586.452720453,,2.513023634956859,hoja_10,US46138E6288,Invesco Capital Management LLC,134.0,Invesco Capital Management LLC,US46138E6288,,isin,,,4.078340421483462,85383.58256,7
2026-01-30,CA-0001-en2026.XLS,10,465,Integra,3,69333.15627083699,miles_soles,0.020406248504779387,,,,USD,fondo_sin_isin_pareja_exacta,,2093586.452720453,,2.0406248504779385,hoja_10,Lexington Capital Partners VIII-A feeder LP,Lexington Partners GP Holdings VIII LLC,213.0,Lexington Partners GP Holdings VIII LLC,,,entidad_sin_isin,Lexington Capital Partners VIII-A feeder LP,466.0,3.3116930127601822,69333.15627083699,8
2026-01-30,CA-0001-en2026.XLS,10,205,Integra,3,66665.545344,miles_soles,0.019621112872493202,,,,USD,isin,,2093586.452720453,,1.9621112872493203,hoja_10,US97717W8516,WisdomTree Asset Management Inc.,88.0,WisdomTree Asset Management Inc.,US97717W8516,,isin,,,3.1842747767771087,66665.545344,9
2026-01-30,CA-0001-en2026.XLS,10,370,Integra,3,58384.832352,miles_soles,0.017183919815084634,,,,USD,isin,,2093586.452720453,,1.7183919815084634,hoja_10,US37954Y8306,Global X Management Company LLC,147.0,Global X Management Company LLC,US37954Y8306,,isin,,,2.788747141353224,58384.832352,10
2026-01-30,CA-0001-en2026.XLS,10,479,Integra,3,55701.8432828948,miles_soles,0.016394258062691625,,,,,entidad_sin_isin_pendiente,,2093586.452720453,,1.6394258062691625,hoja_10,"Coller International General Partner VIII,L.P","Coller International General Partner VIII,L.P",227.0,"Coller International General Partner VIII,L.P",,,entidad_sin_isin,,,2.660594369557301,55701.8432828948,11
2026-01-30,CA-0001-en2026.XLS,10,163,Integra,3,45508.2588489855,miles_soles,0.01339406553863804,,,,JPY,isin,,2093586.452720453,,1.339406553863804,hoja_10,LU0102000758,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,76.0,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,LU0102000758,,isin,,,2.1736985730802303,45508.2588489855,12
2026-01-30,CA-0001-en2026.XLS,10,386,Integra,3,44341.484832,miles_soles,0.01305065869233036,,,,USD,isin,,2093586.452720453,,1.305065869233036,hoja_10,DE000A0Q4R85,BlackRock Asset Management (Deutschland) AG,154.0,BlackRock Asset Management (Deutschland) AG,DE000A0Q4R85,,isin,,,2.117967699608568,44341.484832,13
2026-01-30,CA-0001-en2026.XLS,10,145,Integra,3,42338.083920000005,miles_soles,0.012461014443260315,,,,USD,isin,,2093586.452720453,,1.2461014443260314,hoja_10,US4642875235,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642875235,,isin,,,2.0222754052016794,42338.083920000005,14
2026-01-30,CA-0001-en2026.XLS,10,523,Integra,3,41166.7272217018,miles_soles,0.012116258814656904,,,,,entidad_sin_isin_pendiente,,2093586.452720453,,1.2116258814656904,hoja_10,Lexington Partners GP Holdings IX LLC,Lexington Partners GP Holdings IX LLC,269.0,Lexington Partners GP Holdings IX LLC,,,entidad_sin_isin,,,1.9663256403005875,41166.7272217018,15
2026-01-30,CA-0001-en2026.XLS,10,524,Integra,3,41166.7272217018,miles_soles,0.012116258814656904,,,,USD,entidad_sin_isin_pendiente,,2093586.452720453,,1.2116258814656904,hoja_10,"LCP IX Peru, L.P","LCP IX Peru, L.P",270.0,"LCP IX Peru, L.P",,,entidad_sin_isin,,,1.9663256403005875,41166.7272217018,16
2026-01-30,CA-0001-en2026.XLS,10,494,Integra,3,39084.1884802275,miles_soles,0.01150332258955056,,,,USD,fondo_sin_isin_pareja_exacta,,2093586.452720453,,1.150332258955056,hoja_10,Harbourvest Partners Co-investment Fund IV LP,Harbourvest Co-Investment IV Associates LP,240.0,Harbourvest Co-Investment IV Associates LP,,,entidad_sin_isin,Harbourvest Partners Co-investment Fund IV LP,495.0,1.8668533334002344,39084.1884802275,17
2026-01-30,CA-0001-en2026.XLS,10,148,Integra,3,37362.84064,miles_soles,0.010996692664127382,,,,USD,isin,,2093586.452720453,,1.0996692664127383,hoja_10,US4642864007,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642864007,,isin,,,1.7846332828266964,37362.84064,18
2026-01-30,CA-0001-en2026.XLS,10,469,Integra,3,36659.1610105323,miles_soles,0.01078958451906362,,,,USD,fondo_sin_isin_pareja_exacta,,2093586.452720453,,1.078958451906362,hoja_10,Oaktree Principal Fund VI L.P. (Feeder),"Oaktree Principal Fund VI GP, L.P.",217.0,"Oaktree Principal Fund VI GP, L.P.",,,entidad_sin_isin,Oaktree Principal Fund VI L.P. (Feeder),470.0,1.751022078065922,36659.1610105323,19
2026-01-30,CA-0001-en2026.XLS,10,74,Integra,3,32198.5261908,miles_soles,0.0094767231477313,,,,COP,isin,,2093586.452720453,,0.9476723147731301,hoja_10,COL17CT03938,REPUBLICA DE COLOMBIA,56.0,REPUBLICA DE COLOMBIA,COL17CT03938,,isin,,,1.5379601902257494,32198.5261908,20
2026-01-30,CA-0001-en2026.XLS,10,153,Prima,3,208323.507464,miles_soles,0.06915413171828816,,,,USD,isin,,1717998.2934177178,,6.915413171828816,hoja_10,US4642867729,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642867729,,isin,,,12.125943795297344,208323.507464,1
2026-01-30,CA-0001-en2026.XLS,10,189,Prima,3,199460.63755808,miles_soles,0.06621205340779332,,,,USD,isin,,1717998.2934177178,,6.621205340779332,hoja_10,US92189F6768,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189F6768,,isin,,,11.610060284826064,199460.63755808,2
2026-01-30,CA-0001-en2026.XLS,10,145,Prima,3,198733.5663144,miles_soles,0.0659706981178114,,,,USD,isin,,1717998.2934177178,,6.5970698117811395,hoja_10,US4642875235,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642875235,,isin,,,11.567739448625836,198733.5663144,3
2026-01-30,CA-0001-en2026.XLS,10,188,Prima,3,156875.148576,miles_soles,0.052075566603185436,,,,USD,isin,,1717998.2934177178,,5.207556660318543,hoja_10,US92189F1066,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189F1066,,isin,,,9.131274994686915,156875.148576,4
2026-01-30,CA-0001-en2026.XLS,10,370,Prima,3,145428.21957048,miles_soles,0.04827569569157255,,,,USD,isin,,1717998.2934177178,,4.827569569157255,hoja_10,US37954Y8306,Global X Management Company LLC,147.0,Global X Management Company LLC,US37954Y8306,,isin,,,8.464980444257069,145428.21957048,5
2026-01-30,CA-0001-en2026.XLS,10,148,Prima,3,85409.83194368001,miles_soles,0.028352262498704255,,,,USD,isin,,1717998.2934177178,,2.8352262498704253,hoja_10,US4642864007,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642864007,,isin,,,4.971473619672175,85409.83194368001,6
2026-01-30,CA-0001-en2026.XLS,10,557,Prima,3,77782.2688706248,miles_soles,0.02582025107155044,,,,USD,isin,,1717998.2934177178,,2.582025107155044,hoja_10,PRIVFAEA10FE,APAX X USD Feeder L.P.,290.0,APAX X USD Feeder L.P.,PRIVFAEA10FE,,isin,,,4.5274939543675465,77782.2688706248,7
2026-01-30,CA-0001-en2026.XLS,10,350,Prima,3,74770.93453632,miles_soles,0.02482062211110629,,,,USD,isin,,1717998.2934177178,,2.482062211110629,hoja_10,US81369Y8030,State Street Global Advisors Inc,138.0,State Street Global Advisors Inc,US81369Y8030,,isin,,,4.352212387101599,74770.93453632,8
2026-01-30,CA-0001-en2026.XLS,10,28,Prima,3,61106.7070471364,miles_soles,0.020284706797857502,,,,,entidad_sin_isin_pendiente,,1717998.2934177178,,2.0284706797857504,hoja_10,JP MORGAN CHASE & CO,JP MORGAN CHASE & CO,22.0,JP MORGAN CHASE & CO,,,entidad_sin_isin,,,3.5568549329332066,61106.7070471364,9
2026-01-30,CA-0001-en2026.XLS,10,314,Prima,3,58986.742316480006,miles_soles,0.01958097286976361,,,,USD,isin,,1717998.2934177178,,1.958097286976361,hoja_10,US5007673065,"Krane Funds Advisors, LLC",125.0,"Krane Funds Advisors, LLC",US5007673065,,isin,,,3.4334575617729,58986.742316480006,10
2026-01-30,CA-0001-en2026.XLS,10,602,Prima,3,57561.2146549021,miles_soles,0.01910776113827499,,,,USD,isin,,1717998.2934177178,,1.910776113827499,hoja_10,PRIVFAEBSGLP,Blackstone Growth Associates L.P.,312.0,Blackstone Growth Associates L.P.,PRIVFAEBSGLP,,isin,,,3.350481480420571,57561.2146549021,11
2026-01-30,CA-0001-en2026.XLS,10,147,Prima,3,55372.048576,miles_soles,0.018381055442808693,,,,USD,isin,,1717998.2934177178,,1.8381055442808694,hoja_10,US4642873909,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642873909,,isin,,,3.2230560873168876,55372.048576,12
2026-01-30,CA-0001-en2026.XLS,10,325,Prima,3,49334.007770719996,miles_soles,0.016376694656780315,,,,USD,isin,,1717998.2934177178,,1.6376694656780315,hoja_10,LU0939496179,LARRAINVIAL ASSET MANAGEMENT SICAV,130.0,LARRAINVIAL ASSET MANAGEMENT SICAV,LU0939496179,,isin,,,2.8715981825905583,49334.007770719996,13
2026-01-30,CA-0001-en2026.XLS,10,596,Prima,3,48104.1802044186,miles_soles,0.015968446646048805,,,,USD,isin,,1717998.2934177178,,1.5968446646048806,hoja_10,PRIVFAECDRXI,"CD&R Associates XI, L.P.",309.0,"CD&R Associates XI, L.P.",PRIVFAECDRXI,,isin,,,2.800013270602385,48104.1802044186,14
2026-01-30,CA-0001-en2026.XLS,10,287,Prima,3,27766.49928,miles_soles,0.00921724183669812,,,,USD,isin,,1717998.2934177178,,0.921724183669812,hoja_10,LU1034966249,Global Evolution Manco S.A.,115.0,Global Evolution Manco S.A.,LU1034966249,,isin,,,1.6162122736898896,27766.49928,15
2026-01-30,CA-0001-en2026.XLS,10,32,Prima,3,26068.555835012,miles_soles,0.00865360019071059,,,,,entidad_sin_isin_pendiente,,1717998.2934177178,,0.8653600190710591,hoja_10,EUR,EUR,26.0,EUR,,,entidad_sin_isin,,,1.5173796117778586,26068.555835012,16
2026-01-30,CA-0001-en2026.XLS,10,37,Prima,3,24363.363630400003,miles_soles,0.008087552279179943,,,,,entidad_sin_isin_pendiente,,1717998.2934177178,,0.8087552279179943,hoja_10,USD,USD,31.0,USD,,,entidad_sin_isin,,,1.418125019317248,24363.363630400003,17
2026-01-30,CA-0001-en2026.XLS,10,410,Prima,3,21840.1247822917,miles_soles,0.00724994929436587,,,,JPY,isin,,1717998.2934177178,,0.7249949294365869,hoja_10,IE00B8JGVH80,Lazard Fund Managers Ireland Ltd.,165.0,Lazard Fund Managers Ireland Ltd.,IE00B8JGVH80,,isin,,,1.2712541604941772,21840.1247822917,18
2026-01-30,CA-0001-en2026.XLS,10,231,Prima,3,19689.826464,miles_soles,0.006536145965365879,,,,USD,isin,,1717998.2934177178,,0.6536145965365879,hoja_10,LU0858455784,Robeco Luxembourg S.A.,96.0,Robeco Luxembourg S.A.,LU0858455784,,isin,,,1.146091153841011,19689.826464,19
2026-01-30,CA-0001-en2026.XLS,10,440,Prima,3,16745.908261464,miles_soles,0.005558896159886189,,,,USD,fondo_sin_isin_pareja_exacta,,1717998.2934177178,,0.555889615988619,hoja_10,Fondo Energético Americano,Larráin Vial S.A. SAF,189.0,Larráin Vial S.A. SAF,,,entidad_sin_isin,Fondo Energético Americano,441.0,0.9747336959311148,16745.908261464,20
2026-01-30,CA-0001-en2026.XLS,10,145,Profuturo,3,271873.48104000004,miles_soles,0.07639915440195344,,,,USD,isin,,2133992.3517688075,,7.6399154401953435,hoja_10,US4642875235,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642875235,,isin,,,12.740133806695775,271873.48104000004,1
2026-01-30,CA-0001-en2026.XLS,10,153,Profuturo,3,217888.33108,miles_soles,0.06122878989479566,,,,USD,isin,,2133992.3517688075,,6.122878989479566,hoja_10,US4642867729,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642867729,,isin,,,10.210361386693743,217888.33108,2
2026-01-30,CA-0001-en2026.XLS,10,197,Profuturo,3,154702.71448,miles_soles,0.04347300268031628,,,,USD,isin,,2133992.3517688075,,4.347300268031628,hoja_10,US9220427424,THE VANGUARD GROUP INC.,86.0,THE VANGUARD GROUP INC.,US9220427424,,isin,,,7.249450278102973,154702.71448,3
2026-01-30,CA-0001-en2026.XLS,10,188,Profuturo,3,131221.05216,miles_soles,0.03687442183183599,,,,USD,isin,,2133992.3517688075,,3.6874421831835993,hoja_10,US92189F1066,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189F1066,,isin,,,6.149087275370714,131221.05216,4
2026-01-30,CA-0001-en2026.XLS,10,192,Profuturo,3,97941.264864,miles_soles,0.027522470334524658,,,,USD,isin,,2133992.3517688075,,2.752247033452466,hoja_10,US92189H8051,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189H8051,,isin,,,4.5895790012002236,97941.264864,5
2026-01-30,CA-0001-en2026.XLS,10,63,Profuturo,3,79586.634848,miles_soles,0.02236463659796836,,,,USD,isin,,2133992.3517688075,,2.236463659796836,hoja_10,US4227041062,Hecla Mining Company,54.0,Hecla Mining Company,US4227041062,,isin,,,3.729471419240694,79586.634848,6
2026-01-30,CA-0001-en2026.XLS,10,351,Profuturo,3,78268.4346752,miles_soles,0.021994209228041784,,,,USD,isin,,2133992.3517688075,,2.1994209228041783,hoja_10,US78464A7550,State Street Global Advisors Inc,138.0,State Street Global Advisors Inc,US78464A7550,,isin,,,3.6676998682926607,78268.4346752,7
2026-01-30,CA-0001-en2026.XLS,10,44,Profuturo,3,74677.628093396,miles_soles,0.02098515683565184,,,,,entidad_sin_isin_pendiente,,2133992.3517688075,,2.098515683565184,hoja_10,STATE STREET BANK AND TRUST COMPANY,STATE STREET BANK AND TRUST COMPANY,38.0,STATE STREET BANK AND TRUST COMPANY,,,entidad_sin_isin,,,3.49943278997686,74677.628093396,8
2026-01-30,CA-0001-en2026.XLS,10,473,Profuturo,3,73669.3822430445,miles_soles,0.020701829715619856,,,,USD,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,2.0701829715619855,hoja_10,HIPEP VII PARTNERSHIP FEEDER FUND L.P.,HIPEP VII Associates LLC,221.0,HIPEP VII Associates LLC,,,entidad_sin_isin,HIPEP VII PARTNERSHIP FEEDER FUND L.P.,474.0,3.452185861021572,73669.3822430445,9
2026-01-30,CA-0001-en2026.XLS,10,419,Profuturo,3,73458.71377599999,miles_soles,0.02064262977938559,,,,USD,isin,,2133992.3517688075,,2.064262977938559,hoja_10,US00214Q8078,ARK Investment Management LLC,169.0,ARK Investment Management LLC,US00214Q8078,,isin,,,3.442313826247413,73458.71377599999,10
2026-01-30,CA-0001-en2026.XLS,10,148,Profuturo,3,58296.011456,miles_soles,0.01638175949786629,,,,USD,isin,,2133992.3517688075,,1.6381759497866288,hoja_10,US4642864007,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642864007,,isin,,,2.731781648967956,58296.011456,11
2026-01-30,CA-0001-en2026.XLS,10,465,Profuturo,3,55420.9553011373,miles_soles,0.01557384010002945,,,,USD,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,1.557384010002945,hoja_10,Lexington Capital Partners VIII-A feeder LP,Lexington Partners GP Holdings VIII LLC,213.0,Lexington Partners GP Holdings VIII LLC,,,entidad_sin_isin,Lexington Capital Partners VIII-A feeder LP,466.0,2.5970550107736043,55420.9553011373,12
2026-01-30,CA-0001-en2026.XLS,10,423,Profuturo,3,51368.7284068592,miles_soles,0.014435124006854655,,,,,entidad_sin_isin_pendiente,,2133992.3517688075,,1.4435124006854654,hoja_10,"Altamar Capital Privado, S.G.E.C.R.","Altamar Capital Privado, S.G.E.C.R.",172.0,"Altamar Capital Privado, S.G.E.C.R.",,,entidad_sin_isin,,,2.407165534791213,51368.7284068592,13
2026-01-30,CA-0001-en2026.XLS,10,425,Profuturo,3,48027.019674115596,miles_soles,0.013496070589571663,,,,EUR,entidad_sin_isin_pendiente,,2133992.3517688075,,1.3496070589571663,hoja_10,"Altamar Global Private Equity Program VIII, FCR","Altamar Global Private Equity Program VIII, FCR",174.0,"Altamar Global Private Equity Program VIII, FCR",,,entidad_sin_isin,,,2.2505713122311484,48027.019674115596,14
2026-01-30,CA-0001-en2026.XLS,10,484,Profuturo,3,47985.7777259582,miles_soles,0.013484481191616916,,,,EUR,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,1.3484481191616917,hoja_10,Bridgepoint Europe V D LP,Bridgepoint Advisers Limited,231.0,Bridgepoint Advisers Limited,,,entidad_sin_isin,Bridgepoint Europe V D LP,485.0,2.2486386929261535,47985.7777259582,15
2026-01-30,CA-0001-en2026.XLS,10,55,Profuturo,3,38445.62828936,miles_soles,0.010803604237247324,,,,,entidad_sin_isin_pendiente,,2133992.3517688075,,1.0803604237247324,hoja_10,USD,USD,49.0,USD,,,entidad_sin_isin,,,1.8015822904657308,38445.62828936,16
2026-01-30,CA-0001-en2026.XLS,10,314,Profuturo,3,38059.652896,miles_soles,0.01069514130971256,,,,USD,isin,,2133992.3517688075,,1.069514130971256,hoja_10,US5007673065,"Krane Funds Advisors, LLC",125.0,"Krane Funds Advisors, LLC",US5007673065,,isin,,,1.783495281248473,38059.652896,17
2026-01-30,CA-0001-en2026.XLS,10,191,Profuturo,3,36726.716376000004,miles_soles,0.010320572879537129,,,,USD,isin,,2133992.3517688075,,1.0320572879537129,hoja_10,US92189H6071,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189H6071,,isin,,,1.7210331773475307,36726.716376000004,18
