id_cluster,fuente,periodo,archivo,fingerprint_vector,numero_filas,filas_excel,fila_conservada,monto_vector_total,prioridades
hoja3_000511,hoja3,2016-08,CA-0001-ag2016.XLS,1427.295024|0.0|0.0|0.0,2,272 | 274,274,1427.295024,10.14 | 10.15
hoja3_000512,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|2463.731389|0.0|0.0,2,367 | 368,367,2463.7313891,10.06 | 10.03
hoja3_000513,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|2450.104418|0.0|0.0,2,372 | 373,372,2450.10441823,10.05 | 10.03
hoja3_000514,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|10120.090329|0.0|0.0,2,416 | 417,416,10120.09032873,10.05 | 10.03
hoja3_000515,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|9609.865582|0.0|0.0,2,418 | 419,418,9609.86558224,10.07 | 10.03
hoja3_000516,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|9301.894996|0.0|0.0,2,420 | 421,420,9301.89499615,10.05 | 10.03
hoja3_000517,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|22211.050104,2,433 | 434,433,22211.0501041589,10.12 | 10.04
hoja3_000518,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|26552.104882,2,437 | 438,437,26552.1048824526,10.07 | 10.04
hoja3_000519,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|14123.141741|0.0|14123.141741,2,439 | 440,439,28246.283481055,10.12 | 10.04
hoja3_000520,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|10678.476031|14237.954465|0.0,2,441 | 442,441,24916.430496116598,10.06 | 10.04
hoja3_000521,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|26845.797614|26190.934426|14404.957841,2,443 | 444,443,67441.6898808079,10.09 | 10.04
hoja3_000522,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|3064.965523|0.0|3064.965523,2,453 | 454,453,6129.9310469028,10.13 | 10.04
hoja3_000523,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|20290.00779|11159.435179,2,455 | 456,455,31449.4429696422,10.15 | 10.04
hoja3_000524,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|16077.209154|0.0,2,459 | 460,459,16077.2091536807,10.12 | 10.04
hoja3_000525,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|7970.972364,2,469 | 470,469,7970.9723638536,10.08 | 10.04
hoja3_000526,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|4242.829431,2,471 | 472,471,4242.8294306617,10.15 | 10.04
hoja3_000527,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|5473.687945,2,480 | 481,480,5473.687945303301,10.15 | 10.04
hoja3_000528,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|15473.456992|6466.412814,2,492 | 493,492,21939.869805502698,10.14 | 10.04
hoja3_000529,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|2317.802756|0.0|2317.802756,2,494 | 495,494,4635.605511790201,10.08 | 10.04
hoja3_000530,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|20509.887222|0.0|5729.020076,2,496 | 497,496,26238.907297830698,10.08 | 10.04
hoja3_000531,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|30172.965374,2,498 | 499,498,30172.9653739536,10.09 | 10.04
hoja3_000532,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|81332.914463|0.0,2,510 | 511,510,81332.9144626572,10.11 | 10.04
hoja3_000533,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|21385.460198|0.0|16395.525689,2,514 | 515,514,37780.9858862831,10.14 | 10.04
hoja3_000534,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|57684.465234|0.0|0.0,2,532 | 533,532,57684.4652340322,10.10 | 10.04
hoja3_000535,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|42029.627434|0.0,2,536 | 537,536,42029.6274335525,10.09 | 10.04
hoja3_000536,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|41111.178472|0.0|32739.440348,2,550 | 551,550,73850.6188204025,10.14 | 10.04
hoja3_000537,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|3237.513146|0.0|0.0,2,552 | 553,552,3237.5131460044004,10.14 | 10.04
hoja3_000538,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|25474.402528|0.0,2,556 | 557,556,25474.402528296298,10.06 | 10.04
hoja3_000539,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|9159.792931|0.0|0.0,2,558 | 559,558,9159.7929306628,10.10 | 10.04
hoja3_000540,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|17132.661269|0.0|0.0,2,560 | 561,560,17132.6612686573,10.06 | 10.04
hoja3_000541,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|13243.73361,2,568 | 569,568,13243.733610115602,10.08 | 10.04
hoja3_000542,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|3015.239902|0.0|0.0,2,594 | 595,594,3015.2399022139,10.08 | 10.04
hoja3_000543,hoja3,2016-08,CA-0001-ag2016.XLS,0.0|7010.967118|0.0|0.0,2,596 | 597,596,7010.9671178346,10.15 | 10.04
hoja3_000544,hoja3,2016-09,CA-0001-se2016.XLS,0.0|2939.713862|0.0|0.0,2,17 | 19,19,2939.7138615,10.10 | 10.11
hoja3_000545,hoja3,2016-09,CA-0001-se2016.XLS,0.0|12593.457648|0.0|19392.112016,2,110 | 112,110,31985.56966416,10.12 | 10.03
hoja3_000546,hoja3,2016-09,CA-0001-se2016.XLS,0.0|17501.273166|42427.323714|19092.297371,2,233 | 234,233,79020.8942503293,10.15 | 10.05
hoja3_000547,hoja3,2016-09,CA-0001-se2016.XLS,1621.129646|0.0|0.0|0.0,2,270 | 272,272,1621.1296462698,10.14 | 10.15
hoja3_000548,hoja3,2016-09,CA-0001-se2016.XLS,0.0|2508.716949|0.0|0.0,2,363 | 364,363,2508.7169490915003,10.06 | 10.03
hoja3_000549,hoja3,2016-09,CA-0001-se2016.XLS,0.0|2339.741867|0.0|0.0,2,368 | 369,368,2339.74186698,10.05 | 10.03
hoja3_000550,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|3811.020938|0.0,2,391 | 393,393,3811.0209375,10.03 | 10.15
hoja3_000551,hoja3,2016-09,CA-0001-se2016.XLS,0.0|10362.495839|0.0|0.0,2,408 | 409,408,10362.49583859,10.05 | 10.03
hoja3_000552,hoja3,2016-09,CA-0001-se2016.XLS,0.0|9420.492201|0.0|0.0,2,410 | 411,410,9420.49220112,10.07 | 10.03
hoja3_000553,hoja3,2016-09,CA-0001-se2016.XLS,0.0|8291.58401|0.0|0.0,2,412 | 413,412,8291.5840098,10.05 | 10.03
hoja3_000554,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|22145.550104,2,425 | 426,425,22145.5501038518,10.12 | 10.04
hoja3_000555,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|26673.157689,2,429 | 430,429,26673.157688946703,10.07 | 10.04
hoja3_000556,hoja3,2016-09,CA-0001-se2016.XLS,0.0|14187.53008|0.0|14187.53008,2,431 | 432,431,28375.0601601,10.12 | 10.04
hoja3_000557,hoja3,2016-09,CA-0001-se2016.XLS,0.0|10646.985391|14195.966985|0.0,2,433 | 434,433,24842.952376104502,10.06 | 10.04
hoja3_000558,hoja3,2016-09,CA-0001-se2016.XLS,0.0|26766.629824|26113.697816|14362.477871,2,435 | 436,435,67242.8055107673,10.09 | 10.04
hoja3_000559,hoja3,2016-09,CA-0001-se2016.XLS,0.0|3055.926993|0.0|3055.926993,2,445 | 446,445,6111.8539869002,10.13 | 10.04
hoja3_000560,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|20230.17291|11126.526199,2,447 | 448,447,31356.6991095135,10.15 | 10.04
hoja3_000561,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|14768.718464|0.0,2,451 | 452,451,14768.7184644322,10.12 | 10.04
hoja3_000562,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|8112.09505,2,459 | 460,459,8112.0950495088,10.08 | 10.04
hoja3_000563,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|4622.635012,2,461 | 462,461,4622.635011920301,10.15 | 10.04
hoja3_000564,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|5457.546135,2,470 | 471,470,5457.546134789301,10.15 | 10.04
hoja3_000565,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|14925.746684|6495.893618,2,480 | 481,480,21421.640302223,10.14 | 10.04
hoja3_000566,hoja3,2016-09,CA-0001-se2016.XLS,0.0|2310.967596|0.0|2310.967596,2,482 | 483,482,4621.9351917908,10.08 | 10.04
hoja3_000567,hoja3,2016-09,CA-0001-se2016.XLS,0.0|20449.403921|0.0|5712.125296,2,484 | 485,484,26161.5292167401,10.08 | 10.04
hoja3_000568,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|30083.985824,2,486 | 487,486,30083.9858240452,10.09 | 10.04
hoja3_000569,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|81093.065113|0.0,2,498 | 499,498,81093.0651130179,10.11 | 10.04
hoja3_000570,hoja3,2016-09,CA-0001-se2016.XLS,0.0|21322.394848|0.0|16347.175569,2,502 | 503,502,37669.5704162558,10.14 | 10.04
hoja3_000571,hoja3,2016-09,CA-0001-se2016.XLS,0.0|57514.35475|0.0|0.0,2,520 | 521,520,57514.354749708895,10.10 | 10.04
hoja3_000572,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|51162.093319|0.0,2,524 | 525,524,51162.093318820094,10.09 | 10.04
hoja3_000573,hoja3,2016-09,CA-0001-se2016.XLS,0.0|39248.608987|0.0|31232.967982,2,538 | 539,538,70481.5769698559,10.14 | 10.04
hoja3_000574,hoja3,2016-09,CA-0001-se2016.XLS,0.0|3227.965776|0.0|0.0,2,540 | 541,540,3227.9657760663,10.14 | 10.04
hoja3_000575,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|48243.965682|0.0,2,544 | 545,544,48243.9656818004,10.06 | 10.04
hoja3_000576,hoja3,2016-09,CA-0001-se2016.XLS,0.0|10781.1536|0.0|0.0,2,546 | 547,546,10781.1535996091,10.10 | 10.04
hoja3_000577,hoja3,2016-09,CA-0001-se2016.XLS,0.0|17082.137349|0.0|0.0,2,548 | 549,548,17082.137348667202,10.06 | 10.04
hoja3_000578,hoja3,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|15805.241852,2,556 | 557,556,15805.2418517198,10.08 | 10.04
hoja3_000579,hoja3,2016-09,CA-0001-se2016.XLS,0.0|3006.348012|0.0|0.0,2,582 | 583,582,3006.3480122044,10.08 | 10.04
hoja3_000580,hoja3,2016-09,CA-0001-se2016.XLS,0.0|6990.291898|0.0|0.0,2,584 | 585,584,6990.2918977879,10.15 | 10.04
hoja3_000581,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|2954.19774|0.0|0.0,2,17 | 19,19,2954.1977404,10.10 | 10.11
hoja3_000582,hoja3,2016-10,CA-0001-oc2016.XLS,90.801|0.0|0.0|0.0,2,53 | 55,55,90.801,10.10 | 10.11
hoja3_000583,hoja3,2016-10,CA-0001-oc2016.XLS,51.39841|15215.31503|1622.17853|18522.333456,2,110 | 112,110,35411.22542673,10.12 | 10.03
hoja3_000584,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|17408.098686|42201.446214|18990.652487,2,235 | 236,235,78600.1973865298,10.15 | 10.05
hoja3_000585,hoja3,2016-10,CA-0001-oc2016.XLS,1587.754567|0.0|0.0|0.0,2,272 | 274,274,1587.7545666048,10.14 | 10.15
hoja3_000586,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|2671.612711|0.0|0.0,2,370 | 371,370,2671.612711479,10.06 | 10.03
hoja3_000587,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|2544.186042|0.0|0.0,2,375 | 376,375,2544.18604188,10.05 | 10.03
hoja3_000588,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|3664.038501|0.0,2,398 | 400,400,3664.038501084,10.03 | 10.15
hoja3_000589,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|9985.752201|0.0|0.0,2,417 | 418,417,9985.7522007,10.05 | 10.03
hoja3_000590,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|9919.5161|0.0|0.0,2,419 | 420,419,9919.51609968,10.07 | 10.03
hoja3_000591,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|8154.454932|0.0|0.0,2,421 | 422,421,8154.45493245,10.05 | 10.03
hoja3_000592,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|22027.650103,2,436 | 437,436,22027.6501032989,10.12 | 10.04
hoja3_000593,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|26742.037946,2,440 | 441,440,26742.0379462179,10.07 | 10.04
hoja3_000594,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|13664.093799|0.0|13664.093799,2,442 | 443,442,27328.1875984168,10.12 | 10.04
hoja3_000595,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|10590.302239|14120.389521|0.0,2,444 | 445,444,24710.6917600827,10.06 | 10.04
hoja3_000596,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|26624.127802|25974.671918|14286.013925,2,446 | 447,446,66884.8136446939,10.09 | 10.04
hoja3_000597,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|3039.657639|0.0|3039.657639,2,456 | 457,456,6079.3152788954,10.13 | 10.04
hoja3_000598,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|20122.470127|11067.290035,2,458 | 459,458,31189.7601612817,10.15 | 10.04
hoja3_000599,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|14690.091747|0.0,2,462 | 463,462,14690.0917467866,10.12 | 10.04
hoja3_000600,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|7875.064009,2,470 | 471,470,7875.064009382,10.08 | 10.04
hoja3_000601,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|4598.02471,2,472 | 473,472,4598.024710171,10.15 | 10.04
hoja3_000602,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|5428.490876,2,481 | 482,481,5428.490875864,10.15 | 10.04
hoja3_000603,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|14489.62442|6306.087112,2,491 | 492,491,20795.7115315331,10.14 | 10.04
hoja3_000604,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|2298.664308|0.0|2298.664308,2,493 | 494,493,4597.3286157918,10.08 | 10.04
hoja3_000605,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|20340.53398|0.0|5681.714691,2,495 | 496,495,26022.248670777,10.08 | 10.04
hoja3_000606,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|29923.822634,2,497 | 498,497,29923.82263421,10.09 | 10.04
hoja3_000607,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|80661.336284|0.0,2,509 | 510,509,80661.3362836674,10.11 | 10.04
hoja3_000608,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|21208.877218|0.0|16260.145353,2,513 | 514,513,37469.0225702064,10.14 | 10.04
hoja3_000609,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|57208.155878|0.0|0.0,2,531 | 532,531,57208.155877927,10.10 | 10.04
hoja3_000610,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|50889.713053|0.0,2,535 | 536,535,50889.713052703904,10.09 | 10.04
hoja3_000611,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|39039.654547|0.0|31066.687762,2,549 | 550,549,70106.34230985669,10.14 | 10.04
hoja3_000612,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|3210.78051|0.0|0.0,2,551 | 552,551,3210.7805101778,10.14 | 10.04
hoja3_000613,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|47987.121144|0.0,2,555 | 556,555,47987.1211440091,10.06 | 10.04
hoja3_000614,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|10723.756154|0.0|0.0,2,557 | 558,557,10723.7561536484,10.10 | 10.04
hoja3_000615,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|16991.194293|0.0|0.0,2,559 | 560,559,16991.1942926849,10.06 | 10.04
hoja3_000616,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|15721.09682,2,565 | 566,565,15721.0968196787,10.08 | 10.04
hoja3_000617,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|2990.34261|0.0|0.0,2,589 | 590,589,2990.3426101874,10.08 | 10.04
hoja3_000618,hoja3,2016-10,CA-0001-oc2016.XLS,0.0|6953.076502|0.0|0.0,2,591 | 592,591,6953.076501703799,10.15 | 10.04
hoja3_000619,hoja3,2016-11,CA-0001-no2016.XLS,0.0|2968.214397|0.0|0.0,2,16 | 18,18,2968.2143974,10.10 | 10.11
hoja3_000620,hoja3,2016-11,CA-0001-no2016.XLS,5460.8|0.0|0.0|0.0,2,52 | 54,54,5460.8,10.10 | 10.11
hoja3_000621,hoja3,2016-11,CA-0001-no2016.XLS,7.624642|31609.135231|27006.367594|1495.306666,2,112 | 114,112,60118.434132710005,10.12 | 10.03
hoja3_000622,hoja3,2016-11,CA-0001-no2016.XLS,0.0|17666.916686|42828.883714|19272.999386,2,235 | 236,235,79768.7997859727,10.15 | 10.05
hoja3_000623,hoja3,2016-11,CA-0001-no2016.XLS,1548.562185|0.0|0.0|0.0,2,272 | 274,274,1548.5621852519998,10.14 | 10.15
hoja3_000624,hoja3,2016-11,CA-0001-no2016.XLS,0.0|4845.625112|0.0|0.0,2,367 | 368,367,4845.62511194,10.06 | 10.03
hoja3_000625,hoja3,2016-11,CA-0001-no2016.XLS,0.0|2323.216028|0.0|0.0,2,374 | 375,374,2323.2160282100003,10.05 | 10.03
hoja3_000626,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|3606.474438|0.0,2,397 | 399,399,3606.4744375,10.03 | 10.15
hoja3_000627,hoja3,2016-11,CA-0001-no2016.XLS,0.0|9319.785959|0.0|0.0,2,416 | 417,416,9319.78595923,10.05 | 10.03
hoja3_000628,hoja3,2016-11,CA-0001-no2016.XLS,0.0|9277.427933|0.0|0.0,2,418 | 419,418,9277.42793296,10.07 | 10.03
hoja3_000629,hoja3,2016-11,CA-0001-no2016.XLS,0.0|5629.773193|0.0|0.0,2,420 | 421,420,5629.7731931,10.05 | 10.03
hoja3_000630,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|26727.203093,2,435 | 436,435,26727.2030927912,10.12 | 10.04
hoja3_000631,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|26229.11998,2,439 | 440,439,26229.119980307,10.07 | 10.04
hoja3_000632,hoja3,2016-11,CA-0001-no2016.XLS,0.0|13402.013579|0.0|13402.013579,2,441 | 442,441,26804.027157720397,10.12 | 10.04
hoja3_000633,hoja3,2016-11,CA-0001-no2016.XLS,0.0|14042.996685|18723.984171|0.0,2,443 | 444,443,32766.9808562385,10.06 | 10.04
hoja3_000634,hoja3,2016-11,CA-0001-no2016.XLS,0.0|26701.008197|26049.667853|14327.25524,2,445 | 446,445,67077.931289998,10.09 | 10.04
hoja3_000635,hoja3,2016-11,CA-0001-no2016.XLS,0.0|2944.412163|0.0|2944.412163,2,455 | 456,455,5888.8243251562,10.13 | 10.04
hoja3_000636,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|21909.029775|12049.896883,2,457 | 458,457,33958.9266573011,10.15 | 10.04
hoja3_000637,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|14908.499296|0.0,2,461 | 462,461,14908.4992958022,10.12 | 10.04
hoja3_000638,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|7724.01861,2,469 | 470,469,7724.0186095799,10.08 | 10.04
hoja3_000639,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|4666.386659,2,471 | 472,471,4666.3866594747,10.15 | 10.04
hoja3_000640,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|5509.199928,2,480 | 481,480,5509.1999284341,10.15 | 10.04
hoja3_000641,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|12581.584222|6544.059871,2,490 | 491,490,19125.6440930675,10.14 | 10.04
hoja3_000642,hoja3,2016-11,CA-0001-no2016.XLS,0.0|2332.840108|0.0|2332.840108,2,492 | 493,492,4665.6802157888005,10.08 | 10.04
hoja3_000643,hoja3,2016-11,CA-0001-no2016.XLS,0.0|19790.618217|0.0|5528.104543,2,494 | 495,494,25318.7227601411,10.08 | 10.04
hoja3_000644,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|31805.460374,2,496 | 497,496,31805.4603741163,10.09 | 10.04
hoja3_000645,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|81860.583032|0.0,2,508 | 509,508,81860.58303186341,10.11 | 10.04
hoja3_000646,hoja3,2016-11,CA-0001-no2016.XLS,0.0|22637.019421|0.0|17355.057216,2,512 | 513,512,39992.076637088,10.14 | 10.04
hoja3_000647,hoja3,2016-11,CA-0001-no2016.XLS,0.0|60226.169254|0.0|0.0,2,530 | 531,530,60226.169253528,10.10 | 10.04
hoja3_000648,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|51646.324903|0.0,2,534 | 535,534,51646.3249030266,10.09 | 10.04
hoja3_000649,hoja3,2016-11,CA-0001-no2016.XLS,0.0|39620.083548|0.0|31528.577262,2,548 | 549,548,71148.6608098545,10.14 | 10.04
hoja3_000650,hoja3,2016-11,CA-0001-no2016.XLS,0.0|3258.51736|0.0|0.0,2,550 | 551,550,3258.5173598682,10.14 | 10.04
hoja3_000651,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|48700.578193|0.0,2,554 | 555,554,48700.57819342941,10.06 | 10.04
hoja3_000652,hoja3,2016-11,CA-0001-no2016.XLS,0.0|9893.304056|0.0|0.0,2,556 | 557,556,9893.3040560754,10.10 | 10.04
hoja3_000653,hoja3,2016-11,CA-0001-no2016.XLS,0.0|16839.312001|0.0|0.0,2,558 | 559,558,16839.3120012507,10.06 | 10.04
hoja3_000654,hoja3,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|15954.83302,2,564 | 565,564,15954.8330197929,10.08 | 10.04
hoja3_000655,hoja3,2016-11,CA-0001-no2016.XLS,0.0|5289.426431|0.0|0.0,2,588 | 589,588,5289.4264305069,10.08 | 10.04
hoja3_000656,hoja3,2016-11,CA-0001-no2016.XLS,0.0|8710.604011|0.0|0.0,2,590 | 591,590,8710.6040107651,10.15 | 10.04
hoja3_000657,hoja3,2016-12,CA-0001-di2016.XLS,0.0|2982.231054|0.0|0.0,2,17 | 19,19,2982.2310544,10.10 | 10.11
hoja3_000658,hoja3,2016-12,CA-0001-di2016.XLS,7.56888|31377.965216|26808.859427|1484.370901,2,111 | 113,111,59678.7644244,10.12 | 10.03
hoja3_000659,hoja3,2016-12,CA-0001-di2016.XLS,0.0|17366.687806|42101.056214|18945.476983,2,234 | 235,234,78413.221002619,10.15 | 10.05
hoja3_000660,hoja3,2016-12,CA-0001-di2016.XLS,1538.838891|0.0|0.0|0.0,2,271 | 273,273,1538.8388910216,10.14 | 10.15
hoja3_000661,hoja3,2016-12,CA-0001-di2016.XLS,0.0|4982.360452|0.0|0.0,2,367 | 368,367,4982.360452322,10.06 | 10.03
hoja3_000662,hoja3,2016-12,CA-0001-di2016.XLS,0.0|2348.066232|0.0|0.0,2,372 | 373,372,2348.06623205,10.05 | 10.03
hoja3_000663,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|3650.281938|0.0,2,395 | 397,397,3650.2819375,10.03 | 10.15
hoja3_000664,hoja3,2016-12,CA-0001-di2016.XLS,0.0|9014.530678|0.0|0.0,2,414 | 415,414,9014.53067845,10.05 | 10.03
hoja3_000665,hoja3,2016-12,CA-0001-di2016.XLS,0.0|9372.017664|0.0|0.0,2,416 | 417,416,9372.01766424,10.07 | 10.03
hoja3_000666,hoja3,2016-12,CA-0001-di2016.XLS,0.0|5403.63728|0.0|0.0,2,418 | 419,418,5403.637279699999,10.05 | 10.03
hoja3_000667,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|26273.005091,2,433 | 434,433,26273.005091214294,10.12 | 10.04
hoja3_000668,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|25596.109584,2,437 | 438,437,25596.109584470894,10.07 | 10.04
hoja3_000669,hoja3,2016-12,CA-0001-di2016.XLS,0.0|13078.571011|0.0|13078.571011,2,439 | 440,439,26157.1420218922,10.12 | 10.04
hoja3_000670,hoja3,2016-12,CA-0001-di2016.XLS,0.0|13804.352148|18405.791648|0.0,2,441 | 442,441,32210.1437951011,10.06 | 10.04
hoja3_000671,hoja3,2016-12,CA-0001-di2016.XLS,0.0|26247.255348|25606.983782|14083.780055,2,443 | 444,443,65938.0191848648,10.09 | 10.04
hoja3_000672,hoja3,2016-12,CA-0001-di2016.XLS,0.0|2894.375273|0.0|2894.375273,2,453 | 454,453,5788.7505452386,10.13 | 10.04
hoja3_000673,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|21536.711074|11845.122778,2,455 | 456,455,33381.8338515222,10.15 | 10.04
hoja3_000674,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|13875.12259|0.0,2,459 | 460,459,13875.1225902757,10.12 | 10.04
hoja3_000675,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|7537.608083,2,467 | 468,467,7537.6080826096,10.08 | 10.04
hoja3_000676,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|4986.576719,2,469 | 470,469,4986.5767189038,10.15 | 10.04
hoja3_000677,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|5001.775054,2,478 | 479,478,5001.775053598901,10.15 | 10.04
hoja3_000678,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|8777.915383|6386.126325,2,488 | 489,488,15164.0417082889,10.14 | 10.04
hoja3_000679,hoja3,2016-12,CA-0001-di2016.XLS,0.0|2536.363241|0.0|2536.363241,2,490 | 491,490,5072.726481799,10.08 | 10.04
hoja3_000680,hoja3,2016-12,CA-0001-di2016.XLS,0.0|19454.299478|0.0|5434.16078,2,492 | 493,492,24888.460257917795,10.08 | 10.04
hoja3_000681,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|31264.963245,2,494 | 495,494,31264.9632449927,10.09 | 10.04
hoja3_000682,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|80195.09895|0.0,2,506 | 507,506,80195.09895006099,10.11 | 10.04
hoja3_000683,hoja3,2016-12,CA-0001-di2016.XLS,0.0|22252.329375|0.0|17060.128028,2,510 | 511,510,39312.45740329049,10.14 | 10.04
hoja3_000684,hoja3,2016-12,CA-0001-di2016.XLS,0.0|59202.694945|0.0|0.0,2,528 | 529,528,59202.6949445023,10.10 | 10.04
hoja3_000685,hoja3,2016-12,CA-0001-di2016.XLS,0.0|0.0|57156.846906|0.0,2,532 | 533,532,57156.8469061153,10.09 | 10.04
hoja3_000686,hoja3,2016-12,CA-0001-di2016.XLS,0.0|35843.172707|0.0|28827.253739,2,546 | 547,546,64670.4264456131,10.14 | 10.04
