origen,metodo_fecha,filas_originales,fechas_validas,fechas_unicas,fechas_futuras,fecha_minima,fecha_maxima
sbs_fondo3_base_maestra.csv:fecha,iso_guion,11864,11864,2966,0,2015-01-02,2026-06-30
