fecha_cartera,anio,mes,afp,fondo,monto_miles_soles,participacion_pct,archivo_fuente,hoja_fuente,fila_excel_aprox,nivel_profundidad,descripcion,ruta_jerarquica,nivel_1,nivel_2,nivel_3,tipo_fila,es_hoja,participacion_abs,ranking_afp
2026-05-31,2026,5,Prima,3,17882.255827,0.5642971573847388,FP-1356-my2026.XLS,Fondo3xIntru,52,3,Bonos del Sistema Financiero,II. INVERSIONES EN EL EXTERIOR > 2. Sistema Financiero > Bonos del Sistema Financiero,II. INVERSIONES EN EL EXTERIOR,2. Sistema Financiero,Bonos del Sistema Financiero,instrumento_o_detalle,True,0.5642971573847388,14
2026-05-31,2026,5,Prima,3,7168.00854,0.2261955584554523,FP-1356-my2026.XLS,Fondo3xIntru,29,3,Bonos de Empresas no Financieras,I. INVERSIONES LOCALES > 3. Empresas no Financieras > Bonos de Empresas no Financieras,I. INVERSIONES LOCALES,3. Empresas no Financieras,Bonos de Empresas no Financieras,instrumento_o_detalle,True,0.2261955584554523,15
2026-05-31,2026,5,Prima,3,6791.769623,0.2143228644612164,FP-1356-my2026.XLS,Fondo3xIntru,18,3,Bonos Subordinados,I. INVERSIONES LOCALES > 2. Sistema Financiero > Bonos Subordinados,I. INVERSIONES LOCALES,2. Sistema Financiero,Bonos Subordinados,instrumento_o_detalle,True,0.2143228644612164,16
2026-05-31,2026,5,Prima,3,3455.112727,0.1090304438742069,FP-1356-my2026.XLS,Fondo3xIntru,50,3,Títulos de Deuda,II. INVERSIONES EN EL EXTERIOR > 1. Gobierno > Títulos de Deuda,II. INVERSIONES EN EL EXTERIOR,1. Gobierno,Títulos de Deuda,instrumento_o_detalle,True,0.1090304438742069,17
2026-05-31,2026,5,Prima,3,148.69889899999998,0.0046923814771314,FP-1356-my2026.XLS,Fondo3xIntru,41,3,Fondo de Inversión Tradicional,I. INVERSIONES LOCALES > 4. Administradoras de Fondos > Fondo de Inversión Tradicional,I. INVERSIONES LOCALES,4. Administradoras de Fondos,Fondo de Inversión Tradicional,instrumento_o_detalle,True,0.0046923814771314,18
2026-05-31,2026,5,Prima,3,0.0,0.0,FP-1356-my2026.XLS,Fondo3xIntru,8,3,Certificados y Depósitos a Plazo del BCRP 1/,I. INVERSIONES LOCALES > 1. Gobierno > Certificados y Depósitos a Plazo del BCRP 1/,I. INVERSIONES LOCALES,1. Gobierno,Certificados y Depósitos a Plazo del BCRP 1/,instrumento_o_detalle,True,0.0,19
2026-05-31,2026,5,Prima,3,0.0,0.0,FP-1356-my2026.XLS,Fondo3xIntru,10,3,Bonos Brady,I. INVERSIONES LOCALES > 1. Gobierno > Bonos Brady,I. INVERSIONES LOCALES,1. Gobierno,Bonos Brady,instrumento_o_detalle,True,0.0,20
2026-05-31,2026,5,Profuturo,3,3557520.738821,97.6254423215577,FP-1356-my2026.XLS,Fondo3xIntru,70,3,Fondo de Pensiones,TOTAL > Fondo de Pensiones,TOTAL,,Fondo de Pensiones,instrumento_o_detalle,True,97.6254423215577,1
2026-05-31,2026,5,Profuturo,3,1667812.496961,45.76809094841702,FP-1356-my2026.XLS,Fondo3xIntru,64,3,Fondos Mutuos del Extranjero,II. INVERSIONES EN EL EXTERIOR > 4. Administradoras de Fondos > Fondos Mutuos del Extranjero,II. INVERSIONES EN EL EXTERIOR,4. Administradoras de Fondos,Fondos Mutuos del Extranjero,instrumento_o_detalle,True,45.76809094841702,2
2026-05-31,2026,5,Profuturo,3,675098.577361,18.526047228993576,FP-1356-my2026.XLS,Fondo3xIntru,33,3,Acciones y Valores representativos sobre Acciones,I. INVERSIONES LOCALES > 3. Empresas no Financieras > Acciones y Valores representativos sobre Acciones,I. INVERSIONES LOCALES,3. Empresas no Financieras,Acciones y Valores representativos sobre Acciones,instrumento_o_detalle,True,18.526047228993576,3
2026-05-31,2026,5,Profuturo,3,378361.942784,10.383003988944692,FP-1356-my2026.XLS,Fondo3xIntru,63,3,Fondos Mutuos Alternativos del Extranjero,II. INVERSIONES EN EL EXTERIOR > 4. Administradoras de Fondos > Fondos Mutuos Alternativos del Extranjero,II. INVERSIONES EN EL EXTERIOR,4. Administradoras de Fondos,Fondos Mutuos Alternativos del Extranjero,instrumento_o_detalle,True,10.383003988944692,4
2026-05-31,2026,5,Profuturo,3,278262.379171,7.636072940229945,FP-1356-my2026.XLS,Fondo3xIntru,38,3,Fondos Mutuos del Extranjero - ETF del mercado local,I. INVERSIONES LOCALES > 4. Administradoras de Fondos > Fondos Mutuos del Extranjero - ETF del mercado local,I. INVERSIONES LOCALES,4. Administradoras de Fondos,Fondos Mutuos del Extranjero - ETF del mercado local,instrumento_o_detalle,True,7.636072940229945,5
2026-05-31,2026,5,Profuturo,3,241247.256818,6.620304387466485,FP-1356-my2026.XLS,Fondo3xIntru,22,3,Acciones y Valores representativos sobre Acciones,I. INVERSIONES LOCALES > 2. Sistema Financiero > Acciones y Valores representativos sobre Acciones,I. INVERSIONES LOCALES,2. Sistema Financiero,Acciones y Valores representativos sobre Acciones,instrumento_o_detalle,True,6.620304387466485,6
2026-05-31,2026,5,Profuturo,3,122288.887561,3.355850215819236,FP-1356-my2026.XLS,Fondo3xIntru,50,3,Títulos de Deuda,II. INVERSIONES EN EL EXTERIOR > 1. Gobierno > Títulos de Deuda,II. INVERSIONES EN EL EXTERIOR,1. Gobierno,Títulos de Deuda,instrumento_o_detalle,True,3.355850215819236,7
2026-05-31,2026,5,Profuturo,3,106828.044074,2.9315739304804267,FP-1356-my2026.XLS,Fondo3xIntru,45,3,Titulos con Derecho de Participación,I. INVERSIONES LOCALES > 5. Sociedades Titulizadoras > Titulos con Derecho de Participación,I. INVERSIONES LOCALES,5. Sociedades Titulizadoras,Titulos con Derecho de Participación,instrumento_o_detalle,True,2.9315739304804267,8
2026-05-31,2026,5,Profuturo,3,86530.088732,2.374557678442302,FP-1356-my2026.XLS,Fondo3xIntru,71,3,Encaje Legal,TOTAL > Encaje Legal,TOTAL,,Encaje Legal,instrumento_o_detalle,True,2.374557678442302,9
2026-05-31,2026,5,Profuturo,3,74708.894275,2.050160599026755,FP-1356-my2026.XLS,Fondo3xIntru,13,3,Certificados y Depósitos a Plazo 2/,I. INVERSIONES LOCALES > 2. Sistema Financiero > Certificados y Depósitos a Plazo 2/,I. INVERSIONES LOCALES,2. Sistema Financiero,Certificados y Depósitos a Plazo 2/,instrumento_o_detalle,True,2.050160599026755,10
2026-05-31,2026,5,Profuturo,3,41471.428199,1.1380584454374445,FP-1356-my2026.XLS,Fondo3xIntru,9,3,Bonos del Gobierno Central,I. INVERSIONES LOCALES > 1. Gobierno > Bonos del Gobierno Central,I. INVERSIONES LOCALES,1. Gobierno,Bonos del Gobierno Central,instrumento_o_detalle,True,1.1380584454374445,11
2026-05-31,2026,5,Profuturo,3,34606.466168,0.9496702380311868,FP-1356-my2026.XLS,Fondo3xIntru,42,3,Fondo de Inversión Alternativo,I. INVERSIONES LOCALES > 4. Administradoras de Fondos > Fondo de Inversión Alternativo,I. INVERSIONES LOCALES,4. Administradoras de Fondos,Fondo de Inversión Alternativo,instrumento_o_detalle,True,0.9496702380311868,12
2026-05-31,2026,5,Profuturo,3,12379.407019,0.3397155419841616,FP-1356-my2026.XLS,Fondo3xIntru,39,3,Fondo Mutuo Alternativo Extranjero - Límite,I. INVERSIONES LOCALES > 4. Administradoras de Fondos > Fondo Mutuo Alternativo Extranjero - Límite,I. INVERSIONES LOCALES,4. Administradoras de Fondos,Fondo Mutuo Alternativo Extranjero - Límite,instrumento_o_detalle,True,0.3397155419841616,13
2026-05-31,2026,5,Profuturo,3,8223.45794,0.2256680361816495,FP-1356-my2026.XLS,Fondo3xIntru,30,3,Bonos para Nuevos Proyectos,I. INVERSIONES LOCALES > 3. Empresas no Financieras > Bonos para Nuevos Proyectos,I. INVERSIONES LOCALES,3. Empresas no Financieras,Bonos para Nuevos Proyectos,instrumento_o_detalle,True,0.2256680361816495,14
