fecha_cuota,cuota_sbs,retorno_cuota,retorno_estimado,afp,modelo,segmento
2015-01-05,10.7153311,-0.0084018022376575,-0.0035764970529448387,Habitat,OLS,entrenamiento
2015-01-06,10.6141156,-0.0094458583738957,-0.000218788530757726,Habitat,OLS,entrenamiento
2015-01-07,10.6785828,0.0060737231842471,0.002230836950507042,Habitat,OLS,entrenamiento
2015-01-08,10.7465171,0.0063617336937258,0.003586023615578172,Habitat,OLS,entrenamiento
2015-01-09,10.7203245,-0.002437310596193,-0.001488351452411179,Habitat,OLS,entrenamiento
2015-01-12,10.6542866,-0.006160065397274,-0.002717036411211714,Habitat,OLS,entrenamiento
2015-01-13,10.6507412,-0.000332767470325,-0.0025482914723365968,Habitat,OLS,entrenamiento
2015-01-14,10.5792767,-0.0067098147122381,-0.00527353950846187,Habitat,OLS,entrenamiento
2015-01-15,10.5483409,-0.0029241885695266,0.00017180580830441258,Habitat,OLS,entrenamiento
2015-01-16,10.6407912,0.0087644399130104,0.003019890917796589,Habitat,OLS,entrenamiento
2015-01-19,10.6400546,-6.922417573629325e-05,0.0003618796627725888,Habitat,OLS,entrenamiento
2015-01-20,10.6630168,0.0021580904293481,0.0003618796627725888,Habitat,OLS,entrenamiento
2015-01-21,10.6936942,0.0028769906842873,0.0019060576870753936,Habitat,OLS,entrenamiento
2015-01-22,10.7782317,0.0079053597773535,0.004389439377193054,Habitat,OLS,entrenamiento
2015-01-23,10.815629,0.003469706445446,-0.0016976662813981396,Habitat,OLS,entrenamiento
2015-01-26,10.879394,0.0058956349186902,0.0007139579551510858,Habitat,OLS,entrenamiento
2015-01-27,10.8211859,-0.0053503071954191,-0.002038424762841369,Habitat,OLS,entrenamiento
2015-01-28,10.775903,-0.0041846522570136,-0.004678943237062143,Habitat,OLS,entrenamiento
2015-01-29,10.8532564,0.0071783682536858,0.0019372444845958173,Habitat,OLS,entrenamiento
2015-01-30,10.8206022,-0.00300870068821,-0.0016321617660154859,Habitat,OLS,entrenamiento
2015-02-02,10.9065559,0.0079435227736217,0.003360846303964844,Habitat,OLS,entrenamiento
2015-02-03,10.9684851,0.0056781628011459,0.007010145553192857,Habitat,OLS,entrenamiento
2015-02-04,10.9939715,0.002323602554741,-0.0012567590281568515,Habitat,OLS,entrenamiento
2015-02-05,11.0507585,0.0051652853566157,0.0033582829542056322,Habitat,OLS,entrenamiento
2015-02-06,11.0209075,-0.0027012625422951,-0.0006499943189250626,Habitat,OLS,entrenamiento
2015-02-09,10.9712398,-0.0045066796903976,-0.0006046241250760322,Habitat,OLS,entrenamiento
2015-02-10,11.0608577,0.0081684387210276,0.0004982829799795974,Habitat,OLS,entrenamiento
2015-02-11,11.051,-0.0008912238333922,0.00037284235767560996,Habitat,OLS,entrenamiento
2015-02-12,11.0786702,0.0025038639037191,0.0029277300162185217,Habitat,OLS,entrenamiento
2015-02-13,11.1743594,0.0086372460117101,0.00388812446482806,Habitat,OLS,entrenamiento
2015-02-16,11.2186659,0.0039650147640677,0.0003618796627725888,Habitat,OLS,entrenamiento
2015-02-17,11.185299,-0.0029742306525055,0.0003618796627725888,Habitat,OLS,entrenamiento
2015-02-18,11.1831183,-0.0001949612612054,0.0021129403552266487,Habitat,OLS,entrenamiento
2015-02-19,11.2040399,0.001870819876778,-2.407743572675026e-05,Habitat,OLS,entrenamiento
2015-02-20,11.2230308,0.0016950046741621,0.0016681325773246674,Habitat,OLS,entrenamiento
2015-02-23,11.2076164,-0.0013734614361033,-0.0011718842480491275,Habitat,OLS,entrenamiento
2015-02-24,11.2228687,0.001360887048204,0.0025265869611781396,Habitat,OLS,entrenamiento
2015-02-25,11.2074715,-0.0013719486890191,0.00041355792129025887,Habitat,OLS,entrenamiento
2015-02-26,11.2085291,9.436562029163652e-05,0.0011774062233336565,Habitat,OLS,entrenamiento
2015-02-27,11.2012136,-0.0006526726151783,0.0015424123268596669,Habitat,OLS,entrenamiento
2015-03-02,11.2306639,0.0026292061781589,0.0007569669713416644,Habitat,OLS,entrenamiento
2015-03-03,11.1909676,-0.0035346352053149,-0.0013140649659805098,Habitat,OLS,entrenamiento
2015-03-04,11.1740606,-0.0015107719550541,-0.0012558637054760104,Habitat,OLS,entrenamiento
2015-03-05,11.189112,0.0013469946636945,0.0008640898752413811,Habitat,OLS,entrenamiento
2015-03-06,11.1071631,-0.0073239860321355,-0.0029914317387011165,Habitat,OLS,entrenamiento
2015-03-09,11.0931434,-0.0012622214938032,0.000776459255245737,Habitat,OLS,entrenamiento
2015-03-10,10.9872889,-0.0095423358540557,-0.00526551482401952,Habitat,OLS,entrenamiento
2015-03-11,10.9665387,-0.0018885641570779,0.0015835522838228535,Habitat,OLS,entrenamiento
2015-03-12,11.0545876,0.0080288687623926,0.00231031185131569,Habitat,OLS,entrenamiento
2015-03-13,11.0311575,-0.0021194910970716,-0.0010306138348271723,Habitat,OLS,entrenamiento
2015-03-16,11.0852337,0.0049021328904059,0.0005712686043411645,Habitat,OLS,entrenamiento
2015-03-17,11.1040138,0.0016941546302267,0.0005104519023034109,Habitat,OLS,entrenamiento
2015-03-18,11.1406402,0.0032984829323607,0.0032331268647758445,Habitat,OLS,entrenamiento
2015-03-19,11.1423196,0.0001507453763742,-0.0007759814251600488,Habitat,OLS,entrenamiento
2015-03-20,11.1414337,-7.950768168596412e-05,0.004493948572243568,Habitat,OLS,entrenamiento
2015-03-23,11.1251887,-0.0014580708764617,0.0011904809357334988,Habitat,OLS,entrenamiento
2015-03-24,11.0748514,-0.0045246243778319,-0.00043416392676769394,Habitat,OLS,entrenamiento
2015-03-25,11.0095458,-0.0058967472917966,-0.002850473694489437,Habitat,OLS,entrenamiento
2015-03-26,10.9912389,-0.0016628206406116,-0.0007219561978868565,Habitat,OLS,entrenamiento
2015-03-27,11.0237509,0.0029579922969373,0.0007396768616311628,Habitat,OLS,entrenamiento
