identificador_agregacion,identificador_canonico,ticker,ticker_base,name,securityType,securityType2,marketSector,exchCode,estado_identidad_final,tipo_identificador,entidad_administradora,moneda,primera_fecha,ultima_fecha,meses_presentes,afp_presentes,peso_max_total_fondo_pct,peso_mediano_total_fondo_pct,peso_max_exterior_pct,vehiculo,confianza_vehiculo,tipo_activo,confianza_tipo_activo,region_exposicion_preliminar,confianza_region,sector_tema_preliminar,confianza_sector,indice_referencia_preliminar,confianza_indice,factor_proxy_mercado,confianza_factor_proxy,razon_factor_proxy,ticker_base_refinado,texto_economico,factor_proxy_original,region_original,sector_original,indice_original,confianza_factor_original,regla_refinamiento,cambio_factor,cambio_region,cambio_sector
BBG001S7SCQ6,US81369Y2090,XLVUSD,XLV,SS HEALTH CARE SELECT SECTOR,ETP,Mutual Fund,Equity,XH,openfigi_validado,isin,STATE ST BANK,USD,2015-01-30,2026-01-30,86,3,3.615643974072988,0.9981353184071678,5.76316727252905,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Salud,alta,Health Care Select Sector,alta,XLV,alta,regla exacta de ticker XLV,XLV,XLVUSD SS HEALTH CARE SELECT SECTOR ETP MUTUAL FUND EQUITY,XLV,Estados Unidos,Finanzas,No determinado,alta,ticker::XLV,False,False,True
BBG001S7T107,US81369Y3080,XLPUSD,XLP,SS CONSUMER STAPLES SEL SECT,ETP,Mutual Fund,Equity,XH,openfigi_validado,isin,STATE ST BANK,USD,2015-01-30,2025-02-28,83,4,4.223981337282775,0.0954062236581669,6.505491492215001,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Consumo básico,alta,Consumer Staples Select Sector,alta,XLP,alta,regla exacta de ticker XLP,XLP,XLPUSD SS CONSUMER STAPLES SEL SECT ETP MUTUAL FUND EQUITY,XLP,No determinado,Finanzas,No determinado,alta,ticker::XLP,False,True,True
BBG001S7T232,US81369Y7040,XLI,XLI,SS INDUSTRIAL SELECT SECTOR,ETP,Mutual Fund,Equity,XH,openfigi_validado,isin,STATE ST BANK,USD,2015-01-30,2025-02-28,103,4,4.2432622455326925,0.379889946082113,7.103909197901531,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Industriales,alta,Industrial Select Sector,alta,XLI,alta,regla exacta de ticker XLI,XLI,XLI SS INDUSTRIAL SELECT SECTOR ETP MUTUAL FUND EQUITY,XLI,Estados Unidos,Finanzas,No determinado,alta,ticker::XLI,False,False,True
BBG001S7TD56,US81369Y8865,XLU,XLU,ST SR UTL SL SE SPDR ETF-USD,ETP,Mutual Fund,Equity,XH,openfigi_validado,isin,STATE ST BANK,USD,2015-01-30,2024-11-29,46,4,3.1226427277092528,0.0562643114771867,5.229020044536947,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Servicios públicos,alta,Utilities Select Sector,alta,SPY,alta,regla exacta de ticker XLU,XLU,XLU ST SR UTL SL SE SPDR ETF USD ETP MUTUAL FUND EQUITY,XLF,No determinado,Finanzas,No determinado,media,ticker::XLU,True,True,True
BBG001S7Y5Q4,DE0006289309,SX7EEGBX,SX7EE,ISHARES EURO STOXX BANKS 30-,ETP,Mutual Fund,Equity,X2,openfigi_validado,isin,BlackRock AMAG,EUR,2017-07-31,2026-01-30,55,3,3.474402448230517,1.0469159135019634,5.827122763654454,etf_etp,alta,renta_variable,alta,Eurozona,alta,Bancos,alta,EURO STOXX Banks,alta,VGK,alta,regla exacta de ticker SX7EE,SX7EE,SX7EEGBX ISHARES EURO STOXX BANKS 30 ETP MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,ticker::SX7EE,True,True,True
BBG001S8LH99,US78467X1090,DIAGBX,DIA,SS SPDR DOW JONES INDUS AVG,ETP,Mutual Fund,Equity,XH,openfigi_validado,isin,STATE ST BANK,USD,2020-11-30,2020-12-31,2,1,0.4285274755999252,0.2917706008100003,0.7416023391523091,etf_etp,alta,renta_variable,alta,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,XLF,media,sector o tema Finanzas,DIA,DIAGBX SS SPDR DOW JONES INDUS AVG ETP MUTUAL FUND EQUITY,XLF,No determinado,Finanzas,No determinado,media,elimina_sector_por_custodio,False,False,True
BBG001S8X5F5,US51817R1068,LTM1GBP,LTM1,LATAM AIRLINES GROUP-SP ADR,ADR,Depositary Receipt,Equity,EU,openfigi_validado,isin,LAN,USD,2015-01-30,2015-03-31,3,2,0.4802705313793116,0.3657359503391119,0.838074293270346,accion_directa,media,renta_variable,alta,América Latina,media,Mercado amplio,media,No determinado,media,ILF,media,regla textual: LATIN AMERICA|LATINOAMERI|\bLATAM\b,LTM1,LTM1GBP LATAM AIRLINES GROUP SP ADR ADR DEPOSITARY RECEIPT EQUITY,ILF,América Latina,Mercado amplio o no determinado,No determinado,media,nombre::LATIN AMERICA|LATINOAMERI|\bLATAM\b,False,False,True
BBG001S9GN63,US46090E1038,QQQ,QQQ,INVESCO QQQ TRUST SERIES 1,ETP,Mutual Fund,Equity,US,openfigi_validado,isin,BANK NEW YORK,USD,2018-06-29,2026-01-30,57,3,9.730377165029669,0.9618550039317012,17.37108364172959,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Tecnología y crecimiento,alta,Nasdaq-100,alta,QQQ,alta,regla exacta de ticker QQQ,QQQ,QQQ INVESCO QQQ TRUST SERIES 1 ETP MUTUAL FUND EQUITY,QQQ,Estados Unidos,Finanzas,Nasdaq-100,alta,ticker::QQQ,False,False,True
BBG001S9YR37,LU0050381036,WMPUSEA,WMPUSEA,WL MG LX IIISI-US RES EQ-SUA,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,Wellington Luxe,USD,2016-01-29,2025-07-31,115,1,6.363961864670167,0.7057033782112333,10.088147680758553,fondo_mutuo_o_abierto,media,renta_variable,alta,Estados Unidos,media,Mercado amplio,media,S&P 500 o mercado amplio de EE. UU.,media,SPY,media,regla textual: S P 500|S&P 500|US EQUITY|US RES EQ|USA EQUITY|US CORE EQUITY|US SMALL CAP,WMPUSEA,WMPUSEA WL MG LX IIISI US RES EQ SUA OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::S P 500|S&P 500|US EQUITY|US RES EQ|USA EQUITY|US CORE EQUITY|US SMALL CAP,True,True,True
BBG001SB12P9,US78468R5569,XOP,XOP,SS SPDR S&P OG EXP & PROD,ETP,Mutual Fund,Equity,US,openfigi_validado,isin,State Street GA,USD,2015-06-30,2024-09-30,49,3,3.145301395143481,0.5574685975352209,7.422398236968757,etf_etp,alta,renta_variable,alta,Estados Unidos,alta,Exploración y producción,alta,Oil & Gas Exploration,alta,XLE,alta,regla exacta de ticker XOP,XOP,XOP SS SPDR S P OG EXP PROD ETP MUTUAL FUND EQUITY,XLE,Estados Unidos,Exploración y producción de petróleo y gas,No determinado,alta,ticker::XOP,False,False,True
BBG001SBJFP1,LU0106243982,SCHJSCA,SCHJSCA,SCHRODER INTL JPN SM CO-C AC,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,SCHRODER,JPY,2015-01-30,2015-06-30,6,1,0.9713838905261788,0.9221027365197922,1.5394400951623688,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,SCHJSCA,SCHJSCA SCHRODER INTL JPN SM CO C AC OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,True,True,True
BBG001SBLRL6,IE0030395846,PBIJEGI,PBIJEGI,PBI-JPN SM CAP EQUITY FUN-Y,Open-End Fund,Mutual Fund,Equity,ID,openfigi_validado,isin,PineBridge inve,USD,2018-06-29,2022-06-30,49,2,0.991513929681172,0.5598251518999674,1.63493659126807,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,PBIJEGI,PBIJEGI PBI JPN SM CAP EQUITY FUN Y OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,True,True,True
BBG001SCPX28,US78463V1070,GLD1GBX,GLD1,SPDR GOLD SHARES,ETP,Mutual Fund,Equity,X2,openfigi_validado,isin,STATE ST BANK,USD,2015-02-27,2022-07-29,67,3,2.2663416794499303,7.731416796253324e-05,3.585612664491547,etf_etp,alta,renta_variable,media,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,XLF,media,sector o tema Finanzas,GLD1,GLD1GBX SPDR GOLD SHARES ETP MUTUAL FUND EQUITY,XLF,No determinado,Finanzas,No determinado,media,elimina_sector_por_custodio,False,False,True
BBG001SD49Q6,GB0006014921,BGFJSBI,BGFJSBI,BAILLIE GIFFORD JPN SM-B-ACC,Open-End Fund,Mutual Fund,Equity,LN,openfigi_validado,isin,Baillie Gifford,GBP,2019-01-31,2026-01-30,85,2,2.924588659792432,0.0006532823334812,5.243849837086209,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,BGFJSBI,BGFJSBI BAILLIE GIFFORD JPN SM B ACC OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,True,True,True
BBG001SD4QY9,LU0129914015,GSEMKDI,GSEMKDI,GS EMRG MKT DEBT PT I,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,GOLDMAN,USD,2016-04-29,2017-04-28,13,1,0.1510319503584859,0.1409256715963262,0.2674106219360732,fondo_mutuo_o_abierto,media,renta_fija,alta,No determinado,baja,Renta fija,baja,No determinado,baja,LQD,baja,regla textual: \bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME,GSEMKDI,GSEMKDI GS EMRG MKT DEBT PT I OPEN END FUND MUTUAL FUND EQUITY,LQD,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME,False,False,True
BBG001SD72G9,LU0100600369,INVPGCC,INVPGCC,INVESCO GRTER CHINA EQTY-C,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,INVESCO,USD,2015-01-30,2015-07-31,7,1,1.3821253959999946,0.4821664165695773,2.1902939198148967,fondo_mutuo_o_abierto,media,renta_variable,alta,China,media,Mercado amplio,media,No determinado,media,MCHI,media,regla textual: \bCHINA\b|CHIN EQ|CHINA A,INVPGCC,INVPGCC INVESCO GRTER CHINA EQTY C OPEN END FUND MUTUAL FUND EQUITY,MCHI,China,Mercado amplio o no determinado,No determinado,media,nombre::\bCHINA\b|CHIN EQ|CHINA A,False,False,True
BBG001SDGK15,LU0103813712,JPMULCD,JPMULCD,JPM USD LIQ LVNAV-INST DIST,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,JP MORGAN ASSET,USD,2017-12-29,2020-02-28,8,1,4.641893767977312,0.948561210092064,9.613000789962951,fondo_mutuo_o_abierto,media,liquidez,alta,Global,media,Liquidez y equivalentes,media,No determinado,media,RESIDUAL_NO_MAPEADO,media,regla textual: \bLIQUIDITY\b|\bLIQUID\b|\bMONEY MARKET\b|\bLVNAV\b|\bCASH\b,JPMULCD,JPMULCD JPM USD LIQ LVNAV INST DIST OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bLIQUIDITY\b|\bLIQUID\b|\bMONEY MARKET\b|\bLVNAV\b|\bCASH\b,False,True,True
BBG001SDQXK5,LU0106235459,ZPJC,ZPJC,SCHRODER INTL EURO EQT-C ACC,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,isin,SCHRODER,EUR,2016-09-30,2019-05-31,33,1,2.146814671512034,1.972634795402678,3.5501975351794792,fondo_mutuo_o_abierto,media,renta_variable,alta,Europa,media,Mercado amplio,media,No determinado,media,VGK,media,regla textual: \bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,ZPJC,ZPJC SCHRODER INTL EURO EQT C ACC OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,True,True,True
BBG001SDQZC9,LU0106259988,SRVB,SRVB,SISF-ASIAN OPPORT-CAC,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,isin,SCHRODER,USD,2015-01-30,2026-01-30,133,2,3.4607746381939046,1.2101563318711792,6.742530857690783,fondo_mutuo_o_abierto,media,renta_variable,alta,Mercados emergentes,media,Mercado amplio,media,No determinado,media,EEM,media,regla textual: EMERGING MARKET|EM MRK|EM ASIA|EMERG MKT|ASIAN OPPORT,SRVB,SRVB SISF ASIAN OPPORT CAC OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::EMERGING MARKET|EM MRK|EM ASIA|EMERG MKT|ASIAN OPPORT,True,True,True
BBG001SDV8V2,LU0106820292,SCHEMCA,SCHEMCA,SCHRODER INTL EMG EUROPE-CAC,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,SCHRODER,EUR,2017-11-30,2026-01-30,62,3,1.642828412885836,0.8216809703623915,3.7041002009493873,fondo_mutuo_o_abierto,media,renta_variable,alta,Europa,media,Mercado amplio,media,No determinado,media,VGK,media,regla textual: \bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,SCHEMCA,SCHEMCA SCHRODER INTL EMG EUROPE CAC OPEN END FUND MUTUAL FUND EQUITY,VGK,Europa,Mercado amplio o no determinado,No determinado,media,nombre::\bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,False,False,True
BBG001SDYDS2,LU0067412154,UBFP,UBFP,UBS L EQ-CHINA OPP USD-P,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,isin,UBS,USD,2015-01-30,2020-04-30,64,3,3.0488525250039085,1.351406138488036,5.963347550608995,fondo_mutuo_o_abierto,media,renta_variable,alta,China,media,Mercado amplio,media,No determinado,media,MCHI,media,regla textual: \bCHINA\b|CHIN EQ|CHINA A,UBFP,UBFP UBS L EQ CHINA OPP USD P OPEN END FUND MUTUAL FUND EQUITY,MCHI,China,Mercado amplio o no determinado,No determinado,media,nombre::\bCHINA\b|CHIN EQ|CHINA A,False,False,True
BBG001SDYLD0,LU0080998981,PIMY,PIMY,PICTET-JAPAN EQ SELECT-I YEN,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,isin,Pic Asset Ma Eu,JPY,2015-01-30,2016-05-31,17,2,1.195790193056168,0.9791840675230504,1.8291833109320847,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,PIMY,PIMY PICTET JAPAN EQ SELECT I YEN OPEN END FUND MUTUAL FUND EQUITY,EWJ,Japón,Mercado amplio o no determinado,No determinado,media,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,False,False,True
BBG001SF3312,IE0007292422,VANSTOC,VANSTOC,VANGUARD-JPN STK IND-USD ACC,Open-End Fund,Mutual Fund,Equity,ID,openfigi_validado,isin,Vanguard Grp Ir,USD,2018-06-29,2020-01-31,20,1,4.113828026466735,1.5993251180215349,6.955884931348931,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,VANSTOC,VANSTOC VANGUARD JPN STK IND USD ACC OPEN END FUND MUTUAL FUND EQUITY,RESIDUAL_NO_MAPEADO,No determinado,Mercado amplio o no determinado,No determinado,baja,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,True,True,True
BBG001SF7N50,LU0149084476,MORSCUI,MORSCUI,MORGAN ST-GLOBAL CONV BOND-,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,MORGAN STAN INV,USD,2015-01-30,2016-08-31,20,2,0.8258530377916228,0.7077110524284603,1.3157083524791546,fondo_mutuo_o_abierto,media,renta_fija,alta,No determinado,baja,Renta fija,baja,No determinado,baja,LQD,baja,regla textual: \bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME,MORSCUI,MORSCUI MORGAN ST GLOBAL CONV BOND OPEN END FUND MUTUAL FUND EQUITY,LQD,Global,Mercado amplio o no determinado,No determinado,baja,nombre::\bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME,False,True,True
BBG001SF9FC7,US4642867729,EWYGBX,EWY,ISHARES MSCI SOUTH KOREA ETF,ETP,Mutual Fund,Equity,X2,openfigi_validado,isin,BlackRock USA,USD,2015-01-30,2026-01-30,82,4,7.805159295966462,0.6055324829783489,13.127439163257469,etf_etp,alta,renta_variable,alta,Corea del Sur,alta,Mercado amplio,alta,MSCI South Korea,alta,EEM,alta,regla exacta de ticker EWY,EWY,EWYGBX ISHARES MSCI SOUTH KOREA ETF ETP MUTUAL FUND EQUITY,EEM,Corea del Sur,Mercado amplio o no determinado,MSCI South Korea,alta,ticker::EWY,False,False,True
BBG001SFDBD0,LU0102000758,PARJSCI,PARJSCI,BNP JAPAN SMALL CAP-I,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,isin,BNP PARIBAS INV,JPY,2015-05-29,2026-01-30,129,3,2.3853600298108555,0.6965439158740763,4.25355507609375,fondo_mutuo_o_abierto,media,renta_variable,alta,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,PARJSCI,PARJSCI BNP JAPAN SMALL CAP I OPEN END FUND MUTUAL FUND EQUITY,EWJ,Japón,Pequeña capitalización,No determinado,media,nombre::\bJAPAN\b|\bJPN\b|JAPANESE,False,False,True
BBG001SFGXD9,US4642878619,IEV,IEV,ISHARES EUROPE ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,isin,BlackRock USA,USD,2015-01-30,2020-09-30,69,2,1.3177431296897104,0.0222388268810426,2.086057120575233,etf_etp,alta,renta_variable,alta,Europa,media,Mercado amplio,media,No determinado,media,VGK,media,regla textual: \bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,IEV,IEV ISHARES EUROPE ETF ETP MUTUAL FUND EQUITY,VGK,Europa,Mercado amplio o no determinado,No determinado,media,nombre::\bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,False,False,True
BBG001SFGXR4,US4642877629,IYHUSD,IYH,ISHARES U.S. HEALTHCARE ETF,ETP,Mutual Fund,Equity,X2,openfigi_validado,isin,BlackRock USA,USD,2015-01-30,2025-03-31,16,1,0.9259719514974336,0.4141692272410244,1.7910550239550649,etf_etp,alta,renta_variable,alta,No determinado,media,Salud,media,No determinado,media,XLV,media,regla textual: HEALTH CARE|HEALTHCARE|BIOTECH,IYH,IYHUSD ISHARES U S HEALTHCARE ETF ETP MUTUAL FUND EQUITY,XLV,Estados Unidos,Salud,No determinado,media,nombre::HEALTH CARE|HEALTHCARE|BIOTECH,False,True,False
