fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,grupo,entidad_administradora,isin,moneda,seccion,estado_identificacion,total_canonico,participacion_calculada_pct,instrumento_sin_isin,estado_refinado,fila_instrumento_origen,total_refinado,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,285,Habitat,3,11238.2253582278,miles_soles,0.0022538503531145,114,ALLIANCE BERNSTEIN L.P,LU0206294794,USD,,isin,2736482.735417546,0.4106813908516407,,isin,,2710476.0101406495,0.41462183454797064
2026-01-30,CA-0001-en2026.XLS,10,289,Habitat,3,18941.527383596906,miles_soles,0.0037987642017511,116,Veritas Asset Management LLP,IE00BD065N65,USD,,isin,2736482.735417546,0.6921851593814903,,isin,,2710476.0101406495,0.6988266014062234
2026-01-30,CA-0001-en2026.XLS,10,297,Habitat,3,2327.6805278225,miles_soles,0.0004668213541143,119,Jupiter Unit Trust Managers Limited,LU0260086037,EUR,,isin,2736482.735417546,0.085061034652109,,isin,,2710476.0101406495,0.08587718611468965
2026-01-30,CA-0001-en2026.XLS,10,299,Habitat,3,0.0147089985,miles_soles,2.9499213983028584e-09,119,Jupiter Unit Trust Managers Limited,GB00BZ2YND85,GBP,,isin,2736482.735417546,5.375147560635215e-07,,isin,,2710476.0101406495,5.426721522333907e-07
2026-01-30,CA-0001-en2026.XLS,10,314,Habitat,3,188616.3233384,miles_soles,0.0378274107707031,125,"Krane Funds Advisors, LLC",US5007673065,USD,,isin,2736482.735417546,6.892655338080181,,isin,,2710476.0101406495,6.958789623399489
2026-01-30,CA-0001-en2026.XLS,10,316,Habitat,3,0.0614374528,miles_soles,1.2321413770756852e-08,126,UTI International (Singapore) Private Limited,IE00BYPC7R45,USD,,isin,2736482.735417546,2.2451248094801364e-06,,isin,,2710476.0101406495,2.2666665401259885e-06
2026-01-30,CA-0001-en2026.XLS,10,318,Habitat,3,2.2668545951000003,miles_soles,4.546225820151286e-07,127,Ashmore Investment Management (Ireland) Limit,LU0794787092,USD,,isin,2736482.735417546,8.283825677979703e-05,,isin,,2710476.0101406495,8.363308092818614e-05
2026-01-30,CA-0001-en2026.XLS,10,323,Habitat,3,0.8380877312,miles_soles,1.6808030349054526e-07,129,Edmond de Rothschild Asset Management Luxembo,LU1564424452,USD,,isin,2736482.735417546,3.0626457837751375e-05,,isin,,2710476.0101406495,3.092031540085502e-05
2026-01-30,CA-0001-en2026.XLS,10,325,Habitat,3,35214.7947564947,miles_soles,0.0070624030989619,130,LARRAINVIAL ASSET MANAGEMENT SICAV,LU0939496179,USD,,isin,2736482.735417546,1.286863399528134,,isin,,2710476.0101406495,1.299210715193431
2026-01-30,CA-0001-en2026.XLS,10,329,Habitat,3,0.7103384808,miles_soles,1.4245991557819957e-07,131,BlueBay Funds Management Company S.A.,LU1932874412,USD,,isin,2736482.735417546,2.5958083769588008e-05,,isin,,2710476.0101406495,2.6207148786501886e-05
2026-01-30,CA-0001-en2026.XLS,10,332,Habitat,3,0.6755508533,miles_soles,1.3548318179456102e-07,132,Schroder Investment Management (Europe) SA,LU1713307699,USD,,isin,2736482.735417546,2.4686830454164044e-05,,isin,,2710476.0101406495,2.492369793248769e-05
2026-01-30,CA-0001-en2026.XLS,10,336,Habitat,3,0.540555809,miles_soles,1.0840963427564515e-07,133,"Joh. Berenberg, Gossier & Co. KG",LU1959967503,EUR,,isin,2736482.735417546,1.975367145583396e-05,,isin,,2710476.0101406495,1.9943205805092144e-05
2026-01-30,CA-0001-en2026.XLS,10,337,Habitat,3,1743.9505105377,miles_soles,0.0003497530391764,133,"Joh. Berenberg, Gossier & Co. KG",LU196682546X,EUR,,isin,2736482.735417546,0.0637296368789843,,isin,,2710476.0101406495,0.06434111587828459
