fecha_cartera,afp,categoria_economica,factor_representativo_inicial,calidad_proxy_inicial,monto_miles_soles,participacion_pct,instrumentos
2015-01-30,Habitat,otros_no_mapeados,sin_proxy,no_disponible,62645.1718627745,62.49108061000423,5
2015-01-30,Habitat,acciones_locales_no_financieras,EPU,media,17469.701324555997,17.426730284927913,1
2015-01-30,Habitat,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,6337.5577819871,6.321968995348129,5
2015-01-30,Habitat,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,5200.951400494901,5.188158377615897,5
2015-01-30,Habitat,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,3392.1729039091992,3.3838290179107418,3
2015-01-30,Habitat,acciones_locales_financieras,EPU_financieras_por_identificar,media,3331.2005917701,3.323006682213281,1
2015-01-30,Habitat,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,896.2311109284,0.894026609439328,2
2015-01-30,Habitat,depositos_exterior,tasas_cortas_usd_fx,baja,679.6730518136,0.6780012282889145,1
2015-01-30,Habitat,depositos_locales,tasas_cortas_pen_pendiente,baja,537.6774482799999,0.5363548979680097,1
2015-01-30,Habitat,acciones_exterior_directas,ACWI,media,0.0,0.0,1
2015-01-30,Habitat,renta_fija_financiera_exterior,LQD_HYG,media,0.0,0.0,2
2015-01-30,Habitat,renta_fija_no_financiera_exterior,LQD_HYG,media,0.0,0.0,1
2015-01-30,Habitat,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-01-30,Habitat,renta_fija_soberana_exterior,TLT,media,0.0,0.0,1
2015-01-30,Habitat,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-01-30,Habitat,operaciones_en_transito,sin_factor_directo,no_aplicable,-243.75628242000005,-0.2431567037164568,1
2015-01-30,Integra,otros_no_mapeados,sin_proxy,no_disponible,5133451.9342249455,61.108382791293025,5
2015-01-30,Integra,acciones_locales_no_financieras,EPU,media,1650169.03518154,19.643538570978563,1
2015-01-30,Integra,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,417276.3431077615,4.967238971183607,3
2015-01-30,Integra,depositos_locales,tasas_cortas_pen_pendiente,baja,368862.92740222457,4.390927830634354,1
2015-01-30,Integra,acciones_locales_financieras,EPU_financieras_por_identificar,media,234236.6777372156,2.7883429610971184,1
2015-01-30,Integra,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,108323.6366933998,1.2894797382386802,5
2015-01-30,Integra,depositos_exterior,tasas_cortas_usd_fx,baja,103667.79655508512,1.2340568249568096,1
2015-01-30,Integra,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,101461.8791946028,1.2077976831166777,5
2015-01-30,Integra,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,98533.1200383321,1.1729338647897385,2
2015-01-30,Integra,renta_fija_soberana_exterior,TLT,media,56157.87612772219,0.6685008518886598,1
2015-01-30,Integra,renta_fija_financiera_exterior,LQD_HYG,media,34795.4148944073,0.4142030664733068,2
2015-01-30,Integra,acciones_exterior_directas,ACWI,media,32022.141021807205,0.381190138026062,1
2015-01-30,Integra,renta_fija_organismos_internacionales,LQD_TLT,baja,26781.9013034,0.3188105582162994,1
2015-01-30,Integra,operaciones_en_transito,sin_factor_directo,no_aplicable,20775.49677102208,0.2473105866441834,1
2015-01-30,Integra,renta_fija_no_financiera_exterior,LQD_HYG,media,14052.9393017334,0.1672855624629095,1
2015-01-30,Integra,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-01-30,Prima,otros_no_mapeados,sin_proxy,no_disponible,4756356.755655282,59.22679013465636,5
2015-01-30,Prima,acciones_locales_no_financieras,EPU,media,1541792.853103614,19.19861070835514,1
2015-01-30,Prima,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,438284.3757816608,5.457575635565007,3
2015-01-30,Prima,depositos_locales,tasas_cortas_pen_pendiente,baja,226047.2823976376,2.8147709776302965,1
2015-01-30,Prima,acciones_locales_financieras,EPU_financieras_por_identificar,media,225452.4327157755,2.807363829874312,1
2015-01-30,Prima,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,207409.6636692007,2.5826928578117174,5
2015-01-30,Prima,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,134332.62792657543,1.6727278400604442,5
2015-01-30,Prima,operaciones_en_transito,sin_factor_directo,no_aplicable,121732.32340314542,1.5158271637697869,1
2015-01-30,Prima,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,89450.444515766,1.1138488925347885,2
2015-01-30,Prima,acciones_exterior_directas,ACWI,media,89047.1926520048,1.1088275464219268,1
2015-01-30,Prima,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,74102.0515487656,0.9227286515898828,1
2015-01-30,Prima,renta_fija_financiera_exterior,LQD_HYG,media,54418.277171324895,0.6776236617834581,2
2015-01-30,Prima,depositos_exterior,tasas_cortas_usd_fx,baja,29726.186527054502,0.3701544483281618,1
2015-01-30,Prima,renta_fija_soberana_exterior,TLT,media,23347.140606009,0.2907217157906197,1
2015-01-30,Prima,renta_fija_no_financiera_exterior,LQD_HYG,media,19252.5989566,0.2397359358280847,1
2015-01-30,Prima,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-01-30,Profuturo,otros_no_mapeados,sin_proxy,no_disponible,3136532.157647991,58.11481728285085,5
2015-01-30,Profuturo,acciones_locales_no_financieras,EPU,media,960392.1452311054,17.794497628184264,1
2015-01-30,Profuturo,acciones_exterior_directas,ACWI,media,282764.56492432003,5.239165485541918,1
2015-01-30,Profuturo,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,260969.1910410936,4.835332810736841,3
2015-01-30,Profuturo,acciones_locales_financieras,EPU_financieras_por_identificar,media,151635.11329100048,2.809550949791304,1
2015-01-30,Profuturo,depositos_locales,tasas_cortas_pen_pendiente,baja,142450.17960093706,2.639369132317637,1
2015-01-30,Profuturo,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,110923.7118241354,2.0552351836332403,5
2015-01-30,Profuturo,renta_fija_soberana_exterior,TLT,media,103090.75355569649,1.910103262238921,1
2015-01-30,Profuturo,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,82086.4953207735,1.5209286680910614,5
2015-01-30,Profuturo,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,72656.6349037813,1.3462087584609206,2
2015-01-30,Profuturo,operaciones_en_transito,sin_factor_directo,no_aplicable,34081.28112283999,0.631470466639355,1
2015-01-30,Profuturo,renta_fija_financiera_exterior,LQD_HYG,media,31590.232528775,0.5853154053772551,2
2015-01-30,Profuturo,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,12885.8774587458,0.2387542599294664,1
2015-01-30,Profuturo,renta_fija_no_financiera_exterior,LQD_HYG,media,8997.3236067322,0.166705709094982,1
2015-01-30,Profuturo,depositos_exterior,tasas_cortas_usd_fx,baja,6074.199646985099,0.1125449971119706,1
2015-01-30,Profuturo,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-02-27,Habitat,otros_no_mapeados,sin_proxy,no_disponible,67641.7037954395,61.97632253022104,5
2015-02-27,Habitat,acciones_locales_no_financieras,EPU,media,18147.6576141506,16.627687038516754,1
2015-02-27,Habitat,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,7456.221355622801,6.83171998432063,5
2015-02-27,Habitat,acciones_locales_financieras,EPU_financieras_por_identificar,media,4478.786114248201,4.103662048489628,1
2015-02-27,Habitat,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,4022.4074608063006,3.685507728971583,5
2015-02-27,Habitat,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,2639.8291515492,2.418728295429536,3
2015-02-27,Habitat,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,1782.1852503058,1.63291699770877,2
2015-02-27,Habitat,depositos_exterior,tasas_cortas_usd_fx,baja,1357.3029649136,1.243621044483242,1
2015-02-27,Habitat,depositos_locales,tasas_cortas_pen_pendiente,baja,867.19616684,0.7945635062000143,1
2015-02-27,Habitat,operaciones_en_transito,sin_factor_directo,no_aplicable,747.9128208400001,0.6852708256587772,1
2015-02-27,Habitat,acciones_exterior_directas,ACWI,media,0.0,0.0,1
2015-02-27,Habitat,renta_fija_financiera_exterior,LQD_HYG,media,0.0,0.0,2
2015-02-27,Habitat,renta_fija_no_financiera_exterior,LQD_HYG,media,0.0,0.0,1
2015-02-27,Habitat,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-02-27,Habitat,renta_fija_soberana_exterior,TLT,media,0.0,0.0,1
2015-02-27,Habitat,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-02-27,Integra,otros_no_mapeados,sin_proxy,no_disponible,5424887.400051805,62.799800353888635,5
2015-02-27,Integra,acciones_locales_no_financieras,EPU,media,1538327.9755175768,17.808054364480075,1
2015-02-27,Integra,depositos_locales,tasas_cortas_pen_pendiente,baja,483811.33805623406,5.600716327971909,1
2015-02-27,Integra,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,450120.7121898535,5.210705545778337,3
2015-02-27,Integra,acciones_locales_financieras,EPU_financieras_por_identificar,media,233856.8602446561,2.707183219067624,1
2015-02-27,Integra,renta_fija_soberana_exterior,TLT,media,140885.39620671349,1.6309232067149664,1
2015-02-27,Integra,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,110153.93263462711,1.2751683984416378,5
2015-02-27,Integra,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,102028.3316940937,1.1811044890569018,5
2015-02-27,Integra,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,100548.74546643512,1.1639764432835584,2
2015-02-27,Integra,depositos_exterior,tasas_cortas_usd_fx,baja,40267.7419714584,0.4661490589620977,1
2015-02-27,Integra,renta_fija_financiera_exterior,LQD_HYG,media,33935.89211452121,0.3928500432290417,2
2015-02-27,Integra,renta_fija_organismos_internacionales,LQD_TLT,baja,26873.119210975,0.3110896866392771,1
2015-02-27,Integra,acciones_exterior_directas,ACWI,media,25995.7733596384,0.3009333202039619,1
2015-02-27,Integra,renta_fija_no_financiera_exterior,LQD_HYG,media,13948.3355610163,0.1614692847804553,1
2015-02-27,Integra,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-02-27,Integra,operaciones_en_transito,sin_factor_directo,no_aplicable,-87258.35961728227,-1.010123742498474,1
2015-02-27,Prima,otros_no_mapeados,sin_proxy,no_disponible,5103917.015342473,61.927664298779746,5
2015-02-27,Prima,acciones_locales_no_financieras,EPU,media,1445509.369133971,17.53888605229661,1
2015-02-27,Prima,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,438191.101718211,5.316730535458556,3
2015-02-27,Prima,depositos_locales,tasas_cortas_pen_pendiente,baja,281648.2683972553,3.417339929941533,1
2015-02-27,Prima,acciones_locales_financieras,EPU_financieras_por_identificar,media,196449.4619845506,2.3835921110952523,1
2015-02-27,Prima,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,182483.20949897423,2.2141345370714434,5
2015-02-27,Prima,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,135559.1515807648,1.6447880336780327,5
2015-02-27,Prima,acciones_exterior_directas,ACWI,media,94216.4156694928,1.1431617213751153,1
2015-02-27,Prima,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,90626.1846616043,1.099600154848221,2
2015-02-27,Prima,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,72783.3269618292,0.8831063328599287,1
2015-02-27,Prima,depositos_exterior,tasas_cortas_usd_fx,baja,57832.692586664896,0.7017048986563894,1
2015-02-27,Prima,operaciones_en_transito,sin_factor_directo,no_aplicable,56128.26760424,0.6810244961700689,1
2015-02-27,Prima,renta_fija_financiera_exterior,LQD_HYG,media,53492.0256541375,0.6490380226428629,2
2015-02-27,Prima,renta_fija_no_financiera_exterior,LQD_HYG,media,21032.7112673008,0.2551974647587737,1
2015-02-27,Prima,renta_fija_soberana_exterior,TLT,media,11870.694211417998,0.144031410367442,1
2015-02-27,Prima,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-02-27,Profuturo,otros_no_mapeados,sin_proxy,no_disponible,3300700.1126971217,58.989261151195045,5
2015-02-27,Profuturo,acciones_locales_no_financieras,EPU,media,894001.5891100885,15.977365834215544,1
2015-02-27,Profuturo,acciones_exterior_directas,ACWI,media,271749.46595519996,4.856636370345727,1
2015-02-27,Profuturo,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,252481.10050749496,4.512277112447997,3
2015-02-27,Profuturo,depositos_locales,tasas_cortas_pen_pendiente,baja,215557.5954269012,3.8523897523579502,1
2015-02-27,Profuturo,acciones_locales_financieras,EPU_financieras_por_identificar,media,152690.0907270249,2.7288379221268086,1
2015-02-27,Profuturo,renta_fija_soberana_exterior,TLT,media,114218.4555425371,2.041282780088524,1
2015-02-27,Profuturo,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,105192.7296880183,1.8799773353850835,5
2015-02-27,Profuturo,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,82330.4289638759,1.4713881931162403,5
2015-02-27,Profuturo,operaciones_en_transito,sin_factor_directo,no_aplicable,78640.78200919033,1.4054477743158755,1
2015-02-27,Profuturo,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,73781.42613163331,1.3186026193182672,2
2015-02-27,Profuturo,renta_fija_financiera_exterior,LQD_HYG,media,31087.935225028898,0.5555955606467249,2
2015-02-27,Profuturo,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,12656.5596048681,0.2261947690840521,1
2015-02-27,Profuturo,renta_fija_no_financiera_exterior,LQD_HYG,media,8974.6434105824,0.160392512439762,1
2015-02-27,Profuturo,depositos_exterior,tasas_cortas_usd_fx,baja,1362.5035984333997,0.0243503129164179,1
2015-02-27,Profuturo,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-03-31,Habitat,otros_no_mapeados,sin_proxy,no_disponible,71752.7792292731,64.73802148443629,5
2015-03-31,Habitat,acciones_locales_no_financieras,EPU,media,16860.3606869366,15.21204340947595,1
2015-03-31,Habitat,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,7489.8487858799,6.757619660503069,5
2015-03-31,Habitat,acciones_locales_financieras,EPU_financieras_por_identificar,media,4108.8583930074,3.7071645973888527,1
2015-03-31,Habitat,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,4027.186343851301,3.633477042290103,5
2015-03-31,Habitat,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,2442.6958265564,2.203890868035344,3
2015-03-31,Habitat,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,1773.9388278655,1.6005134739586573,2
2015-03-31,Habitat,depositos_locales,tasas_cortas_pen_pendiente,baja,1767.784617195,1.594960916595917,1
2015-03-31,Habitat,operaciones_en_transito,sin_factor_directo,no_aplicable,371.06177048,0.3347857062460236,1
2015-03-31,Habitat,depositos_exterior,tasas_cortas_usd_fx,baja,241.0927617916,0.2175228410698148,1
2015-03-31,Habitat,acciones_exterior_directas,ACWI,media,0.0,0.0,1
2015-03-31,Habitat,renta_fija_financiera_exterior,LQD_HYG,media,0.0,0.0,2
2015-03-31,Habitat,renta_fija_no_financiera_exterior,LQD_HYG,media,0.0,0.0,1
2015-03-31,Habitat,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-03-31,Habitat,renta_fija_soberana_exterior,TLT,media,0.0,0.0,1
2015-03-31,Habitat,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-03-31,Integra,otros_no_mapeados,sin_proxy,no_disponible,5339346.960333457,62.84101602973415,5
2015-03-31,Integra,acciones_locales_no_financieras,EPU,media,1439093.1045564592,16.93729093156075,1
2015-03-31,Integra,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,568683.4967288536,6.693074827179108,3
2015-03-31,Integra,depositos_locales,tasas_cortas_pen_pendiente,baja,337996.4990568827,3.978022700720143,1
2015-03-31,Integra,acciones_locales_financieras,EPU_financieras_por_identificar,media,223864.6390870101,2.634756923996352,1
2015-03-31,Integra,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,110132.9487274127,1.2962009114217596,5
2015-03-31,Integra,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,100854.108648946,1.186994346941101,2
2015-03-31,Integra,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,99414.1586131883,1.1700469704264616,5
2015-03-31,Integra,renta_fija_soberana_exterior,TLT,media,90842.0726044116,1.0691584913132492,1
2015-03-31,Integra,depositos_exterior,tasas_cortas_usd_fx,baja,58233.57730502851,0.6853754198932065,1
2015-03-31,Integra,renta_fija_financiera_exterior,LQD_HYG,media,31099.0481157634,0.3660177537947655,2
2015-03-31,Integra,acciones_exterior_directas,ACWI,media,29440.522773072,0.3464978727268977,1
2015-03-31,Integra,operaciones_en_transito,sin_factor_directo,no_aplicable,27102.367003735304,0.3189791358340762,1
2015-03-31,Integra,renta_fija_organismos_internacionales,LQD_TLT,baja,27008.373027,0.3178728812597616,1
2015-03-31,Integra,renta_fija_no_financiera_exterior,LQD_HYG,media,13483.6555582772,0.1586948031982161,1
2015-03-31,Integra,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-03-31,Prima,otros_no_mapeados,sin_proxy,no_disponible,5147371.015244116,63.32164362098976,5
2015-03-31,Prima,acciones_locales_no_financieras,EPU,media,1361776.573323067,16.752227615223962,1
2015-03-31,Prima,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,506026.4840264819,6.225008570280362,3
2015-03-31,Prima,depositos_locales,tasas_cortas_pen_pendiente,baja,229620.64937072003,2.8247345847836494,1
2015-03-31,Prima,acciones_locales_financieras,EPU_financieras_por_identificar,media,193568.65385027367,2.3812321433605583,1
2015-03-31,Prima,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,180754.5911109048,2.2235968161777473,5
2015-03-31,Prima,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,133218.191128673,1.638816164115706,5
2015-03-31,Prima,operaciones_en_transito,sin_factor_directo,no_aplicable,92693.7175358397,1.1402944396909314,1
2015-03-31,Prima,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,88110.3952090097,1.083911578980066,2
2015-03-31,Prima,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,71490.43980850521,0.8794571322827593,1
2015-03-31,Prima,renta_fija_financiera_exterior,LQD_HYG,media,50009.706418532,0.6152066361733641,2
2015-03-31,Prima,depositos_exterior,tasas_cortas_usd_fx,baja,38036.6813445008,0.4679175395534225,1
2015-03-31,Prima,renta_fija_no_financiera_exterior,LQD_HYG,media,20522.7222109488,0.2524652872555059,1
2015-03-31,Prima,renta_fija_soberana_exterior,TLT,media,11576.958237216,0.1424167835466018,1
2015-03-31,Prima,acciones_exterior_directas,ACWI,media,4151.53209744,0.0510710875856164,1
2015-03-31,Prima,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-03-31,Profuturo,otros_no_mapeados,sin_proxy,no_disponible,3276541.122605304,58.68116531894348,5
2015-03-31,Profuturo,acciones_locales_no_financieras,EPU,media,828180.0096411011,14.832277771307528,1
2015-03-31,Profuturo,acciones_exterior_directas,ACWI,media,290144.058050688,5.196330764572714,1
2015-03-31,Profuturo,depositos_locales,tasas_cortas_pen_pendiente,baja,288087.1015601,5.159491732385597,1
2015-03-31,Profuturo,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,245258.2837080268,4.392449645395384,3
2015-03-31,Profuturo,acciones_locales_financieras,EPU_financieras_por_identificar,media,153423.6500851142,2.747738617521647,1
2015-03-31,Profuturo,renta_fija_soberana_exterior,TLT,media,115235.800041975,2.0638138756357147,1
2015-03-31,Profuturo,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,105632.4446187829,1.8918227221241672,5
2015-03-31,Profuturo,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,82138.7136254427,1.4710620904728318,5
2015-03-31,Profuturo,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,74024.8108940136,1.3257462681625585,2
2015-03-31,Profuturo,operaciones_en_transito,sin_factor_directo,no_aplicable,72233.6003332332,1.2936666088190445,1
2015-03-31,Profuturo,renta_fija_financiera_exterior,LQD_HYG,media,28048.9418138863,0.5023421132261983,2
2015-03-31,Profuturo,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,12431.7347170611,0.222645971112687,1
2015-03-31,Profuturo,renta_fija_no_financiera_exterior,LQD_HYG,media,8701.6829718229,0.1558426639298692,1
2015-03-31,Profuturo,depositos_exterior,tasas_cortas_usd_fx,baja,3551.4050267493,0.0636038363905822,1
2015-03-31,Profuturo,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-04-30,Habitat,otros_no_mapeados,sin_proxy,no_disponible,78715.60143759788,65.60754638571798,5
2015-04-30,Habitat,acciones_locales_no_financieras,EPU,media,17746.5397808796,14.79131087860717,1
2015-04-30,Habitat,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,7792.863604466099,6.495162980021119,5
2015-04-30,Habitat,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,4560.8141599119,3.8013280860246015,5
2015-04-30,Habitat,acciones_locales_financieras,EPU_financieras_por_identificar,media,3849.8999265652,3.20879829918767,1
2015-04-30,Habitat,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,3394.4572260761,2.829197844479042,2
2015-04-30,Habitat,depositos_locales,tasas_cortas_pen_pendiente,baja,2761.8427774,2.301929030828481,1
2015-04-30,Habitat,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,2454.8321921029,2.046043147370501,3
2015-04-30,Habitat,depositos_exterior,tasas_cortas_usd_fx,baja,1601.8420272349,1.3350965143513396,1
2015-04-30,Habitat,acciones_exterior_directas,ACWI,media,0.0,0.0,1
2015-04-30,Habitat,renta_fija_financiera_exterior,LQD_HYG,media,0.0,0.0,2
2015-04-30,Habitat,renta_fija_no_financiera_exterior,LQD_HYG,media,0.0,0.0,1
2015-04-30,Habitat,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-04-30,Habitat,renta_fija_soberana_exterior,TLT,media,0.0,0.0,1
2015-04-30,Habitat,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-04-30,Habitat,operaciones_en_transito,sin_factor_directo,no_aplicable,-2899.2002628999994,-2.4164131665879065,1
2015-04-30,Integra,otros_no_mapeados,sin_proxy,no_disponible,5716293.470828819,66.01668516633217,5
2015-04-30,Integra,acciones_locales_no_financieras,EPU,media,1475263.899798019,17.03761937822624,1
2015-04-30,Integra,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,510810.5565978432,5.899280690651676,3
2015-04-30,Integra,depositos_locales,tasas_cortas_pen_pendiente,baja,249633.8460663206,2.8829868702020014,1
2015-04-30,Integra,acciones_locales_financieras,EPU_financieras_por_identificar,media,188475.2090849532,2.17667420389036,1
2015-04-30,Integra,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,109972.54988420411,1.2700578162568712,5
2015-04-30,Integra,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,100961.77973739331,1.165993674182314,2
2015-04-30,Integra,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,95840.9786988136,1.1068542490131008,5
2015-04-30,Integra,renta_fija_soberana_exterior,TLT,media,49322.29958109,0.56961643759907,1
2015-04-30,Integra,renta_fija_financiera_exterior,LQD_HYG,media,34477.4595927094,0.3981754272907929,2
2015-04-30,Integra,acciones_exterior_directas,ACWI,media,32689.7519886,0.3775294386493392,1
2015-04-30,Integra,depositos_exterior,tasas_cortas_usd_fx,baja,30831.6050329897,0.3560699556491569,1
2015-04-30,Integra,renta_fija_organismos_internacionales,LQD_TLT,baja,26251.21569295,0.3031716706776574,1
2015-04-30,Integra,operaciones_en_transito,sin_factor_directo,no_aplicable,24513.64327661583,0.2831046864074806,1
2015-04-30,Integra,renta_fija_no_financiera_exterior,LQD_HYG,media,13523.4392157318,0.1561803349717716,1
2015-04-30,Integra,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,0.0,0.0,1
2015-04-30,Prima,otros_no_mapeados,sin_proxy,no_disponible,5352220.404692606,64.972292770411,5
2015-04-30,Prima,acciones_locales_no_financieras,EPU,media,1416224.264406314,17.191993336988094,1
2015-04-30,Prima,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,528323.7635048801,6.413488915723366,3
2015-04-30,Prima,depositos_locales,tasas_cortas_pen_pendiente,baja,197319.1940447,2.395319974762903,1
2015-04-30,Prima,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,187036.155827404,2.2704909282913284,5
2015-04-30,Prima,acciones_locales_financieras,EPU_financieras_por_identificar,media,167987.87354644478,2.0392578176281675,1
2015-04-30,Prima,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,134067.2136365834,1.6274842208800282,5
2015-04-30,Prima,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,88477.09028952039,1.0740513243297505,2
2015-04-30,Prima,titulizaciones_participacion_local,proxy_activos_alternativos_locales_pendiente,baja,71670.30541120119,0.8700284581028528,1
2015-04-30,Prima,renta_fija_financiera_exterior,LQD_HYG,media,56378.621693882895,0.6843978830684168,2
2015-04-30,Prima,depositos_exterior,tasas_cortas_usd_fx,baja,25691.044347809,0.3118716959936792,1
2015-04-30,Prima,acciones_exterior_directas,ACWI,media,24329.3648,0.2953418381869717,1
2015-04-30,Prima,renta_fija_soberana_exterior,TLT,media,11438.260345445,0.1388526524985507,1
2015-04-30,Prima,renta_fija_no_financiera_exterior,LQD_HYG,media,5685.765802222,0.0690213056252445,1
2015-04-30,Prima,renta_fija_organismos_internacionales,LQD_TLT,baja,0.0,0.0,1
2015-04-30,Prima,operaciones_en_transito,sin_factor_directo,no_aplicable,-29152.642003358425,-0.3538931224903413,1
2015-04-30,Profuturo,otros_no_mapeados,sin_proxy,no_disponible,3373688.614115822,59.07383528282592,5
2015-04-30,Profuturo,acciones_locales_no_financieras,EPU,media,846165.1717536222,14.81648951509355,1
2015-04-30,Profuturo,depositos_locales,tasas_cortas_pen_pendiente,baja,465672.48428932857,8.154000792352829,1
2015-04-30,Profuturo,acciones_exterior_directas,ACWI,media,262894.77412576,4.603330170556073,1
2015-04-30,Profuturo,renta_fija_soberana_local,tasas_soberanas_peru_pendiente,baja,244548.5038813808,4.28208400043355,3
2015-04-30,Profuturo,acciones_locales_financieras,EPU_financieras_por_identificar,media,155115.17977892203,2.7160919777202013,1
2015-04-30,Profuturo,renta_fija_financiera_local,credito_financiero_peru_pendiente,baja,104248.4184740676,1.8254067300891546,5
2015-04-30,Profuturo,renta_fija_no_financiera_local,credito_corporativo_peru_pendiente,baja,79324.08488129619,1.3889776029216305,5
2015-04-30,Profuturo,titulizaciones_deuda_local,proxy_credito_local_pendiente,baja,73769.33694647989,1.291713064882765,2
2015-04-30,Profuturo,operaciones_en_transito,sin_factor_directo,no_aplicable,33798.1289182806,0.5918107237971899,1
2015-04-30,Profuturo,renta_fija_financiera_exterior,LQD_HYG,media,29558.3228523525,0.517571031336597,2
2015-04-30,Profuturo,depositos_exterior,tasas_cortas_usd_fx,baja,15908.4134856343,0.2785589025404891,1
