afp,modelo,referencia,n_dm,diferencia_media_perdida,dm_estadistico,dm_pvalor,supera_modelo70_con_evidencia
Habitat,MODELO70_MAS_ACCIONES,MODELO70,593,1.2733978698083806e-05,0.6578587600964859,0.5106288924560913,False
Integra,MODELO70_MAS_ACCIONES,MODELO70,593,-0.00011374372649672847,-3.845875736520157,0.00012012263273852852,True
Prima,MODELO70_MAS_ACCIONES,MODELO70,593,-3.9661183120577626e-05,-0.7171096085819026,0.4733064674133054,False
Profuturo,MODELO70_MAS_ACCIONES,MODELO70,593,-0.00014768633167170413,-2.59924117061737,0.009343010706722055,True
