afp,tipo_modelo,subperiodo,fecha_inicio,fecha_fin,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Habitat,CAMPEON_PRE_BVL,Q1,2024-02-26,2024-09-19,149,0.6492666634648315,0.4200164153173369,1.4586688154545484,5.482291993431887,0.2926321428491909,0.5933515578884657,71.81208053691275
Habitat,CAMPEON_PRE_BVL,Q2,2024-09-20,2025-04-17,148,0.46704806561695106,0.38250393023123164,0.8955794536160944,2.5344365930856316,0.24171692340616896,0.8784334884546482,79.72972972972973
Habitat,CAMPEON_PRE_BVL,Q3,2025-04-18,2025-11-11,148,0.4518569201291403,0.33533546006586645,1.0705293062047305,1.784095588726975,0.01730806208352912,0.7689885162866655,82.43243243243244
Habitat,CAMPEON_PRE_BVL,Q4,2025-11-12,2026-06-30,148,1.2120165107464185,1.0165403913551474,2.3229189224027005,4.058685458649968,-0.4387852102865683,0.875089617568215,86.48648648648648
Habitat,CAMPEON_MAS_BVL,Q1,2024-02-26,2024-09-19,149,0.5867208758376539,0.3501534143687701,1.3072636614453796,4.67354397559081,0.23096198914598146,0.7300357352888016,73.15436241610739
Habitat,CAMPEON_MAS_BVL,Q2,2024-09-20,2025-04-17,148,0.4311513533215617,0.34176473257574447,0.8424489217397847,2.12992782645538,0.19983114992435236,0.9035856088810105,79.72972972972973
Habitat,CAMPEON_MAS_BVL,Q3,2025-04-18,2025-11-11,148,0.4708194584694027,0.3833438311875992,1.083792696664823,1.6690412802751409,-0.021172883337016602,0.7387455324586333,81.75675675675676
Habitat,CAMPEON_MAS_BVL,Q4,2025-11-12,2026-06-30,148,1.1340021750301288,1.0680990688221204,2.1618106333446887,3.535965448744016,-0.3815252724353737,0.8865929804105761,86.48648648648648
Integra,CAMPEON_PRE_BVL,Q1,2024-02-26,2024-09-19,149,0.6602981482790738,0.3627806896346897,1.6418458833142562,6.2352402396386175,0.23091989642919616,0.4817775522120851,67.78523489932886
Integra,CAMPEON_PRE_BVL,Q2,2024-09-20,2025-04-17,148,0.49938695632220564,0.3989520659400281,1.0249129302225983,2.5271089881635955,0.17291379001905985,0.8493795522665494,79.05405405405406
Integra,CAMPEON_PRE_BVL,Q3,2025-04-18,2025-11-11,148,0.46128551155286934,0.37049177006779344,0.9629202329639456,1.868100124743799,-0.11361988108412842,0.7729769487041684,79.05405405405406
Integra,CAMPEON_PRE_BVL,Q4,2025-11-12,2026-06-30,148,1.2545947557639092,1.2308822496470695,2.5153472111093014,3.6336389876713837,-0.48636111534402693,0.9499624243814281,93.24324324324324
Integra,CAMPEON_MAS_BVL,Q1,2024-02-26,2024-09-19,149,0.58581832831532,0.35981662995834274,1.3461594395821441,5.14191700912765,0.15817944108032095,0.7177444336122869,75.16778523489933
Integra,CAMPEON_MAS_BVL,Q2,2024-09-20,2025-04-17,148,0.4993062109954686,0.38193653875241984,1.010316522636138,2.8216206252053233,0.15950200969406816,0.8740982518806939,83.78378378378379
Integra,CAMPEON_MAS_BVL,Q3,2025-04-18,2025-11-11,148,0.5028285935577175,0.4588563201464835,1.046504428146161,1.9143827957657455,-0.15384571799757435,0.7692539668975682,77.02702702702703
