afp,tipo_modelo,subperiodo,fecha_inicio,fecha_fin,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Integra,CAMPEON_MAS_BVL,Q4,2025-11-12,2026-06-30,148,1.2777775130836662,1.2809789303122043,2.4035716848185373,3.636104070687729,-0.4564218693703199,0.9245613840126264,87.16216216216216
Prima,CAMPEON_PRE_BVL,Q1,2024-02-26,2024-09-19,149,0.7368956162715108,0.35677226889947455,2.0294423993564603,6.633689363175055,0.311455827365695,0.5314566762181089,73.8255033557047
Prima,CAMPEON_PRE_BVL,Q2,2024-09-20,2025-04-17,148,0.6020105122737054,0.45863146650809705,1.229113583305157,2.877696056038004,0.24614003078271365,0.8156549054736382,76.35135135135135
Prima,CAMPEON_PRE_BVL,Q3,2025-04-18,2025-11-11,148,0.4579729573987422,0.3868975771679495,0.9492606859955455,1.7583603952570082,-0.07858777939390738,0.7733453104764549,82.43243243243244
Prima,CAMPEON_PRE_BVL,Q4,2025-11-12,2026-06-30,148,1.3359070601685599,1.1305359340010923,2.5519620315742952,4.149858941738049,-0.5416802712643116,0.9530918600670145,92.56756756756756
Prima,CAMPEON_MAS_BVL,Q1,2024-02-26,2024-09-19,149,0.6597611309408198,0.3464034076435807,1.1090131337023124,6.517627872168408,0.24144838658781667,0.6893864886234107,80.53691275167785
Prima,CAMPEON_MAS_BVL,Q2,2024-09-20,2025-04-17,148,0.5981458408084039,0.4672158764223,1.284399947219446,2.8588090923653553,0.23250529583053256,0.8385085062352148,73.64864864864865
Prima,CAMPEON_MAS_BVL,Q3,2025-04-18,2025-11-11,148,0.5124845149019435,0.44807844527152696,1.0020155844162504,1.5266858320226007,-0.12018042516803507,0.7581381195878182,79.72972972972973
Prima,CAMPEON_MAS_BVL,Q4,2025-11-12,2026-06-30,148,1.3754333301208512,1.2572916750816066,2.5864548091356045,4.413661258499557,-0.5031898893975635,0.9082881577363446,89.1891891891892
Profuturo,CAMPEON_PRE_BVL,Q1,2024-02-26,2024-09-19,149,0.6936745866781423,0.4566136109653618,1.4167837026458638,5.998888376766209,0.19047814954436215,0.5449857562827897,69.12751677852349
Profuturo,CAMPEON_PRE_BVL,Q2,2024-09-20,2025-04-17,148,0.4609401378879404,0.31797371743892966,0.9504942320250269,2.6490716626263566,0.17097810281993814,0.8637726858008455,83.1081081081081
Profuturo,CAMPEON_PRE_BVL,Q3,2025-04-18,2025-11-11,148,0.5175285650706235,0.427730627036671,1.0206882059389588,2.1370281941685887,-0.1277881980505638,0.8434323629617906,85.13513513513513
Profuturo,CAMPEON_PRE_BVL,Q4,2025-11-12,2026-06-30,148,1.3238619421740478,1.2075619566258078,2.5700614036237472,4.795171053142799,-0.3328677998192848,0.9366004463721608,91.21621621621621
Profuturo,CAMPEON_MAS_BVL,Q1,2024-02-26,2024-09-19,149,0.6115466869237839,0.4243194833589925,1.1148832567297988,4.957049777661848,0.13139863983597452,0.7527812786640558,74.49664429530202
Profuturo,CAMPEON_MAS_BVL,Q2,2024-09-20,2025-04-17,148,0.47448401222547204,0.32741135001673194,0.9665496780136489,3.365190280514452,0.17674893325824642,0.8634520598778951,87.16216216216216
Profuturo,CAMPEON_MAS_BVL,Q3,2025-04-18,2025-11-11,148,0.6054209827845966,0.5660425245394507,1.192266086236362,2.0736661831646908,-0.17464449799665938,0.7656552758789341,82.43243243243244
Profuturo,CAMPEON_MAS_BVL,Q4,2025-11-12,2026-06-30,148,1.334472791305562,1.1238592888981602,2.623090276633995,4.9190393358575335,-0.2733144909345976,0.8827855484072666,90.54054054054053
