afp,retraso_publicacion_dias,fecha_inicio,fecha_fin,observaciones,promedio_cuotas_ocultas,min_cuotas_ocultas,max_cuotas_ocultas,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,sesgo_medio_pct,correlacion_retorno_acumulado,direccion_correcta_pct
Habitat,5,2024-03-04,2026-06-30,588,3.5799319727891157,1,5,0.8620340759837454,0.5593417896593289,2.123887649848351,-0.13258262884947047,0.5259727788076812,71.5986394557823
Integra,5,2024-03-04,2026-06-30,588,3.5799319727891157,1,5,0.9187354797662174,0.6108224526021222,2.2514875357821715,-0.039668813236839906,0.526369562469672,68.5374149659864
Prima,5,2024-03-04,2026-06-30,588,3.5799319727891157,1,5,0.9058403124942417,0.5823783585335363,2.236870472782694,-0.04802641332892578,0.5313960954829127,73.63945578231292
Profuturo,5,2024-03-04,2026-06-30,588,3.5799319727891157,1,5,0.9697608697502514,0.6916489331323883,2.3228686668001726,-0.015415734587124133,0.5520613068272453,69.38775510204081
