afp,modelo,esquema_rezago,variable,coef_estandarizado,coef_original,coef_abs_estandarizado
Profuturo,M0_sin_pesos,lag0_1,credito_hy_lag0,8.957053869094501e-05,0.017134768286891734,8.957053869094501e-05
Profuturo,M0_sin_pesos,lag0_1,tesoro_usa_lag1,-8.335501927592294e-05,-0.009029894714283386,8.335501927592294e-05
Profuturo,M0_sin_pesos,lag0_1,fx_usdpen_lag1,-6.624852269037813e-05,-0.005195347021973379,6.624852269037813e-05
Profuturo,M0_sin_pesos,lag0_1,credito_ig_lag1,-4.302340835679824e-05,-0.008203580828228687,4.302340835679824e-05
Profuturo,M0_sin_pesos,lag0_1,emergentes_lag1,3.9087329538720856e-05,0.0031263331252767024,3.9087329538720856e-05
Profuturo,M0_sin_pesos,lag0_1,fx_usdpen_lag0,-2.449314824382117e-05,-0.001920803278878404,2.449314824382117e-05
Profuturo,M0_sin_pesos,lag0_1,credito_ig_lag0,-9.622714446511182e-06,-0.0018347464432000072,9.622714446511182e-06
Profuturo,M0_sin_pesos,lag0_1,cobre_lag1,-6.296659513584288e-06,-0.0002905936389728192,6.296659513584288e-06
Profuturo,M1_pesos_reales,lag0_1,peru_x_rv_local_lag0,0.0011048529070833526,0.22440556401173556,0.0011048529070833526
Profuturo,M1_pesos_reales,lag0_1,global_x_rv_ext_lag0,0.0008923055151757889,0.1985245436503974,0.0008923055151757889
Profuturo,M1_pesos_reales,lag0_1,tecnologia_x_rv_ext_lag0,0.0006182943008829111,0.10455471586743731,0.0006182943008829111
Profuturo,M1_pesos_reales,lag0_1,emergentes_x_rv_ext_lag0,0.0005930373970239093,0.10172745126502573,0.0005930373970239093
Profuturo,M1_pesos_reales,lag0_1,vix_x_rv_total_lag0,-0.00042764890153573873,-0.006715412407368002,0.00042764890153573873
Profuturo,M1_pesos_reales,lag0_1,peru_x_rv_local_lag1,0.0003186494169334872,0.06472504039115151,0.0003186494169334872
Profuturo,M1_pesos_reales,lag0_1,vix_x_rv_total_lag1,-0.000300769209349998,-0.004722996686299615,0.000300769209349998
Profuturo,M1_pesos_reales,lag0_1,global_x_rv_ext_lag1,0.00025659728327116256,0.057089679852471,0.00025659728327116256
Profuturo,M1_pesos_reales,lag0_1,cobre_x_rv_total_lag0,0.00021671000854597535,0.013284634854372373,0.00021671000854597535
Profuturo,M1_pesos_reales,lag0_1,tecnologia_x_rv_ext_lag1,0.00019175477898253598,0.0324279962798918,0.00019175477898253598
Profuturo,M1_pesos_reales,lag0_1,tesoro_x_rf_ext_lag0,-0.00017242731959123955,-1.8110696812963776,0.00017242731959123955
Profuturo,M1_pesos_reales,lag0_1,credito_hy_x_rf_ext_lag0,9.503798411846657e-05,2.5343036638461696,9.503798411846657e-05
Profuturo,M1_pesos_reales,lag0_1,fx_x_exterior_lag1,-5.454684042745825e-05,-0.008746363436463483,5.454684042745825e-05
Profuturo,M1_pesos_reales,lag0_1,emergentes_x_rv_ext_lag1,5.231184315740808e-05,0.008973465114765386,5.231184315740808e-05
Profuturo,M1_pesos_reales,lag0_1,credito_ig_x_rf_ext_lag0,-4.636516069424117e-05,-1.0588272920580872,4.636516069424117e-05
Profuturo,M1_pesos_reales,lag0_1,cobre_x_rv_total_lag1,2.786125122471574e-05,0.0017079348722316159,2.786125122471574e-05
Profuturo,M1_pesos_reales,lag0_1,credito_hy_x_rf_ext_lag1,-2.400069855078443e-05,-0.6400081105328639,2.400069855078443e-05
Profuturo,M1_pesos_reales,lag0_1,credito_ig_x_rf_ext_lag1,-2.2620792970631683e-05,-0.5165843081175989,2.2620792970631683e-05
Profuturo,M1_pesos_reales,lag0_1,tesoro_x_rf_ext_lag1,-1.521148300327974e-05,-0.15977199214603818,1.521148300327974e-05
Profuturo,M1_pesos_reales,lag0_1,fx_x_exterior_lag0,-6.173641588032161e-06,-0.000989918136386372,6.173641588032161e-06
Profuturo,M2_hibrido,lag0_1,peru_x_rv_local_lag0,0.0007258558760123909,0.1474278577750119,0.0007258558760123909
Profuturo,M2_hibrido,lag0_1,global_x_rv_ext_lag0,0.0006458613605180187,0.1436944294051624,0.0006458613605180187
Profuturo,M2_hibrido,lag0_1,peru_lag0,0.0004826846915453379,0.03466309535304009,0.0004826846915453379
Profuturo,M2_hibrido,lag0_1,tecnologia_x_rv_ext_lag0,0.0004323822546780079,0.07311664318986207,0.0004323822546780079
Profuturo,M2_hibrido,lag0_1,emergentes_x_rv_ext_lag0,0.00037275957240160806,0.0639418043876373,0.00037275957240160806
Profuturo,M2_hibrido,lag0_1,global_lag0,0.0003591489172163009,0.03468422161529505,0.0003591489172163009
Profuturo,M2_hibrido,lag0_1,emergentes_lag0,0.00035801867140662527,0.028635049127919553,0.00035801867140662527
Profuturo,M2_hibrido,lag0_1,vix_x_rv_total_lag0,-0.00023431845220216475,-0.0036795255068886963,0.00023431845220216475
Profuturo,M2_hibrido,lag0_1,peru_lag1,0.00021010061370327102,0.015088770292439203,0.00021010061370327102
Profuturo,M2_hibrido,lag0_1,vix_lag0,-0.0002023101651281194,-0.0024771226150813687,0.0002023101651281194
Profuturo,M2_hibrido,lag0_1,tesoro_usa_lag0,-0.00018463162352752737,-0.019999944556081884,0.00018463162352752737
Profuturo,M2_hibrido,lag0_1,peru_x_rv_local_lag1,0.0001785874736842883,0.0362752317540943,0.0001785874736842883
Profuturo,M2_hibrido,lag0_1,vix_lag1,-0.0001703197839339932,-0.0020854221200880475,0.0001703197839339932
Profuturo,M2_hibrido,lag0_1,vix_x_rv_total_lag1,-0.00015854149498494298,-0.0024895864742042876,0.00015854149498494298
Profuturo,M2_hibrido,lag0_1,global_lag1,0.0001513613973491534,0.014617747526864856,0.0001513613973491534
Profuturo,M2_hibrido,lag0_1,global_x_rv_ext_lag1,0.0001360112856035753,0.030260806554313808,0.0001360112856035753
Profuturo,M2_hibrido,lag0_1,tecnologia_lag0,0.0001348600731194524,0.009505942028061971,0.0001348600731194524
Profuturo,M2_hibrido,lag0_1,tecnologia_lag1,0.00013122366639851764,0.009250379280535164,0.00013122366639851764
Profuturo,M2_hibrido,lag0_1,credito_hy_lag1,0.00011687585844668304,0.022358270880712152,0.00011687585844668304
Profuturo,M2_hibrido,lag0_1,tesoro_x_rf_ext_lag0,-0.00010981632247448065,-1.1534425786846285,0.00010981632247448065
Profuturo,M2_hibrido,lag0_1,tesoro_usa_lag1,-8.904801474091741e-05,-0.009646620018942295,8.904801474091741e-05
Profuturo,M2_hibrido,lag0_1,tecnologia_x_rv_ext_lag1,7.970974868858128e-05,0.013479859264315056,7.970974868858128e-05
Profuturo,M2_hibrido,lag0_1,credito_hy_x_rf_ext_lag1,-6.567255363841673e-05,-1.7512393182663226,6.567255363841673e-05
Profuturo,M2_hibrido,lag0_1,fx_usdpen_lag1,-5.979002906179812e-05,-0.004688858510576724,5.979002906179812e-05
Profuturo,M2_hibrido,lag0_1,credito_hy_x_rf_ext_lag0,5.392625787057443e-05,1.43800938294897,5.392625787057443e-05
Profuturo,M2_hibrido,lag0_1,credito_ig_lag1,-5.185641584653169e-05,-0.009887833509872115,5.185641584653169e-05
Profuturo,M2_hibrido,lag0_1,credito_hy_lag0,-4.442541298158981e-05,-0.008498543925425423,4.442541298158981e-05
Profuturo,M2_hibrido,lag0_1,cobre_lag0,4.093637903006597e-05,0.001889231976747047,4.093637903006597e-05
Profuturo,M2_hibrido,lag0_1,credito_ig_x_rf_ext_lag0,-3.6239444546416744e-05,-0.8275893442452277,3.6239444546416744e-05
Profuturo,M2_hibrido,lag0_1,cobre_lag1,-3.60553696280771e-05,-0.0016639713553081791,3.60553696280771e-05
Profuturo,M2_hibrido,lag0_1,cobre_x_rv_total_lag1,-2.3095570982065697e-05,-0.0014157918018907294,2.3095570982065697e-05
Profuturo,M2_hibrido,lag0_1,fx_usdpen_lag0,-2.064869285335277e-05,-0.0016193131459643427,2.064869285335277e-05
Profuturo,M2_hibrido,lag0_1,tesoro_x_rf_ext_lag1,1.6970580042183798e-05,0.17824845747314008,1.6970580042183798e-05
Profuturo,M2_hibrido,lag0_1,fx_x_exterior_lag1,-1.5256927573878073e-05,-0.002446386123178002,1.5256927573878073e-05
Profuturo,M2_hibrido,lag0_1,credito_ig_lag0,1.0862061018706722e-05,0.0020710505264051686,1.0862061018706722e-05
Profuturo,M2_hibrido,lag0_1,emergentes_x_rv_ext_lag1,1.0348281555326793e-05,0.0017751227624512563,1.0348281555326793e-05
Profuturo,M2_hibrido,lag0_1,credito_ig_x_rf_ext_lag1,-8.747336803315429e-06,-0.1997603238878025,8.747336803315429e-06
Profuturo,M2_hibrido,lag0_1,fx_x_exterior_lag0,8.690307109237555e-06,0.001393455142403849,8.690307109237555e-06
Profuturo,M2_hibrido,lag0_1,cobre_x_rv_total_lag0,6.9613235712745e-06,0.0004267391357141574,6.9613235712745e-06
Profuturo,M2_hibrido,lag0_1,emergentes_lag1,-5.1245240886407135e-06,-0.00040987628468517164,5.1245240886407135e-06
