periodo,fecha_cartera,archivo,fila_excel_aprox,Habitat,Integra,Prima,Profuturo,pct_Habitat,pct_Integra,pct_Prima,pct_Profuturo,entidad_administradora,isin,instrumento_sin_isin,moneda,estado_refinado,nombre_final,monto_vector_total,es_isin,es_moneda_suelta,activo_jerarquia,es_subtotal_jerarquico,id_relacion_padre,iteracion_eliminacion
2015-01,2015-01-30,CA-0001-en2015.XLS,20,679.02709578,54866.47875764,0.0,5654.65229186,0.6773568611435146,0.6531281152120931,,0.1047714699618834,USD,,,,entidad_sin_isin_pendiente,USD,61200.15814528,False,True,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,21,0.0,0.0,0.0,11063.80551072,,,,0.2049942431295331,AC PRF.CIAL EXT,,,,entidad_sin_isin_pendiente,AC PRF.CIAL EXT,11063.80551072,False,False,False,True,H10J_0000005,1.0
2015-01,2015-01-30,CA-0001-en2015.XLS,23,0.0,0.0,0.0,11063.80551072,,,,0.2049942431295331,Avianca,PAI69PA00017,,COP,isin,PAI69PA00017,11063.80551072,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,26,0.0,2247.77027046,6623.5985745648,271700.7594136,,0.0267573570131997,0.0824779348701129,5.034171242412387,ACC EXTRANJERO,,,,entidad_sin_isin_pendiente,ACC EXTRANJERO,280572.1282586248,False,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,28,0.0,0.0,0.0,22428.032528,,,,0.4155548060300918,Apple,US0378331005,,USD,isin,US0378331005,22428.032528,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,30,0.0,0.0,3119.949194648,0.0,,,0.0388500244357194,,Cemex,MXP225611567,,MXN,isin,MXP225611567,3119.949194648,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,32,0.0,0.0,0.0,65817.5180916,,,,1.2194910957878782,Discover Financ,US2547091080,,USD,isin,US2547091080,65817.5180916,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,34,0.0,0.0,0.0,37870.495234,,,,0.7016784143496041,EOG Resources,US26875P1012,,USD,isin,US26875P1012,37870.495234,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,36,0.0,0.0,0.0,30939.22326,,,,0.5732532670656649,Halliburton,US4062161017,,USD,isin,US4062161017,30939.22326,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,40,0.0,0.0,0.0,29918.2488,,,,0.5543362781074358,MetLife,US59156R1086,,USD,isin,US59156R1086,29918.2488,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,42,0.0,0.0,3503.6493799168,0.0,,,0.0436279104343935,,Pacific Rubiale,CA69480U2065,,CAD,isin,CA69480U2065,3503.6493799168,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,45,0.0,0.0,0.0,45829.453978,,,,0.8491449187313578,SCC,SCHLUMBERGER,,,isin,SCHLUMBERGER,45829.453978,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,46,0.0,0.0,0.0,45829.453978,,,,0.8491449187313578,SCC,AN8068571086,,USD,isin,AN8068571086,45829.453978,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,48,0.0,0.0,0.0,38897.787522,,,,0.7207124623403539,Visa,US92826C8394,,USD,isin,US92826C8394,38897.787522,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,50,0.0,2247.77027046,0.0,0.0,,0.0267573570131997,,,Copa,PAP310761054,,USD,isin,PAP310761054,2247.77027046,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,51,0.0,29774.370751347204,82423.59407744,0.0,,0.3544327810128621,1.0263496115518136,,ADS,,,,entidad_sin_isin_pendiente,ADS,112197.9648287872,False,False,False,True,H10J_0000004,1.0
2015-01,2015-01-30,CA-0001-en2015.XLS,53,0.0,30.4799985072,0.0,0.0,,0.0003628325423362,,,Avianca Holding,US05367G1004,,USD,isin,US05367G1004,30.4799985072,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,55,0.0,0.0,44773.085002800006,0.0,,,0.557520439565226,,Cemex,US1512908898,,USD,isin,US1512908898,44773.085002800006,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,57,0.0,29743.89075284,37650.50907464,0.0,,0.3540699484705258,0.4688291719865875,,LAN,US51817R1068,,USD,isin,US51817R1068,67394.39982748,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,58,0.0,56157.8761277222,23347.140606009,103090.75355569649,,0.6685008518886598,0.2907217157906195,1.9101032622389216,TIT ESTAD EXTRA,,,,entidad_sin_isin_pendiente,TIT ESTAD EXTRA,182595.7702894277,False,False,False,True,H10J_0000003,1.0
2015-01,2015-01-30,CA-0001-en2015.XLS,60,0.0,0.0,0.0,3627.1238812823,,,,0.0672046805287824,GOB CHILE,CL0001737767,,CLP,isin,CL0001737767,3627.1238812823,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,66,0.0,476.3460904342,0.0,476.3460904342,,0.0056704026079059,,0.0088259149333072,GOB COL,XS0213272122,,COP,isin,XS0213272122,952.6921808684,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,77,0.0,22356.9120757708,0.0,0.0,,0.2661356838756011,,,GOB MEX,MX0MGO0000R8,,MXN,isin,MX0MGO0000R8,22356.9120757708,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,87,0.0,3018.3763474108,0.0,0.0,,0.035930617371917,,,GOB MEX,MXBIGO000HH4,,MXN,isin,MXBIGO000HH4,3018.3763474108,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,88,0.0,3003.3503843022,0.0,0.0,,0.0357517489774695,,,GOB MEX,MXBIGO000HR3,,MXN,isin,MXBIGO000HR3,3003.3503843022,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,90,0.0,27302.8912298042,0.0,0.0,,0.325012399055766,,,GOB MEX,MX0MGO0000J5,,MXN,isin,MX0MGO0000J5,27302.8912298042,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,93,0.0,0.0,1849.090096689,0.0,,,0.0230251170639076,,TREASURY,US912810RH32,,USD,isin,US912810RH32,1849.090096689,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,94,0.0,0.0,0.0,81012.2184267,,,,1.5010240721002197,TREASURY,US912828G385,,USD,isin,US912828G385,81012.2184267,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,95,0.0,0.0,0.0,17975.06515728,,,,0.3330485946766125,TREASURY,US912810RJ97,,USD,isin,US912810RJ97,17975.06515728,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,96,0.0,0.0,21498.05050932,0.0,,,0.2676965987267119,,TREASURY,US912828H292,,USD,isin,US912828H292,21498.05050932,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,97,0.0,7116.4892398438,5364.861846848,7116.4892398438,,0.0847143704023306,0.0668039768730333,0.1318569206633052,TIT.EMP.PUB.EXT,,,,entidad_sin_isin_pendiente,TIT.EMP.PUB.EXT,19597.8403265356,False,False,False,True,H10J_0000002,1.0
2015-01,2015-01-30,CA-0001-en2015.XLS,99,0.0,7116.4892398438,5364.861846848,7116.4892398438,,0.0847143704023306,0.0668039768730333,0.1318569206633052,EP Medellin,USP9379RAB35,,COP,isin,USP9379RAB35,19597.8403265356,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,100,0.0,34795.4148944073,54418.277171324895,31590.232528775,,0.4142030664733067,0.6776236617834579,0.5853154053772555,BON SIS FIN EXT,,,,entidad_sin_isin_pendiente,BON SIS FIN EXT,120803.9245945072,False,False,False,True,H10J_0000001,1.0
2015-01,2015-01-30,CA-0001-en2015.XLS,105,0.0,5823.202959691201,0.0,17805.562895978903,,0.0693191482245614,,0.3299079946605966,B. Santander BR,US05966UAR59,,BRL,isin,US05966UAR59,23628.765855670103,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,110,0.0,0.0,0.0,11151.887489600002,,,,0.2066262583142145,Bancomer,USP16259AB20,,USD,isin,USP16259AB20,11151.887489600002,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,114,0.0,23433.6593669,53623.36517776,0.0,,0.2789532355891238,0.6677253113785158,,BTG Pactual,XS0835507087,,COP,isin,XS0835507087,77057.02454466,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,122,0.0,2632.7821431961,0.0,2632.7821431961,,0.0313405211685884,,0.0487811524024442,JPMC&CO,XS0246220379,,MXN,isin,XS0246220379,5265.5642863922,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,126,0.0,2905.77042462,0.0,0.0,,0.034590161491033,,,M. LYNCH & CO,US59022CAP86,,BRL,isin,US59022CAP86,2905.77042462,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,128,0.0,0.0,794.9119935649001,0.0,,,0.0098983504049421,,MORGAN STANLEY,US61747YBA29,,BRL,isin,US61747YBA29,794.9119935649001,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,138,0.0,2337.1807112496003,0.0,0.0,,0.0278216949112294,,,BON EMP PRI EXT,AMERICAMOVIL,,,isin,AMERICAMOVIL,2337.1807112496003,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,139,0.0,2337.1807112496003,0.0,0.0,,0.0278216949112294,,,BON EMP PRI EXT,XS0860706935,,MXN,isin,XS0860706935,2337.1807112496003,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,155,0.0,4599.26935064,0.0,0.0,,0.0547494971493493,,,Emgesa,USP3703CAA82,,COP,isin,USP3703CAA82,4599.26935064,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,171,0.0,0.0,0.0,1880.8343668884,,,,0.0348487884316768,SCC,US84265VAB18,,USD,isin,US84265VAB18,1880.8343668884,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,190,0.0,0.0,13887.737109752,0.0,,,0.1729319589550513,,ECOPETROL,US279158AE95,,USD,isin,US279158AE95,13887.737109752,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,194,62645.1718627745,4522320.241115091,4035487.88806008,2874908.554044368,62.4910806100041,53.83349838272081,50.250434632116594,53.26735927632853,FONDO MUTUO EXT,,,,entidad_sin_isin_pendiente,FONDO MUTUO EXT,11495361.855082313,False,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,196,0.0,0.4555903662,34809.0000716212,0.0,,5.423327392657927e-06,0.4334463220379517,,ABERDEEN,LU0132414144,,USD,isin,LU0132414144,34809.4556619874,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,197,0.0,9666.1802072,0.0,0.0,,0.1150657779209108,,,ABERDEEN,LU0231459107,,USD,isin,LU0231459107,9666.1802072,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,198,0.0,7.13229572,0.0,0.0,,8.490253003688929e-05,,,ABERDEEN,LU0231483743,,USD,isin,LU0231483743,7.13229572,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,201,0.0,83799.5606818528,74380.6949875459,0.0,,0.9975462315616288,0.9261983569376608,,ALLIANZ,DE0009789842,,EUR,isin,DE0009789842,158180.2556693987,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,202,0.0,0.0,120950.916192076,0.0,,,1.5060969767217502,,ALLIANZ,DE0008475005,,EUR,isin,DE0008475005,120950.916192076,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,204,0.0,1.7676055874,0.0,0.0,,2.1041498049046385e-05,,,AXA FUNDS,LU0188167505,,USD,isin,LU0188167505,1.7676055874,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,205,654.1675902062,0.0,0.0,0.0,0.6525585036557238,,,,AXA FUNDS,LU0211118053,,USD,isin,LU0211118053,654.1675902062,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,207,711.147074,367700.1405836,43147.76653462,214642.738596,0.7093978323541043,4.377086068224259,0.5372817567325259,3.9769793222688192,BANK NEW YORK,US73935A1043,,USD,isin,US73935A1043,626201.79278822,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,209,0.0,1900.547,0.0,0.0,,0.0226240266933323,,,BlackRock USA,US4642851053,,USD,isin,US4642851053,1900.547,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,211,387.20200288,257580.97271368,28.15402744,273201.1860732,0.3862495840434825,3.066232406969572,0.0003505777132153,5.061971697432863,BlackRock USA,US4642866085,,USD,isin,US4642866085,531197.5148172,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,212,276.5387625,2816.1005796,0.0,0.0,0.2758585472003031,0.0335227356566183,,,BlackRock USA,US4642867729,,USD,isin,US4642867729,3092.6393421,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,213,302.4493494,287079.844458,272984.98425,54211.0008,0.3017054006205039,3.417385660094426,3.3992455155647283,1.0044412898909787,BlackRock USA,US4642868065,,USD,isin,US4642868065,614578.2788574,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,214,0.0,247.8700125,0.0,0.0,,0.0029506335698494,,,BlackRock USA,US4642868222,,USD,isin,US4642868222,247.8700125,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,215,41.95288548,524011.28631324,113010.3217386,349793.60202600004,0.0418496920097177,6.237806973023106,1.4072196331160045,6.481104049542047,BlackRock USA,US4642868487,,USD,isin,US4642868487,986857.16296332,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,216,778.7411060000001,225285.7033284,630.5595999999999,157576.84404,0.7768256001590998,2.681790961090605,0.0078518124302153,2.919641514614635,BlackRock USA,US4642871846,,USD,isin,US4642871846,384271.8480744,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,217,4471.8161488,40049.781992,427361.88687764,0.0,4.460816613927035,0.4767508179745873,5.321567343651791,,BlackRock USA,US4642872000,,USD,isin,US4642872000,471883.48501843994,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,218,3077.9409122,169504.514938,0.0,0.0,3.070369957296196,2.017774183220756,,,BlackRock USA,US4642872349,,USD,isin,US4642872349,172582.4558502,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,219,0.0,851.0297796,0.0,0.0,,0.0101306205268752,,,BlackRock USA,US4642873255,,USD,isin,US4642873255,851.0297796,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,221,807.5688719999999,84121.57499856,182491.4024208,227980.798848,0.8055824571577287,1.001379475620744,2.27240733776009,4.224111790706156,BlackRock USA,US4642875151,,USD,isin,US4642875151,495401.34513936,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,222,819.071539,13878.5745956,296581.38163940003,0.0,0.8170568305108996,0.1652099327805406,3.693071010141913,,BlackRock USA,US4642876555,,USD,isin,US4642876555,311279.027774,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,223,1306.81406834,1617.15137584,0.0,0.0,1.3035996367893996,0.0192504978272903,,,BlackRock USA,US4642878619,,USD,isin,US4642878619,2923.96544418,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,224,1638.5713509,2756.5105568,153091.21961452,0.0,1.6345408804789603,0.0328133786838712,1.9063123313420565,,BlackRock USA,US4642881829,,USD,isin,US4642881829,157486.30152222,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,225,4576.22684948,0.0,0.0,0.0,4.56497049073391,,,,BlackRock USA,US4642882579,,USD,isin,US4642882579,4576.22684948,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,227,0.0,77.48972,81364.206,0.0,,0.0009224341696042,1.013157969596215,,BlackRock USA,US4642887529,,USD,isin,US4642887529,81441.69572,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,228,0.0,0.0,148555.1936,129252.7918,,,1.8498291290490645,2.3948430946067707,BlackRock USA,US4642887784,,USD,isin,US4642887784,277807.9854,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,229,0.0,0.0,126.7522652,38824.392464,,,0.0015783361500725,0.7193525718081515,BlackRock USA,US4642888105,,USD,isin,US4642888105,38951.144729199994,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,230,0.0,775.9503752,11.7245249,0.0,,0.0092368786466349,0.0001459953513485,,BlackRock USA,US4642888519,,USD,isin,US4642888519,787.6749001000001,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,231,1415.21576482,0.0,234937.99043,0.0,1.411734692557652,,2.925479262528216,,BlackRock USA,US4642867646,,USD,isin,US4642867646,236353.20619482,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,233,0.0,2613.2301074,0.0,119511.847774,,0.0311077746068038,,2.214359313864039,BlackRock USA,US4642867315,,USD,isin,US4642867315,122125.0778814,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,234,0.0,0.0,563.77288,0.0,,,0.0070201752649587,,BlackRock USA,US4642888444,,USD,isin,US4642888444,563.77288,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,235,0.0,0.0,378.85562,0.0,,,0.0047175608243422,,BlackRock USA,US4642872422,,USD,isin,US4642872422,378.85562,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,236,0.0,0.0,41941.081600000005,0.0,,,0.5222559546211902,,BlackRock USA,US4642891802,,USD,isin,US4642891802,41941.081600000005,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,237,639.84540048,0.0,0.0,47703.60738,0.6382715428879846,,,0.8838699197971644,BlackRock USA,US4642871929,,USD,isin,US4642871929,48343.45278048,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,238,294.5349396,0.0,0.0,0.0,0.2938104582636404,,,,BlackRock USA,US46429B5984,,USD,isin,US46429B5984,294.5349396,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,239,48.5463616,0.0,170684.59408,0.0,0.0484269498487995,,2.1253873820073528,,BlackRock USA,US46434V5488,,USD,isin,US46434V5488,170733.1404416,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,240,0.0,0.0,0.0,63442.56765,,,,1.175487143641917,BlackRock USA,US4642875565,,USD,isin,US4642875565,63442.56765,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,241,323.46884878,0.0,0.0,0.0,0.3226731973569359,,,,BlackRock USA,US4642877629,,USD,isin,US4642877629,323.46884878,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,245,2335.3452891384,0.0,0.0,0.0,2.3296009313442663,,,,DIMENSIONAL,US2332033719,,USD,isin,US2332033719,2335.3452891384,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,246,2977.9957135104,0.0,0.0,0.0,2.970670598476078,,,,DIMENSIONAL,US2332034139,,USD,isin,US2332034139,2977.9957135104,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,247,413.2685333462,0.0,0.0,0.0,0.4122519974482158,,,,DIMENSIONAL,US2332034212,,USD,isin,US2332034212,413.2685333462,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,248,0.0,94974.4189886758,0.0,0.0,,1.1305712462693789,,,DIMENSIONAL,US2332038270,,USD,isin,US2332038270,94974.4189886758,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,250,0.0,0.0,118752.244807337,12347.8883987277,,,1.4787188267282323,0.2287862014649968,DWS,LU0145647722,,EUR,isin,LU0145647722,131100.1332060647,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,252,0.0,0.0,52152.1000174213,0.0,,,0.6494049209283661,,FIDELITY,LU0114720955,,EUR,isin,LU0114720955,52152.1000174213,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,254,0.0,0.3594679,0.0,0.0,,4.2790898436061376e-06,,,FRANKLIN TEMP,LU0195951966,,USD,isin,LU0195951966,0.3594679,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,256,0.0,0.0,18027.1287781882,0.0,,,0.2244762173499075,,FRANKLIN TEMP,LU0260871479,,USD,isin,LU0260871479,18027.1287781882,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,258,1885.1005342176,137579.732660843,146866.22136217303,69376.3366648565,1.8804636644592727,1.63774299934726,1.8287978209677052,1.2854301905372547,GARTMORE,LU0113993397,,EUR,isin,LU0113993397,355707.3912220901,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,261,0.0,40710.3816192893,0.0,0.0,,0.4846145664645739,,,INVESTEC,LU0345777493,,USD,isin,LU0345777493,40710.3816192893,True,False,True,False,,
2015-01,2015-01-30,CA-0001-en2015.XLS,265,0.0,72097.9502716638,0.0,0.0,,0.8582507833169439,,,JP MORGAN F.F.,LU0129464904,,USD,isin,LU0129464904,72097.9502716638,True,False,True,False,,
