periodo,fecha_cartera,archivo,fila_excel_aprox,Habitat,Integra,Prima,Profuturo,pct_Habitat,pct_Integra,pct_Prima,pct_Profuturo,entidad_administradora,isin,instrumento_sin_isin,moneda,estado_refinado,nombre_final,monto_vector_total,es_isin,es_moneda_suelta,activo_jerarquia,es_subtotal_jerarquico,id_relacion_padre,iteracion_eliminacion
2017-12,2017-12-29,CA-0001-di2017.XLS,271,0.0,0.0,0.0,29362.79048664,,,,0.4754257277120688,LARRAIN VIAL,CVL79033FI12,,USD,isin,CVL79033FI12,29362.79048664,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,273,11318.6799382183,0.0,79298.7765638359,175233.965761344,1.4752428708046954,,0.9977453868207864,2.8372894507374875,Matthews Intern,US5771307924,,USD,isin,US5771307924,265851.4222633982,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,274,0.0,0.0,48649.3030498222,0.0,,,0.6121105494096983,,Matthews Intern,US5771307684,,USD,isin,US5771307684,48649.3030498222,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,275,2368.9769858414,0.0,0.0,0.0,0.3087653709212533,,,,Matthews Intern,US5771308344,,USD,isin,US5771308344,2368.9769858414,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,277,0.0,0.0231102378,0.0,0.0,,2.6672640199454493e-07,,,MELLON GLOBAL,IE00B06YCB08,,USD,isin,IE00B06YCB08,0.0231102378,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,280,0.0,1.1955801557,0.0,0.0,,1.3798767281656394e-05,,,MFS,LU0219455952,,USD,isin,LU0219455952,1.1955801557,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,282,0.0,0.0,622.0821113676001,0.0,,,0.0078271012963372,,Muzinich,IE00B59XD059,,USD,isin,IE00B59XD059,622.0821113676001,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,284,2298.9260655784,5203.51271856,0.0,0.0,0.2996351436089359,0.0600562502716593,,,PIONEER,LU0132199406,,USD,isin,LU0132199406,7502.4387841384005,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,285,996.0877385292,0.0,0.0,0.0,0.129827094942353,,,,PIONEER,LU1273585916,,EUR,isin,LU1273585916,996.0877385292,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,289,0.0,168859.434807857,0.0,0.0,,1.9488881888152672,,,SCHRODER,LU0106259988,,USD,isin,LU0106259988,168859.434807857,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,290,0.0,0.0,159157.524619342,0.0,,,2.002536392713833,,SCHRODER,LU0106235459,,EUR,isin,LU0106235459,159157.524619342,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,291,0.0,0.0,0.0,49587.2985762532,,,,0.8028895455838032,SCHRODER,LU0161305759,,EUR,isin,LU0161305759,49587.2985762532,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,292,0.0,0.0,63409.2996217882,0.0,,,0.797822348851076,,SCHRODER,LU0106820292,,EUR,isin,LU0106820292,63409.2996217882,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,294,0.0,1533.2908305,38872.1619,3548.59646856,,0.0176964490789658,0.4890935508980268,0.0574568707694603,STATE ST BANK,US78462F1030,,USD,isin,US78462F1030,43954.04919906,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,296,0.0,6413.15006475,0.0,0.0,,0.0740172583694422,,,STATE ST BANK,US81369Y4070,,USD,isin,US81369Y4070,6413.15006475,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,297,0.0,21739.42222842,1169.99591124,42570.82284,,0.2509051582509765,0.0147210092465823,0.6892827313949395,STATE ST BANK,US81369Y5069,,USD,isin,US81369Y5069,65480.24097966,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,298,0.0,1393.1021871,0.0,0.0,,0.0160784643235438,,,STATE ST BANK,US81369Y1001,,USD,isin,US81369Y1001,1393.1021871,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,299,903.4467,150143.53603899,157109.38113,236323.587786,0.117752539218529,1.7328789732496,1.976766440053933,3.82641812431986,STATE ST BANK,US81369Y6059,,USD,isin,US81369Y6059,544479.95165499,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,300,0.0,0.0,0.0,798.5167554000001,,,,0.0129291325257065,STATE ST BANK,US81369Y7040,,USD,isin,US81369Y7040,798.5167554000001,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,301,0.0,56926.69125,0.0,0.0,,0.6570184030978186,,,STATE ST BANK,US81369Y8030,,USD,isin,US81369Y8030,56926.69125,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,302,0.0,176564.2677552,0.0,0.0,,2.0378133823939253,,,STATE ST BANK,US81369Y2090,,USD,isin,US81369Y2090,176564.2677552,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,303,0.0,4.0025505,0.0,0.0,,4.619536600642279e-05,,,STATE ST BANK,US78463V1070,,USD,isin,US78463V1070,4.0025505,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,305,0.0,0.0,0.0,64344.3236865,,,,1.0418269655506338,STATE ST BANK,US78464A6982,,USD,isin,US78464A6982,64344.3236865,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,309,11121.7456400619,0.0,0.0,0.0,1.449575043729634,,,,THREADNEEDLE IN,GB0030810021,,EUR,isin,GB0030810021,11121.7456400619,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,310,0.0,0.0,0.0,88133.4171942055,,,,1.4270065382365926,THREADNEEDLE IN,GB0030810245,,EUR,isin,GB0030810245,88133.4171942055,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,312,0.0,549.1635239999999,0.0,0.0,,0.0063381611271505,,,VAN ECK,US92189F1066,,USD,isin,US92189F1066,549.1635239999999,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,314,0.0,3161.72275575,0.0,58866.479685000006,,0.0364909674250723,,0.9531328078243344,VAN ECK,US92189F7188,,USD,isin,US92189F7188,62028.20244075001,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,318,0.0,16659.5095641,0.0,53051.782134,,0.1922754358255068,,0.8589845075846968,VANGUARD GROUP,US9220427424,,USD,isin,US9220427424,69711.2916981,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,319,47671.18994547,1016.3247744,0.0,0.0,6.213320236432215,0.0117298944597458,,,VANGUARD GROUP,US9229083632,,USD,isin,US9229083632,48687.51471987,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,320,6866.320353749999,0.0,0.0,0.0,0.8949356467204221,,,,VANGUARD GROUP,US9229087690,,USD,isin,US9229087690,6866.320353749999,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,321,0.0,0.0,0.0,2680.5597,,,,0.0434021094360223,VANGUARD GROUP,US9220428745,,USD,isin,US9220428745,2680.5597,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,322,0.0,68693.904864,0.0,0.0,,0.7928294914962013,,,VANGUARD GROUP,US9229087443,,USD,isin,US9229087443,68693.904864,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,324,0.0,0.0,0.0,511.9017696,,,,0.0082884244751843,VANGUARD GROUP,US92204A7028,,USD,isin,US92204A7028,511.9017696,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,325,0.0,0.0,0.0,296.473593,,,,0.0048003330529354,VANGUARD GROUP,US92204A8018,,USD,isin,US92204A8018,296.473593,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,327,0.0,74249.13406188869,0.0,0.0,,0.8569450713111305,,,VONTOBEL,LU0040507039,,USD,isin,LU0040507039,74249.13406188869,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,330,6913.84356,0.0,0.0,59151.77268,0.9011296792048438,,,0.957752110946112,WisdomTreeAsset,US97717W8516,,USD,isin,US97717W8516,66065.61624,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,331,10997.17582275,0.0,0.0,0.0,1.4333389865295083,,,,WisdomTreeAsset,US97717X7012,,USD,isin,US97717X7012,10997.17582275,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,332,1564.0963884,0.0,0.0,0.0,0.2038596425407616,,,,WisdomTreeAsset,US97717W4481,,USD,isin,US97717W4481,1564.0963884,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,333,0.0,0.0,89852.9697,0.0,,,1.1305393335816964,,WisdomTreeAsset,US97717X6691,,USD,isin,US97717X6691,89852.9697,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,334,0.0,0.0,140111.9265,0.0,,,1.7629027125205594,,WisdomTreeAsset,US97717W2816,,USD,isin,US97717W2816,140111.9265,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,337,0.0,0.0,0.0,87416.9741485573,,,,1.4154062968870345,NNIPL,LU0127786860,,EUR,isin,LU0127786860,87416.9741485573,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,338,0.0,0.0,0.0,54596.8921034517,,,,0.8840020559664142,NNIPL,LU1086912554,,EUR,isin,LU1086912554,54596.8921034517,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,340,0.0,142377.536279773,0.0,79368.97574989889,,1.6432478239904411,,1.2850976500624534,UBS,LU0067412154,,USD,isin,LU0067412154,221746.51202967187,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,345,0.0,58969.24148700001,0.0,0.0,,0.6805924606355613,,,BlackRock AMIL,IE00B5BMR087,,USD,isin,IE00B5BMR087,58969.24148700001,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,346,0.0,296072.53236627503,0.0,0.0,,3.417115910744544,,,BlackRock AMIL,IE00B53QG562,,EUR,isin,IE00B53QG562,296072.53236627503,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,347,0.0,0.0,59979.903858225,0.0,,,0.7546733375933363,,BlackRock AMIL,IE00BQN1K901,,EUR,isin,IE00BQN1K901,59979.903858225,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,349,6951.5801022122,0.0,199284.323699945,0.0,0.906048147186202,,2.507415918040769,,GAM Luxembourg,LU0099405374,,JPY,isin,LU0099405374,206235.9038021572,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,350,15877.4652773798,0.0,0.0,0.0,2.0694213092653926,,,,GAM Luxembourg,LU1112790479,,USD,isin,LU1112790479,15877.4652773798,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,351,5212.5957353484,0.0,0.0,0.0,0.6793941289031769,,,,GAM Luxembourg,LU0107852435,,USD,isin,LU0107852435,5212.5957353484,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,353,5227.6778336357,0.0,0.0,0.0,0.6813598844591748,,,,Nomura Asset Ma,IE00B3RW8498,,USD,isin,IE00B3RW8498,5227.6778336357,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,355,0.0,96354.7493103,0.0,0.0,,1.1120766398441249,,,FILIMSA,LU0346389850,,EUR,isin,LU0346389850,96354.7493103,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,357,0.0,11.8325298,0.0,0.0,,0.0001365649340071,,,Pic Asset Ma Eu,LU0255798018,,USD,isin,LU0255798018,11.8325298,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,360,0.0,0.0,60490.0147203495,0.0,,,0.7610916050812613,,Pic Asset Ma Eu,LU0131718073,,EUR,isin,LU0131718073,60490.0147203495,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,362,15099.8703625288,0.0,0.0,0.0,1.9680719150984527,,,,GAM Internation,IE00B3CTFW21,,EUR,isin,IE00B3CTFW21,15099.8703625288,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,363,15145.3543455926,0.0,0.0,0.0,1.974000161335375,,,,GAM Internation,IE00B5769310,,USD,isin,IE00B5769310,15145.3543455926,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,365,0.0,0.0,55795.52104971,0.0,,,0.7020250014550455,,Robeco Luxembou,LU0963031652,,USD,isin,LU0963031652,55795.52104971,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,366,9663.6128903851,0.0,0.0,0.0,1.2595263847526972,,,,Robeco Luxembou,LU0440072402,,USD,isin,LU0440072402,9663.6128903851,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,367,2646.7926387029,0.0,0.0,0.0,0.3449750317225988,,,,Robeco Luxembou,LU0990544842,,USD,isin,LU0990544842,2646.7926387029,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,371,0.0,293318.3155968,0.0,0.0,,3.3853281664732537,,,Vanguard Grp Ir,IE00B95PGT31,,USD,isin,IE00B95PGT31,293318.3155968,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,372,0.0,100555.5204186,0.0,0.0,,1.1605597655054063,,,Vanguard Grp Ir,IE00B3XXRP09,,USD,isin,IE00B3XXRP09,100555.5204186,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,373,0.0,53531.9613638082,0.0,0.0,,0.6178381879860863,,,Vanguard Grp Ir,IE00B945VV12,,GBP,isin,IE00B945VV12,53531.9613638082,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,375,0.0,72046.6641300492,0.0,0.0,,0.8315253034357555,,,PineBridge inve,IE00B0JY6L58,,USD,isin,IE00B0JY6L58,72046.6641300492,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,377,18851.9503577428,0.0,0.0,0.0,2.4571067931798,,,,Wellington Luxe,LU0050381036,,USD,isin,LU0050381036,18851.9503577428,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,379,0.0,31065.8906357599,0.0,0.0,,0.3585464288918855,,,Amundi Asset,FR0010655746,,GBP,isin,FR0010655746,31065.8906357599,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,384,4742.205,0.0,0.0,0.0,0.6180848081517201,,,,JP MORGAN ASSET,LU0103813712,,USD,isin,LU0103813712,4742.205,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,386,6645.3241680025,0.0,0.0,0.0,0.8661316652244714,,,,Santander Asset,LU0363170191,,USD,isin,LU0363170191,6645.3241680025,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,388,0.0,0.0,70568.4933155866,0.0,,,0.8879000624157186,,EDM Gestión,LU1034951563,,EUR,isin,LU1034951563,70568.4933155866,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,390,0.0,0.0,0.0,42432.810108000005,,,,0.687048107149179,First Trust Adv,US33733E3027,,USD,isin,US33733E3027,42432.810108000005,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,394,0.0,113222.7883566,0.0,0.0,,1.306758815010799,,,Deutsche Asset,LU0274209740,,USD,isin,LU0274209740,113222.7883566,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,395,0.0,27919.8581805,0.0,0.0,,0.3222365507932042,,,Deutsche Asset,LU0927735406,,USD,isin,LU0927735406,27919.8581805,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,396,0.0,49749.97079052,0.0,0.0,,0.5741884104839936,,,Deutsche Asset,LU084619477X,,GBP,isin,LU084619477X,49749.97079052,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,399,0.0,0.0,0.0001494752,0.0,,,1.8807123855694973e-09,,Aberdeen GS,LU0132414144,,USD,isin,LU0132414144,0.0001494752,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,400,0.0,91070.2762664794,0.0,0.0,,1.0510859874062937,,,Aberdeen GS,LU0912262945,,USD,isin,LU0912262945,91070.2762664794,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,401,0.0,0.0,154239.3323055,0.0,,,1.9406551896831277,,Aberdeen GS,LU0886779783,,USD,isin,LU0886779783,154239.3323055,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,403,0.0,0.0,281720.374028676,132903.68463269502,,,3.5446348069981,2.151901434942422,Invesco Managem,LU1240965456,,EUR,isin,LU1240965456,414624.058661371,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,405,7610.8697812036,0.0,0.0,0.0,0.9919779909520888,,,,Tokio Marine,IE00BYYTL417,,JPY,isin,IE00BYYTL417,7610.8697812036,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,407,13719.8128135524,0.0,87667.63044039,0.0,1.7881993441325388,,1.103043169587805,,GRAM,FR0010589325,,EUR,isin,FR0010589325,101387.4432539424,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,409,3051.7073223475,150077.88342574702,0.0,0.0,0.3977503998389681,1.7321212447717111,,,Invesco Fund,GB0033028001,,GBP,isin,GB0033028001,153129.59074809452,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,411,0.0,0.0,296947.304335661,0.0,,,3.736221614860209,,Eastspring Inv,LU1259265335,,JPY,isin,LU1259265335,296947.304335661,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,415,763.4523162856,0.0,0.0,0.0,0.0995060901931425,,,,PIMCO,IE0002420739,,USD,isin,IE0002420739,763.4523162856,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,416,815.1544193574,0.0,0.0,0.0,0.1062447875835282,,,,PIMCO,IE0030759645,,USD,isin,IE0030759645,815.1544193574,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,418,1165.8189905419,0.0,0.0,0.0,0.1519493583910274,,,,Candriam Luxemb,LU1410485624,,USD,isin,LU1410485624,1165.8189905419,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,421,0.0,0.0,265661.845575772,0.0,,,3.3425847454802247,,Man Fund Manag,GB00B0119B50,,GBP,isin,GB00B0119B50,265661.845575772,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,422,0.0,111427.540740325,0.0,59368.68806630431,,1.2860389963087036,,0.961264282428335,Man Fund Manag,GB00B0119487,,GBP,isin,GB00B0119487,170796.2288066293,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,424,0.0,0.0,151972.2945,61396.806978,,,1.912131086157204,0.9941024389352328,OSSIAM LUX,LU1079841513,,USD,isin,LU1079841513,213369.101478,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,426,827.2865578658,0.0,0.0,0.0,0.1078260542100098,,,,AZ Fund Managem,LU1232062742,,USD,isin,LU1232062742,827.2865578658,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,428,0.0,0.0,0.0,14.1495381657,,,,0.0002291013342985,Henderson,LU1562332939,,JPY,isin,LU1562332939,14.1495381657,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,430,10774.5798311954,0.0,0.0,0.0,1.4043264911322475,,,,ALLIANCE,LU0206294794,,USD,isin,LU0206294794,10774.5798311954,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,432,0.0,0.0,122297.202453554,0.0,,,1.538756016883733,,BlackRock AMAG,DE0006289309,,EUR,isin,DE0006289309,122297.202453554,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,434,0.0,0.0,113443.1416287,0.0,,,1.4273533102415037,,Global Evolutio,LU1034966249,,USD,isin,LU1034966249,113443.1416287,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,436,1324.0315666499998,0.0,109065.889736817,0.0,0.1725703120931479,,1.372278275400795,,BlackRock SICAV,LU0411709560,,USD,isin,LU0411709560,110389.921303467,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,439,9371.5246517373,0.0,0.0,0.0,1.2214564778321824,,,,Nordea Investme,LU0602539354,,USD,isin,LU0602539354,9371.5246517373,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,441,3236.4778981197,0.0,0.0,0.0,0.4218328437396944,,,,CREDIT SUISSE,LU0635707705,,USD,isin,LU0635707705,3236.4778981197,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,443,3146.4219793996,0.0,0.0,0.0,0.4100952247955449,,,,Veritas AM,IE00BD065N65,,USD,isin,IE00BD065N65,3146.4219793996,True,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,444,0.0,485861.6260290964,448090.44875880063,469558.8740052944,,5.607563388117106,5.637920249219072,7.602832213075953,FMAE,,,,entidad_sin_isin_pendiente,FMAE,1403510.9487931915,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,445,0.0,0.0,0.0,28640.9758835278,,,,0.4637385131363984,Actis GP LLP,,Actis Global 4 L.P.,USD,fondo_sin_isin_pareja_exacta,Actis Global 4 L.P.,28640.9758835278,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,447,0.0,0.0,0.0,43225.8755596622,,,,0.6998889752421266,Altamar,,,,entidad_sin_isin_pendiente,Altamar,43225.8755596622,False,False,False,True,H10J_0000266,1.0
2017-12,2017-12-29,CA-0001-di2017.XLS,448,0.0,0.0,0.0,13679.9276040499,,,,0.221497665188295,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado)",,,EUR,entidad_sin_isin_pendiente,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado)",13679.9276040499,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,449,0.0,0.0,0.0,29545.9479556123,,,,0.4783913100538315,"Altamar Global Private Equity Program VIII, FCR",,,EUR,entidad_sin_isin_pendiente,"Altamar Global Private Equity Program VIII, FCR",29545.9479556123,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,450,0.0,14549.6695532951,0.0,15712.079016026,,0.1679247545501232,,0.2544011136633109,APAX VIII GP,,APAX VIII-A L.P.,EUR,fondo_sin_isin_pareja_exacta,APAX VIII-A L.P.,30261.7485693211,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,452,0.0,21441.4218726107,28588.5656960257,0.0,,0.2474657923999635,0.3597042826514552,,ARC GP,,Arias Resource Capital Fund L.P.,USD,fondo_sin_isin_pareja_exacta,Arias Resource Capital Fund L.P.,50029.987568636396,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,454,0.0,49131.3575761123,47932.9359449167,26363.0407878197,,0.5670486969798234,0.6030971445986639,0.4268554740039071,ARC GP II,,Fondo Arias Resource Capital Fund II L.P.,USD,fondo_sin_isin_pareja_exacta,Fondo Arias Resource Capital Fund II L.P.,123427.3343088487,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,456,0.0,2345.6791004845004,0.0,2345.6726260468,,0.0270726139696421,,0.0379798069846253,Coller Int GP,,"Coller International Partners VI Parallel Fund (Latin America),L.P.",USD,fondo_sin_isin_pareja_exacta,"Coller International Partners VI Parallel Fund (Latin America),L.P.",4691.3517265313,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,458,0.0,0.0,22613.9149407536,12437.5833262327,,,0.284530610531315,0.2013823279685949,CSABF GenPartLP,,"Carlyle South America Buyout Fund, L.P.",USD,fondo_sin_isin_pareja_exacta,"Carlyle South America Buyout Fund, L.P.",35051.498266986295,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,460,0.0,0.0,9583.5269060839,0.0,,,0.1205809241246074,,DS VII As LP,,Dover Street VII Cayman Fund L.P.,USD,fondo_sin_isin_pareja_exacta,Dover Street VII Cayman Fund L.P.,9583.5269060839,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,462,0.0,0.0,0.0,9326.6357717685,,,,0.1510116213551285,HIPEP VI,,"HIPEP VI- Cayman Fund, L.P",EUR,fondo_sin_isin_pareja_exacta,"HIPEP VI- Cayman Fund, L.P",9326.6357717685,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,464,0.0,0.0,0.0,5029.5987517281,,,,0.0814364236848686,HV IX-Buy As LC,,,,entidad_sin_isin_pendiente,HV IX-Buy As LC,5029.5987517281,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,465,0.0,0.0,0.0,5029.5987517281,,,,0.0814364236848686,Harvour vest Buyout,,,USD,entidad_sin_isin_pendiente,Harvour vest Buyout,5029.5987517281,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,466,0.0,80603.3750438256,105404.409953478,0.0,,0.9302824315402112,1.3262091590655234,,LARRAIN VIAL,,Fondo Energético Americano,USD,fondo_sin_isin_pareja_exacta,Fondo Energético Americano,186007.7849973036,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,468,0.0,0.0,0.0,4031.0457548345,,,,0.0652684172611191,Lexington Partn,,"Lexington Capital Partners VII (Offshore), L.P.",USD,fondo_sin_isin_pareja_exacta,"Lexington Capital Partners VII (Offshore), L.P.",4031.0457548345,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,470,0.0,0.0,6918.6202269596,8022.5656153817,,,0.0870507933884321,0.1298968535550491,PARTNERS GROUP,,"Partners Group Direct Investments 2009, L.P.",EUR,entidad_sin_isin_pendiente,"Partners Group Direct Investments 2009, L.P.",14941.1858423413,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,472,0.0,0.0,6918.6202269596,0.0,,,0.0870507933884321,,"Partners Group Secondary 2008 S.C.A., SICAR",,,EUR,entidad_sin_isin_pendiente,"Partners Group Secondary 2008 S.C.A., SICAR",6918.6202269596,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,473,0.0,2946.3173382603,0.0,2946.3173382603,,0.0340048695980235,,0.0477051070895468,PASIA VI,,"Pantheon Asia Fund VI, L.P.",USD,fondo_sin_isin_pareja_exacta,"Pantheon Asia Fund VI, L.P.",5892.6346765206,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,475,0.0,17570.9117905011,0.0,4908.0753440666,,0.2027943685479465,,0.0794687852702633,PG SecPF,,Partners Group Secondary 2011,USD,fondo_sin_isin_pareja_exacta,Partners Group Secondary 2011,22478.987134567702,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,477,0.0,0.0,0.0,36310.1605266504,,,,0.5879136214788349,PGM X Ltd,,Partners Group Direct Investment 2012,USD,fondo_sin_isin_pareja_exacta,Partners Group Direct Investment 2012,36310.1605266504,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,481,0.0,0.0,74789.2141248236,0.0,,,0.9410056070275536,,Terranum GP,,"Terranum Capital Latin America Real Estate Fund I, L.P.",USD,fondo_sin_isin_pareja_exacta,"Terranum Capital Latin America Real Estate Fund I, L.P.",74789.2141248236,False,False,True,False,,
2017-12,2017-12-29,CA-0001-di2017.XLS,483,0.0,24693.852650095803,0.0,18931.9601572282,,0.285003664858157,,0.30653561141818,TRG MANAGEMENT,,"TRG Latin America Private Equity Fund I, L.P. (LAPEF)",USD,fondo_sin_isin_pareja_exacta,"TRG Latin America Private Equity Fund I, L.P. (LAPEF)",43625.81280732401,False,False,True,False,,
